scenario_id,initial_outages,initial_outage_type,valid_action_count,argmax_action,argmax_action_type,prob_do_nothing,max_nonzero_action_prob,entropy,top1_action,top1_prob,top2_action,top2_prob,top3_action,top3_prob
31,5,N-1,20,0,do_nothing,0.11417849361896515,0.09148185700178146,2.885043144226074,0,0.11417849361896515,18,0.09148185700178146,20,0.08054942637681961
32,"11,18",common_bus_N-2,19,0,do_nothing,0.0947442278265953,0.08644840866327286,2.8720781803131104,0,0.0947442278265953,20,0.08644840866327286,18,0.07368375360965729
33,1,N-1,20,0,do_nothing,0.12069922685623169,0.0795593410730362,2.9042084217071533,0,0.12069922685623169,20,0.0795593410730362,18,0.07575982064008713
34,"4,6",common_bus_N-2,19,0,do_nothing,0.11435330659151077,0.0907788947224617,2.8685812950134277,0,0.11435330659151077,18,0.0907788947224617,20,0.07176809757947922
35,5,N-1,20,0,do_nothing,0.1197458952665329,0.09336883574724197,2.8777594566345215,0,0.1197458952665329,18,0.09336883574724197,20,0.08021969348192215
36,19,N-1,20,0,do_nothing,0.11531656980514526,0.07883903384208679,2.9069576263427734,0,0.11531656980514526,18,0.07883903384208679,19,0.06773553788661957
37,"3,5",common_bus_N-2,19,0,do_nothing,0.11608543992042542,0.09507028013467789,2.8452539443969727,0,0.11608543992042542,18,0.09507028013467789,20,0.07838383316993713
38,"2,3",common_bus_N-2,19,0,do_nothing,0.09852255135774612,0.07960103452205658,2.897822856903076,0,0.09852255135774612,20,0.07960103452205658,19,0.07749370485544205
39,"1,9",common_bus_N-2,19,0,do_nothing,0.11688994616270065,0.07070667296648026,2.89612078666687,0,0.11688994616270065,20,0.07070667296648026,13,0.06679704785346985
40,1,N-1,20,0,do_nothing,0.1186753660440445,0.07981114089488983,2.9064583778381348,0,0.1186753660440445,20,0.07981114089488983,18,0.0754661113023758
41,0,N-1,20,0,do_nothing,0.10123689472675323,0.08795782923698425,2.919678211212158,0,0.10123689472675323,20,0.08795782923698425,18,0.07490934431552887
42,8,N-1,20,0,do_nothing,0.11226099729537964,0.08908481150865555,2.8953750133514404,0,0.11226099729537964,18,0.08908481150865555,20,0.08235646039247513
43,0,N-1,20,0,do_nothing,0.09979882091283798,0.08788526058197021,2.9205844402313232,0,0.09979882091283798,20,0.08788526058197021,18,0.07483997195959091
44,"7,13",common_bus_N-2,19,20,open_line,0.08422324061393738,0.08547399193048477,2.8844871520996094,20,0.08547399193048477,0,0.08422324061393738,18,0.0764874815940857
45,"3,8",common_bus_N-2,19,0,do_nothing,0.1194731816649437,0.0955653116106987,2.846832275390625,0,0.1194731816649437,18,0.0955653116106987,20,0.0791870579123497
46,"6,9",common_bus_N-2,19,0,do_nothing,0.11469005793333054,0.06818589568138123,2.8931803703308105,0,0.11469005793333054,13,0.06818589568138123,18,0.06568245589733124
47,16,N-1,20,0,do_nothing,0.1105336844921112,0.08902876079082489,2.894852638244629,0,0.1105336844921112,18,0.08902876079082489,20,0.08211053162813187
48,"6,7",common_bus_N-2,19,0,do_nothing,0.1192316859960556,0.08894684910774231,2.8699545860290527,0,0.1192316859960556,18,0.08894684910774231,19,0.06575947254896164
49,"9,11",common_bus_N-2,19,0,do_nothing,0.11319366842508316,0.07297021150588989,2.8961663246154785,0,0.11319366842508316,20,0.07297021150588989,11,0.0645306259393692
50,"1,6",common_bus_N-2,19,0,do_nothing,0.12729062139987946,0.08158636093139648,2.858729839324951,0,0.12729062139987946,18,0.08158636093139648,20,0.07319532334804535
51,"3,4",common_bus_N-2,19,0,do_nothing,0.10185465216636658,0.0904247984290123,2.8757245540618896,0,0.10185465216636658,18,0.0904247984290123,20,0.080324187874794
52,"18,19",common_bus_N-2,19,0,do_nothing,0.1270117461681366,0.0817142054438591,2.851818561553955,0,0.1270117461681366,18,0.0817142054438591,5,0.07170172035694122
53,"10,12",common_bus_N-2,19,0,do_nothing,0.11820830404758453,0.1059594601392746,2.8235762119293213,0,0.11820830404758453,20,0.1059594601392746,18,0.08592186868190765
54,"16,19",common_bus_N-2,19,0,do_nothing,0.0943012535572052,0.08170381933450699,2.8731837272644043,0,0.0943012535572052,18,0.08170381933450699,5,0.07266145199537277
55,"1,6",common_bus_N-2,19,0,do_nothing,0.12785375118255615,0.08172184973955154,2.8580434322357178,0,0.12785375118255615,18,0.08172184973955154,20,0.07307849824428558
56,"7,14",common_bus_N-2,19,0,do_nothing,0.08797837793827057,0.07914336025714874,2.8815038204193115,0,0.08797837793827057,18,0.07914336025714874,20,0.07896849513053894
57,"15,16",common_bus_N-2,19,0,do_nothing,0.12203895300626755,0.09393225610256195,2.8367695808410645,0,0.12203895300626755,18,0.09393225610256195,20,0.07863464206457138
58,"6,9",common_bus_N-2,19,0,do_nothing,0.11302822828292847,0.06725946813821793,2.893414258956909,0,0.11302822828292847,13,0.06725946813821793,18,0.06716660410165787
59,"11,12",common_bus_N-2,19,0,do_nothing,0.11983846127986908,0.0902097225189209,2.8660178184509277,0,0.11983846127986908,20,0.0902097225189209,19,0.06466363370418549
60,"7,14",common_bus_N-2,19,0,do_nothing,0.08797837793827057,0.07914336025714874,2.8815038204193115,0,0.08797837793827057,18,0.07914336025714874,20,0.07896849513053894
61,"8,14",common_bus_N-2,19,0,do_nothing,0.10731244832277298,0.09190572053194046,2.8790230751037598,0,0.10731244832277298,18,0.09190572053194046,19,0.0674305409193039
62,"1,6",common_bus_N-2,19,0,do_nothing,0.1303892284631729,0.08232007920742035,2.854921579360962,0,0.1303892284631729,18,0.08232007920742035,20,0.07253555953502655
63,"12,18",common_bus_N-2,19,0,do_nothing,0.12625740468502045,0.09282582253217697,2.8538424968719482,0,0.12625740468502045,20,0.09282582253217697,18,0.06789674609899521
64,8,N-1,20,0,do_nothing,0.11853519827127457,0.0919819325208664,2.8873982429504395,0,0.11853519827127457,18,0.0919819325208664,20,0.08140513300895691
65,"5,7",common_bus_N-2,19,0,do_nothing,0.12047465890645981,0.09069807082414627,2.8498587608337402,0,0.12047465890645981,18,0.09069807082414627,20,0.07328148931264877
66,"8,15",common_bus_N-2,19,0,do_nothing,0.12449420988559723,0.09445817023515701,2.83388614654541,0,0.12449420988559723,18,0.09445817023515701,20,0.08189673721790314
67,"11,12",common_bus_N-2,19,0,do_nothing,0.11977242678403854,0.09023795276880264,2.866023302078247,0,0.11977242678403854,20,0.09023795276880264,19,0.06468241661787033
68,"3,8",common_bus_N-2,19,0,do_nothing,0.11862824112176895,0.09533408284187317,2.8477041721343994,0,0.11862824112176895,18,0.09533408284187317,20,0.07921534031629562
69,"1,4",common_bus_N-2,19,0,do_nothing,0.1189664751291275,0.0806024968624115,2.86763596534729,0,0.1189664751291275,18,0.0806024968624115,20,0.07794956117868423
70,"0,1",common_bus_N-2,19,0,do_nothing,0.09819521754980087,0.08347950130701065,2.8889713287353516,0,0.09819521754980087,20,0.08347950130701065,18,0.07066387683153152
71,"2,3",common_bus_N-2,19,0,do_nothing,0.09951170533895493,0.08021236211061478,2.89563250541687,0,0.09951170533895493,20,0.08021236211061478,19,0.07666340470314026
72,"3,6",common_bus_N-2,19,0,do_nothing,0.0994943305850029,0.08644399046897888,2.8984158039093018,0,0.0994943305850029,18,0.08644399046897888,5,0.06543105840682983
73,"8,15",common_bus_N-2,19,0,do_nothing,0.12586994469165802,0.09503506124019623,2.8321850299835205,0,0.12586994469165802,18,0.09503506124019623,20,0.08167348802089691
74,"12,19",common_bus_N-2,19,0,do_nothing,0.1263229101896286,0.08873345702886581,2.8377327919006348,0,0.1263229101896286,18,0.08873345702886581,19,0.07283985614776611
75,4,N-1,20,0,do_nothing,0.11183173954486847,0.08750640600919724,2.9044737815856934,0,0.11183173954486847,18,0.08750640600919724,20,0.07989697903394699
76,"14,16",common_bus_N-2,19,0,do_nothing,0.11536575853824615,0.08900788426399231,2.857144594192505,0,0.11536575853824615,18,0.08900788426399231,20,0.07461231201887131
77,"4,6",common_bus_N-2,19,0,do_nothing,0.12244421243667603,0.09657572954893112,2.8575758934020996,0,0.12244421243667603,18,0.09657572954893112,20,0.06713210046291351
78,"0,4",common_bus_N-2,19,0,do_nothing,0.0951942652463913,0.0868549644947052,2.88557505607605,0,0.0951942652463913,20,0.0868549644947052,18,0.07543244957923889
79,"7,13",common_bus_N-2,19,20,open_line,0.08422324061393738,0.08547399193048477,2.8844871520996094,20,0.08547399193048477,0,0.08422324061393738,18,0.0764874815940857
80,"5,6",common_bus_N-2,19,0,do_nothing,0.12012173235416412,0.09940958023071289,2.8424041271209717,0,0.12012173235416412,18,0.09940958023071289,20,0.06963039934635162
81,16,N-1,20,0,do_nothing,0.1116122305393219,0.08956345915794373,2.8936877250671387,0,0.1116122305393219,18,0.08956345915794373,20,0.0819086804986
82,"0,2",common_bus_N-2,19,0,do_nothing,0.09309445321559906,0.08840452134609222,2.8906161785125732,0,0.09309445321559906,20,0.08840452134609222,18,0.07188916951417923
83,"8,15",common_bus_N-2,19,0,do_nothing,0.12458464503288269,0.09449625760316849,2.8337748050689697,0,0.12458464503288269,18,0.09449625760316849,20,0.08188296109437943
84,"5,8",common_bus_N-2,19,0,do_nothing,0.12524741888046265,0.10832275450229645,2.815150499343872,0,0.12524741888046265,18,0.10832275450229645,20,0.08174312859773636
85,"3,7",common_bus_N-2,19,0,do_nothing,0.11063800752162933,0.08058805018663406,2.8751180171966553,0,0.11063800752162933,18,0.08058805018663406,20,0.07354363799095154
86,"0,3",common_bus_N-2,19,0,do_nothing,0.09976977854967117,0.08319781720638275,2.879844903945923,0,0.09976977854967117,20,0.08319781720638275,18,0.07861566543579102
87,"9,11",common_bus_N-2,19,0,do_nothing,0.11391226947307587,0.07250797748565674,2.895939350128174,0,0.11391226947307587,20,0.07250797748565674,11,0.06527680903673172
88,"1,6",common_bus_N-2,19,0,do_nothing,0.13965626060962677,0.08435047417879105,2.843118667602539,0,0.13965626060962677,18,0.08435047417879105,20,0.07030466943979263
89,"0,2",common_bus_N-2,19,0,do_nothing,0.09277157485485077,0.08841070532798767,2.8908658027648926,0,0.09277157485485077,20,0.08841070532798767,18,0.07178300619125366
90,"12,19",common_bus_N-2,19,0,do_nothing,0.11690344661474228,0.08680810034275055,2.848593235015869,0,0.11690344661474228,18,0.08680810034275055,19,0.07357897609472275
91,17,N-1,20,0,do_nothing,0.11747556924819946,0.08916747570037842,2.9009804725646973,0,0.11747556924819946,20,0.08916747570037842,19,0.07077838480472565
92,14,N-1,20,0,do_nothing,0.11080420762300491,0.080122210085392,2.9167511463165283,0,0.11080420762300491,18,0.080122210085392,20,0.07109132409095764
93,"8,15",common_bus_N-2,19,0,do_nothing,0.11947065591812134,0.09230948984622955,2.8400871753692627,0,0.11947065591812134,18,0.09230948984622955,20,0.08248930424451828
94,"6,8",common_bus_N-2,19,0,do_nothing,0.12304393947124481,0.10226665437221527,2.847525119781494,0,0.12304393947124481,18,0.10226665437221527,5,0.06623208522796631
95,3,N-1,20,0,do_nothing,0.1085747629404068,0.08290109783411026,2.909740924835205,0,0.1085747629404068,18,0.08290109783411026,20,0.07837513834238052
96,5,N-1,20,0,do_nothing,0.12267474830150604,0.09428517520427704,2.873941421508789,0,0.12267474830150604,18,0.09428517520427704,20,0.0799577608704567
97,"1,4",common_bus_N-2,19,0,do_nothing,0.11716685444116592,0.08017566055059433,2.8697409629821777,0,0.11716685444116592,18,0.08017566055059433,20,0.07856118679046631
98,"10,17",common_bus_N-2,19,0,do_nothing,0.09601907432079315,0.09286171942949295,2.8670270442962646,0,0.09601907432079315,20,0.09286171942949295,19,0.06934597343206406
99,"1,9",common_bus_N-2,19,0,do_nothing,0.11942508071660995,0.06934979557991028,2.894333839416504,0,0.11942508071660995,20,0.06934979557991028,13,0.06791433691978455
