pair_id,state_id,prior_outaged_branch,candidate_next_branch,planned_contingency_sequence,selection_bucket,execution_status,pilot_label_value,pilot_label_status,dynamic_stress_score_if_available,unstable_flag_if_available,instability_or_risk_reason,timeout_or_failure_reason,evidence_source,raw_trajectory_committed,full_timeseries_committed,mat_file_committed,bus_fault_label_used,l12_special_case_flag,notes
SPP011,single_outage_state_L03,L03,L02,L03;L02,shared_bus_neighbor_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP012,single_outage_state_L02,L02,L03,L02;L03,shared_bus_neighbor_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP013,single_outage_state_L26,L26,L05,L26;L05,shared_bus_neighbor_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP014,single_outage_state_L05,L05,L26,L05;L26,shared_bus_neighbor_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP015,single_outage_state_L14,L14,L07,L14;L07,shared_bus_neighbor_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP016,single_outage_state_L07,L07,L14,L07;L14,shared_bus_neighbor_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP017,single_outage_state_L05,L05,L03,L05;L03,shared_bus_neighbor_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP018,single_outage_state_L03,L03,L05,L03;L05,shared_bus_neighbor_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP019,single_outage_state_L14,L14,L08,L14;L08,shared_bus_neighbor_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP020,single_outage_state_L08,L08,L14,L08;L14,shared_bus_neighbor_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP021,single_outage_state_L10,L10,L33,L10;L33,non_neighbor_control_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP022,single_outage_state_L33,L33,L10,L33;L10,non_neighbor_control_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP023,single_outage_state_L10,L10,L34,L10;L34,non_neighbor_control_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP024,single_outage_state_L34,L34,L10,L34;L10,non_neighbor_control_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP025,single_outage_state_L06,L06,L33,L06;L33,non_neighbor_control_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP026,single_outage_state_L33,L33,L06,L33;L06,non_neighbor_control_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP027,single_outage_state_L06,L06,L34,L06;L34,non_neighbor_control_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP028,single_outage_state_L34,L34,L06,L34;L06,non_neighbor_control_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP029,single_outage_state_L09,L09,L16,L09;L16,non_neighbor_control_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP030,single_outage_state_L16,L16,L09,L16;L09,non_neighbor_control_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP031,single_outage_state_L16,L16,L25,L16;L25,non_neighbor_control_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
SPP032,single_outage_state_L25,L25,L16,L25;L16,non_neighbor_control_pairs,blocked,,blocked,,,,"selected 32 execution was approved, but the current MATLAB entrypoint is still a guarded skeleton; blocked evidence was written without fabricating pilot labels",python_controlled_runner_blocked_evidence,False,False,False,False,False,pilot-only compact evidence; no 0/1 label was fabricated
