seed,rank,path,score,first_probability,second_probability
20260722,33,L10->L28,0.7395126819610596,0.8337473273277283,0.886974573135376
20260722,34,L10->L21,0.7393707633018494,0.8337473273277283,0.8868043422698975
20260722,35,L10->L23,0.7389970421791077,0.8337473273277283,0.8863561153411865
20260722,36,L10->L20,0.7369579076766968,0.8337473273277283,0.8839103579521179
20260722,37,L27->L16,0.7366726994514465,0.8124850988388062,0.9066907167434692
20260722,38,L23->L17,0.7361566424369812,0.8644265532493591,0.8516127467155457
20260722,39,L27->L19,0.735785186290741,0.8124850988388062,0.9055983424186708
20260722,40,L21->L28,0.734515905380249,0.8205744624137878,0.8951240181922913
20260722,41,L17->L18,0.7342928647994995,0.8585318326950073,0.8552890419960022
20260722,42,L27->L14,0.7340303659439087,0.8124850988388062,0.9034385681152344
20260722,43,L25->L30,0.7298348546028137,0.8441300988197327,0.8645999431610107
20260722,44,L26->L30,0.7298348546028137,0.8441300988197327,0.8645999431610107
20260722,45,L27->L17,0.7284677028656006,0.8124850988388062,0.8965920805931091
20260722,46,L27->L15,0.7255670428276062,0.8124850988388062,0.8930219411849976
20260722,47,L10->L25,0.725538969039917,0.8337473273277283,0.8702144622802734
20260722,48,L10->L26,0.725538969039917,0.8337473273277283,0.8702144622802734
20260722,49,L17->L15,0.7253117561340332,0.8585318326950073,0.8448280096054077
20260722,50,L27->L21,0.7233076095581055,0.8124850988388062,0.8902410864830017
20260722,51,L16->L17,0.7227300405502319,0.8490318655967712,0.8512402176856995
20260722,52,L10->L06,0.7213544249534607,0.8337473273277283,0.8651955127716064
20260722,53,L27->L06,0.7199541926383972,0.8124850988388062,0.886113703250885
20260722,54,L27->L29,0.718807578086853,0.8124850988388062,0.8847024440765381
20260722,55,L07->L23,0.7186355590820312,0.7554130554199219,0.9513147473335266
20260722,56,L10->L12,0.7184500098228455,0.8337473273277283,0.8617119193077087
20260722,57,L18->L28,0.7137384414672852,0.8009834289550781,0.8910776972770691
20260722,58,L23->L21,0.7135642766952515,0.8644265532493591,0.8254770636558533
20260722,59,L12->L17,0.7125858068466187,0.7855491042137146,0.9071180820465088
20260722,60,L10->L13,0.7117273211479187,0.8337473273277283,0.8536487221717834
20260722,61,L27->L10,0.7111751437187195,0.8124850988388062,0.8753085732460022
20260722,62,L28->L07,0.7103492617607117,0.8709284663200378,0.8156229853630066
20260722,63,L15->L17,0.7102168798446655,0.8225339651107788,0.8634499311447144
20260722,64,L23->L15,0.7091032266616821,0.8644265532493591,0.8203163146972656
20260722,65,L07->L28,0.7082902193069458,0.7554130554199219,0.9376197457313538
20260722,66,L21->L27,0.7079985737800598,0.8205744624137878,0.8628084063529968
20260722,67,L10->L19,0.7070536613464355,0.8337473273277283,0.8480430841445923
20260722,68,L21->L25,0.7067129611968994,0.8205744624137878,0.8612416982650757
20260722,69,L21->L26,0.7067129611968994,0.8205744624137878,0.8612416982650757
20260722,70,L12->L13,0.7064173221588135,0.7855491042137146,0.8992656469345093
20260722,71,L12->L16,0.7046316862106323,0.7855491042137146,0.896992564201355
20260722,72,L28->L32,0.7018769979476929,0.8709284663200378,0.8058950901031494
20260722,73,L28->L33,0.7018769383430481,0.8709284663200378,0.8058950304985046
20260722,74,L18->L23,0.6956682205200195,0.8009834289550781,0.8685176372528076
20260722,75,L27->L22,0.6940932273864746,0.8124850988388062,0.8542842268943787
20260722,76,L27->L25,0.6924344301223755,0.8124850988388062,0.852242648601532
20260722,77,L27->L26,0.6924344301223755,0.8124850988388062,0.852242648601532
20260722,78,L25->L27,0.6923865675926208,0.8441300988197327,0.8202368021011353
20260722,79,L26->L27,0.6923865675926208,0.8441300988197327,0.8202368021011353
20260722,80,L07->L24,0.6921405792236328,0.7554130554199219,0.9162412285804749
20260722,81,L23->L22,0.6906268000602722,0.8644265532493591,0.7989421486854553
20260722,82,L16->L20,0.6883532404899597,0.8490318655967712,0.8107507824897766
20260722,83,L14->L16,0.6879111528396606,0.8089041709899902,0.8504235148429871
20260722,84,L27->L30,0.6872778534889221,0.8124850988388062,0.8458959460258484
20260722,85,L16->L21,0.6859924793243408,0.8490318655967712,0.8079702258110046
20260722,86,L14->L17,0.685531497001648,0.8089041709899902,0.8474817276000977
20260722,87,L15->L18,0.6853187084197998,0.8225339651107788,0.8331798315048218
20260722,88,L07->L16,0.6848921179771423,0.7554130554199219,0.906645894050598
20260722,89,L07->L19,0.6841796040534973,0.7554130554199219,0.9057026505470276
20260722,90,L38->L28,0.6837460994720459,0.7901803255081177,0.8653038740158081
20260722,91,L07->L14,0.6816396713256836,0.7554130554199219,0.9023403525352478
20260722,92,L18->L25,0.6809329390525818,0.8009834289550781,0.8501211404800415
20260722,93,L18->L26,0.6809329390525818,0.8009834289550781,0.8501211404800415
20260722,94,L17->L23,0.6807094216346741,0.8585318326950073,0.7928761839866638
20260722,95,L16->L15,0.6798980236053467,0.8490318655967712,0.8007920980453491
20260722,96,L21->L16,0.6796598434448242,0.8205744624137878,0.8282731771469116
20260722,97,L10->L11,0.679277777671814,0.8337473273277283,0.8147285580635071
20260722,98,L23->L10,0.677832305431366,0.8644265532493591,0.7841410040855408
20260722,99,L13->L28,0.6776865720748901,0.7620704174041748,0.8892703056335449
20260722,100,L21->L19,0.6772585511207581,0.8205744624137878,0.825346827507019
20260722,101,L07->L17,0.6772580146789551,0.7554130554199219,0.8965399861335754
20260722,102,L21->L22,0.6769399642944336,0.8205744624137878,0.8249586224555969
20260722,103,L15->L10,0.6769171357154846,0.8225339651107788,0.8229655623435974
20260722,104,L25->L38,0.676275372505188,0.8441300988197327,0.8011506199836731
20260722,105,L26->L38,0.676275372505188,0.8441300988197327,0.8011506199836731
20260722,106,L10->L22,0.675929069519043,0.8337473273277283,0.8107121586799622
20260722,107,L28->L17,0.6756483316421509,0.8709284663200378,0.7757793664932251
20260722,108,L17->L36,0.67402583360672,0.8585318326950073,0.7850912809371948
20260722,109,L17->L37,0.67402583360672,0.8585318326950073,0.7850912809371948
20260722,110,L07->L15,0.673689603805542,0.7554130554199219,0.8918161988258362
20260722,111,L07->L21,0.6724436283111572,0.7554130554199219,0.8901668190956116
20260722,112,L38->L23,0.67204749584198,0.7901803255081177,0.8504989147186279
20260722,113,L28->L30,0.6720308661460876,0.8709284663200378,0.7716257572174072
20260722,114,L27->L18,0.6719927191734314,0.8124850988388062,0.8270831108093262
20260722,115,L10->L38,0.67182457447052,0.8337473273277283,0.8057891726493835
20260722,116,L12->L10,0.6706849932670593,0.7855491042137146,0.8537785410881042
20260722,117,L23->L20,0.6700848937034607,0.8644265532493591,0.7751784920692444
20260722,118,L15->L16,0.6696847081184387,0.8225339651107788,0.8141727447509766
20260722,119,L07->L29,0.6692943572998047,0.7554130554199219,0.8859978318214417
20260722,120,L14->L15,0.6679663062095642,0.8089041709899902,0.825766921043396
20260722,121,L25->L31,0.6674442887306213,0.8441300988197327,0.7906888723373413
20260722,122,L26->L31,0.6674442887306213,0.8441300988197327,0.7906888723373413
20260722,123,L28->L16,0.6672833561897278,0.8709284663200378,0.7661746740341187
20260722,124,L07->L06,0.6672096252441406,0.7554130554199219,0.8832381367683411
20260722,125,L14->L10,0.6670793294906616,0.8089041709899902,0.8246704339981079
20260722,126,L17->L14,0.6664610505104065,0.8585318326950073,0.7762799859046936
20260722,127,L31->L25,0.6664023995399475,0.7385841012001038,0.9022701978683472
20260722,128,L31->L26,0.6664023995399475,0.7385841012001038,0.9022701978683472
20260722,129,L13->L23,0.6659824252128601,0.7620704174041748,0.8739119172096252
20260722,130,L12->L18,0.664442777633667,0.7855491042137146,0.8458322286605835
20260722,131,L31->L38,0.6643446683883667,0.7385841012001038,0.8994841575622559
20260722,132,L25->L16,0.6631644368171692,0.8441300988197327,0.785618782043457
20260722,133,L26->L16,0.6631644368171692,0.8441300988197327,0.785618782043457
20260722,134,L23->L19,0.6628085374832153,0.8644265532493591,0.7667609453201294
20260722,135,L21->L38,0.6627944707870483,0.8205744624137878,0.8077200651168823
20260722,136,L27->L38,0.6618370413780212,0.8124850988388062,0.8145835995674133
20260722,137,L16->L14,0.6614886522293091,0.8490318655967712,0.7791093587875366
20260722,138,L14->L20,0.6613566279411316,0.8089041709899902,0.8175957798957825
20260722,139,L07->L10,0.6613003611564636,0.7554130554199219,0.8754156231880188
20260722,140,L15->L14,0.6593132019042969,0.8225339651107788,0.8015635013580322
20260722,141,L21->L20,0.6561130881309509,0.8205744624137878,0.7995777726173401
20260722,142,L25->L17,0.6556710600852966,0.8441300988197327,0.7767417430877686
20260722,143,L26->L17,0.6556710600852966,0.8441300988197327,0.7767417430877686
20260722,144,L23->L16,0.655644416809082,0.8644265532493591,0.75847327709198
20260722,145,L14->L21,0.6556097865104675,0.8089041709899902,0.8104913234710693
20260722,146,L27->L09,0.654596209526062,0.8124850988388062,0.8056716322898865
20260722,147,L12->L21,0.6536945700645447,0.7855491042137146,0.832149863243103
20260722,148,L17->L08,0.6523460149765015,0.8585318326950073,0.7598390579223633
20260722,149,L30->L25,0.6521585583686829,0.7603375315666199,0.8577224612236023
20260722,150,L30->L26,0.6521585583686829,0.7603375315666199,0.8577224612236023
20260722,151,L27->L20,0.6520759463310242,0.8124850988388062,0.8025697469711304
20260722,152,L31->L28,0.6516294479370117,0.7385841012001038,0.8822684288024902
20260722,153,L18->L27,0.6510842442512512,0.8009834289550781,0.8128560781478882
20260722,154,L17->L03,0.6504979729652405,0.8585318326950073,0.7576864957809448
20260722,155,L17->L10,0.6503005027770996,0.8585318326950073,0.7574564814567566
20260722,156,L17->L12,0.6493468284606934,0.8585318326950073,0.7563456296920776
20260722,157,L17->L28,0.6492838263511658,0.8585318326950073,0.7562722563743591
20260722,158,L08->L17,0.6489664912223816,0.6980121731758118,0.9297352433204652
20260722,159,L13->L25,0.6487894654273987,0.7620704174041748,0.8513510823249817
20260722,160,L13->L26,0.6487894654273987,0.7620704174041748,0.8513510823249817
20260722,161,L21->L14,0.648481547832489,0.8205744624137878,0.7902775406837463
20260722,162,L17->L21,0.6483498811721802,0.8585318326950073,0.7551844120025635
20260722,163,L12->L20,0.6473320126533508,0.7855491042137146,0.8240503668785095
20260722,164,L28->L10,0.6470269560813904,0.8709284663200378,0.7429162859916687
20260722,165,L12->L15,0.6460306644439697,0.7855491042137146,0.8223937749862671
20260722,166,L27->L11,0.6460219621658325,0.8124850988388062,0.7951185703277588
20260722,167,L27->L08,0.6456746459007263,0.8124850988388062,0.7946910262107849
20260722,168,L07->L25,0.6456440091133118,0.7554130554199219,0.8546900153160095
20260722,169,L07->L26,0.6456440091133118,0.7554130554199219,0.8546900153160095
20260722,170,L07->L22,0.645337700843811,0.7554130554199219,0.8542845845222473
20260722,171,L08->L16,0.6444239616394043,0.6980121731758118,0.9232274293899536
20260722,172,L25->L19,0.6441969871520996,0.8441300988197327,0.7631489038467407
20260722,173,L26->L19,0.6441969871520996,0.8441300988197327,0.7631489038467407
20260722,174,L23->L07,0.6439580917358398,0.8644265532493591,0.7449541091918945
20260722,175,L21->L07,0.6438408493995667,0.8205744624137878,0.784622073173523
20260722,176,L21->L30,0.6437721252441406,0.8205744624137878,0.7845383286476135
20260722,177,L27->L31,0.6436932682991028,0.8124850988388062,0.7922524213790894
20260722,178,L17->L11,0.6434065699577332,0.8585318326950073,0.749426543712616
20260722,179,L15->L36,0.6431913375854492,0.8225339651107788,0.7819632887840271
20260722,180,L15->L37,0.6431913375854492,0.8225339651107788,0.7819632887840271
20260722,181,L23->L03,0.6425365209579468,0.8644265532493591,0.7433095574378967
20260722,182,L23->L27,0.6422904133796692,0.8644265532493591,0.7430248856544495
20260722,183,L10->L36,0.6419398784637451,0.8337473273277283,0.7699453830718994
20260722,184,L10->L37,0.6419398784637451,0.8337473273277283,0.7699453830718994
20260722,185,L10->L30,0.6417672038078308,0.8337473273277283,0.7697382569313049
20260722,186,L18->L38,0.641384482383728,0.8009834289550781,0.8007462620735168
20260722,187,L30->L24,0.6396084427833557,0.7603375315666199,0.8412164449691772
20260722,188,L26->L32,0.6395882964134216,0.8441300988197327,0.7576892375946045
20260722,189,L26->L33,0.6395882964134216,0.8441300988197327,0.7576892375946045
20260722,190,L25->L32,0.6395882368087769,0.8441300988197327,0.7576891779899597
20260722,191,L25->L33,0.6395882368087769,0.8441300988197327,0.7576891779899597
20260722,192,L27->L02,0.6395756602287292,0.8124850988388062,0.787184476852417
20260722,193,L07->L30,0.639549195766449,0.7554130554199219,0.8466218113899231
20260722,194,L08->L10,0.6391292214393616,0.6980121731758118,0.9156419634819032
20260722,195,L31->L30,0.6390801072120667,0.7385841012001038,0.8652773499488831
20260722,196,L31->L23,0.6381992101669312,0.7385841012001038,0.8640846610069275
20260722,197,L12->L03,0.6373792290687561,0.7855491042137146,0.8113805055618286
20260722,198,L28->L21,0.6366297006607056,0.8709284663200378,0.7309781908988953
20260722,199,L28->L31,0.6364336609840393,0.8709284663200378,0.7307530641555786
20260722,200,L19->L17,0.634492814540863,0.7600938081741333,0.8347559571266174
20260722,201,L28->L03,0.6342569589614868,0.8709284663200378,0.7282537817955017
20260722,202,L31->L27,0.6339985728263855,0.7385841012001038,0.8583972454071045
20260722,203,L25->L10,0.6331496238708496,0.8441300988197327,0.7500616908073425
20260722,204,L26->L10,0.6331496238708496,0.8441300988197327,0.7500616908073425
20260722,205,L16->L03,0.6327008605003357,0.8490318655967712,0.7452027201652527
20260722,206,L16->L10,0.6321989297866821,0.8490318655967712,0.7446115612983704
20260722,207,L18->L17,0.6315999627113342,0.8009834289550781,0.7885306477546692
20260722,208,L13->L27,0.6304200291633606,0.7620704174041748,0.8272464275360107
20260722,209,L21->L17,0.6302288770675659,0.8205744624137878,0.7680337429046631
20260722,210,L15->L23,0.6296249628067017,0.8225339651107788,0.7654698491096497
20260722,211,L03->L17,0.6296089887619019,0.7483681440353394,0.8413091897964478
20260722,212,L18->L30,0.6291513442993164,0.8009834289550781,0.785473644733429
20260722,213,L16->L18,0.6289727687835693,0.8490318655967712,0.7408117055892944
20260722,214,L14->L18,0.627088189125061,0.8089041709899902,0.7752317190170288
20260722,215,L30->L23,0.626571536064148,0.7603375315666199,0.8240702748298645
20260722,216,L15->L21,0.6252554059028625,0.8225339651107788,0.7601575255393982
20260722,217,L07->L18,0.6246956586837769,0.7554130554199219,0.8269590139389038
20260722,218,L23->L11,0.6242981553077698,0.8644265532493591,0.7222107648849487
20260722,219,L08->L09,0.6239907741546631,0.6980121731758118,0.8939540386199951
20260722,220,L10->L31,0.6235016584396362,0.8337473273277283,0.7478304505348206
20260722,221,L28->L18,0.6227604746818542,0.8709284663200378,0.7150535583496094
20260722,222,L21->L10,0.6224238872528076,0.8205744624137878,0.758522093296051
20260722,223,L20->L16,0.6219819188117981,0.7709289789199829,0.8067953586578369
20260722,224,L21->L31,0.6219642758369446,0.8205744624137878,0.7579619884490967
20260722,225,L12->L14,0.6212323904037476,0.7855491042137146,0.7908256649971008
20260722,226,L16->L36,0.6203579306602478,0.8490318655967712,0.7306650876998901
20260722,227,L16->L37,0.6203579306602478,0.8490318655967712,0.7306650876998901
20260722,228,L28->L15,0.619996964931488,0.8709284663200378,0.7118804454803467
20260722,229,L16->L11,0.6187183260917664,0.8490318655967712,0.7287338972091675
20260722,230,L17->L25,0.6184273958206177,0.8585318326950073,0.7203313708305359
20260722,231,L17->L26,0.6184273362159729,0.8585318326950073,0.7203313112258911
20260722,232,L12->L08,0.6177563071250916,0.7855491042137146,0.7864006161689758
20260722,233,L07->L38,0.6174699068069458,0.7554130554199219,0.8173937797546387
20260722,234,L38->L16,0.6170333623886108,0.7901803255081177,0.780876636505127
20260722,235,L30->L27,0.6168184876441956,0.7603375315666199,0.8112429976463318
20260722,236,L25->L29,0.61660236120224,0.8441300988197327,0.7304589152336121
20260722,237,L26->L29,0.61660236120224,0.8441300988197327,0.7304589152336121
20260722,238,L25->L21,0.6152622699737549,0.8441300988197327,0.7288713455200195
20260722,239,L26->L21,0.6152622699737549,0.8441300988197327,0.7288713455200195
20260722,240,L17->L38,0.6146478652954102,0.8585318326950073,0.7159290313720703
20260722,241,L17->L27,0.6143247485160828,0.8585318326950073,0.7155526876449585
20260722,242,L12->L23,0.6137247085571289,0.7855491042137146,0.7812684178352356
20260722,243,L17->L07,0.6134124398231506,0.8585318326950073,0.7144900560379028
20260722,244,L31->L32,0.613296627998352,0.7385841012001038,0.8303680419921875
20260722,245,L31->L33,0.613296627998352,0.7385841012001038,0.8303680419921875
20260722,246,L16->L12,0.6130808591842651,0.8490318655967712,0.7220940589904785
20260722,247,L03->L16,0.6127480864524841,0.7483681440353394,0.818778932094574
20260722,248,L20->L18,0.6124985218048096,0.7709289789199829,0.794494092464447
20260722,249,L21->L36,0.6123864650726318,0.8205744624137878,0.7462899684906006
20260722,250,L21->L37,0.6123864650726318,0.8205744624137878,0.7462899684906006
20260722,251,L38->L17,0.6123780608177185,0.7901803255081177,0.7749851942062378
20260722,252,L38->L31,0.6117976903915405,0.7901803255081177,0.7742507457733154
20260722,253,L36->L28,0.6114687323570251,0.6875248551368713,0.8893769383430481
20260722,254,L37->L28,0.6114687323570251,0.6875248551368713,0.8893769383430481
20260722,255,L13->L38,0.6099978685379028,0.7620704174041748,0.8004481792449951
20260722,256,L31->L24,0.6090835928916931,0.7385841012001038,0.8246638178825378
20260722,257,L07->L09,0.6080729961395264,0.7554130554199219,0.8049543499946594
20260722,258,L19->L18,0.6078673005104065,0.7600938081741333,0.799726665019989
20260722,259,L08->L18,0.6075649857521057,0.6980121731758118,0.8704217672348022
20260722,260,L16->L08,0.6063926219940186,0.8490318655967712,0.7142165899276733
20260722,261,L07->L20,0.6061334609985352,0.7554130554199219,0.8023867607116699
20260722,262,L18->L24,0.605473518371582,0.8009834289550781,0.7559126615524292
20260722,263,L15->L28,0.6047986745834351,0.8225339651107788,0.7352871894836426
20260722,264,L25->L03,0.6042704582214355,0.8441300988197327,0.7158499360084534
20260722,265,L26->L03,0.6042704582214355,0.8441300988197327,0.7158499360084534
20260722,266,L24->L28,0.6042144298553467,0.6659960746765137,0.907234251499176
20260722,267,L19->L16,0.6041212677955627,0.7600938081741333,0.7947983145713806
20260722,268,L21->L03,0.6040268540382385,0.8205744624137878,0.7361024022102356
20260722,269,L03->L18,0.6039208769798279,0.7483681440353394,0.8069837093353271
20260722,270,L25->L07,0.603417158126831,0.8441300988197327,0.7148390412330627
20260722,271,L26->L07,0.603417158126831,0.8441300988197327,0.7148390412330627
20260722,272,L17->L34,0.6030462384223938,0.8585318326950073,0.7024157047271729
20260722,273,L17->L35,0.6030462384223938,0.8585318326950073,0.7024157047271729
20260722,274,L18->L31,0.6028962731361389,0.8009834289550781,0.7526950836181641
20260722,275,L28->L14,0.6028317213058472,0.8709284663200378,0.6921713352203369
20260722,276,L19->L21,0.6016131043434143,0.7600938081741333,0.7914984822273254
20260722,277,L22->L17,0.601433515548706,0.7631415128707886,0.7881022095680237
20260722,278,L18->L20,0.6010535955429077,0.8009834289550781,0.7503945231437683
20260722,279,L25->L14,0.600348949432373,0.8441300988197327,0.7112042903900146
20260722,280,L26->L14,0.600348949432373,0.8441300988197327,0.7112042903900146
20260722,281,L07->L11,0.6003172993659973,0.7554130554199219,0.7946874499320984
20260722,282,L21->L18,0.59989994764328,0.8205744624137878,0.7310731410980225
20260722,283,L30->L28,0.599782407283783,0.7603375315666199,0.7888370752334595
20260722,284,L28->L11,0.5997479557991028,0.8709284663200378,0.6886305809020996
20260722,285,L07->L02,0.5997207164764404,0.7554130554199219,0.7938977479934692
20260722,286,L23->L08,0.5993527173995972,0.8644265532493591,0.6933529376983643
20260722,287,L36->L23,0.599297285079956,0.6875248551368713,0.8716736435890198
20260722,288,L37->L23,0.599297285079956,0.6875248551368713,0.8716736435890198
20260722,289,L08->L23,0.5992451310157776,0.6980121731758118,0.8585023880004883
20260722,290,L27->L13,0.5990946292877197,0.8124850988388062,0.7373607754707336
20260722,291,L07->L31,0.5990943908691406,0.7554130554199219,0.7930686473846436
20260722,292,L21->L24,0.5985205769538879,0.8205744624137878,0.7293921709060669
20260722,293,L07->L08,0.5981448292732239,0.7554130554199219,0.7918115854263306
20260722,294,L08->L15,0.5980742573738098,0.6980121731758118,0.8568249940872192
20260722,295,L08->L21,0.5975723266601562,0.6980121731758118,0.8561058640480042
20260722,296,L08->L28,0.5974738597869873,0.6980121731758118,0.8559648394584656
20260722,297,L05->L17,0.5970543026924133,0.6419610381126404,0.930047571659088
20260722,298,L13->L30,0.5963045954704285,0.7620704174041748,0.7824796438217163
20260722,299,L28->L22,0.5962405204772949,0.8709284663200378,0.6846033334732056
20260722,300,L27->L32,0.5959432125091553,0.8124850988388062,0.7334820032119751
20260722,301,L27->L33,0.5959432125091553,0.8124850988388062,0.7334820032119751
20260722,302,L17->L22,0.5958196520805359,0.8585318326950073,0.6939983367919922
20260722,303,L19->L15,0.5952854156494141,0.7600938081741333,0.7831736207008362
20260722,304,L15->L11,0.5951235890388489,0.8225339651107788,0.7235246300697327
20260722,305,L08->L27,0.5949923396110535,0.6980121731758118,0.8524096608161926
20260722,306,L05->L16,0.5946382284164429,0.6419610381126404,0.9262839555740356
20260722,307,L25->L15,0.594217836856842,0.8441300988197327,0.7039410471916199
20260722,308,L26->L15,0.594217836856842,0.8441300988197327,0.7039410471916199
20260722,309,L08->L20,0.5941736102104187,0.6980121731758118,0.8512367606163025
20260722,310,L27->L12,0.5937191247940063,0.8124850988388062,0.7307446599006653
20260722,311,L30->L17,0.5937018394470215,0.7603375315666199,0.7808398604393005
20260722,312,L08->L25,0.5934844613075256,0.6980121731758118,0.8502494096755981
20260722,313,L08->L26,0.5934844613075256,0.6980121731758118,0.8502494096755981
20260722,314,L25->L22,0.5932854413986206,0.8441300988197327,0.7028365135192871
20260722,315,L26->L22,0.5932854413986206,0.8441300988197327,0.7028365135192871
20260722,316,L14->L36,0.5927895307540894,0.8089041709899902,0.7328303456306458
20260722,317,L14->L37,0.5927895307540894,0.8089041709899902,0.7328303456306458
20260722,318,L18->L15,0.5924408435821533,0.8009834289550781,0.7396418452262878
20260722,319,L19->L10,0.5920827984809875,0.7600938081741333,0.7789601683616638
20260722,320,L38->L10,0.5913375616073608,0.7901803255081177,0.7483577728271484
20260722,321,L23->L38,0.5908508896827698,0.8644265532493591,0.6835177540779114
20260722,322,L18->L10,0.590615451335907,0.8009834289550781,0.7373629212379456
20260722,323,L38->L19,0.5903658270835876,0.7901803255081177,0.7471279501914978
20260722,324,L14->L13,0.5898655652999878,0.8089041709899902,0.7292156219482422
20260722,325,L23->L25,0.5896524786949158,0.8644265532493591,0.6821313500404358
20260722,326,L23->L26,0.5896524786949158,0.8644265532493591,0.6821313500404358
20260722,327,L17->L05,0.5891364216804504,0.8585318326950073,0.6862138509750366
20260722,328,L13->L16,0.5885229110717773,0.7620704174041748,0.7722684144973755
20260722,329,L03->L21,0.5884270668029785,0.7483681440353394,0.7862802147865295
20260722,330,L15->L25,0.5882209539413452,0.8225339651107788,0.7151327133178711
20260722,331,L15->L26,0.5882209539413452,0.8225339651107788,0.7151327133178711
20260722,332,L22->L21,0.5880451798439026,0.7631415128707886,0.7705584764480591
20260722,333,L19->L20,0.5879829525947571,0.7600938081741333,0.7735663056373596
20260722,334,L08->L14,0.5879552364349365,0.6980121731758118,0.8423280715942383
20260722,335,L08->L07,0.5874767899513245,0.6980121731758118,0.8416426181793213
20260722,336,L30->L16,0.5872371196746826,0.7603375315666199,0.7723374366760254
20260722,337,L03->L10,0.5865173935890198,0.7483681440353394,0.7837284207344055
20260722,338,L10->L24,0.5862337350845337,0.8337473273277283,0.7031311392784119
20260722,339,L13->L17,0.5859690308570862,0.7620704174041748,0.7689171433448792
20260722,340,L03->L09,0.5857664942741394,0.7483681440353394,0.7827250361442566
20260722,341,L15->L38,0.5855939388275146,0.8225339651107788,0.7119389176368713
20260722,342,L09->L28,0.5855607986450195,0.6590135097503662,0.8885414600372314
20260722,343,L12->L22,0.5850157141685486,0.7855491042137146,0.7447220087051392
20260722,344,L36->L26,0.5848764777183533,0.6875248551368713,0.850698709487915
20260722,345,L37->L26,0.5848764777183533,0.6875248551368713,0.850698709487915
20260722,346,L36->L25,0.5848764181137085,0.6875248551368713,0.8506985902786255
20260722,347,L37->L25,0.5848764181137085,0.6875248551368713,0.8506985902786255
20260722,348,L32->L28,0.5841274857521057,0.6636078357696533,0.8802299499511719
20260722,349,L33->L28,0.5841274857521057,0.6636078357696533,0.8802299499511719
20260722,350,L03->L20,0.5832269787788391,0.7483681440353394,0.779331624507904
20260722,351,L05->L10,0.5823847055435181,0.6419610381126404,0.9071963429450988
20260722,352,L28->L19,0.5822339653968811,0.8709284663200378,0.668520987033844
20260722,353,L23->L14,0.5821920037269592,0.8644265532493591,0.6735008358955383
20260722,354,L25->L11,0.5821896195411682,0.8441300988197327,0.6896917819976807
20260722,355,L26->L11,0.5821896195411682,0.8441300988197327,0.6896917819976807
20260722,356,L25->L18,0.5821489095687866,0.8441300988197327,0.6896435618400574
20260722,357,L26->L18,0.5821489095687866,0.8441300988197327,0.6896435618400574
20260722,358,L11->L17,0.5819820165634155,0.6582065224647522,0.8841935992240906
20260722,359,L17->L20,0.5819590091705322,0.8585318326950073,0.6778537034988403
20260722,360,L18->L19,0.5818871855735779,0.8009834289550781,0.7264659404754639
