test_case,simulation_success,physical_fault_or_breaker_action_executed,schema_only,simulation_mode,trip_implementation,fault_configuration_status,measurement_extraction_status,training_ready_candidate,timeout_or_error_message,fault_type,fault_start_s,fault_clear_s,tripped_line,relay_operated,breaker_opened,min_voltage_pu,max_voltage_pu,min_frequency_hz,max_frequency_hz,max_speed_deviation,max_rotor_angle_separation_deg,signal_source_summary,unstable_flag,trip_time_s,note,source_model,line_id,line_id_numeric,dynamic_stress_score,from_bus_numeric,to_bus_numeric,min_bus,max_bus,bus_distance_abs,endpoint_degree_from,endpoint_degree_to,component_size_after_line_removed,largest_component_size_after_line_removed,component_contains_reference_or_main_grid,islanding_candidate,line_map_inventory_order
clean_lab_handwired_line_trip_L17,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L17,0,1,0.977450336708604,1.0635,49.9011800116675,50.0527073711708,0.0019763997666496,58.858880454281,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L17,L17,17.0,0.137524130628418,23.0,24.0,23.0,24.0,1.0,2.0,2.0,28.0,28.0,1.0,0.0,17.0
clean_lab_handwired_line_trip_L15,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L15,0,1,0.975274091315294,1.07200703481588,49.7620754674203,50.1543139831542,0.0047584906515939,65.7711381468674,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L15,L15,15.0,0.2363840566018576,21.0,22.0,21.0,22.0,1.0,2.0,2.0,28.0,28.0,1.0,0.0,15.0
clean_lab_handwired_line_trip_L14,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L14,0,1,0.976989295770946,1.0635,49.8873411972169,50.0388208248404,0.0022531760556627,58.7848423916822,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L14,L14,14.0,0.1465984598355119,21.0,16.0,16.0,21.0,5.0,2.0,5.0,28.0,28.0,1.0,0.0,14.0
clean_lab_handwired_line_trip_L13,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L13,0,1,0.977654074506339,1.06444922402618,49.8310480081692,50.1053839209362,0.0033790398366151,66.2355354794349,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L13,L13,13.0,0.1912349080343782,2.0,25.0,2.0,25.0,23.0,3.0,2.0,28.0,28.0,1.0,0.0,13.0
clean_lab_handwired_line_trip_L11,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L11,0,1,0.982,1.0635,49.9772905604085,50.0198576881464,0.0004541887918294,62.8886427857217,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L11,L11,11.0,0.0909374054963764,18.0,17.0,17.0,18.0,1.0,2.0,3.0,28.0,28.0,1.0,0.0,11.0
clean_lab_handwired_line_trip_L18,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L18,0,1,0.980953051900266,1.06464582568499,49.9821426976347,50.0176924640029,0.0003571460473051,59.547903718635,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L18,L18,18.0,0.0844380158374839,25.0,26.0,25.0,26.0,1.0,2.0,4.0,28.0,28.0,1.0,0.0,18.0
clean_lab_handwired_line_trip_L16,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L16,0,1,0.981014513023858,1.06734882921274,49.9866388353302,50.0166989859062,0.0003339797181247,59.3295976765733,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L16,L16,16.0,0.0834210364768869,23.0,22.0,22.0,23.0,1.0,2.0,2.0,28.0,28.0,1.0,0.0,16.0
clean_lab_handwired_line_trip_L24,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L24,0,1,0.980013695461605,1.07553930578596,49.910997476638,50.1139375866522,0.002278751733044,60.2574209069726,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L24,L24,24.0,0.1480073278090041,3.0,2.0,2.0,3.0,1.0,3.0,3.0,28.0,28.0,1.0,0.0,24.0
clean_lab_handwired_line_trip_L23,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L23,0,1,0.98125413603251,1.0635,49.9876929650034,50.0060935931339,0.0002461406999322,60.2673781205203,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L23,L23,23.0,0.0815243786036609,3.0,18.0,3.0,18.0,15.0,3.0,2.0,28.0,28.0,1.0,0.0,23.0
clean_lab_handwired_line_trip_L22,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L22,0,1,0.977959276701107,1.0689833736995,49.8355546443573,50.0546127985733,0.003288907112854,68.2871199863707,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L22,L22,22.0,0.1904783120850011,28.0,29.0,28.0,29.0,1.0,2.0,2.0,28.0,28.0,1.0,0.0,22.0
clean_lab_handwired_line_trip_L21,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L21,0,1,0.982,1.07175457340577,49.9490455515045,50.0276854279365,0.0010190889699098,66.252277994546,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L21,L21,21.0,0.1130340337382339,27.0,26.0,26.0,27.0,1.0,2.0,4.0,28.0,28.0,1.0,0.0,21.0
clean_lab_handwired_line_trip_L20,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L20,0,1,0.979641155897437,1.06523576138435,49.9151179080344,50.0435789287056,0.0016976418393117,62.9205353655508,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L20,L20,20.0,0.132210661175255,26.0,29.0,26.0,29.0,3.0,4.0,2.0,28.0,28.0,1.0,0.0,20.0
clean_lab_handwired_line_trip_L19,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L19,0,1,0.980384148974459,1.06458596176813,49.9416625284001,50.0269497100846,0.0011667494319979,62.1469890588449,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L19,L19,19.0,0.1138371144642552,26.0,28.0,26.0,28.0,2.0,4.0,2.0,28.0,28.0,1.0,0.0,19.0
clean_lab_handwired_line_trip_L27,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L27,0,1,0.982,1.0635,49.9832902452223,50.0098645033768,0.0003341950955548,59.3975030420406,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L27,L27,27.0,0.0831585662077884,4.0,3.0,3.0,4.0,1.0,3.0,3.0,28.0,28.0,1.0,0.0,27.0
clean_lab_handwired_line_trip_L28,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L28,0,1,0.980575834387471,1.064724969834,49.9834523694941,50.0067503373595,0.0003309526101183,59.2827529125387,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L28,L28,28.0,0.0834241432516018,5.0,4.0,4.0,5.0,1.0,3.0,3.0,28.0,28.0,1.0,0.0,28.0
clean_lab_handwired_line_trip_L29,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L29,0,1,0.97836174452625,1.06501081050126,49.9779694301114,50.0046513675898,0.0004406113977722,59.5071344604533,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L29,L29,29.0,0.0880122981327989,6.0,5.0,5.0,6.0,1.0,3.0,3.0,28.0,28.0,1.0,0.0,29.0
clean_lab_handwired_line_trip_L30,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L30,0,1,0.979912376456346,1.0635,49.9849226559759,50.0033672705997,0.0003015468804823,59.695086756855,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L30,L30,30.0,0.0831588160302331,7.0,6.0,6.0,7.0,1.0,2.0,3.0,28.0,28.0,1.0,0.0,30.0
clean_lab_handwired_line_trip_L31,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L31,0,1,0.981650135325369,1.0635,49.9861917226907,50.0030397490843,0.0002761655461851,59.7029055023478,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L31,L31,31.0,0.0817343945564236,8.0,5.0,5.0,8.0,3.0,3.0,3.0,28.0,28.0,1.0,0.0,31.0
clean_lab_handwired_line_trip_L32,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L32,0,1,0.981542496406392,1.0635,49.9887378605713,50.0015670271825,0.0002252427885738,59.4923951048484,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L32,L32,32.0,0.0798831781140235,8.0,7.0,7.0,8.0,1.0,3.0,2.0,28.0,28.0,1.0,0.0,32.0
clean_lab_handwired_line_trip_L25,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L25,0,1,0.979206411842314,1.0635,49.9353616132134,50.0242850537215,0.0012927677357325,63.0811755502974,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L25,L25,25.0,0.1193829023223755,39.0,1.0,1.0,39.0,38.0,2.0,2.0,28.0,28.0,1.0,0.0,25.0
clean_lab_handwired_line_trip_L26,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L26,0,1,0.979774908784599,1.0635,49.9846637669789,50.011949226838,0.0003067246604229,60.6476135066029,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L26,L26,26.0,0.0844335706186827,4.0,14.0,4.0,14.0,10.0,3.0,3.0,28.0,28.0,1.0,0.0,26.0
clean_lab_handwired_line_trip_L33,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L33,0,1,0.982,1.06627474881668,49.9794383791671,50.0298451131367,0.0005969022627345,59.4241997744988,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L33,L33,33.0,0.0917262121771974,9.0,39.0,9.0,39.0,30.0,2.0,2.0,28.0,28.0,1.0,0.0,33.0
clean_lab_handwired_line_trip_L34,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L34,0,1,0.982,1.0671549339582,49.9765814154013,50.0397101932625,0.0007942038652504,59.3915462782759,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L34,L34,34.0,0.0981022325964952,9.0,8.0,8.0,9.0,1.0,2.0,3.0,28.0,28.0,1.0,0.0,34.0
relay_trip_test,1,1,0,graphical_simulink_phasor_RMS,basic_relay_proxy,configured,voltage_speed_angle,1,,basic_relay_proxy,0.5,0.6,L01,1,0,0.413611442715365,1.0830674671578,49.7734452731467,50.4598788927149,0.0091975778542976,100.437168992822,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,1,0.5,pilot controlled switch or breaker-like trip executed,unknown,L01,1.0,0.6157541297507676,1.0,2.0,1.0,2.0,1.0,2.0,3.0,28.0,28.0,1.0,0.0,1.0
three_phase_fault_clear,1,1,0,graphical_simulink_phasor_RMS,existing_three_phase_fault_block,configured,voltage_speed_angle,1,,three_phase_fault_clear,0.5,0.6,,0,0,0.413611442715365,1.0830674671578,49.7734452731467,50.4598788927149,0.0091975778542976,100.437168992822,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,1,,existing three-phase fault block executed with temporal fault parameters,unknown,NO_LINE,0.0,0.6157541297507676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
