line_id,from_bus,to_bus,topology_status_available,branch_flow_available,branch_flow_source,line_limit_available,line_limit_source,relay_threshold_available,relay_threshold_source,endpoint_load_available,endpoint_load_source,ready_for_paper_feature_vector,missing_fields,l12_special_case_flag
L11,B18,B17,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L12,B19,B16,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,True
L13,B2,B25,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L14,B21,B16,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L15,B21,B22,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L16,B23,B22,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L17,B23,B24,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L18,B25,B26,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L19,B26,B28,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L20,B26,B29,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L21,B27,B26,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L22,B28,B29,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L23,B3,B18,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L24,B3,B2,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L25,B39,B1,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L26,B4,B14,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L27,B4,B3,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L28,B5,B4,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L29,B6,B5,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L30,B7,B6,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L31,B8,B5,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L32,B8,B7,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L33,B9,B39,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
L34,B9,B8,True,False,missing_verified_current_state_pf_or_opf_branch_flow,False,missing_verified_rate_a_or_thermal_limit_source,False,missing_documented_relay_threshold_or_line_limit_proxy,False,missing_verified_current_state_bus_load_source,False,branch_flow;line_limit;relay_threshold;endpoint_load,False
