method,acquisition_mode,first_prefix_score_mode,second_score_physics_blend,second_score_physics_gate_size,search_policy,adaptive_probes_per_second_line,adaptive_promotion_min_positives,adaptive_target,fallback_score_fusion,candidate_evaluations,num_seeds,n2_physical_verifications_mean,n2_physical_verifications_std,n1_state_constructions_mean,n1_state_constructions_std,total_physical_evaluations_mean,total_physical_evaluations_std,critical_paths_found_mean,critical_paths_found_std,recall_critical_mean,recall_critical_std,precision_at_k_mean,precision_at_k_std,relay_cascade_paths_found_mean,relay_cascade_paths_found_std,recall_relay_cascade_mean,recall_relay_cascade_std,captured_load_shed_mw_mean,captured_load_shed_mw_std,captured_load_shed_ratio_mean,captured_load_shed_ratio_std,captured_relay_load_shed_mw_mean,captured_relay_load_shed_mw_std,captured_relay_load_shed_ratio_mean,captured_relay_load_shed_ratio_std,eager_n1_state_constructions_mean,eager_n1_state_constructions_std,saved_n1_state_constructions_mean,saved_n1_state_constructions_std
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,1750,5,1750.0,0.0,176.0,0.0,1926.0,0.0,1485.0,0.0,0.8466362599771949,0.0,0.8485714285714285,0.0,1405.0,0.0,0.855143031040779,0.0,50361.00019193777,0.0,0.8619284587182878,0.0,48113.59426424248,0.0,0.8673402847950189,0.0,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,2000,5,2000.0,0.0,176.0,0.0,2176.0,0.0,1592.4,4.774934554525329,0.9078677309007981,0.0027223116046324724,0.7962,0.0023874672772626654,1511.4,4.774934554525329,0.9199026171637248,0.0029062291871730607,54061.78994565201,142.2228083013073,0.9252674709758324,0.0024341431958564805,51793.607658059744,142.2228083013073,0.9336796201502885,0.002563840281375124,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,2250,5,2250.0,0.0,176.0,0.0,2426.0,0.0,1617.8,8.757853618324527,0.9223489167616876,0.00499307503895355,0.7190222222222221,0.0038923793859220214,1535.4,8.848728722251575,0.9345100426049908,0.0053857143775116155,54652.78814714695,252.76255749309865,0.9353824044953887,0.0043260308725281485,52359.65348110026,250.19156109439345,0.9438836872724959,0.0045101851809519426,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,2500,5,2500.0,0.0,176.0,0.0,2676.0,0.0,1634.0,9.460443964212251,0.9315849486887116,0.0053936396603262255,0.6536000000000001,0.003784177585684903,1549.2,9.67987603226405,0.9429093122337188,0.005891586142583111,55051.894387859924,257.65819785602355,0.9422131073331304,0.004409819751549108,52713.2638840843,258.7118105082208,0.9502581964381644,0.0046637791010512766,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,2750,5,2750.0,0.0,176.0,0.0,2926.0,0.0,1644.4,7.402702209328699,0.9375142531356898,0.004220468762445089,0.5979636363636364,0.0026918917124831797,1557.8,7.19027120489902,0.9481436396835058,0.00437630627200185,55287.4465113989,226.09781993599458,0.9462445816488902,0.0038696639207772207,52919.45470998892,215.2173156636894,0.953975183547463,0.003879706987496757,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,3000,5,3000.0,0.0,176.0,0.0,3176.0,0.0,1652.6,9.071934744033381,0.9421892816419613,0.005172140675047532,0.5508666666666666,0.0030239782480111217,1564.6,8.294576541331088,0.9522824102251978,0.0050484336830986425,55461.26832040936,288.5707057804852,0.9492195417045087,0.0049388872881131135,53069.78886107126,274.6768129047101,0.9566852464186356,0.004951579044852485,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,3250,5,3250.0,0.0,176.0,0.0,3426.0,0.0,1659.2,7.981227975693966,0.9459521094640821,0.004550301012368297,0.510523076923077,0.0024557624540596807,1570.4,7.436396977031283,0.9558125380401703,0.004526108933068366,55639.95412499586,278.9368970583601,0.952277749038658,0.004774004663228719,53234.5299470281,271.6606842055707,0.9596550220630515,0.004897207510883925,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,3256,5,3256.0,0.0,176.0,0.0,3432.0,0.0,1659.4,7.956129712366435,0.9460661345496009,0.004535991854256821,0.5096437346437346,0.00244352878143934,1570.6,7.3006848993775915,0.9559342665855143,0.0044435087640764615,55643.62342458804,277.69605707695155,0.9523405490968381,0.004752767688414572,53238.19924662027,269.4136692313426,0.9597211682614792,0.004856700734421088,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,3500,5,3500.0,0.0,176.0,0.0,3676.0,0.0,1664.2,8.408329203831164,0.9488027366020525,0.004793802282685927,0.47548571428571434,0.002402379772523187,1575.0,7.7781745930520225,0.9586122945830798,0.004734129393214888,55759.08117739606,249.1668449095896,0.9543166083995847,0.0042644902559144,53347.050879983,242.774633230758,0.9616834287852452,0.004376480758658753,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,3750,5,3750.0,0.0,176.0,0.0,3926.0,0.0,1669.6,8.17312669668102,0.9518814139110605,0.004659707352725762,0.44522666666666666,0.0021795004524482837,1580.0,7.745966692414834,0.9616555082166768,0.004714526288749155,55887.901989320235,245.2614560989593,0.9565213764432983,0.004197649531039712,53468.53309272282,245.85651475728483,0.9638733798501482,0.004432037614092238,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,4000,5,4000.0,0.0,176.0,0.0,4176.0,0.0,1674.4,7.503332592921628,0.9546180159635119,0.0042778407029199755,0.41859999999999997,0.0018758331482304062,1584.2,7.085195833567341,0.9642118076688984,0.004312352911483465,56025.23280328207,231.30710572302058,0.9588717931618207,0.003958820840860675,53594.85600790812,235.04193278391747,0.9661505939080136,0.004237083926841059,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,4250,5,4250.0,0.0,176.0,0.0,4426.0,0.0,1678.6,8.264381404557755,0.9570125427594072,0.004711733982073965,0.394964705882353,0.001944560330484177,1587.8,8.105553651663778,0.9664029214850883,0.004933386276119139,56120.19613221348,248.43585891902677,0.9604970904241601,0.004251979431550516,53676.26910333256,250.92656059047573,0.9676182218923971,0.0045234349637213655,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,4500,5,4500.0,0.0,176.0,0.0,4676.0,0.0,1683.0,8.246211251235321,0.959521094640821,0.004701374715641583,0.374,0.0018324913891634206,1591.2,8.043631020876083,0.9684723067559343,0.004895697517270903,56241.55848676993,234.39664732927935,0.9625742069788468,0.004011698341797529,53777.475104936726,232.3071475722177,0.9694426551652935,0.004187784151577128,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,4750,5,4750.0,0.0,176.0,0.0,4926.0,0.0,1686.4,8.414273587185052,0.9614595210946408,0.004797191326787379,0.3550315789473684,0.0017714260183547333,1593.6,7.893034904268446,0.9699330493000607,0.004804038286225443,56347.13915802335,254.08210157363308,0.9643812200424687,0.004348614867905784,53863.24455770293,245.4352192289308,0.9709888148884767,0.004424442950065664,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,5000,5,5000.0,0.0,176.0,0.0,5176.0,0.0,1688.0,7.681145747868608,0.9623717217787913,0.004379216503915944,0.33759999999999996,0.0015362291495737241,1594.8,7.19027120489902,0.9706634205721242,0.004376306272001834,56387.550181638624,238.05045860848443,0.9650728546638463,0.0040742333175193485,53893.774647403414,224.26953214153377,0.9715391786079322,0.004042890639393524,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,5500,5,5500.0,0.0,176.0,0.0,5676.0,0.0,1693.0,8.631338250816034,0.9652223489167617,0.004920945410955536,0.3078181818181819,0.0015693342274210981,1597.6,6.985699678629192,0.9723676202069385,0.004251795300443834,56504.8362303179,269.89833158420936,0.9670802052482665,0.004619309625829397,53964.53635585548,223.72691763932343,0.972814794809547,0.00403310896699763,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,6500,5,6500.0,0.0,176.0,0.0,6676.0,0.0,1700.2,9.311283477587825,0.9693272519954389,0.00530859947410936,0.2615692307692308,0.0014325051503981147,1602.8,6.685805860178712,0.9755325623858795,0.00406926710905583,56698.033290826235,321.86633657788104,0.9703867727103542,0.005508741969828608,54108.27122902231,223.91351451503255,0.9754058929749183,0.004036472735383572,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,7500,5,7500.0,0.0,176.0,0.0,7676.0,0.0,1703.8,9.67987603226405,0.9713797035347775,0.005518743461952136,0.22717333333333337,0.0012906501376352038,1605.2,6.300793600809346,0.9769933049300061,0.00383493219769284,56810.154736143166,335.12417140313056,0.9723057311143372,0.0057356497971814665,54188.20753786439,217.0818766586715,0.9768468990343653,0.003913319293730255,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,8500,5,8500.0,0.0,176.0,0.0,8676.0,0.0,1709.0,9.746794344808963,0.9743443557582667,0.005556895293505686,0.20105882352941173,0.0011466816876245798,1608.0,7.106335201775948,0.9786975045648205,0.004325219234191072,56986.44212961172,385.0119486040911,0.9753228896450397,0.00658947904496892,54297.524805885274,287.4142523017028,0.9788175535204449,0.005181195943841044,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,9500,5,9500.0,0.0,176.0,0.0,9676.0,0.0,1713.2,9.884331034521255,0.976738882554162,0.005635308457537775,0.18033684210526318,0.001040455898370662,1610.6,6.58027355054484,0.9802799756542908,0.0040050356363632664,57130.378033840214,393.82636205646816,0.9777863524756636,0.006740337720780714,54391.76763553275,279.9022453238577,0.9805164621959725,0.005045777537230956,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,10500,5,10500.0,0.0,176.0,0.0,10676.0,0.0,1718.8,7.5960516059331775,0.9799315849486886,0.004330702169859272,0.1636952380952381,0.0007234334862793421,1614.4,4.774934554525329,0.9825928180158247,0.0029062291871730307,57292.75724477465,300.3078281042899,0.9805654724787451,0.005139768122802394,54500.78447229401,219.58234900136404,0.9824817008294586,0.003958395127847369,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,11500,5,11500.0,0.0,176.0,0.0,11676.0,0.0,1722.8,5.932958789676531,0.982212086659065,0.0033825306668623227,0.14980869565217392,0.0005159094599718704,1617.0,3.391164991562634,0.9841752891052952,0.002064007907220075,57413.17147027377,229.94721882341568,0.9826263618057374,0.0039355463781824175,54587.82907868904,170.21412603866264,0.9840508476549047,0.0030684377422251457,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,12500,5,12500.0,0.0,176.0,0.0,12676.0,0.0,1725.2,4.868264577855234,0.9835803876852907,0.0027755214240907924,0.13801599999999997,0.0003894611662284262,1618.2,3.7013511046643495,0.9849056603773585,0.0022528004288888356,57505.32568530783,230.23112996064324,0.9842035810870456,0.003940405516960218,54642.71348778733,199.9490040095797,0.9850402449291279,0.003604466237331931,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,13500,5,13500.0,0.0,176.0,0.0,13676.0,0.0,1727.0,4.847679857416329,0.98460661345496,0.002763785551548636,0.12792592592592592,0.00035908739684566187,1619.2,3.96232255123179,0.9855143031040778,0.002411638801723519,57567.83729061318,240.35127578623377,0.9852734671379084,0.004113611800795141,54679.56676346628,210.56264390709936,0.985704596264999,0.0037957975563115485,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,14500,5,14500.0,0.0,176.0,0.0,14676.0,0.0,1728.8,3.7682887362833544,0.9856328392246294,0.0021483972270714565,0.11922758620689655,0.00025988198181264356,1620.2,3.420526275297414,0.9861229458307974,0.0020818784390124146,57624.85934458821,199.19545902155184,0.9862493995242456,0.003409230045546526,54711.74228015081,187.66935876749727,0.9862846219777179,0.0033831019604717294,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,15500,5,15500.0,0.0,176.0,0.0,15676.0,0.0,1731.4,4.722287581247038,0.9871151653363739,0.0026922962264806518,0.11170322580645162,0.0003046637149191619,1622.8,4.207136793592526,0.9877054169202678,0.002560643209733736,57733.60075221058,205.6789599440654,0.9881105085870837,0.0035201951561666827,54820.48368777319,190.7664735202179,0.9882448954700329,0.0034389334241723135,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,16500,5,16500.0,0.0,176.0,0.0,16676.0,0.0,1732.6,4.979959839195493,0.9877993158494869,0.0028392017327226325,0.10500606060606059,0.0003018157478300302,1623.8,4.3817804600413295,0.9883140596469872,0.0026669388070854226,57770.36218967369,209.56635535627876,0.9887396805457834,0.003586727924048734,54851.033490913665,196.14471359694255,0.9887956145622457,0.0035358865691446383,176.0,0.0,0.0,0.0
RTS79_GCN_pmf_hybrid_prior_corrected_lazy_prefix_iterative_lodf_proxy_second_physics_0.00_gate_26_adaptive_probe_5_min_1_critical,pmf_hybrid_prior_corrected,iterative_lodf_proxy,0.0,26,adaptive_probe_then_promote,5,1,critical,none,17500,5,17500.0,0.0,176.0,0.0,17676.0,0.0,1734.8,3.3466401061363023,0.9890535917901937,0.0019080046215144246,0.09913142857142856,0.00019123657749349975,1625.6,2.8809720581775866,0.9894096165550822,0.0017534826890916741,57865.37091058867,161.76217861871768,0.9903657546918675,0.002768559495727894,54943.67324657014,150.633378102481,0.990465624738853,0.002715457015027865,176.0,0.0,0.0,0.0
