line_label,as_first_critical_count,as_first_total_count,as_first_critical_frequency,as_second_critical_count,as_second_total_count,as_second_critical_frequency,total_critical_count
L109,1,6,0.16666666666666666,0,9,0.0,1
L121,1,9,0.1111111111111111,0,7,0.0,1
L123,1,5,0.2,0,6,0.0,1
L124,1,1,1.0,0,4,0.0,1
L126,1,4,0.25,0,2,0.0,1
L127,1,3,0.3333333333333333,0,5,0.0,1
L134,1,6,0.16666666666666666,0,4,0.0,1
L136,1,11,0.09090909090909091,0,5,0.0,1
L137,1,4,0.25,0,3,0.0,1
L139,1,4,0.25,0,4,0.0,1
L142,1,6,0.16666666666666666,0,7,0.0,1
L149,1,7,0.14285714285714285,0,7,0.0,1
L151,1,8,0.125,0,7,0.0,1
L153,1,6,0.16666666666666666,0,8,0.0,1
L157,1,6,0.16666666666666666,0,11,0.0,1
L158,1,7,0.14285714285714285,0,6,0.0,1
L159,1,5,0.2,0,7,0.0,1
L163,1,11,0.09090909090909091,0,3,0.0,1
L166,1,3,0.3333333333333333,0,4,0.0,1
L167,1,8,0.125,0,4,0.0,1
L170,1,5,0.2,0,5,0.0,1
L172,1,4,0.25,0,6,0.0,1
L173,1,7,0.14285714285714285,0,6,0.0,1
L178,1,3,0.3333333333333333,0,7,0.0,1
L093,0,5,0.0,1,3,0.3333333333333333,1
L161,0,2,0.0,1,3,0.3333333333333333,1
L001,0,4,0.0,0,8,0.0,0
L003,0,3,0.0,0,6,0.0,0
L005,0,1,0.0,0,5,0.0,0
L011,0,5,0.0,0,3,0.0,0
L012,0,2,0.0,0,4,0.0,0
L013,0,7,0.0,0,3,0.0,0
L018,0,8,0.0,0,7,0.0,0
L019,0,2,0.0,0,5,0.0,0
L020,0,9,0.0,0,7,0.0,0
L023,0,4,0.0,0,7,0.0,0
L024,0,4,0.0,0,8,0.0,0
L025,0,5,0.0,0,7,0.0,0
L026,0,6,0.0,0,6,0.0,0
L031,0,4,0.0,0,4,0.0,0
L032,0,7,0.0,0,3,0.0,0
L037,0,10,0.0,0,4,0.0,0
L041,0,7,0.0,0,8,0.0,0
L042,0,3,0.0,0,7,0.0,0
L043,0,6,0.0,0,4,0.0,0
L049,0,2,0.0,0,5,0.0,0
L052,0,9,0.0,0,5,0.0,0
L055,0,4,0.0,0,3,0.0,0
L056,0,6,0.0,0,4,0.0,0
L064,0,6,0.0,0,10,0.0,0
L065,0,3,0.0,0,3,0.0,0
L068,0,2,0.0,0,3,0.0,0
L073,0,4,0.0,0,12,0.0,0
L078,0,4,0.0,0,10,0.0,0
L089,0,6,0.0,0,9,0.0,0
L091,0,4,0.0,0,7,0.0,0
L098,0,4,0.0,0,4,0.0,0
L100,0,6,0.0,0,3,0.0,0
L104,0,5,0.0,0,10,0.0,0
L106,0,3,0.0,0,6,0.0,0
L110,0,12,0.0,0,1,0.0,0
L111,0,3,0.0,0,5,0.0,0
L112,0,2,0.0,0,4,0.0,0
L114,0,3,0.0,0,8,0.0,0
L115,0,3,0.0,0,3,0.0,0
L117,0,5,0.0,0,5,0.0,0
L118,0,6,0.0,0,6,0.0,0
L120,0,4,0.0,0,6,0.0,0
L125,0,7,0.0,0,5,0.0,0
L131,0,4,0.0,0,9,0.0,0
L132,0,5,0.0,0,9,0.0,0
L138,0,4,0.0,0,5,0.0,0
L140,0,6,0.0,0,3,0.0,0
L141,0,7,0.0,0,3,0.0,0
L144,0,2,0.0,0,2,0.0,0
L145,0,7,0.0,0,3,0.0,0
L146,0,3,0.0,0,4,0.0,0
L148,0,6,0.0,0,9,0.0,0
L154,0,4,0.0,0,5,0.0,0
L156,0,6,0.0,0,6,0.0,0
L162,0,6,0.0,0,4,0.0,0
L164,0,7,0.0,0,3,0.0,0
L168,0,2,0.0,0,4,0.0,0
L175,0,2,0.0,0,2,0.0,0
L176,0,8,0.0,0,7,0.0,0
L177,0,6,0.0,0,5,0.0,0
L186,0,9,0.0,0,6,0.0,0
