scenario_id,seed,path,first_line,second_line,converged,critical,total_load_shed_mw,island_load_shed_mw,redispatch_load_shed_mw,final_max_loading_ratio,final_outage_labels,num_final_outages,max_event_loading_ratio,max_pre_redispatch_loading_ratio,num_relay_trips,relay_trip_labels,num_passive_outages,has_overload_cascade,critical_mechanism,error,first_step_critical,first_step_total_load_shed_mw,valid_ordered_n2,skip_reason,truth_critical,truth_relay_cascade,truth_total_load_shed_mw
1,20260709,L129->L149,L129,L149,True,True,58.83288909954745,58.83288909954745,0.0,1.0,"L018,L060,L111,L115,L128,L129,L134,L140,L149,L155,L178,L182",12,4.146547687484317,4.146547687484317,9,"L018,L060,L111,L115,L128,L134,L140,L178,L182",10,True,relay_cascade,,False,0.0,True,,True,True,58.83288909954745
1,20260709,L149->L129,L149,L129,True,True,58.83288909954745,58.83288909954745,0.0,1.0,"L018,L060,L111,L115,L128,L129,L134,L140,L149,L155,L178,L182",12,4.146547687484329,4.146547687484329,9,"L018,L060,L111,L115,L128,L134,L140,L178,L182",10,True,relay_cascade,,False,0.0,True,,True,True,58.83288909954745
1,20260709,L135->L137,L135,L137,True,True,44.98211559960154,44.98211559960154,0.0,1.000000000000001,"L018,L060,L111,L115,L134,L135,L137,L155,L156,L178,L182",11,72.31722596752644,72.31722596752644,9,"L018,L060,L111,L115,L134,L155,L156,L178,L182",9,True,relay_cascade,,False,0.0,True,,True,True,44.98211559960154
1,20260709,L137->L135,L137,L135,True,True,44.98211559960154,44.98211559960154,0.0,1.0000000000000002,"L018,L060,L111,L115,L134,L135,L137,L155,L178,L182",10,4.161745141266358,4.161745141266358,7,"L018,L060,L111,L115,L134,L178,L182",8,True,relay_cascade,,False,0.0,True,,True,True,44.98211559960154
1,20260709,L034->L040,L034,L040,True,True,41.82209084240442,41.82209084240442,0.0,1.0000000000000009,"L018,L034,L040,L060,L115,L134,L140,L155,L178",9,74.59123797918411,74.59123797918411,7,"L018,L060,L115,L134,L140,L155,L178",7,True,relay_cascade,,False,0.0,True,,True,True,41.82209084240442
1,20260709,L040->L034,L040,L034,True,True,41.82209084240442,41.82209084240442,0.0,1.0000000000000009,"L018,L034,L040,L060,L115,L134,L140,L155,L178",9,74.5912379791843,74.5912379791843,7,"L018,L060,L115,L134,L140,L155,L178",7,True,relay_cascade,,False,0.0,True,,True,True,41.82209084240442
1,20260709,L122->L125,L122,L125,True,True,41.00959660574128,41.00959660574128,0.0,1.0,"L018,L060,L111,L115,L122,L125,L134,L140,L155,L178,L182",11,75.06885675363941,75.06885675363941,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,,False,0.0,True,,True,True,41.00959660574128
1,20260709,L125->L122,L125,L122,True,True,41.00959660574128,41.00959660574128,0.0,1.0,"L018,L060,L111,L115,L122,L125,L134,L140,L155,L178,L182",11,4.162233038753618,4.162233038753618,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,,False,0.0,True,,True,True,41.00959660574128
1,20260709,L025->L029,L025,L029,True,True,39.832701879868,39.832701879868,0.0,1.000000000000019,"L018,L025,L029,L060,L111,L115,L134,L140,L155,L178,L182",11,74.64331680144527,74.64331680144527,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,,False,0.0,True,,True,True,39.832701879868
1,20260709,L029->L025,L029,L025,True,True,39.832701879868,39.832701879868,0.0,1.000000000000019,"L018,L025,L029,L060,L111,L115,L134,L140,L155,L178,L182",11,74.64331680144522,74.64331680144522,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,,False,0.0,True,,True,True,39.832701879868
1,20260709,L036->L029,L036,L029,True,True,39.832701879868,39.832701879868,0.0,1.0000000000000122,"L018,L019,L020,L025,L026,L029,L036,L039,L044,L045,L060,L111,L115,L134,L140,L155,L178,L182",18,1.0623010098320542,1.0623010098320542,0,,16,False,island_only,,False,0.0,True,,True,False,39.832701879868
1,20260709,L072->L074,L072,L074,True,True,38.11968780798728,38.11968780798728,0.0,1.0000000000000062,"L018,L060,L072,L074,L111,L115,L134,L140,L155,L178,L182",11,74.78600959622814,74.78600959622814,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,,False,0.0,True,,True,True,38.11968780798728
1,20260709,L074->L072,L074,L072,True,True,38.11968780798728,38.11968780798728,0.0,1.0000000000000062,"L018,L060,L072,L074,L111,L115,L134,L140,L155,L178,L182",11,74.78600959622814,74.78600959622814,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,,False,0.0,True,,True,True,38.11968780798728
1,20260709,L032->L033,L032,L033,True,True,37.05564832090593,37.05564832090593,0.0,1.0,"L018,L032,L033,L040,L043,L060,L109,L111,L115,L134,L140,L155,L178,L182",14,72.63139323028223,72.63139323028223,10,"L018,L040,L043,L060,L109,L115,L134,L140,L155,L182",12,True,relay_cascade,,False,0.0,True,,True,True,37.05564832090593
1,20260709,L043->L033,L043,L033,True,True,37.05564832090593,37.05564832090593,0.0,1.0000000000000004,"L018,L033,L040,L043,L060,L115,L134,L140,L155,L178,L179,L182",12,73.88944042079508,73.88944042079508,10,"L018,L040,L060,L115,L134,L140,L155,L178,L179,L182",10,True,relay_cascade,,False,0.0,True,,True,True,37.05564832090593
1,20260709,L001->L051,L001,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000016,"L001,L018,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.05159943860279,70.05159943860279,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L003->L051,L003,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0,"L003,L018,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.0523274311077,70.0523274311077,14,"L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L004->L051,L004,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0,"L004,L018,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.05240113332061,70.05240113332061,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L005->L051,L005,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000002,"L005,L018,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.14719875060118,70.14719875060118,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L006->L051,L006,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000062,"L006,L018,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.05240939216759,70.05240939216759,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L010->L051,L010,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0,"L010,L018,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.05236110730056,70.05236110730056,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L011->L051,L011,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.000000000000001,"L011,L018,L019,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",18,70.05103511930986,70.05103511930986,15,"L019,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",16,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L012->L051,L012,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0,"L012,L018,L019,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",18,70.14547496356629,70.14547496356629,15,"L019,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",16,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L013->L051,L013,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000002,"L013,L018,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.14612525784547,70.14612525784547,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L014->L051,L014,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000002,"L014,L018,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.05155052500953,70.05155052500953,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L015->L051,L015,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0,"L015,L018,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.05199126210302,70.05199126210302,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L018->L051,L018,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000022,"L018,L019,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.14527069912458,70.14527069912458,15,"L019,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L020->L051,L020,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0,"L018,L020,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.0518346024178,70.0518346024178,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L022->L051,L022,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000062,"L018,L022,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.04984855095348,70.04984855095348,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L024->L051,L024,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0,"L018,L024,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.0689683094478,70.0689683094478,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L026->L051,L026,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000002,"L018,L026,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.0672623983496,70.0672623983496,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L030->L051,L030,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0,"L018,L030,L044,L045,L046,L051,L056,L057,L058,L060,L115,L134,L140,L155,L178,L182",16,3.4964413055354653,3.4964413055354653,14,"L018,L044,L045,L046,L056,L057,L058,L060,L115,L134,L140,L155,L178,L182",14,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L031->L051,L031,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000002,"L018,L031,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.13637995009789,70.13637995009789,12,"L018,L044,L045,L046,L056,L057,L058,L060,L115,L134,L140,L155",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L032->L051,L032,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000049,"L018,L030,L032,L044,L045,L046,L051,L056,L057,L058,L060,L109,L111,L115,L134,L140,L155,L178,L182",19,2.75697088656835,2.75697088656835,15,"L018,L030,L044,L045,L046,L056,L057,L058,L060,L109,L115,L134,L140,L155,L182",17,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L034->L051,L034,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0,"L018,L034,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178",16,70.15830629954314,70.15830629954314,14,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178",14,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L035->L051,L035,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000062,"L018,L035,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178",16,70.16011250568761,70.16011250568761,14,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178",14,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L039->L051,L039,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000002,"L018,L039,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.13585348741512,70.13585348741512,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L040->L051,L040,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000062,"L018,L040,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.1485209603066,70.1485209603066,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L041->L051,L041,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.000000000000001,"L018,L041,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.0296522892014,70.0296522892014,12,"L018,L044,L045,L046,L056,L057,L058,L060,L115,L134,L140,L155",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L042->L051,L042,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.000000000000001,"L018,L042,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.1367048099931,70.1367048099931,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L043->L051,L043,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000062,"L018,L043,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.05137397305448,70.05137397305448,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L044->L051,L044,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000018,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",16,70.16078631425349,70.16078631425349,14,"L018,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",14,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L045->L051,L045,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000018,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",16,70.16078631425349,70.16078631425349,14,"L018,L044,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",14,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L046->L051,L046,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000018,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",16,70.14629184615453,70.14629184615453,14,"L018,L044,L045,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",14,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L052->L051,L052,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000018,"L018,L044,L045,L046,L051,L052,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.05159645200898,70.05159645200898,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L053->L051,L053,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000018,"L018,L044,L045,L046,L051,L053,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",17,70.14629184615453,70.14629184615453,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L056->L058,L056,L058,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000009,"L018,L056,L058,L060,L111,L115,L134,L140,L155,L178,L182",11,74.82823479032281,74.82823479032281,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L057->L051,L057,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000018,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",16,70.14629184615448,70.14629184615448,14,"L018,L044,L045,L046,L056,L058,L060,L111,L115,L134,L140,L155,L178,L182",14,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L058->L056,L058,L056,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000009,"L018,L056,L058,L060,L111,L115,L134,L140,L155,L178,L182",11,74.82823479032285,74.82823479032285,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L063->L051,L063,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.000000000000001,"L018,L030,L044,L045,L046,L051,L056,L057,L058,L060,L063,L102,L104,L111,L115,L134,L140,L155,L178,L182",20,4.492991458840471,4.492991458840471,18,"L018,L030,L044,L045,L046,L056,L057,L058,L060,L102,L104,L111,L115,L134,L140,L155,L178,L182",18,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L064->L051,L064,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000062,"L018,L030,L044,L045,L046,L051,L056,L057,L058,L060,L064,L111,L115,L134,L140,L155,L178,L182",18,6.05400922111768,6.05400922111768,16,"L018,L030,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",16,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L065->L051,L065,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.000000000000001,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L065,L111,L115,L134,L140,L155,L178,L182",17,70.14540569232364,70.14540569232364,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L066->L051,L066,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L066,L111,L115,L134,L140,L155,L178,L182",17,70.14629184615444,70.14629184615444,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L067->L051,L067,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L067,L111,L115,L134,L140,L155,L178,L182",17,70.14629184615444,70.14629184615444,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L069->L051,L069,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.000000000000002,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L069,L111,L115,L134,L140,L155,L178,L182",17,70.15379420084233,70.15379420084233,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L070->L051,L070,L051,True,True,36.752577226771216,36.752577226771216,0.0,0.9999999999999998,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L070,L111,L115,L134,L140,L155,L178,L182",17,70.13062917085682,70.13062917085682,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L071->L051,L071,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L071,L111,L115,L134,L140,L155,L178,L182",17,70.14046761039334,70.14046761039334,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L072->L051,L072,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000024,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L072,L111,L115,L134,L140,L155,L178,L182",17,70.14219519278085,70.14219519278085,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L073->L051,L073,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L073,L111,L115,L134,L140,L155,L178,L182",17,70.14515642868902,70.14515642868902,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L074->L051,L074,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L074,L111,L115,L134,L140,L155,L178,L182",17,70.14874358254106,70.14874358254106,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L075->L051,L075,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000002,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L075,L111,L115,L134,L140,L155,L178,L182",17,70.13613046999888,70.13613046999888,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
1,20260709,L076->L051,L076,L051,True,True,36.752577226771216,36.752577226771216,0.0,1.0000000000000002,"L018,L044,L045,L046,L051,L056,L057,L058,L060,L076,L111,L115,L134,L140,L155,L178,L182",17,70.13621529061784,70.13621529061784,15,"L018,L044,L045,L046,L056,L057,L058,L060,L111,L115,L134,L140,L155,L178,L182",15,True,relay_cascade,,False,0.0,True,,True,True,36.752577226771216
