target_name,positive_weight,epoch,train_loss,overall_accuracy,hit_rate,cover_rate,precision,recall,f1,average_precision,roc_auc,mean_positive_score,mean_negative_score,positive_negative_score_gap,positive_prediction_rate_at_0.5,positive_prediction_rate_at_0.8,true_positive,true_negative,false_positive,false_negative,num_labels,num_positive_labels
critical_count_top10,20.0,14,1.9176342487335205,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.12893428492462058,0.5158730158730159,0.7514630215508598,0.7485769291718801,0.0028860923789796322,1.0,0.3114754098360656,7,0,54,0,61,7
critical_count_top10,20.0,15,1.9264386892318726,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.12947928749661344,0.5185185185185185,0.7564968722207206,0.7487083242999183,0.007788547920802302,1.0,0.3442622950819672,7,0,54,0,61,7
critical_count_top10,20.0,16,1.9280345439910889,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.13217088421515358,0.5317460317460317,0.7561370304652623,0.7438575029373169,0.012279527527945366,1.0,0.3442622950819672,7,0,54,0,61,7
critical_count_top10,20.0,17,1.9221105575561523,0.13114754098360656,0.11666666666666667,1.0,0.11666666666666667,1.0,0.208955223880597,0.13487466453521296,0.544973544973545,0.7514203446252006,0.7351320965422524,0.016288248082948154,0.9836065573770492,0.32786885245901637,7,1,53,0,61,7
critical_count_top10,20.0,18,1.9104362726211548,0.13114754098360656,0.11666666666666667,1.0,0.11666666666666667,1.0,0.208955223880597,0.1364224272438046,0.5502645502645502,0.7433334163257054,0.7235495122494521,0.0197839040762533,0.9836065573770492,0.2786885245901639,7,1,53,0,61,7
critical_count_top10,20.0,19,1.8955810070037842,0.13114754098360656,0.11666666666666667,1.0,0.11666666666666667,1.0,0.208955223880597,0.14095976631020438,0.5608465608465608,0.7327848843165806,0.7100316264011242,0.02275325791545646,0.9836065573770492,0.26229508196721313,7,1,53,0,61,7
critical_count_top10,20.0,20,1.8801153898239136,0.14754098360655737,0.11864406779661017,1.0,0.11864406779661017,1.0,0.21212121212121215,0.1418905243256723,0.5661375661375662,0.7206042323793683,0.6953984294776563,0.025205802901712038,0.9672131147540983,0.2459016393442623,7,2,52,0,61,7
critical_count_top10,8.365384615384615,1,1.3071562051773071,0.8852459016393442,0.0,0.0,0.0,0.0,0.0,0.12286194978886009,0.47883597883597884,0.39029559067317415,0.3928926333233162,-0.002597042650142045,0.0,0.0,0,54,0,7,61,7
critical_count_top10,8.365384615384615,2,1.291672706604004,0.8852459016393442,0.0,0.0,0.0,0.0,0.0,0.1421219167524586,0.5423280423280423,0.40632496561322895,0.40441867488401906,0.0019062907292098918,0.0,0.0,0,54,0,7,61,7
critical_count_top10,8.365384615384615,3,1.2775113582611084,0.8852459016393442,0.0,0.0,0.0,0.0,0.0,0.1624488312430056,0.6005291005291006,0.4250851997307369,0.41905146340529126,0.006033736325445627,0.0,0.0,0,54,0,7,61,7
critical_count_top10,8.365384615384615,4,1.2629139423370361,0.8524590163934426,0.0,0.0,0.0,0.0,0.0,0.15780564973042002,0.6084656084656085,0.4451123688902174,0.4350691906831883,0.010043178207029102,0.03278688524590164,0.0,0,52,2,7,61,7
critical_count_top10,8.365384615384615,5,1.2505252361297607,0.7868852459016393,0.125,0.14285714285714285,0.125,0.14285714285714285,0.13333333333333333,0.15607171514330717,0.6111111111111112,0.4660399428435734,0.45213691779860743,0.013903025044965989,0.13114754098360656,0.0,1,47,7,6,61,7
critical_count_top10,8.365384615384615,6,1.2411503791809082,0.6065573770491803,0.05263157894736842,0.14285714285714285,0.05263157894736842,0.14285714285714285,0.07692307692307693,0.15383409402408305,0.6058201058201058,0.48718523127692087,0.4697945598098967,0.017390671467024166,0.3114754098360656,0.0,1,36,18,6,61,7
critical_count_top10,8.365384615384615,7,1.236012578010559,0.5901639344262295,0.17857142857142858,0.7142857142857143,0.17857142857142858,0.7142857142857143,0.2857142857142857,0.1525546970925122,0.6031746031746031,0.5072447998183114,0.486082316548736,0.021162483269575372,0.45901639344262296,0.0,5,31,23,2,61,7
critical_count_top10,8.365384615384615,8,1.2340911626815796,0.5245901639344263,0.15625,0.7142857142857143,0.15625,0.7142857142857143,0.25641025641025644,0.15772929218307372,0.6111111111111112,0.523353670324598,0.49901005073829935,0.02434361958629866,0.5245901639344263,0.0,5,27,27,2,61,7
critical_count_top10,8.365384615384615,9,1.2344586849212646,0.5245901639344263,0.17647058823529413,0.8571428571428571,0.17647058823529413,0.8571428571428571,0.29268292682926833,0.1545835117590748,0.6005291005291006,0.5335455153669629,0.5069682680898242,0.026577247277138727,0.5573770491803278,0.0,6,26,28,1,61,7
critical_count_top10,8.365384615384615,10,1.235076665878296,0.5245901639344263,0.17647058823529413,0.8571428571428571,0.17647058823529413,0.8571428571428571,0.29268292682926833,0.15426311433664375,0.6005291005291006,0.5375602883952004,0.5097723592210699,0.027787929174130532,0.5573770491803278,0.0,6,26,28,1,61,7
critical_count_top10,8.365384615384615,11,1.2342593669891357,0.5245901639344263,0.17647058823529413,0.8571428571428571,0.17647058823529413,0.8571428571428571,0.29268292682926833,0.15357252618915904,0.5952380952380952,0.5363358003752572,0.5080515626404021,0.02828423773485511,0.5573770491803278,0.0,6,26,28,1,61,7
critical_count_top10,8.365384615384615,12,1.2317917346954346,0.5245901639344263,0.17647058823529413,0.8571428571428571,0.17647058823529413,0.8571428571428571,0.29268292682926833,0.15537675266443815,0.6005291005291006,0.5311693889754159,0.5031636318674794,0.028005757107936513,0.5573770491803278,0.0,6,26,28,1,61,7
critical_count_top10,8.365384615384615,13,1.2283855676651,0.5081967213114754,0.15151515151515152,0.7142857142857143,0.15151515151515152,0.7142857142857143,0.25,0.15946225049993598,0.6005291005291006,0.5236635335854122,0.49665151205327773,0.027012021532134445,0.5409836065573771,0.0,5,26,28,2,61,7
critical_count_top10,8.365384615384615,14,1.2248412370681763,0.5245901639344263,0.13333333333333333,0.5714285714285714,0.13333333333333333,0.5714285714285714,0.21621621621621623,0.16067536732561363,0.6005291005291006,0.5151969747883933,0.48945699356220385,0.02573998122618948,0.4918032786885246,0.0,4,28,26,3,61,7
critical_count_top10,8.365384615384615,15,1.2215834856033325,0.5573770491803278,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.2285714285714286,0.16864239553315183,0.6031746031746031,0.5068695034299578,0.4825708435641395,0.02429865986581836,0.45901639344262296,0.0,4,30,24,3,61,7
critical_count_top10,8.365384615384615,16,1.218768835067749,0.5901639344262295,0.125,0.42857142857142855,0.125,0.42857142857142855,0.19354838709677416,0.1817364369719265,0.6084656084656085,0.4994702466896602,0.4767307528743037,0.022739493815356504,0.39344262295081966,0.0,3,33,21,4,61,7
critical_count_top10,8.365384615384615,17,1.2163664102554321,0.6065573770491803,0.13043478260869565,0.42857142857142855,0.13043478260869565,0.42857142857142855,0.2,0.17961828241444966,0.5925925925925926,0.4935824487890516,0.4724276242432771,0.021154824545774498,0.3770491803278688,0.0,3,34,20,4,61,7
critical_count_top10,8.365384615384615,18,1.214184284210205,0.6229508196721312,0.13636363636363635,0.42857142857142855,0.13636363636363635,0.42857142857142855,0.20689655172413793,0.1824270434208851,0.5978835978835979,0.4895902361188616,0.4698604361878501,0.019729799931011482,0.36065573770491804,0.0,3,35,19,4,61,7
critical_count_top10,8.365384615384615,19,1.2120269536972046,0.6229508196721312,0.13636363636363635,0.42857142857142855,0.13636363636363635,0.42857142857142855,0.20689655172413793,0.1830636019842729,0.5952380952380952,0.48759990504809786,0.46920505442001204,0.018394850628085824,0.36065573770491804,0.0,3,35,19,4,61,7
critical_count_top10,8.365384615384615,20,1.2098246812820435,0.6229508196721312,0.13636363636363635,0.42857142857142855,0.13636363636363635,0.42857142857142855,0.20689655172413793,0.18389195414152873,0.5925925925925926,0.48723154834338595,0.470407799438194,0.01682374890519195,0.36065573770491804,0.0,3,35,19,4,61,7
critical_count_top10,50.0,1,5.646721363067627,0.8524590163934426,0.0,0.0,0.0,0.0,0.0,0.11717745417206331,0.4417989417989418,0.3951083379132407,0.40490815153828374,-0.009799813625043063,0.03278688524590164,0.0,0,52,2,7,61,7
critical_count_top10,50.0,2,5.423821449279785,0.819672131147541,0.0,0.0,0.0,0.0,0.0,0.10647518651490846,0.4021164021164021,0.417292914220265,0.4301300755253545,-0.012837161305089495,0.06557377049180328,0.0,0,50,4,7,61,7
critical_count_top10,50.0,3,5.1623382568359375,0.7540983606557377,0.0,0.0,0.0,0.0,0.0,0.1056229985085738,0.4021164021164021,0.4416170460837228,0.4584814950271889,-0.01686444894346606,0.13114754098360656,0.0,0,46,8,7,61,7
critical_count_top10,50.0,4,4.887582778930664,0.639344262295082,0.0,0.0,0.0,0.0,0.0,0.10222947966908934,0.3915343915343915,0.46801424452236723,0.48945642786997334,-0.021442183347606114,0.2459016393442623,0.0,0,39,15,7,61,7
critical_count_top10,50.0,5,4.609727382659912,0.39344262295081966,0.10526315789473684,0.5714285714285714,0.10526315789473684,0.5714285714285714,0.17777777777777778,0.10066767748532783,0.38095238095238093,0.4967350832053593,0.5226739275234716,-0.02593884431811233,0.6229508196721312,0.0,4,20,34,3,61,7
critical_count_top10,50.0,6,4.3332085609436035,0.22950819672131148,0.11538461538461539,0.8571428571428571,0.11538461538461539,0.8571428571428571,0.20338983050847456,0.09827131989069596,0.36507936507936506,0.5280247415815081,0.5580814701539499,-0.030056728572441793,0.8524590163934426,0.0,6,8,46,1,61,7
critical_count_top10,50.0,7,4.059848785400391,0.16393442622950818,0.10714285714285714,0.8571428571428571,0.10714285714285714,0.8571428571428571,0.19047619047619047,0.09596743941659389,0.35185185185185186,0.5621281095913478,0.5953007870250278,-0.03317267743367991,0.9180327868852459,0.01639344262295082,6,4,50,1,61,7
critical_count_top10,50.0,8,3.794140100479126,0.13114754098360656,0.11666666666666667,1.0,0.11666666666666667,1.0,0.208955223880597,0.0940762993693728,0.3386243386243386,0.5983693173953465,0.6337251166502634,-0.03535579925491694,0.9836065573770492,0.03278688524590164,7,1,53,0,61,7
critical_count_top10,50.0,9,3.543672561645508,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09408446220730167,0.3386243386243386,0.6362037999289376,0.6725798293396279,-0.03637602941069029,1.0,0.06557377049180328,7,0,54,0,61,7
critical_count_top10,50.0,10,3.3157660961151123,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09532965502858147,0.34656084656084657,0.6749791077205113,0.7111010650793711,-0.03612195735885981,1.0,0.09836065573770492,7,0,54,0,61,7
critical_count_top10,50.0,11,3.1178293228149414,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09539725119147056,0.34656084656084657,0.7135193603379386,0.7481812194541648,-0.03466185911622621,1.0,0.26229508196721313,7,0,54,0,61,7
critical_count_top10,50.0,12,2.958026885986328,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.0974103713844613,0.35978835978835977,0.7506262745176043,0.7824689856281987,-0.031842711110594335,1.0,0.4262295081967213,7,0,54,0,61,7
critical_count_top10,50.0,13,2.841071844100952,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09780847823000169,0.36243386243386244,0.7849008440971375,0.8129427664809756,-0.02804192238383818,1.0,0.5573770491803278,7,0,54,0,61,7
critical_count_top10,50.0,14,2.7682952880859375,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09859677460423848,0.36507936507936506,0.8153526527541024,0.8389825048270049,-0.02362985207290247,1.0,0.639344262295082,7,0,54,0,61,7
critical_count_top10,50.0,15,2.736665725708008,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.10045564591751487,0.37566137566137564,0.8410822067941938,0.860187456563667,-0.019105249769473254,1.0,0.8524590163934426,7,0,54,0,61,7
critical_count_top10,50.0,16,2.7389907836914062,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.1029836587175312,0.3888888888888889,0.8619086486952645,0.8766284430468524,-0.014719794351587878,1.0,0.8852459016393442,7,0,54,0,61,7
critical_count_top10,50.0,17,2.7645792961120605,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.10574133788019566,0.40476190476190477,0.8779449803488595,0.8886520156153926,-0.01070703526653316,1.0,0.8852459016393442,7,0,54,0,61,7
critical_count_top10,50.0,18,2.8014299869537354,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.10883290131010494,0.41798941798941797,0.88958683184215,0.8967578676011827,-0.007171035759032662,1.0,0.9016393442622951,7,0,54,0,61,7
critical_count_top10,50.0,19,2.839066982269287,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.11029285636130783,0.42592592592592593,0.8974314417157855,0.9015171152574045,-0.004085673541619039,1.0,0.9180327868852459,7,0,54,0,61,7
critical_count_top10,50.0,20,2.869490146636963,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.11390035996881144,0.43915343915343913,0.9020758696964809,0.9034125098475704,-0.0013366401510894743,1.0,0.9180327868852459,7,0,54,0,61,7
critical_count_top10,100.0,1,10.858208656311035,0.8360655737704918,0.0,0.0,0.0,0.0,0.0,0.11438242311616269,0.43386243386243384,0.39505048734801157,0.40530580944485134,-0.01025532209683977,0.04918032786885246,0.0,0,51,3,7,61,7
critical_count_top10,100.0,2,10.380970001220703,0.819672131147541,0.0,0.0,0.0,0.0,0.0,0.10527745201658245,0.3941798941798942,0.4171862644808633,0.43056126435597736,-0.013374999875114035,0.06557377049180328,0.0,0,50,4,7,61,7
critical_count_top10,100.0,3,9.82228946685791,0.7540983606557377,0.0,0.0,0.0,0.0,0.0,0.10360728935000749,0.3915343915343915,0.4416434509413583,0.45895606058615224,-0.01731260964479392,0.13114754098360656,0.0,0,46,8,7,61,7
critical_count_top10,100.0,4,9.224919319152832,0.639344262295082,0.0,0.0,0.0,0.0,0.0,0.10239938801588004,0.3915343915343915,0.46818127802440096,0.49022265275319415,-0.022041374728793195,0.2459016393442623,0.0,0,39,15,7,61,7
critical_count_top10,100.0,5,8.613567352294922,0.39344262295081966,0.10526315789473684,0.5714285714285714,0.10526315789473684,0.5714285714285714,0.17777777777777778,0.09989834373851998,0.37566137566137564,0.4970222754137857,0.5238947459944973,-0.02687247058071157,0.6229508196721312,0.0,4,20,34,3,61,7
critical_count_top10,100.0,6,7.996266841888428,0.2459016393442623,0.11764705882352941,0.8571428571428571,0.11764705882352941,0.8571428571428571,0.2068965517241379,0.09833463930937991,0.36507936507936506,0.5283792955534798,0.5598470044356806,-0.03146770888220074,0.8360655737704918,0.0,6,9,45,1,61,7
critical_count_top10,100.0,7,7.376505374908447,0.16393442622950818,0.10714285714285714,0.8571428571428571,0.10714285714285714,0.8571428571428571,0.19047619047619047,0.09502562344656526,0.3412698412698413,0.5624302327632904,0.5977912363078859,-0.03536100354459548,0.9180327868852459,0.01639344262295082,6,4,50,1,61,7
critical_count_top10,100.0,8,6.761997222900391,0.13114754098360656,0.11666666666666667,1.0,0.11666666666666667,1.0,0.208955223880597,0.093500655501046,0.3333333333333333,0.5988742283412388,0.6371021541180434,-0.03822792577680456,0.9836065573770492,0.06557377049180328,7,1,53,0,61,7
critical_count_top10,100.0,9,6.164565086364746,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09331677040970954,0.3306878306878307,0.6369097914014544,0.6768822714134499,-0.03997248001199549,1.0,0.08196721311475409,7,0,54,0,61,7
critical_count_top10,100.0,10,5.599869251251221,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09380026041934049,0.335978835978836,0.6758594938686916,0.7163530047293063,-0.0404935108606147,1.0,0.11475409836065574,7,0,54,0,61,7
critical_count_top10,100.0,11,5.081586837768555,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09449091043983684,0.3412698412698413,0.7149176682744708,0.7546280368610665,-0.03971036858659571,1.0,0.29508196721311475,7,0,54,0,61,7
critical_count_top10,100.0,12,4.622551918029785,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09486859398078572,0.3439153439153439,0.7532119240079608,0.7905321728300165,-0.03732024882205576,1.0,0.4262295081967213,7,0,54,0,61,7
critical_count_top10,100.0,13,4.23380708694458,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09427923486051425,0.3386243386243386,0.789264942918505,0.8232377392274363,-0.03397279630893124,1.0,0.6229508196721312,7,0,54,0,61,7
critical_count_top10,100.0,14,3.924088716506958,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09697154316115283,0.35714285714285715,0.8220704112734113,0.8520669760527434,-0.029996564779332102,1.0,0.7868852459016393,7,0,54,0,61,7
critical_count_top10,100.0,15,3.695923328399658,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09574867931283736,0.34656084656084657,0.850968497140067,0.8766623304949867,-0.025693833354919704,1.0,0.8852459016393442,7,0,54,0,61,7
critical_count_top10,100.0,16,3.5455546379089355,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09710853499600129,0.35714285714285715,0.875743567943573,0.8970415117564025,-0.021297943812829456,1.0,0.8852459016393442,7,0,54,0,61,7
critical_count_top10,100.0,17,3.46358585357666,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09850815354787548,0.36243386243386244,0.8963486977985927,0.9134718577067057,-0.017123159908112973,1.0,0.9180327868852459,7,0,54,0,61,7
critical_count_top10,100.0,18,3.4372541904449463,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09820866268234688,0.35978835978835977,0.9129823020526341,0.9263728459676107,-0.013390543914976627,1.0,0.9344262295081968,7,0,54,0,61,7
critical_count_top10,100.0,19,3.4524755477905273,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.10019623233908947,0.373015873015873,0.9260463884898594,0.9362502020818216,-0.010203813591962207,1.0,0.9672131147540983,7,0,54,0,61,7
critical_count_top10,100.0,20,3.4945619106292725,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.10183968078704919,0.38095238095238093,0.936070169721331,0.9436138735877143,-0.007543703866383367,1.0,0.9672131147540983,7,0,54,0,61,7
critical_count_top10,200.0,1,21.28118133544922,0.8360655737704918,0.0,0.0,0.0,0.0,0.0,0.11467396830566708,0.4365079365079365,0.39504997219358173,0.4052969140035135,-0.010246941809931742,0.04918032786885246,0.0,0,51,3,7,61,7
critical_count_top10,200.0,2,20.297069549560547,0.819672131147541,0.0,0.0,0.0,0.0,0.0,0.10440519797662653,0.3915343915343915,0.4171341913087027,0.4306398657736955,-0.01350567446499279,0.06557377049180328,0.0,0,50,4,7,61,7
critical_count_top10,200.0,3,19.143247604370117,0.7540983606557377,0.0,0.0,0.0,0.0,0.0,0.10360728935000749,0.3915343915343915,0.4415982110159738,0.45906391905413735,-0.017465708038163552,0.13114754098360656,0.0,0,46,8,7,61,7
critical_count_top10,200.0,4,17.90302085876465,0.6557377049180327,0.0,0.0,0.0,0.0,0.0,0.10263394877675659,0.3915343915343915,0.46811652183532715,0.4904005163245731,-0.02228399448924595,0.22950819672131148,0.0,0,40,14,7,61,7
critical_count_top10,200.0,5,16.626108169555664,0.39344262295081966,0.10526315789473684,0.5714285714285714,0.10526315789473684,0.5714285714285714,0.17777777777777778,0.09801857668018148,0.36507936507936506,0.4969342180660793,0.5241797781652875,-0.0272455600992082,0.6229508196721312,0.0,4,20,34,3,61,7
critical_count_top10,200.0,6,15.328018188476562,0.2459016393442623,0.11764705882352941,0.8571428571428571,0.11764705882352941,0.8571428571428571,0.2068965517241379,0.09765436720053637,0.36243386243386244,0.5283202486378806,0.5602846890687943,-0.03196444043091362,0.8360655737704918,0.0,6,9,45,1,61,7
critical_count_top10,200.0,7,14.014150619506836,0.14754098360655737,0.10526315789473684,0.8571428571428571,0.10526315789473684,0.8571428571428571,0.1875,0.09563597405691589,0.34656084656084657,0.5622801056929997,0.5984068203855444,-0.03612671469254469,0.9344262295081968,0.03278688524590164,6,3,51,1,61,7
critical_count_top10,200.0,8,12.69946575164795,0.13114754098360656,0.11666666666666667,1.0,0.11666666666666667,1.0,0.208955223880597,0.093184300148393,0.3306878306878307,0.5987210529191154,0.6380031169564636,-0.03928206403734824,0.9836065573770492,0.06557377049180328,7,1,53,0,61,7
critical_count_top10,200.0,9,11.404529571533203,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09352449415256422,0.3333333333333333,0.6368346299443927,0.6781710783640543,-0.041336448419661664,1.0,0.08196721311475409,7,0,54,0,61,7
critical_count_top10,200.0,10,10.158604621887207,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09267254626431458,0.3253968253968254,0.675927996635437,0.7181080027862832,-0.04218000615084616,1.0,0.11475409836065574,7,0,54,0,61,7
critical_count_top10,200.0,11,8.98926067352295,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09408886070794077,0.3386243386243386,0.715251624584198,0.7568612330489688,-0.0416096084647708,1.0,0.26229508196721313,7,0,54,0,61,7
critical_count_top10,200.0,12,7.9215192794799805,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09466972925219605,0.3412698412698413,0.7536792414528983,0.793437001881776,-0.039757760428877686,1.0,0.4262295081967213,7,0,54,0,61,7
critical_count_top10,200.0,13,6.979011058807373,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09497747397170546,0.3439153439153439,0.7902328372001648,0.8268862764040629,-0.036653439203898075,1.0,0.6557377049180327,7,0,54,0,61,7
critical_count_top10,200.0,14,6.176320552825928,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09487167762135071,0.3439153439153439,0.8238491160529,0.8565976950857375,-0.032748579032837455,1.0,0.7704918032786885,7,0,54,0,61,7
critical_count_top10,200.0,15,5.5230913162231445,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09515129172281649,0.34656084656084657,0.8537933911596026,0.8822037356871145,-0.0284103445275119,1.0,0.8852459016393442,7,0,54,0,61,7
critical_count_top10,200.0,16,5.0175981521606445,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09585339133738133,0.35185185185185186,0.8797267930848258,0.9037079601376145,-0.023981167052788632,1.0,0.8852459016393442,7,0,54,0,61,7
critical_count_top10,200.0,17,4.650106906890869,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09703647326580486,0.35714285714285715,0.9015749182019915,0.9213367115568232,-0.019761793354831636,1.0,0.9344262295081968,7,0,54,0,61,7
critical_count_top10,200.0,18,4.403715133666992,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09678553536013135,0.3544973544973545,0.9195336869784764,0.9354948004086813,-0.0159611134302049,1.0,0.9672131147540983,7,0,54,0,61,7
critical_count_top10,200.0,19,4.258060455322266,0.11475409836065574,0.11475409836065574,1.0,0.11475409836065574,1.0,0.2058823529411765,0.09726045060095297,0.35714285714285715,0.93401209797178,0.9466880946247666,-0.012675996652986576,1.0,0.9836065573770492,7,0,54,0,61,7
