line_label,as_first_critical_count,as_first_total_count,as_first_critical_frequency,as_second_critical_count,as_second_total_count,as_second_critical_frequency,total_critical_count
L088,2,4,0.5,0,3,0.0,2
L089,2,6,0.3333333333333333,0,9,0.0,2
L100,2,6,0.3333333333333333,0,3,0.0,2
L101,2,4,0.5,0,7,0.0,2
L105,2,5,0.4,0,7,0.0,2
L111,2,3,0.6666666666666666,0,5,0.0,2
L120,2,4,0.5,0,6,0.0,2
L123,2,5,0.4,0,6,0.0,2
L126,2,4,0.5,0,2,0.0,2
L135,2,7,0.2857142857142857,0,5,0.0,2
L137,2,4,0.5,0,3,0.0,2
L139,2,4,0.5,0,4,0.0,2
L142,2,6,0.3333333333333333,0,7,0.0,2
L144,2,2,1.0,0,2,0.0,2
L145,2,7,0.2857142857142857,0,3,0.0,2
L154,2,4,0.5,0,5,0.0,2
L156,2,6,0.3333333333333333,0,6,0.0,2
L172,2,4,0.5,0,6,0.0,2
L182,2,5,0.4,0,7,0.0,2
L073,1,4,0.25,1,12,0.08333333333333333,2
L087,1,4,0.25,1,6,0.16666666666666666,2
L098,1,4,0.25,1,4,0.25,2
L141,1,7,0.14285714285714285,1,3,0.3333333333333333,2
L161,1,2,0.5,1,3,0.3333333333333333,2
L032,0,7,0.0,2,3,0.6666666666666666,2
L003,1,3,0.3333333333333333,0,6,0.0,1
L019,1,2,0.5,0,5,0.0,1
L020,1,9,0.1111111111111111,0,7,0.0,1
L054,1,5,0.2,0,3,0.0,1
L064,1,6,0.16666666666666666,0,10,0.0,1
L075,1,7,0.14285714285714285,0,6,0.0,1
L077,1,1,1.0,0,7,0.0,1
L102,1,6,0.16666666666666666,0,5,0.0,1
L110,1,12,0.08333333333333333,0,1,0.0,1
L115,1,3,0.3333333333333333,0,3,0.0,1
L124,1,1,1.0,0,4,0.0,1
L138,1,4,0.25,0,5,0.0,1
L163,1,11,0.09090909090909091,0,3,0.0,1
L164,1,7,0.14285714285714285,0,3,0.0,1
L166,1,3,0.3333333333333333,0,4,0.0,1
L167,1,8,0.125,0,4,0.0,1
L168,1,2,0.5,0,4,0.0,1
L114,0,3,0.0,1,8,0.125,1
L177,0,6,0.0,1,5,0.2,1
L065,0,3,0.0,0,3,0.0,0
L091,0,4,0.0,0,7,0.0,0
L146,0,3,0.0,0,4,0.0,0
L175,0,2,0.0,0,2,0.0,0
