test_case,simulation_success,physical_fault_or_breaker_action_executed,schema_only,simulation_mode,trip_implementation,fault_configuration_status,measurement_extraction_status,training_ready_candidate,timeout_or_error_message,fault_type,fault_start_s,fault_clear_s,tripped_line,relay_operated,breaker_opened,min_voltage_pu,max_voltage_pu,min_frequency_hz,max_frequency_hz,max_speed_deviation,max_rotor_angle_separation_deg,signal_source_summary,unstable_flag,trip_time_s,note,source_model,scenario_id,target_bus_or_component,duration_s,label_family,label_source,export_status,training_ready_label_v2,formal_line_trip_label,handwired_line_trip_label,non_line_trip_label,source_smoke_scenario_id,schema_version,provenance_check_required,not_independent_physical_sample_until_verified,duplicate_measurement_group,label_id_v2,training_ready_candidate_smoke,output_summary_path,output_event_log_path,target_bus,line_id,bus_fault_label,temporary_smoke_candidate,candidate_not_formal_label,source_model_type,source_slx_modified,temporary_slx_committed,human_verified_injection_point,quality_review_passed_for_candidate_export,training_ready_label_candidate,selected_fault_block_path,selected_injection_block_path,dynamic_stress_score,phasor_rms_not_emt,generator_speed_proxy_not_direct_frequency,temporary_bus_fault_not_engineering_grade_protection,labels_exported_this_round,gcn_trained,reranker_retrained,old_formal_gate,previous_v2_plus_b39_count,num_new_b26_bus_fault_candidates,num_v2_plus_b39_b26_candidate_labels,b39_status,l12_excluded,nf06_provenance_warning_preserved,gcn_usefulness_audit_run,previous_candidate_count,num_new_all_remaining_bus_fault_candidates,num_v2_plus_all_bus_fault_candidate_labels,b39_b26_status
clean_lab_handwired_line_trip_L17,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L17,0,1,0.977450336708604,1.0635,49.9011800116675,50.0527073711708,0.0019763997666496,58.858880454281,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L17,clean_lab_handwired_line_trip_L17,L17,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L15,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L15,0,1,0.975274091315294,1.07200703481588,49.7620754674203,50.1543139831542,0.0047584906515939,65.7711381468674,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L15,clean_lab_handwired_line_trip_L15,L15,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L14,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L14,0,1,0.976989295770946,1.0635,49.8873411972169,50.0388208248404,0.0022531760556627,58.7848423916822,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L14,clean_lab_handwired_line_trip_L14,L14,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L13,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L13,0,1,0.977654074506339,1.06444922402618,49.8310480081692,50.1053839209362,0.0033790398366151,66.2355354794349,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L13,clean_lab_handwired_line_trip_L13,L13,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L11,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L11,0,1,0.982,1.0635,49.9772905604085,50.0198576881464,0.0004541887918294,62.8886427857217,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L11,clean_lab_handwired_line_trip_L11,L11,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L18,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L18,0,1,0.980953051900266,1.06464582568499,49.9821426976347,50.0176924640029,0.0003571460473051,59.547903718635,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L18,clean_lab_handwired_line_trip_L18,L18,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L16,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L16,0,1,0.981014513023858,1.06734882921274,49.9866388353302,50.0166989859062,0.0003339797181247,59.3295976765733,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L16,clean_lab_handwired_line_trip_L16,L16,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L24,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L24,0,1,0.980013695461605,1.07553930578596,49.910997476638,50.1139375866522,0.002278751733044,60.2574209069726,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L24,clean_lab_handwired_line_trip_L24,L24,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L23,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L23,0,1,0.98125413603251,1.0635,49.9876929650034,50.0060935931339,0.0002461406999322,60.2673781205203,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L23,clean_lab_handwired_line_trip_L23,L23,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L22,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L22,0,1,0.977959276701107,1.0689833736995,49.8355546443573,50.0546127985733,0.003288907112854,68.2871199863707,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L22,clean_lab_handwired_line_trip_L22,L22,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L21,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L21,0,1,0.982,1.07175457340577,49.9490455515045,50.0276854279365,0.0010190889699098,66.252277994546,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L21,clean_lab_handwired_line_trip_L21,L21,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L20,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L20,0,1,0.979641155897437,1.06523576138435,49.9151179080344,50.0435789287056,0.0016976418393117,62.9205353655508,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L20,clean_lab_handwired_line_trip_L20,L20,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L19,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L19,0,1,0.980384148974459,1.06458596176813,49.9416625284001,50.0269497100846,0.0011667494319979,62.1469890588449,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L19,clean_lab_handwired_line_trip_L19,L19,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L27,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L27,0,1,0.982,1.0635,49.9832902452223,50.0098645033768,0.0003341950955548,59.3975030420406,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L27,clean_lab_handwired_line_trip_L27,L27,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L28,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L28,0,1,0.980575834387471,1.064724969834,49.9834523694941,50.0067503373595,0.0003309526101183,59.2827529125387,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L28,clean_lab_handwired_line_trip_L28,L28,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L29,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L29,0,1,0.97836174452625,1.06501081050126,49.9779694301114,50.0046513675898,0.0004406113977722,59.5071344604533,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L29,clean_lab_handwired_line_trip_L29,L29,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L30,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L30,0,1,0.979912376456346,1.0635,49.9849226559759,50.0033672705997,0.0003015468804823,59.695086756855,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L30,clean_lab_handwired_line_trip_L30,L30,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L31,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L31,0,1,0.981650135325369,1.0635,49.9861917226907,50.0030397490843,0.0002761655461851,59.7029055023478,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L31,clean_lab_handwired_line_trip_L31,L31,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L32,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L32,0,1,0.981542496406392,1.0635,49.9887378605713,50.0015670271825,0.0002252427885738,59.4923951048484,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L32,clean_lab_handwired_line_trip_L32,L32,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L25,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L25,0,1,0.979206411842314,1.0635,49.9353616132134,50.0242850537215,0.0012927677357325,63.0811755502974,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L25,clean_lab_handwired_line_trip_L25,L25,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L26,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L26,0,1,0.979774908784599,1.0635,49.9846637669789,50.011949226838,0.0003067246604229,60.6476135066029,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L26,clean_lab_handwired_line_trip_L26,L26,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L33,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L33,0,1,0.982,1.06627474881668,49.9794383791671,50.0298451131367,0.0005969022627345,59.4241997744988,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L33,clean_lab_handwired_line_trip_L33,L33,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clean_lab_handwired_line_trip_L34,1,1,0,graphical_simulink_phasor_RMS,handwired_timed_breaker,not_applicable,voltage_speed_angle,True,,pilot_line_trip,0.5,0.0,L34,0,1,0.982,1.0671549339582,49.9765814154013,50.0397101932625,0.0007942038652504,59.3915462782759,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,0,0.5,handwired timed breaker validated and compact simulation completed,clean_breaker_lab_L34,clean_lab_handwired_line_trip_L34,L34,0.0,existing_formal_dynamic,formal_v1_existing,existing_training_ready,True,True,True,False,,ieee39_dynamic_label_schema_v2,False,False,,formal_v1_033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
