line_label,as_first_critical_count,as_first_total_count,as_first_critical_frequency,as_second_critical_count,as_second_total_count,as_second_critical_frequency,total_critical_count
L018,0,8,0.0,0,7,0.0,0
L019,0,2,0.0,0,5,0.0,0
L020,0,9,0.0,0,7,0.0,0
L021,0,4,0.0,0,4,0.0,0
L022,0,11,0.0,0,6,0.0,0
L023,0,4,0.0,0,7,0.0,0
L024,0,4,0.0,0,8,0.0,0
L025,0,5,0.0,0,7,0.0,0
L026,0,6,0.0,0,6,0.0,0
L027,0,7,0.0,0,3,0.0,0
L028,0,4,0.0,0,6,0.0,0
L029,0,2,0.0,0,7,0.0,0
L030,0,5,0.0,0,5,0.0,0
L031,0,4,0.0,0,4,0.0,0
L032,0,7,0.0,0,3,0.0,0
L034,0,5,0.0,0,7,0.0,0
L037,0,10,0.0,0,4,0.0,0
L039,0,6,0.0,0,4,0.0,0
L040,0,4,0.0,0,9,0.0,0
L041,0,7,0.0,0,8,0.0,0
L042,0,3,0.0,0,7,0.0,0
L043,0,6,0.0,0,4,0.0,0
L044,0,5,0.0,0,6,0.0,0
L046,0,5,0.0,0,5,0.0,0
L049,0,2,0.0,0,5,0.0,0
L052,0,9,0.0,0,5,0.0,0
L054,0,5,0.0,0,3,0.0,0
L055,0,4,0.0,0,3,0.0,0
L056,0,6,0.0,0,4,0.0,0
L058,0,1,0.0,0,6,0.0,0
L060,0,4,0.0,0,5,0.0,0
L063,0,8,0.0,0,3,0.0,0
L064,0,6,0.0,0,10,0.0,0
L065,0,3,0.0,0,3,0.0,0
L066,0,4,0.0,0,3,0.0,0
L067,0,10,0.0,0,2,0.0,0
L068,0,2,0.0,0,3,0.0,0
L069,0,4,0.0,0,4,0.0,0
L071,0,5,0.0,0,11,0.0,0
L072,0,6,0.0,0,4,0.0,0
L073,0,4,0.0,0,12,0.0,0
L074,0,3,0.0,0,3,0.0,0
L075,0,7,0.0,0,6,0.0,0
L076,0,6,0.0,0,5,0.0,0
L077,0,1,0.0,0,7,0.0,0
L078,0,4,0.0,0,10,0.0,0
L079,0,5,0.0,0,6,0.0,0
L082,0,6,0.0,0,4,0.0,0
L085,0,5,0.0,0,9,0.0,0
L087,0,4,0.0,0,6,0.0,0
L088,0,4,0.0,0,3,0.0,0
L089,0,6,0.0,0,9,0.0,0
L091,0,4,0.0,0,7,0.0,0
L092,0,4,0.0,0,5,0.0,0
L093,0,5,0.0,0,3,0.0,0
L094,0,7,0.0,0,5,0.0,0
L098,0,4,0.0,0,4,0.0,0
L099,0,6,0.0,0,8,0.0,0
L100,0,6,0.0,0,3,0.0,0
L101,0,4,0.0,0,7,0.0,0
L102,0,6,0.0,0,5,0.0,0
L103,0,8,0.0,0,7,0.0,0
L104,0,5,0.0,0,10,0.0,0
L106,0,3,0.0,0,6,0.0,0
L107,0,6,0.0,0,6,0.0,0
L108,0,5,0.0,0,4,0.0,0
L109,0,6,0.0,0,9,0.0,0
L110,0,12,0.0,0,1,0.0,0
L111,0,3,0.0,0,5,0.0,0
L112,0,2,0.0,0,4,0.0,0
L113,0,6,0.0,0,3,0.0,0
L114,0,3,0.0,0,8,0.0,0
L115,0,3,0.0,0,3,0.0,0
L117,0,5,0.0,0,5,0.0,0
L118,0,6,0.0,0,6,0.0,0
L120,0,4,0.0,0,6,0.0,0
L123,0,5,0.0,0,6,0.0,0
L125,0,7,0.0,0,5,0.0,0
L126,0,4,0.0,0,2,0.0,0
L127,0,3,0.0,0,5,0.0,0
L128,0,6,0.0,0,2,0.0,0
L131,0,4,0.0,0,9,0.0,0
L132,0,5,0.0,0,9,0.0,0
L133,0,6,0.0,0,11,0.0,0
L134,0,6,0.0,0,4,0.0,0
L136,0,11,0.0,0,5,0.0,0
L137,0,4,0.0,0,3,0.0,0
L138,0,4,0.0,0,5,0.0,0
L139,0,4,0.0,0,4,0.0,0
L140,0,6,0.0,0,3,0.0,0
L141,0,7,0.0,0,3,0.0,0
L142,0,6,0.0,0,7,0.0,0
L143,0,6,0.0,0,6,0.0,0
L144,0,2,0.0,0,2,0.0,0
L145,0,7,0.0,0,3,0.0,0
L146,0,3,0.0,0,4,0.0,0
L148,0,6,0.0,0,9,0.0,0
L150,0,5,0.0,0,1,0.0,0
L151,0,8,0.0,0,7,0.0,0
L152,0,9,0.0,0,7,0.0,0
L154,0,4,0.0,0,5,0.0,0
L155,0,5,0.0,0,3,0.0,0
L156,0,6,0.0,0,6,0.0,0
L157,0,6,0.0,0,11,0.0,0
L158,0,7,0.0,0,6,0.0,0
L159,0,5,0.0,0,7,0.0,0
L160,0,6,0.0,0,6,0.0,0
L161,0,2,0.0,0,3,0.0,0
L162,0,6,0.0,0,4,0.0,0
L163,0,11,0.0,0,3,0.0,0
L164,0,7,0.0,0,3,0.0,0
L166,0,3,0.0,0,4,0.0,0
L167,0,8,0.0,0,4,0.0,0
L168,0,2,0.0,0,4,0.0,0
L172,0,4,0.0,0,6,0.0,0
L173,0,7,0.0,0,6,0.0,0
L174,0,6,0.0,0,6,0.0,0
L175,0,2,0.0,0,2,0.0,0
L176,0,8,0.0,0,7,0.0,0
L177,0,6,0.0,0,5,0.0,0
L178,0,3,0.0,0,7,0.0,0
L182,0,5,0.0,0,7,0.0,0
L185,0,4,0.0,0,7,0.0,0
L186,0,9,0.0,0,6,0.0,0
