target_bus,scenario_id,special_handling,actual_simulink_run,dry_run,smoke_executed,simulation_success,physical_fault_or_breaker_action_executed,measurement_extraction_status,training_ready_candidate_smoke,timeout_or_error_message,fault_start_s,fault_clear_s,duration_s,selected_fault_block_path,temp_model_path,actual_checked_model_path,source_slx_modified,temporary_slx_committed,labels_exported,candidate_label_exported,gcn_trained,reranker_retrained,gcn_usefulness_audit_run,min_voltage_pu,max_voltage_pu,min_frequency_hz,max_frequency_hz,max_speed_deviation,max_rotor_angle_separation_deg,unstable_flag,signal_source_summary,old_formal_gate,current_candidate_count,b39_b26_status,next_action
B11,BF_B11_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B11_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B11_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B11_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.347282611444937,1.0635,49.9925868411538,50.3104132095567,0.00620826419113318,64.3302734022287,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B12,BF_B12_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B12_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B12_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B12_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.674205046277299,1.0635,49.9925873574629,50.1593115419985,0.00318623083996927,61.2044834905238,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B13,BF_B13_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B13_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B13_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B13_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.351202486873524,1.0635,49.9925867917497,50.3067604320779,0.00613520864155781,65.0776941000867,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B14,BF_B14_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B14_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B14_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B14_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.45140219159943,1.0635,49.9925870552179,50.2837473510252,0.00567494702050486,67.36757864976,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B15,BF_B15_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B15_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B15_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B15_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.599406107544658,1.0635,49.9925870435181,50.2891011310327,0.00578202262065486,73.8974096997215,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B17,BF_B17_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B17_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B17_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B17_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.570859222408653,1.0635,49.9925864396954,50.3243173253839,0.00648634650767854,75.4414856721543,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B18,BF_B18_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B18_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B18_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B18_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.666100118641434,1.0635,49.9925865923024,50.2691454980597,0.00538290996119306,70.7373479193739,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B19,BF_B19_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B19_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B19_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B19_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.196611316999733,1.0635,49.9925852735514,50.3996372145721,0.00799274429144115,88.4225216592455,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B20,BF_B20_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B20_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B20_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B20_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.146485909322149,1.0635,49.9925854675287,50.3754140836783,0.00750828167356565,87.9181495527854,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B21,BF_B21_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B21_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B21_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B21_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.47048591136055,1.0635,49.9925855749953,50.3158514310903,0.00631702862180528,73.3871497478719,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B22,BF_B22_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B22_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B22_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B22_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.241208164022292,1.0635,49.9925840388992,50.3364546189401,0.00672909237880281,71.7276616441695,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B23,BF_B23_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B23_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B23_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B23_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.358575662320523,1.0635,49.9925841309892,50.3791173567997,0.00758234713599459,71.5868452489337,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B24,BF_B24_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B24_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B24_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B24_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.547659043545634,1.0635,49.9925860046745,50.326591418836,0.00653182837671973,76.5097686225838,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B25,BF_B25_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B25_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B25_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B25_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.26646365123709,1.0635,49.8780955650307,50.3846381578049,0.00769276315609724,82.0542916272526,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B27,BF_B27_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B27_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B27_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B27_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.671787591776458,1.0635,49.9925866088402,50.3356673550943,0.00671334710188587,77.8678655481219,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B28,BF_B28_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B28_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B28_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B28_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.437266185692279,1.0635,49.9925852035462,50.3819463658952,0.00763892731790472,86.4485729123849,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B29,BF_B29_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B29_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B29_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B29_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.247132074701431,1.0635,49.9925844363326,50.4351994197033,0.00870398839406628,92.4902495364096,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B30,BF_B30_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B30_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B30_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B30_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.0127678164746491,1.0635,49.8657256567853,50.1977573975399,0.00395514795079777,73.6151062664649,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B31,BF_B31_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B31_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B31_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B31_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.00665565065938958,1.0635,49.9926009619706,50.2599262356427,0.00519852471285298,60.9738632357618,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
B32,BF_B32_TEMP_SMOKE,False,True,False,True,True,True,voltage_speed_angle,True,,0.5,0.58,0.08,Grid/Fault_B32_TEMP,C:\Users\24186\Documents\New project 7\simulink-dynamic-validation-worktree\results\gcn_search\ieee39_dynamic_fault_type_expansion\bus_fault_smoke\local_lab_copies\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B32_TEMP_LOCAL_ONLY.slx,C:\ieee39_bf_lab\IEEE39BusSystem_dynamic_experiment_wrapper_bus_fault_B32_TEMP_LOCAL_ONLY.slx,False,False,False,False,False,False,False,0.00762329177101102,1.0635,49.9926009606025,50.2884228205863,0.0057684564117253,65.5793662206445,True,voltage=generator_terminal_voltage_pu;speed=generator_rotor_velocity_pu;frequency=generator_speed_proxy;rotor_angle=generator_rotor_electrical_angle,35 / 33 / 33,42,existing_candidate_labels_not_formal,smoke quality review before any label export
