policy,negative_return,survival_probability
ppo_agent,107.83701400998507,0.14
ppo_agent,107.83701400998507,0.13
ppo_agent,107.85262857337428,0.12
ppo_agent,107.86682581492086,0.10999999999999999
ppo_agent,108.05005400137344,0.09999999999999998
ppo_agent,108.1139300620251,0.08999999999999997
ppo_agent,108.76914814800189,0.07999999999999996
ppo_agent,109.09904610626639,0.06999999999999995
ppo_agent,109.1344877523181,0.06000000000000005
ppo_agent,109.8472231695066,0.050000000000000044
ppo_agent,109.85618460702443,0.040000000000000036
ppo_agent,110.74031270247558,0.030000000000000027
ppo_agent,113.80623727956193,0.020000000000000018
ppo_agent,113.86174979179884,0.010000000000000009
do_nothing,-0.0,1.0
do_nothing,-0.0,0.99
do_nothing,-0.0,0.98
do_nothing,-0.0,0.97
do_nothing,-0.0,0.96
do_nothing,-0.0,0.95
do_nothing,-0.0,0.94
do_nothing,-0.0,0.9299999999999999
do_nothing,-0.0,0.92
do_nothing,-0.0,0.91
do_nothing,-0.0,0.9
do_nothing,-0.0,0.89
do_nothing,-0.0,0.88
do_nothing,-0.0,0.87
do_nothing,-0.0,0.86
do_nothing,-0.0,0.85
do_nothing,-0.0,0.84
do_nothing,-0.0,0.83
do_nothing,-0.0,0.8200000000000001
do_nothing,-0.0,0.81
do_nothing,-0.0,0.8
do_nothing,-0.0,0.79
do_nothing,-0.0,0.78
do_nothing,-0.0,0.77
do_nothing,-0.0,0.76
do_nothing,-0.0,0.75
do_nothing,-0.0,0.74
do_nothing,1.9950166250831893,0.73
do_nothing,100.0,0.72
do_nothing,100.0,0.71
do_nothing,100.0,0.7
do_nothing,100.0,0.69
do_nothing,100.0,0.6799999999999999
do_nothing,100.0,0.6699999999999999
do_nothing,100.0,0.6599999999999999
do_nothing,100.0,0.65
do_nothing,100.0,0.64
do_nothing,100.0,0.63
do_nothing,100.0,0.62
do_nothing,100.0,0.61
do_nothing,100.0,0.6
do_nothing,101.1046691347357,0.5900000000000001
do_nothing,101.12822125828782,0.5800000000000001
do_nothing,101.98013266932448,0.5700000000000001
do_nothing,101.98013266932448,0.56
do_nothing,101.98013266932448,0.55
do_nothing,101.98013266932448,0.54
do_nothing,101.9887335587143,0.53
do_nothing,102.95544664514918,0.52
do_nothing,102.95544664514918,0.51
do_nothing,102.95544664514918,0.5
do_nothing,102.95544664514918,0.49
do_nothing,102.95544664514918,0.48
do_nothing,102.95544664514918,0.47
do_nothing,102.95544664514918,0.45999999999999996
do_nothing,102.9689601586627,0.44999999999999996
do_nothing,103.0020764679459,0.43999999999999995
do_nothing,103.00216901474295,0.43000000000000005
do_nothing,103.01177172669844,0.42000000000000004
do_nothing,103.0138602814437,0.41000000000000003
do_nothing,103.08865127835381,0.4
do_nothing,103.92105608476768,0.39
do_nothing,103.92105608476768,0.38
do_nothing,103.92105608476768,0.37
do_nothing,103.92105608476768,0.36
do_nothing,103.9345695982812,0.35
do_nothing,103.95039971411131,0.33999999999999997
do_nothing,103.95699591260856,0.32999999999999996
do_nothing,104.8770575499286,0.31999999999999995
do_nothing,104.89057106344211,0.31000000000000005
do_nothing,104.95046327023238,0.30000000000000004
do_nothing,104.9740153937845,0.29000000000000004
do_nothing,105.083667903437,0.28
do_nothing,105.09674866961971,0.27
do_nothing,105.83706015508864,0.26
do_nothing,105.86844769401152,0.25
do_nothing,105.9295862233644,0.24
do_nothing,106.04323776126624,0.22999999999999998
do_nothing,106.04323776126624,0.21999999999999997
do_nothing,106.08750128127946,0.20999999999999996
do_nothing,106.08750128127946,0.19999999999999996
do_nothing,106.21143950521767,0.18999999999999995
do_nothing,106.7741315229187,0.18000000000000005
do_nothing,106.84273506568451,0.17000000000000004
do_nothing,106.8855876885253,0.16000000000000003
do_nothing,106.92033672327433,0.15000000000000002
do_nothing,107.83701400998507,0.14
do_nothing,107.83701400998507,0.13
do_nothing,107.85262857337428,0.12
do_nothing,107.86682581492086,0.10999999999999999
do_nothing,108.05005400137344,0.09999999999999998
do_nothing,108.1139300620251,0.08999999999999997
do_nothing,108.76914814800189,0.07999999999999996
do_nothing,109.09904610626639,0.06999999999999995
do_nothing,109.1344877523181,0.06000000000000005
do_nothing,109.8472231695066,0.050000000000000044
do_nothing,109.85618460702443,0.040000000000000036
do_nothing,110.74031270247558,0.030000000000000027
do_nothing,113.80623727956193,0.020000000000000018
do_nothing,113.86174979179884,0.010000000000000009
one_step_oracle,-0.0,1.0
one_step_oracle,-0.0,0.99
one_step_oracle,-0.0,0.98
one_step_oracle,-0.0,0.97
one_step_oracle,-0.0,0.96
one_step_oracle,-0.0,0.95
one_step_oracle,-0.0,0.94
one_step_oracle,-0.0,0.9299999999999999
one_step_oracle,-0.0,0.92
one_step_oracle,-0.0,0.91
one_step_oracle,-0.0,0.9
one_step_oracle,-0.0,0.89
one_step_oracle,-0.0,0.88
one_step_oracle,-0.0,0.87
one_step_oracle,-0.0,0.86
one_step_oracle,-0.0,0.85
one_step_oracle,-0.0,0.84
one_step_oracle,-0.0,0.83
one_step_oracle,-0.0,0.8200000000000001
one_step_oracle,-0.0,0.81
one_step_oracle,-0.0,0.8
one_step_oracle,-0.0,0.79
one_step_oracle,-0.0,0.78
one_step_oracle,-0.0,0.77
one_step_oracle,-0.0,0.76
one_step_oracle,-0.0,0.75
one_step_oracle,-0.0,0.74
one_step_oracle,0.1,0.73
one_step_oracle,0.1,0.72
one_step_oracle,0.1,0.71
one_step_oracle,0.1,0.7
one_step_oracle,0.1,0.69
one_step_oracle,0.1,0.6799999999999999
one_step_oracle,100.0,0.6699999999999999
one_step_oracle,100.0,0.6599999999999999
one_step_oracle,100.0,0.65
one_step_oracle,100.0,0.64
one_step_oracle,100.0,0.63
one_step_oracle,100.0,0.62
one_step_oracle,100.0,0.61
one_step_oracle,100.0,0.6
one_step_oracle,100.0,0.5900000000000001
one_step_oracle,100.0,0.5800000000000001
one_step_oracle,100.0,0.5700000000000001
one_step_oracle,100.0,0.56
one_step_oracle,100.0,0.55
one_step_oracle,100.1,0.54
one_step_oracle,100.1,0.53
one_step_oracle,100.1,0.52
one_step_oracle,100.1,0.51
one_step_oracle,100.1,0.5
one_step_oracle,100.1,0.49
one_step_oracle,100.1,0.48
one_step_oracle,100.1,0.47
one_step_oracle,100.1,0.45999999999999996
one_step_oracle,100.1,0.44999999999999996
one_step_oracle,100.1,0.43999999999999995
one_step_oracle,100.1,0.43000000000000005
one_step_oracle,100.1,0.42000000000000004
one_step_oracle,100.1,0.41000000000000003
one_step_oracle,100.1,0.4
one_step_oracle,100.1,0.39
one_step_oracle,100.1,0.38
one_step_oracle,100.1,0.37
one_step_oracle,100.1,0.36
one_step_oracle,100.1,0.35
one_step_oracle,100.1,0.33999999999999997
one_step_oracle,100.1,0.32999999999999996
one_step_oracle,100.1,0.31999999999999995
one_step_oracle,100.1,0.31000000000000005
one_step_oracle,100.1,0.30000000000000004
one_step_oracle,100.1,0.29000000000000004
one_step_oracle,100.1,0.28
one_step_oracle,100.1,0.27
one_step_oracle,100.1,0.26
one_step_oracle,100.1,0.25
one_step_oracle,100.1,0.24
one_step_oracle,100.1,0.22999999999999998
one_step_oracle,100.1,0.21999999999999997
one_step_oracle,100.1,0.20999999999999996
one_step_oracle,100.1,0.19999999999999996
one_step_oracle,100.1,0.18999999999999995
one_step_oracle,100.1,0.18000000000000005
one_step_oracle,100.1,0.17000000000000004
one_step_oracle,100.1,0.16000000000000003
one_step_oracle,100.1,0.15000000000000002
one_step_oracle,100.1,0.14
one_step_oracle,100.1,0.13
one_step_oracle,100.1,0.12
one_step_oracle,100.1,0.10999999999999999
one_step_oracle,100.1,0.09999999999999998
one_step_oracle,100.1,0.08999999999999997
one_step_oracle,100.1,0.07999999999999996
one_step_oracle,100.1,0.06999999999999995
one_step_oracle,100.1,0.06000000000000005
one_step_oracle,100.1,0.050000000000000044
one_step_oracle,100.1,0.040000000000000036
one_step_oracle,100.1,0.030000000000000027
one_step_oracle,100.1,0.020000000000000018
one_step_oracle,100.1,0.010000000000000009
