scenario_id,prob_do_nothing,max_nonzero_action_prob,entropy,argmax_action
44,0.08422324061393738,0.08547399193048477,2.8844871520996094,20
45,0.1194731816649437,0.0955653116106987,2.846832275390625,0
46,0.11469005793333054,0.06818589568138123,2.8931803703308105,0
47,0.1105336844921112,0.08902876079082489,2.894852638244629,0
48,0.1192316859960556,0.08894684910774231,2.8699545860290527,0
49,0.11319366842508316,0.07297021150588989,2.8961663246154785,0
50,0.12729062139987946,0.08158636093139648,2.858729839324951,0
51,0.10185465216636658,0.0904247984290123,2.8757245540618896,0
52,0.1270117461681366,0.0817142054438591,2.851818561553955,0
53,0.11820830404758453,0.1059594601392746,2.8235762119293213,0
54,0.0943012535572052,0.08170381933450699,2.8731837272644043,0
55,0.12785375118255615,0.08172184973955154,2.8580434322357178,0
56,0.08797837793827057,0.07914336025714874,2.8815038204193115,0
57,0.12203895300626755,0.09393225610256195,2.8367695808410645,0
58,0.11302822828292847,0.06725946813821793,2.893414258956909,0
59,0.11983846127986908,0.0902097225189209,2.8660178184509277,0
60,0.08797837793827057,0.07914336025714874,2.8815038204193115,0
61,0.10731244832277298,0.09190572053194046,2.8790230751037598,0
62,0.1303892284631729,0.08232007920742035,2.854921579360962,0
63,0.12625740468502045,0.09282582253217697,2.8538424968719482,0
64,0.11853519827127457,0.0919819325208664,2.8873982429504395,0
65,0.12047465890645981,0.09069807082414627,2.8498587608337402,0
66,0.12449420988559723,0.09445817023515701,2.83388614654541,0
67,0.11977242678403854,0.09023795276880264,2.866023302078247,0
68,0.11862824112176895,0.09533408284187317,2.8477041721343994,0
69,0.1189664751291275,0.0806024968624115,2.86763596534729,0
70,0.09819521754980087,0.08347950130701065,2.8889713287353516,0
71,0.09951170533895493,0.08021236211061478,2.89563250541687,0
72,0.0994943305850029,0.08644399046897888,2.8984158039093018,0
73,0.12586994469165802,0.09503506124019623,2.8321850299835205,0
74,0.1263229101896286,0.08873345702886581,2.8377327919006348,0
75,0.11183173954486847,0.08750640600919724,2.9044737815856934,0
76,0.11536575853824615,0.08900788426399231,2.857144594192505,0
77,0.12244421243667603,0.09657572954893112,2.8575758934020996,0
78,0.0951942652463913,0.0868549644947052,2.88557505607605,0
79,0.08422324061393738,0.08547399193048477,2.8844871520996094,20
80,0.12012173235416412,0.09940958023071289,2.8424041271209717,0
81,0.1116122305393219,0.08956345915794373,2.8936877250671387,0
82,0.09309445321559906,0.08840452134609222,2.8906161785125732,0
83,0.12458464503288269,0.09449625760316849,2.8337748050689697,0
84,0.12524741888046265,0.10832275450229645,2.815150499343872,0
85,0.11063800752162933,0.08058805018663406,2.8751180171966553,0
86,0.09976977854967117,0.08319781720638275,2.879844903945923,0
87,0.11391226947307587,0.07250797748565674,2.895939350128174,0
88,0.13965626060962677,0.08435047417879105,2.843118667602539,0
89,0.09277157485485077,0.08841070532798767,2.8908658027648926,0
90,0.11690344661474228,0.08680810034275055,2.848593235015869,0
91,0.11747556924819946,0.08916747570037842,2.9009804725646973,0
92,0.11080420762300491,0.080122210085392,2.9167511463165283,0
93,0.11947065591812134,0.09230948984622955,2.8400871753692627,0
94,0.12304393947124481,0.10226665437221527,2.847525119781494,0
95,0.1085747629404068,0.08290109783411026,2.909740924835205,0
96,0.12267474830150604,0.09428517520427704,2.873941421508789,0
97,0.11716685444116592,0.08017566055059433,2.8697409629821777,0
98,0.09601907432079315,0.09286171942949295,2.8670270442962646,0
99,0.11942508071660995,0.06934979557991028,2.894333839416504,0
