method,rank,path,first_line,second_line,score_alpha,p_shed_first,p_shed_second,path_product_score,critical,relay_cascade,critical_mechanism,total_load_shed_mw
strict_path_prob,28,L036->L032,L036,L032,0.891882392780292,0.9853674,0.9051267504692078,0.891882392780292,False,False,non_critical,0.0
strict_path_prob,29,L031->L016,L031,L016,0.882395972131592,0.88282883,0.9995096921920776,0.882395972131592,True,True,relay_cascade,31.514792047850804
strict_path_prob,30,L031->L183,L031,L183,0.8822902045269848,0.88282883,0.9993898868560792,0.8822902045269847,True,True,relay_cascade,81.35922639729833
strict_path_prob,31,L036->L047,L036,L047,0.8769664000589132,0.9853674,0.8899892568588257,0.8769664000589132,True,True,relay_cascade,31.30060533486052
strict_path_prob,32,L036->L017,L036,L017,0.8769332162111878,0.9853674,0.8899555802345276,0.8769332162111878,True,True,relay_cascade,14.684099265673352
strict_path_prob,33,L036->L184,L036,L184,0.8768092906913638,0.9853674,0.8898298144340515,0.8768092906913638,True,True,relay_cascade,21.648461416338748
strict_path_prob,34,L031->L032,L031,L032,0.8747746532195003,0.88282883,0.990876853466034,0.8747746532195002,False,False,non_critical,0.0
strict_path_prob,35,L036->L147,L036,L147,0.8692158866122126,0.9853674,0.8821236491203308,0.8692158866122126,True,True,relay_cascade,43.59265123807146
strict_path_prob,36,L031->L181,L031,L181,0.8628024444470335,0.88282883,0.9773156642913818,0.8628024444470335,True,True,relay_cascade,20.772296104867053
strict_path_prob,37,L185->L183,L185,L183,0.8610104,0.8610104,1.0,0.8610104,True,True,relay_cascade,81.35922639729833
strict_path_prob,38,L185->L181,L185,L181,0.8609298272561073,0.8610104,0.9999064207077026,0.8609298272561073,True,True,relay_cascade,20.772296104867053
strict_path_prob,39,L185->L016,L185,L016,0.8607822816263675,0.8610104,0.9997350573539734,0.8607822816263675,True,True,relay_cascade,31.514792047850804
strict_path_prob,40,L038->L185,L038,L185,0.8601037914995492,0.9989367,0.8610193133354187,0.8601037914995492,False,False,non_critical,0.0
strict_path_prob,41,L185->L054,L185,L054,0.8526336059269903,0.8610104,0.990270972251892,0.8526336059269904,False,False,non_critical,0.0
strict_path_prob,42,L031->L185,L031,L185,0.8480949591297435,0.88282883,0.9606561660766602,0.8480949591297435,False,False,non_critical,0.0
strict_path_prob,43,L185->L038,L185,L038,0.8478077604497909,0.8610104,0.984666109085083,0.8478077604497909,False,False,non_critical,0.0
strict_path_prob,44,L036->L040,L036,L040,0.8402475034649491,0.9853674,0.852725088596344,0.8402475034649491,False,False,non_critical,0.0
strict_path_prob,45,L031->L147,L031,L147,0.8368221846858542,0.88282883,0.9478872418403624,0.8368221846858543,True,True,relay_cascade,43.59265123807146
strict_path_prob,46,L185->L180,L185,L180,0.8340011845619201,0.8610104,0.9686307907104492,0.8340011845619201,True,True,relay_cascade,7.272188818003705
strict_path_prob,47,L056->L183,L056,L183,0.8333731,0.8333731,1.0,0.8333731,True,True,relay_cascade,81.35922639729833
strict_path_prob,48,L056->L181,L056,L181,0.8333063396121979,0.8333731,0.999919891357422,0.8333063396121978,True,True,relay_cascade,20.772296104867053
strict_path_prob,49,L056->L016,L056,L016,0.833082811528039,0.8333731,0.9996516704559326,0.833082811528039,True,True,relay_cascade,31.514792047850804
strict_path_prob,50,L038->L029,L038,L029,0.8309490527887166,0.9989367,0.83183354139328,0.8309490527887166,False,False,non_critical,0.0
strict_path_prob,51,L036->L185,L036,L185,0.8286843127457857,0.9853674,0.8409901857376099,0.8286843127457857,False,False,non_critical,0.0
strict_path_prob,52,L008->L032,L008,L032,0.8264647367959506,0.95027333,0.8697126507759094,0.8264647367959506,False,False,non_critical,0.0
strict_path_prob,53,L056->L185,L056,L185,0.825967217188555,0.8333731,0.9911133646965028,0.8259672171885549,False,False,non_critical,0.0
strict_path_prob,54,L036->L071,L036,L071,0.8256458469436169,0.9853674,0.8379065990447998,0.8256458469436169,False,False,non_critical,0.0
strict_path_prob,55,L008->L181,L008,L181,0.8175880622628057,0.95027333,0.860371470451355,0.8175880622628057,True,True,relay_cascade,20.772296104867053
strict_path_prob,56,L097->L071,L097,L071,0.8175147549683857,0.96080524,0.8508641719818115,0.8175147549683857,False,False,non_critical,0.0
strict_path_prob,57,L008->L184,L008,L184,0.8169319363444937,0.95027333,0.8596810102462769,0.8169319363444937,True,False,island_only,21.648461416338748
strict_path_prob,58,L056->L047,L056,L047,0.8169215323517203,0.8333731,0.9802590608596802,0.8169215323517203,True,True,relay_cascade,31.30060533486052
strict_path_prob,59,L056->L054,L056,L054,0.8168507981313109,0.8333731,0.98017418384552,0.8168507981313109,False,False,non_critical,0.0
strict_path_prob,60,L008->L185,L008,L185,0.8150015078614211,0.95027333,0.857649564743042,0.8150015078614211,False,False,non_critical,0.0
strict_path_prob,61,L056->L055,L056,L055,0.809291575054133,0.8333731,0.9711035490036012,0.809291575054133,False,False,non_critical,0.0
strict_path_prob,62,L097->L147,L097,L147,0.8083830707402658,0.96080524,0.8413599729537964,0.8083830707402658,True,True,relay_cascade,43.59265123807146
strict_path_prob,63,L056->L180,L056,L180,0.804864477165097,0.8333731,0.9657912850379944,0.804864477165097,True,True,relay_cascade,7.272188818003705
strict_path_prob,64,L036->L181,L036,L181,0.8031393867667794,0.9853674,0.8150659203529358,0.8031393867667794,True,True,relay_cascade,20.772296104867053
strict_path_prob,65,L056->L058,L056,L058,0.800263524099493,0.8333731,0.9602704048156738,0.800263524099493,True,True,relay_cascade,36.76716258821504
strict_path_prob,66,L038->L037,L038,L037,0.7986215385749101,0.9989367,0.7994716167449951,0.7986215385749101,False,False,non_critical,0.0
strict_path_prob,67,L038->L071,L038,L071,0.7982536926264167,0.9989367,0.7991033792495728,0.7982536926264167,False,False,non_critical,0.0
strict_path_prob,68,L185->L097,L185,L097,0.7927943844871044,0.8610104,0.920772135257721,0.7927943844871044,False,False,non_critical,0.0
strict_path_prob,69,L056->L147,L056,L147,0.7898999176784576,0.8333731,0.9478346705436708,0.7898999176784575,True,True,relay_cascade,43.59265123807146
strict_path_prob,70,L056->L038,L056,L038,0.7799129809156834,0.8333731,0.9358509182929992,0.7799129809156835,False,False,non_critical,0.0
strict_path_prob,71,L038->L180,L038,L180,0.7793095667377353,0.9989367,0.7801390886306763,0.7793095667377353,True,True,relay_cascade,7.272188818003705
strict_path_prob,72,L038->L010,L038,L010,0.771048632708627,0.9989367,0.7718693614006042,0.771048632708627,False,False,non_critical,0.0
strict_path_prob,73,L038->L031,L038,L031,0.7543743390064895,0.9989367,0.7551773190498352,0.7543743390064895,True,True,relay_cascade,23.91687820767109
strict_path_prob,74,L056->L051,L056,L051,0.7525314363540171,0.8333731,0.9029946327209472,0.7525314363540172,False,False,non_critical,0.0
strict_path_prob,75,L038->L133,L038,L133,0.7492117538964093,0.9989367,0.7500092387199402,0.7492117538964093,True,False,island_only,20.77635989697293
strict_path_prob,76,L056->L008,L056,L008,0.7461716153035283,0.8333731,0.8953632116317749,0.7461716153035283,False,False,non_critical,0.0
strict_path_prob,77,L185->L147,L185,L147,0.7438275054114818,0.8610104,0.8639007210731506,0.7438275054114818,True,True,relay_cascade,43.59265123807146
strict_path_prob,78,L097->L002,L097,L002,0.7244223042390275,0.96080524,0.7539741396903992,0.7244223042390275,False,False,non_critical,0.0
strict_path_prob,79,L038->L033,L038,L033,0.7208924387050509,0.9989367,0.721659779548645,0.7208924387050509,False,False,non_critical,0.0
strict_path_prob,80,L008->L133,L008,L133,0.7190362387830633,0.95027333,0.7566625475883484,0.7190362387830633,True,False,island_only,20.77635989697293
strict_path_prob,81,L008->L054,L008,L054,0.7147575999821919,0.95027333,0.7521600127220154,0.7147575999821919,True,True,relay_cascade,22.50545676159403
strict_path_prob,82,L185->L120,L185,L120,0.7143624635316849,0.8610104,0.8296792507171631,0.7143624635316849,False,False,non_critical,0.0
strict_path_prob,83,L038->L036,L038,L036,0.7123041467891157,0.9989367,0.7130623459815979,0.7123041467891157,False,False,non_critical,0.0
strict_path_prob,84,L185->L051,L185,L051,0.7079071497797489,0.8610104,0.8221818804740906,0.7079071497797489,True,True,relay_cascade,36.76716258821504
strict_path_prob,85,L008->L047,L008,L047,0.7039550848630208,0.95027333,0.7407922148704529,0.7039550848630208,True,True,relay_cascade,31.30060533486052
strict_path_prob,86,L054->L183,L054,L183,0.6986455392090677,0.6986891,0.9999376535415648,0.6986455392090678,True,True,relay_cascade,81.35922639729833
strict_path_prob,87,L054->L181,L054,L181,0.6986218847833989,0.6986891,0.9999037981033324,0.698621884783399,True,True,relay_cascade,20.772296104867053
strict_path_prob,88,L054->L016,L054,L016,0.6984330658292054,0.6986891,0.9996335506439208,0.6984330658292055,True,True,relay_cascade,31.514792047850804
strict_path_prob,89,L054->L185,L054,L185,0.6929950882774532,0.6986891,0.9918504357337952,0.6929950882774532,False,False,non_critical,0.0
strict_path_prob,90,L008->L071,L008,L071,0.6890111147287303,0.95027333,0.7250662446022034,0.6890111147287303,False,False,non_critical,0.0
strict_path_prob,91,L054->L032,L054,L032,0.688115863241893,0.6986891,0.9848670363426208,0.688115863241893,False,False,non_critical,0.0
strict_path_prob,92,L036->L180,L036,L180,0.688001360947752,0.9853674,0.6982181072235107,0.688001360947752,True,True,relay_cascade,7.272188818003705
strict_path_prob,93,L008->L017,L008,L017,0.6841222856207132,0.95027333,0.7199215888977051,0.6841222856207132,True,False,island_only,14.684099265673352
strict_path_prob,94,L008->L052,L008,L052,0.6828908600690884,0.95027333,0.7186257243156433,0.6828908600690884,False,False,non_critical,0.0
strict_path_prob,95,L185->L071,L185,L071,0.6822700830381393,0.8610104,0.7924063205718994,0.6822700830381393,False,False,non_critical,0.0
strict_path_prob,96,L139->L183,L139,L183,0.6807031,0.6807031,1.0,0.6807031,True,True,relay_cascade,81.35922639729833
strict_path_prob,97,L139->L181,L139,L181,0.6806368036093831,0.6807031,0.999902606010437,0.6806368036093831,True,True,relay_cascade,20.772296104867053
strict_path_prob,98,L185->L008,L185,L008,0.6805618382271766,0.8610104,0.7904223203659058,0.6805618382271766,False,False,non_critical,0.0
strict_path_prob,99,L139->L016,L139,L016,0.6804648549536705,0.6807031,0.9996500015258788,0.6804648549536705,True,True,relay_cascade,31.514792047850804
strict_path_prob,100,L071->L181,L071,L181,0.6787320677941918,0.67878693,0.9999191761016846,0.6787320677941918,True,True,relay_cascade,20.772296104867053
strict_path_prob,101,L071->L183,L071,L183,0.6786736452092457,0.67878693,0.9998331069946288,0.6786736452092457,True,True,relay_cascade,81.35922639729833
strict_path_prob,102,L071->L016,L071,L016,0.6769674548839242,0.67878693,0.997319519519806,0.6769674548839242,True,True,relay_cascade,31.514792047850804
strict_path_prob,103,L097->L184,L097,L184,0.675566184375,0.96080524,0.703125,0.675566184375,True,True,relay_cascade,21.648461416338748
strict_path_prob,104,L071->L185,L071,L185,0.6746938695923388,0.67878693,0.9939700365066528,0.6746938695923388,False,False,non_critical,0.0
strict_path_prob,105,L071->L072,L071,L072,0.6732518755825979,0.67878693,0.9918456673622132,0.6732518755825979,False,False,non_critical,0.0
strict_path_prob,106,L139->L185,L139,L185,0.673138008317709,0.6807031,0.9888863563537598,0.673138008317709,False,False,non_critical,0.0
strict_path_prob,107,L036->L097,L036,L097,0.6730763821578741,0.9853674,0.683071494102478,0.6730763821578741,False,False,non_critical,0.0
strict_path_prob,108,L139->L054,L139,L054,0.6715869811325788,0.6807031,0.986607789993286,0.6715869811325789,False,False,non_critical,0.0
strict_path_prob,109,L036->L039,L036,L039,0.6712387605160475,0.9853674,0.6812065839767456,0.6712387605160475,False,False,non_critical,0.0
strict_path_prob,110,L139->L047,L139,L047,0.6677081554046929,0.6807031,0.980909526348114,0.6677081554046929,True,True,relay_cascade,31.30060533486052
strict_path_prob,111,L008->L007,L008,L007,0.6676322508225548,0.95027333,0.7025686502456665,0.6676322508225548,False,False,non_critical,0.0
strict_path_prob,112,L008->L003,L008,L003,0.6671488224115747,0.95027333,0.7020599246025085,0.6671488224115747,False,False,non_critical,0.0
strict_path_prob,113,L056->L032,L056,L032,0.6635132147353172,0.8333731,0.796177864074707,0.6635132147353172,False,False,non_critical,0.0
strict_path_prob,114,L071->L051,L071,L051,0.6594004632993596,0.67878693,0.9714395403862,0.6594004632993596,True,True,relay_cascade,36.76716258821504
strict_path_prob,115,L054->L038,L054,L038,0.6559278536424934,0.6986891,0.938797891139984,0.6559278536424934,False,False,non_critical,0.0
strict_path_prob,116,L038->L008,L038,L008,0.6556606935637593,0.9989367,0.6563585996627808,0.6556606935637593,False,False,non_critical,0.0
strict_path_prob,117,L071->L180,L071,L180,0.6543274085339659,0.67878693,0.9639658331871032,0.654327408533966,True,True,relay_cascade,7.272188818003705
strict_path_prob,118,L008->L037,L008,L037,0.6537629814111626,0.95027333,0.6879736185073853,0.6537629814111626,False,False,non_critical,0.0
strict_path_prob,119,L185->L047,L185,L047,0.6487901064621925,0.8610104,0.7535218000411987,0.6487901064621925,True,True,relay_cascade,31.30060533486052
strict_path_prob,120,L071->L054,L071,L054,0.6449817369675654,0.67878693,0.9501976370811462,0.6449817369675654,False,False,non_critical,0.0
strict_path_prob,121,L071->L083,L071,L083,0.6445328055253475,0.67878693,0.9495362639427184,0.6445328055253476,False,False,non_critical,0.0
strict_path_prob,122,L185->L002,L185,L002,0.6440678765072345,0.8610104,0.7480372786521912,0.6440678765072345,False,False,non_critical,0.0
strict_path_prob,123,L071->L008,L071,L008,0.6423733951193011,0.67878693,0.9463549852371216,0.6423733951193011,True,True,relay_cascade,25.67010059251546
strict_path_prob,124,L008->L036,L008,L036,0.6408904751135874,0.95027333,0.6744275093078613,0.6408904751135874,False,False,non_critical,0.0
strict_path_prob,125,L139->L147,L139,L147,0.6401374989712239,0.6807031,0.940406322479248,0.6401374989712239,True,True,relay_cascade,43.59265123807146
strict_path_prob,126,L139->L032,L139,L032,0.6374324926294684,0.6807031,0.9364324808120728,0.6374324926294684,False,False,non_critical,0.0
strict_path_prob,127,L071->L047,L071,L047,0.6332103952779919,0.67878693,0.9328559041023254,0.6332103952779919,True,True,relay_cascade,31.30060533486052
strict_path_prob,128,L097->L008,L097,L008,0.6312391975453592,0.96080524,0.6569897532463074,0.6312391975453592,False,False,non_critical,0.0
strict_path_prob,129,L008->L009,L008,L009,0.627487641901893,0.95027333,0.6603233218193054,0.627487641901893,False,False,non_critical,0.0
strict_path_prob,130,L031->L008,L031,L008,0.6110172417472745,0.88282883,0.692112922668457,0.6110172417472745,True,True,relay_cascade,25.67010059251546
strict_path_prob,131,L097->L149,L097,L149,0.6008055379056406,0.96080524,0.6253145933151245,0.6008055379056406,False,False,non_critical,0.0
strict_path_prob,132,L139->L008,L139,L008,0.6004731068949462,0.6807031,0.8821365833282471,0.6004731068949462,False,False,non_critical,0.0
strict_path_prob,133,L056->L002,L056,L002,0.5927853524580955,0.8333731,0.711308479309082,0.5927853524580955,False,False,non_critical,0.0
strict_path_prob,134,L017->L181,L017,L181,0.5912824839602351,0.59134614,0.9998923540115356,0.5912824839602351,True,True,relay_cascade,20.772296104867053
strict_path_prob,135,L017->L183,L017,L183,0.5912763509863043,0.59134614,0.9998819828033448,0.5912763509863043,True,True,relay_cascade,81.35922639729833
strict_path_prob,136,L017->L016,L017,L016,0.5911218987347817,0.59134614,0.999620795249939,0.5911218987347817,True,True,relay_cascade,31.514792047850804
strict_path_prob,137,L017->L047,L017,L047,0.5877076298511136,0.59134614,0.9938470721244812,0.5877076298511136,True,True,relay_cascade,31.30060533486052
strict_path_prob,138,L017->L185,L017,L185,0.5849196644948995,0.59134614,0.9891324639320374,0.5849196644948995,False,False,non_critical,0.0
strict_path_prob,139,L054->L036,L054,L036,0.5849066899256408,0.6986891,0.8371487259864807,0.5849066899256408,False,False,non_critical,0.0
strict_path_prob,140,L038->L017,L038,L017,0.583505430336231,0.9989367,0.5841265320777893,0.583505430336231,False,False,non_critical,0.0
strict_path_prob,141,L036->L059,L036,L059,0.581324981368804,0.9853674,0.589957594871521,0.581324981368804,False,False,non_critical,0.0
strict_path_prob,142,L097->L072,L097,L072,0.5809152871789504,0.96080524,0.6046129465103149,0.5809152871789504,False,False,non_critical,0.0
strict_path_prob,143,L054->L147,L054,L147,0.5768222485668539,0.6986891,0.8255778551101685,0.5768222485668539,True,True,relay_cascade,43.59265123807146
strict_path_prob,144,L008->L072,L008,L072,0.5764075821291286,0.95027333,0.606570303440094,0.5764075821291286,False,False,non_critical,0.0
strict_path_prob,145,L017->L054,L017,L054,0.5763170759006273,0.59134614,0.9745849967002868,0.5763170759006273,False,False,non_critical,0.0
strict_path_prob,146,L017->L038,L017,L038,0.5759068010928403,0.59134614,0.9738911986351012,0.5759068010928404,False,False,non_critical,0.0
strict_path_prob,147,L139->L038,L139,L038,0.5744010166716575,0.6807031,0.8438348770141602,0.5744010166716575,False,False,non_critical,0.0
strict_path_prob,148,L031->L071,L031,L071,0.5740366248999434,0.88282883,0.6502241492271423,0.5740366248999434,False,False,non_critical,0.0
strict_path_prob,149,L024->L181,L024,L181,0.5724147112505221,0.57246214,0.9999171495437622,0.5724147112505221,True,True,relay_cascade,20.772296104867053
strict_path_prob,150,L024->L183,L024,L183,0.572398264734516,0.57246214,0.9998884201049804,0.572398264734516,True,True,relay_cascade,81.35922639729833
strict_path_prob,151,L024->L016,L024,L016,0.5722294661563384,0.57246214,0.9995935559272766,0.5722294661563384,True,True,relay_cascade,31.514792047850804
strict_path_prob,152,L071->L038,L071,L038,0.5686334926975465,0.67878693,0.8377201557159424,0.5686334926975465,False,False,non_critical,0.0
strict_path_prob,153,L071->L147,L071,L147,0.5677338496235418,0.67878693,0.8363947868347168,0.5677338496235418,True,True,relay_cascade,43.59265123807146
strict_path_prob,154,L024->L047,L024,L047,0.5663822178951704,0.57246214,0.989379346370697,0.5663822178951704,True,True,relay_cascade,31.30060533486052
strict_path_prob,155,L038->L184,L038,L184,0.5657917247333407,0.9989367,0.5663939714431763,0.5657917247333407,True,True,relay_cascade,21.648461416338748
strict_path_prob,156,L139->L180,L139,L180,0.5646319148724198,0.6807031,0.8294833898544312,0.5646319148724198,True,True,relay_cascade,7.272188818003705
strict_path_prob,157,L017->L147,L017,L147,0.5640504935933769,0.59134614,0.953841507434845,0.5640504935933769,True,True,relay_cascade,43.59265123807146
strict_path_prob,158,L071->L032,L071,L032,0.5611572629317153,0.67878693,0.826706051826477,0.5611572629317153,False,False,non_critical,0.0
strict_path_prob,159,L071->L184,L071,L184,0.5590963698347712,0.67878693,0.8236699104309082,0.5590963698347712,True,True,relay_cascade,21.648461416338748
strict_path_prob,160,L031->L002,L031,L002,0.5590359896695852,0.88282883,0.633232593536377,0.5590359896695852,False,False,non_critical,0.0
strict_path_prob,161,L072->L183,L072,L183,0.5572417671431779,0.5572419,0.9999997615814208,0.557241767143178,True,True,relay_cascade,81.35922639729833
strict_path_prob,162,L072->L181,L072,L181,0.5571957322543502,0.5572419,0.9999171495437622,0.5571957322543502,True,True,relay_cascade,20.772296104867053
strict_path_prob,163,L072->L016,L072,L016,0.5570464676148176,0.5572419,0.9996492862701416,0.5570464676148176,True,True,relay_cascade,31.514792047850804
strict_path_prob,164,L024->L185,L024,L185,0.5544180258074581,0.57246214,0.9684798121452332,0.5544180258074581,False,False,non_critical,0.0
strict_path_prob,165,L072->L073,L072,L073,0.5541181039723991,0.5572419,0.9943941831588744,0.5541181039723992,True,True,relay_cascade,19.32553252412176
strict_path_prob,166,L072->L083,L072,L083,0.5536482558213472,0.5572419,0.9935510158538818,0.5536482558213472,False,False,non_critical,0.0
strict_path_prob,167,L017->L180,L017,L180,0.553450212105553,0.59134614,0.9359158277511596,0.5534502121055531,True,True,relay_cascade,7.272188818003705
strict_path_prob,168,L072->L185,L072,L185,0.5529503921495138,0.5572419,0.992298662662506,0.5529503921495139,False,False,non_critical,0.0
strict_path_prob,169,L024->L180,L024,L180,0.5527451216855871,0.57246214,0.9655575156211852,0.5527451216855871,True,True,relay_cascade,7.272188818003705
strict_path_prob,170,L036->L034,L036,L034,0.5462118306099057,0.9853674,0.5543230175971985,0.5462118306099057,False,False,non_critical,0.0
strict_path_prob,171,L072->L054,L072,L054,0.5453595511953413,0.5572419,0.9786764979362488,0.5453595511953413,False,False,non_critical,0.0
strict_path_prob,172,L024->L054,L024,L054,0.5427929663392138,0.57246214,0.948172688484192,0.5427929663392138,False,False,non_critical,0.0
strict_path_prob,173,L024->L147,L024,L147,0.5426249184318912,0.57246214,0.9478791356086732,0.5426249184318912,True,True,relay_cascade,43.59265123807146
strict_path_prob,174,L071->L037,L071,L037,0.541740533008402,0.67878693,0.798101007938385,0.541740533008402,False,False,non_critical,0.0
strict_path_prob,175,L031->L047,L031,L047,0.5391809897326416,0.88282883,0.6107423901557922,0.5391809897326416,True,True,relay_cascade,31.30060533486052
strict_path_prob,176,L024->L008,L024,L008,0.5384551465605294,0.57246214,0.9405952095985411,0.5384551465605294,False,False,non_critical,0.0
strict_path_prob,177,L038->L051,L038,L051,0.5351085616945982,0.9989367,0.5356781482696533,0.5351085616945982,False,False,non_critical,0.0
strict_path_prob,178,L024->L038,L024,L038,0.5311511532623411,0.57246214,0.927836298942566,0.531151153262341,False,False,non_critical,0.0
strict_path_prob,179,L054->L002,L054,L002,0.5306698820900202,0.6986891,0.7595221996307373,0.5306698820900202,False,False,non_critical,0.0
strict_path_prob,180,L139->L071,L139,L071,0.5282726047910332,0.6807031,0.7760690450668335,0.5282726047910332,False,False,non_critical,0.0
strict_path_prob,181,L072->L147,L072,L147,0.5274865886434614,0.5572419,0.9466025233268738,0.5274865886434614,True,True,relay_cascade,43.59265123807146
strict_path_prob,182,L054->L071,L054,L071,0.5271863931042611,0.6986891,0.7545364499092102,0.5271863931042611,False,False,non_critical,0.0
strict_path_prob,183,L185->L007,L185,L007,0.5190388902307987,0.8610104,0.6028253436088562,0.5190388902307987,False,False,non_critical,0.0
strict_path_prob,184,L072->L180,L072,L180,0.5189477146216034,0.5572419,0.9312790632247924,0.5189477146216035,True,True,relay_cascade,7.272188818003705
strict_path_prob,185,L072->L038,L072,L038,0.5177592107060731,0.5572419,0.9291462302207948,0.517759210706073,False,False,non_critical,0.0
strict_path_prob,186,L071->L066,L071,L066,0.5171674435396367,0.67878693,0.7618995308876038,0.5171674435396367,False,False,non_critical,0.0
strict_path_prob,187,L071->L067,L071,L067,0.5171674435396367,0.67878693,0.7618995308876038,0.5171674435396367,False,False,non_critical,0.0
strict_path_prob,188,L072->L071,L072,L071,0.5111140778252005,0.5572419,0.917221188545227,0.5111140778252005,False,False,non_critical,0.0
strict_path_prob,189,L139->L133,L139,L133,0.5110341637463808,0.6807031,0.7507445812225342,0.5110341637463808,False,False,non_critical,0.0
strict_path_prob,190,L038->L002,L038,L002,0.5100173358434021,0.9989367,0.5105602145195007,0.5100173358434021,False,False,non_critical,0.0
strict_path_prob,191,L038->L054,L038,L054,0.5089057599268556,0.9989367,0.509447455406189,0.5089057599268556,False,False,non_critical,0.0
strict_path_prob,192,L040->L035,L040,L035,0.5032779806917906,0.5032925,0.9999711513519288,0.5032779806917906,True,True,relay_cascade,23.91687820767109
strict_path_prob,193,L040->L183,L040,L183,0.5032452222526074,0.5032925,0.999906063079834,0.5032452222526074,True,True,relay_cascade,81.35922639729833
strict_path_prob,194,L040->L016,L040,L016,0.5031266679012776,0.5032925,0.9996705055236816,0.5031266679012776,True,True,relay_cascade,31.514792047850804
strict_path_prob,195,L040->L185,L040,L185,0.5015005953775347,0.5032925,0.9964396357536316,0.5015005953775347,False,False,non_critical,0.0
strict_path_prob,196,L072->L008,L072,L008,0.4995170722600221,0.5572419,0.8964097499847412,0.4995170722600221,False,False,non_critical,0.0
strict_path_prob,197,L008->L015,L008,L015,0.49940822631416204,0.95027333,0.5255416631698608,0.499408226314162,False,False,non_critical,0.0
strict_path_prob,198,L133->L183,L133,L183,0.4987751,0.4987751,1.0,0.4987751,True,False,island_only,81.35922639729833
