method,alpha,epsilon,budget_type,budget_label,K,search_budget_ratio,critical_hit_count,relay_cascade_hit_count,recall_critical,recall_relay_cascade,precision_at_k,captured_total_load_shed_mw,captured_total_load_shed_ratio,captured_relay_cascade_load_shed_mw,captured_relay_cascade_load_shed_ratio,mean_p_first_topk,median_p_first_topk,mean_p_second_topk,median_p_second_topk,num_low_p_first_high_p_second_hits,critical_hit_count_std,relay_cascade_hit_count_std,recall_critical_std,recall_relay_cascade_std,precision_at_k_std,captured_total_load_shed_mw_std,captured_total_load_shed_ratio_std,captured_relay_cascade_load_shed_mw_std,captured_relay_cascade_load_shed_ratio_std,mean_p_first_topk_std,median_p_first_topk_std,mean_p_second_topk_std,median_p_second_topk_std,num_low_p_first_high_p_second_hits_std
PFW,,,fixed,100,100,0.003071253071253,6.0,3.0,0.0034207525655644,0.0018259281801582,0.06,238.86504248138132,0.0040881749195405,132.69942758232926,0.0023921629857724,0.09872348999999998,0.09872349,0.17135768748478994,0.05216767266392705,0.0,,,,,,,,,,,,,,
PFW,,,percent,0.5%,163,0.0050061425061425,13.0,5.0,0.0074116305587229,0.003043213633597,0.0797546012269938,389.200625174395,0.0066611682395153,197.88160477348717,0.0035671973807927,0.09872349,0.09872349,0.16212192954390187,0.0351882614195346,0.0,,,,,,,,,,,,,,
PFW,,,percent,1%,326,0.010012285012285,25.0,10.0,0.0142531356898517,0.0060864272671941,0.0766871165644171,771.1290615307863,0.0131978729760119,395.7632095469742,0.0071343947615855,0.1240642435582822,0.09872349,0.16324247212164342,0.03343337774276725,0.0,,,,,,,,,,,,,,
PFW,,,fixed,500,500,0.0153562653562653,36.0,15.0,0.0205245153933865,0.0091296409007912,0.072,1111.4227719954563,0.0190219994281172,539.6043195788827,0.0097274080512417,0.3418044746000001,0.15731275,0.15885290161197874,0.029480440542101798,0.0,,,,,,,,,,,,,,
PFW,,,percent,2%,651,0.0199938574938574,44.0,21.0,0.0250855188141391,0.0127814972611077,0.0675883256528417,1376.2599956463048,0.0235546881976533,771.4109460031826,0.0139061693442771,0.4881145020737327,0.15731275,0.14941795932133972,0.0263907928019762,0.0,,,,,,,,,,,,,,
PFW,,,fixed,1000,1000,0.0307125307125307,66.0,41.0,0.0376282782212086,0.024954351795496,0.066,2063.021205664392,0.0353086054948154,1406.3376245111667,0.0253519466673473,0.59131957125,0.95027333,0.14977091358898473,0.02520035114139315,2.0,,,,,,,,,,,,,,
PFW,,,percent,5%,1628,0.05,98.0,73.0,0.0558722919042189,0.0444309190505173,0.0601965601965601,3089.350159366796,0.0528742243234955,2432.666578213571,0.0438535045037609,0.5747936840909091,0.88282883,0.1363602297658343,0.019186147488653597,12.0,,,,,,,,,,,,,,
PFW,,,fixed,2000,2000,0.0614250614250614,117.0,92.0,0.0667046750285062,0.0559951308581862,0.0585,3731.238171562917,0.0638601368930103,3074.5545904096925,0.0554247732858658,0.48812120860747493,0.2666303,0.1331045944995211,0.0182098094373941,21.0,,,,,,,,,,,,,,
PFW,,,percent,10%,3256,0.1,176.0,150.0,0.1003420752565564,0.0912964090079123,0.054054054054054,5775.298173443817,0.0988442214074985,5112.692179144369,0.0921661322239643,0.3569193354528409,0.15731275,0.13157557874598325,0.017382925376296002,39.0,,,,,,,,,,,,,,
PFW,,,fixed,5000,5000,0.1535626535626535,265.0,229.0,0.1510832383124287,0.1393791844187462,0.053,8732.720566409687,0.1494605021650857,7772.184400663747,0.1401086061982493,0.25098487876648995,0.05533804,0.12978116803431208,0.016524302773177603,74.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps0,0.05,0.0,fixed,100,100,0.003071253071253071,66.0,63.0,0.037628278221208664,0.03834449178332319,0.66,2710.927428063686,0.046397519724839235,2516.694183221238,0.04536826406335085,0.7315910282000001,0.6986891,0.9870560067892075,0.993908554315567,0.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps0,0.05,0.0,percent,0.5%,163,0.005006142506142506,111.0,107.0,0.06328392246294184,0.06512477175897748,0.6809815950920245,4589.961047393754,0.07855717789716224,4361.84623069501,0.0786306866035724,0.5857492045398773,0.57246214,0.9858959726760724,0.9964396357536316,0.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps0,0.05,0.0,percent,1%,326,0.010012285012285013,208.0,201.0,0.11858608893956671,0.12233718807060255,0.6380368098159509,8492.726042640801,0.14535299617464548,8120.222415449057,0.14638266232478836,0.40136844022699386,0.2666303,0.9839825198694241,0.9957742691040039,0.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps0,0.05,0.0,fixed,500,500,0.015356265356265357,322.0,312.0,0.18358038768529075,0.1898965307364577,0.644,12863.9431108411,0.22016637112664098,12406.761438137317,0.2236557913349503,0.31090322139800003,0.16112705,0.9810707169771195,0.9939973652362823,22.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps0,0.05,0.0,percent,2%,651,0.019993857493857493,405.0,392.0,0.23090079817559864,0.23858794887401097,0.6221198156682027,16027.950285442603,0.2743183501775746,15387.273800047247,0.27738527216767345,0.2621867879953917,0.12083286,0.9788099947612956,0.9921196699142456,78.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps0,0.05,0.0,fixed,1000,1000,0.030712530712530713,622.0,601.0,0.35461801596351195,0.36579427875836884,0.622,23777.048451403098,0.40694415612239576,22781.39079310723,0.41067848454641626,0.202160140423,0.09075098,0.9716497178077698,0.989609271287918,246.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps0,0.05,0.0,percent,5%,1628,0.05,961.0,926.0,0.5478905359179019,0.563603164942179,0.5902948402948403,35321.63561334589,0.6045297517441695,33921.012967496084,0.6114916479983081,0.15545917243470514,0.050783757,0.9531575646022614,0.9764055013656616,510.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps0,0.05,0.0,fixed,2000,2000,0.06142506142506143,1102.0,1059.0,0.6282782212086659,0.6445526475958613,0.551,39524.87196981508,0.6764681370135738,37961.522528446905,0.6843296216916721,0.14557705764492498,0.04603438,0.9341620533466339,0.9620042741298676,622.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps0,0.05,0.0,percent,10%,3256,0.1,1445.0,1371.0,0.8238312428734321,0.8344491783323189,0.4437960687960688,49088.05937199798,0.8401420780906462,46898.310669360726,0.8454324553050315,0.12812884368420116,0.036637772,0.840801850574535,0.8832069933414459,743.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps0,0.05,0.0,fixed,5000,5000,0.15356265356265356,1709.0,1622.0,0.9743443557582668,0.9872185027388922,0.3418,57416.66935579983,0.9826862281123786,55019.23890378875,0.9918278413775172,0.11978042903611522,0.032567922,0.6794185487627983,0.7344274520874023,743.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps0,0.05,0.0,fixed,10000,10000,0.3071253071253071,1735.0,1638.0,0.9891676168757126,0.996956786366403,0.1735,57943.70694414486,0.9917064758135266,55397.384215625425,0.9986446395709974,0.1194843382003221,0.032567922,0.39835607309900223,0.24626083672046656,743.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em2,0.05,0.01,fixed,100,100,0.003071253071253071,67.0,64.0,0.03819840364880274,0.038953134510042606,0.67,2792.286654460984,0.04778998278839773,2598.053409618537,0.0468349209546773,0.7301285700000001,0.6986891,0.9872507548332214,0.9941821098327637,0.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em2,0.05,0.01,percent,0.5%,163,0.005006142506142506,112.0,108.0,0.06385404789053592,0.06573341448569689,0.6871165644171779,4648.499918657848,0.07955907060960773,4420.385101959103,0.07968596260301092,0.5803597035582823,0.57246214,0.9866125781111922,0.997319519519806,0.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em2,0.05,0.01,percent,1%,326,0.010012285012285013,206.0,199.0,0.11744583808437856,0.12111990261716372,0.6319018404907976,8412.366228814515,0.14397763805605776,8039.862601622773,0.14493402177161388,0.40035219139263806,0.2666303,0.9842815936708743,0.9959096312522888,0.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em2,0.05,0.01,fixed,500,500,0.015356265356265357,324.0,315.0,0.1847206385404789,0.19172245891661593,0.648,13166.677659290603,0.22534767256528138,12731.144448003159,0.22950342039825647,0.302023693202,0.1601265,0.9830375522375107,0.9951706230640411,33.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em2,0.05,0.01,percent,2%,651,0.019993857493857493,413.0,400.0,0.2354618015963512,0.24345709068776628,0.6344086021505376,16537.34170645527,0.2830365837457009,15896.665221059917,0.2865680344811018,0.2556261740445469,0.11876483,0.9810421921873606,0.994024693965912,94.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em2,0.05,0.01,fixed,1000,1000,0.030712530712530713,636.0,616.0,0.36259977194982895,0.37492391965916005,0.636,24617.365101967844,0.4213261746028893,23653.008049006836,0.42639106579346014,0.19246056266300002,0.08018608,0.9764961453080178,0.9920779764652252,270.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em2,0.05,0.01,percent,5%,1628,0.05,986.0,955.0,0.5621436716077537,0.581253804017042,0.6056511056511057,36305.58265692567,0.62137000423123,34982.84529155181,0.6306332225248968,0.14025212661703504,0.04299928,0.9641012675346262,0.9810527861118317,566.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em2,0.05,0.01,fixed,2000,2000,0.06142506142506143,1136.0,1098.0,0.6476624857468644,0.6682897139379185,0.568,40726.07166497748,0.6970266683755055,39267.46799702931,0.7078718062232658,0.136152929605927,0.04022594,0.9422106778621674,0.9661130011081696,666.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em2,0.05,0.01,percent,10%,3256,0.1,1449.0,1375.0,0.8261117445838084,0.8368837492391966,0.44502457002457,49193.56129300054,0.8419477433438178,47003.81259036327,0.8473343308062924,0.12636336387428226,0.036538277,0.8416456931089886,0.8832069933414459,743.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em2,0.05,0.01,fixed,5000,5000,0.15356265356265356,1709.0,1622.0,0.9743443557582668,0.9872185027388922,0.3418,57416.66935579983,0.9826862281123786,55019.23890378875,0.9918278413775172,0.11855082529835799,0.031987281,0.6796570911079645,0.7344274520874023,743.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em2,0.05,0.01,fixed,10000,10000,0.3071253071253071,1734.0,1638.0,0.9885974914481186,0.996956786366403,0.1734,57925.360446183986,0.9913924755226263,55397.384215625425,0.9986446395709974,0.1181626416365762,0.03140664,0.3984351859346032,0.24626083672046656,743.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em3,0.05,0.001,fixed,100,100,0.003071253071253071,66.0,63.0,0.037628278221208664,0.03834449178332319,0.66,2710.927428063686,0.046397519724839235,2516.694183221238,0.04536826406335085,0.7315910282000001,0.6986891,0.9870560067892075,0.993908554315567,0.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em3,0.05,0.001,percent,0.5%,163,0.005006142506142506,111.0,107.0,0.06328392246294184,0.06512477175897748,0.6809815950920245,4589.961047393754,0.07855717789716224,4361.84623069501,0.0786306866035724,0.5857492045398773,0.57246214,0.9858959726760724,0.9964396357536316,0.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em3,0.05,0.001,percent,1%,326,0.010012285012285013,208.0,201.0,0.11858608893956671,0.12233718807060255,0.6380368098159509,8492.726042640803,0.1453529961746455,8120.222415449057,0.14638266232478836,0.40136844022699386,0.2666303,0.9839825198694241,0.9957742691040039,0.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em3,0.05,0.001,fixed,500,500,0.015356265356265357,322.0,312.0,0.18358038768529075,0.1898965307364577,0.644,12863.9431108411,0.22016637112664098,12406.761438137313,0.22365579133495025,0.310903221398,0.16112705,0.9810707169771195,0.9939973652362823,22.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em3,0.05,0.001,percent,2%,651,0.019993857493857493,406.0,393.0,0.2314709236031927,0.23919659160073037,0.6236559139784946,16122.809619126765,0.2759418675613799,15482.133133731408,0.2790952945168919,0.2616246859262673,0.12083286,0.9791476097524441,0.9923818707466124,80.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em3,0.05,0.001,fixed,1000,1000,0.030712530712530713,625.0,604.0,0.3563283922462942,0.3676202069385271,0.625,23898.616906762894,0.40902480009208814,22902.95924846702,0.4128699903007933,0.199944151966,0.09075098,0.9723378001451493,0.9899045825004578,249.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em3,0.05,0.001,percent,5%,1628,0.05,969.0,934.0,0.5524515393386545,0.5684723067559343,0.5952088452088452,35643.49300405322,0.6100383406054343,34242.8703582034,0.6172937479076664,0.15330616053185506,0.04871154,0.9554230847947428,0.9774783849716187,521.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em3,0.05,0.001,fixed,2000,2000,0.06142506142506143,1122.0,1082.0,0.6396807297605474,0.6585514303104077,0.561,40156.91838838246,0.6872856107197732,38656.770128224554,0.6968627999007746,0.14253484252121298,0.043734573,0.9385180175304413,0.9661130011081696,645.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em3,0.05,0.001,percent,10%,3256,0.1,1445.0,1371.0,0.8238312428734321,0.8344491783323189,0.4437960687960688,49088.05937199798,0.8401420780906462,46898.310669360726,0.8454324553050315,0.12764674286148128,0.036538277,0.8412208952357494,0.8832069933414459,743.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em3,0.05,0.001,fixed,5000,5000,0.15356265356265356,1709.0,1622.0,0.9743443557582668,0.9872185027388922,0.3418,57416.66935579983,0.9826862281123786,55019.23890378875,0.9918278413775172,0.11950589880426,0.032567922,0.6795223510116338,0.7344274520874023,743.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em3,0.05,0.001,fixed,10000,10000,0.3071253071253071,1735.0,1638.0,0.9891676168757126,0.996956786366403,0.1735,57943.70694414486,0.9917064758135266,55397.384215625425,0.9986446395709974,0.11896591683305519,0.032567922,0.398392176964134,0.24626083672046656,743.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em4,0.05,0.0001,fixed,100,100,0.003071253071253071,66.0,63.0,0.037628278221208664,0.03834449178332319,0.66,2710.927428063686,0.04639751972483923,2516.694183221238,0.04536826406335085,0.7315910282000001,0.6986891,0.9870560067892075,0.993908554315567,0.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em4,0.05,0.0001,percent,0.5%,163,0.005006142506142506,111.0,107.0,0.06328392246294184,0.06512477175897748,0.6809815950920245,4589.961047393754,0.07855717789716223,4361.84623069501,0.0786306866035724,0.5857492045398773,0.57246214,0.9858959726760724,0.9964396357536316,0.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em4,0.05,0.0001,percent,1%,326,0.010012285012285013,208.0,201.0,0.11858608893956671,0.12233718807060255,0.6380368098159509,8492.726042640801,0.14535299617464545,8120.222415449057,0.14638266232478836,0.40136844022699386,0.2666303,0.9839825198694241,0.9957742691040039,0.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em4,0.05,0.0001,fixed,500,500,0.015356265356265357,322.0,312.0,0.18358038768529075,0.1898965307364577,0.644,12863.9431108411,0.22016637112664095,12406.761438137315,0.22365579133495028,0.31090322139800003,0.16112705,0.9810707169771195,0.9939973652362823,22.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em4,0.05,0.0001,percent,2%,651,0.019993857493857493,405.0,392.0,0.23090079817559864,0.23858794887401097,0.6221198156682027,16102.037323021897,0.2755863497381144,15461.36083762654,0.2787208338370164,0.26210514706605226,0.12083286,0.9788911259302528,0.9921911358833312,79.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em4,0.05,0.0001,fixed,1000,1000,0.030712530712530713,622.0,601.0,0.35461801596351195,0.36579427875836884,0.622,23777.048451403098,0.4069441561223957,22781.39079310723,0.41067848454641626,0.202160140423,0.09075098,0.9716497178077698,0.989609271287918,246.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em4,0.05,0.0001,percent,5%,1628,0.05,960.0,925.0,0.5473204104903079,0.5629945222154595,0.5896805896805897,35300.335946559935,0.604165207972321,33899.71330071012,0.6111076804452978,0.1554470836570639,0.050783757,0.9532648893187614,0.9766953587532043,509.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em4,0.05,0.0001,fixed,2000,2000,0.06142506142506143,1103.0,1060.0,0.62884834663626,0.6451612903225806,0.5515,39569.91073379232,0.6772389754057725,38006.56129242413,0.6851415322332185,0.14501857560547501,0.04603438,0.9345440859794617,0.9624807238578796,623.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em4,0.05,0.0001,percent,10%,3256,0.1,1445.0,1371.0,0.8238312428734321,0.8344491783323189,0.4437960687960688,49088.05937199798,0.8401420780906461,46898.310669360726,0.8454324553050315,0.12795945480087406,0.036637772,0.8409598916402906,0.8832069933414459,743.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em4,0.05,0.0001,fixed,5000,5000,0.15356265356265356,1709.0,1622.0,0.9743443557582668,0.9872185027388922,0.3418,57416.66935579983,0.9826862281123785,55019.23890378875,0.9918278413775172,0.11973617655082662,0.032567922,0.6794572743147612,0.7344274520874023,743.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em4,0.05,0.0001,fixed,10000,10000,0.3071253071253071,1735.0,1638.0,0.9891676168757126,0.996956786366403,0.1735,57943.70694414486,0.9917064758135264,55397.384215625425,0.9986446395709974,0.11942739202839679,0.032567922,0.3983659987542778,0.24626083672046656,743.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em6,0.05,1e-06,fixed,100,100,0.003071253071253071,66.0,63.0,0.037628278221208664,0.03834449178332319,0.66,2710.927428063686,0.046397519724839235,2516.694183221238,0.04536826406335085,0.7315910282000001,0.6986891,0.9870560067892075,0.993908554315567,0.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em6,0.05,1e-06,percent,0.5%,163,0.005006142506142506,111.0,107.0,0.06328392246294184,0.06512477175897748,0.6809815950920245,4589.961047393754,0.07855717789716224,4361.84623069501,0.0786306866035724,0.5857492045398773,0.57246214,0.9858959726760724,0.9964396357536316,0.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em6,0.05,1e-06,percent,1%,326,0.010012285012285013,208.0,201.0,0.11858608893956671,0.12233718807060255,0.6380368098159509,8492.726042640801,0.14535299617464548,8120.222415449057,0.14638266232478836,0.40136844022699386,0.2666303,0.9839825198694241,0.9957742691040039,0.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em6,0.05,1e-06,fixed,500,500,0.015356265356265357,322.0,312.0,0.18358038768529075,0.1898965307364577,0.644,12863.9431108411,0.22016637112664098,12406.761438137317,0.2236557913349503,0.31090322139800003,0.16112705,0.9810707169771195,0.9939973652362823,22.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em6,0.05,1e-06,percent,2%,651,0.019993857493857493,405.0,392.0,0.23090079817559864,0.23858794887401097,0.6221198156682027,16027.950285442603,0.2743183501775746,15387.273800047247,0.27738527216767345,0.2621867879953917,0.12083286,0.9788099947612956,0.9921196699142456,78.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em6,0.05,1e-06,fixed,1000,1000,0.030712530712530713,622.0,601.0,0.35461801596351195,0.36579427875836884,0.622,23777.048451403098,0.40694415612239576,22781.39079310723,0.41067848454641626,0.202160140423,0.09075098,0.9716497178077698,0.989609271287918,246.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em6,0.05,1e-06,percent,5%,1628,0.05,961.0,926.0,0.5478905359179019,0.563603164942179,0.5902948402948403,35321.63561334589,0.6045297517441695,33921.012967496084,0.6114916479983081,0.15545917243470514,0.050783757,0.9531575646022614,0.9764055013656616,510.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em6,0.05,1e-06,fixed,2000,2000,0.06142506142506143,1102.0,1059.0,0.6282782212086659,0.6445526475958613,0.551,39524.87196981508,0.6764681370135738,37961.522528446905,0.6843296216916721,0.14557705764492498,0.04603438,0.9341620533466339,0.9620042741298676,622.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em6,0.05,1e-06,percent,10%,3256,0.1,1445.0,1371.0,0.8238312428734321,0.8344491783323189,0.4437960687960688,49088.05937199798,0.8401420780906462,46898.310669360726,0.8454324553050315,0.12812884368420116,0.036637772,0.840801850574535,0.8832069933414459,743.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em6,0.05,1e-06,fixed,5000,5000,0.15356265356265356,1709.0,1622.0,0.9743443557582668,0.9872185027388922,0.3418,57416.66935579983,0.9826862281123786,55019.23890378875,0.9918278413775172,0.11978042903611522,0.032567922,0.6794185487627983,0.7344274520874023,743.0,,,,,,,,,,,,,,
alpha_path_prob_a005_eps1em6,0.05,1e-06,fixed,10000,10000,0.3071253071253071,1735.0,1638.0,0.9891676168757126,0.996956786366403,0.1735,57943.70694414486,0.9917064758135266,55397.384215625425,0.9986446395709974,0.1194843382003221,0.032567922,0.39835607309900223,0.24626083672046656,743.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps0,0.1,0.0,fixed,100,100,0.003071253071253071,64.0,61.0,0.036488027366020526,0.03712720632988436,0.64,2597.8427558367753,0.04446207569343161,2403.609510994328,0.043329694854063294,0.7537871185999999,0.6986891,0.9845230919122696,0.992580771446228,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps0,0.1,0.0,percent,0.5%,163,0.005006142506142506,102.0,97.0,0.05815279361459521,0.05903834449178332,0.6257668711656442,4020.261403605391,0.06880676916756213,3760.6317948587953,0.06779263744147518,0.6495420121472393,0.67878693,0.976139805799613,0.9891324639320374,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps0,0.1,0.0,percent,1%,326,0.010012285012285013,198.0,191.0,0.11288483466362599,0.1162507608034084,0.6073619631901841,7720.132192108942,0.13213005333661262,7407.339329898157,0.13353157048884143,0.46604746277607356,0.32952484,0.9695533804732598,0.9892559051513672,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps0,0.1,0.0,fixed,500,500,0.015356265356265357,299.0,289.0,0.17046750285062715,0.17589774802191113,0.598,11391.67069746121,0.1949684305130402,10934.489024757426,0.1971152429962911,0.36971596288399994,0.20191686,0.9645442662239074,0.9871230721473694,0.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps0,0.1,0.0,percent,2%,651,0.019993857493857493,384.0,372.0,0.21892816419612315,0.22641509433962265,0.5898617511520737,14750.224650503495,0.25245007744687886,14251.490258005764,0.2569105843817335,0.3231833955652842,0.17972817,0.9582078149241786,0.9822211861610411,21.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps0,0.1,0.0,fixed,1000,1000,0.030712530712530713,583.0,558.0,0.33238312428734323,0.33962264150943394,0.583,21699.42312807071,0.3713856011709662,20656.04334803205,0.3723649998340536,0.252186528036,0.116352237,0.9486471413373947,0.9784119427204132,150.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps0,0.1,0.0,percent,5%,1628,0.05,889.0,849.0,0.5068415051311288,0.516737674984784,0.5460687960687961,31994.47919168086,0.5475854735227156,30495.198969250217,0.5497347467663084,0.18878168760503686,0.07876862,0.9275280015694128,0.9629544317722321,401.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps0,0.1,0.0,fixed,2000,2000,0.06142506142506143,1038.0,990.0,0.5917901938426454,0.6025562994522216,0.519,36966.93671062583,0.632689078078062,35311.02195330812,0.6365492394765204,0.16561208954325,0.063076794,0.9142934277951718,0.9515822529792786,527.0,,,,,,,,,,,,,,
alpha_path_prob_a01_eps0,0.1,0.0,percent,10%,3256,0.1,1442.0,1369.0,0.82212086659065,0.8332318928788801,0.4428746928746929,49037.23240368506,0.8392721745880882,46881.3652729041,0.8451269818683987,0.13697922841736793,0.04022594,0.8331663335515621,0.8809172213077545,731.0,,,,,,,,,,,,,,
