method,alpha,epsilon,budget_type,budget_label,K,search_budget_ratio,critical_hit_count,relay_cascade_hit_count,recall_critical,recall_relay_cascade,precision_at_k,captured_total_load_shed_mw,captured_total_load_shed_ratio,captured_relay_cascade_load_shed_mw,captured_relay_cascade_load_shed_ratio,mean_p_first_topk,median_p_first_topk,mean_p_second_topk,median_p_second_topk,num_low_p_first_high_p_second_hits,critical_hit_count_std,relay_cascade_hit_count_std,recall_critical_std,recall_relay_cascade_std,precision_at_k_std,captured_total_load_shed_mw_std,captured_total_load_shed_ratio_std,captured_relay_cascade_load_shed_mw_std,captured_relay_cascade_load_shed_ratio_std,mean_p_first_topk_std,median_p_first_topk_std,mean_p_second_topk_std,median_p_second_topk_std,num_low_p_first_high_p_second_hits_std,strict_critical_hit_count,second_only_critical_hit_count,critical_hits_vs_strict,critical_hits_vs_second_only
random,,,fixed,10000,10000,0.3071253071253071,542.4,508.0,0.309236031927024,0.30919050517346314,0.05424,18031.953692622577,0.30861686612113504,17094.06155760649,0.3081534116584758,0.1165127480123345,0.0320360122,0.13039958323053852,0.015911193517968002,229.3,25.417404360879267,24.868543271459316,0.014491108529577697,0.015136057986280779,0.0025417404360879264,992.3025694183252,0.016983257301904357,962.7376023687738,0.01735520114409713,0.0019732690767221097,0.001190853363993868,0.002424955131305273,0.0004460595273944388,17.505872030708883,1531.0,1733.0,-988.6,-1190.6
line_order,,,fixed,100,100,0.003071253071253071,6.0,6.0,0.0034207525655644243,0.0036518563603164943,0.06,179.80777282719086,0.0030774098192616803,179.80777282719086,0.0032413817191827956,0.09820331999999998,0.09820332,0.16382364794540763,0.0214718366041779,0.0,,,,,,,,,,,,,,,57.0,94.0,-51.0,-88.0
line_order,,,percent,0.5%,163,0.005006142506142506,7.0,7.0,0.003990877993158495,0.00426049908703591,0.04294478527607362,223.4004240652623,0.0038234979936401137,223.4004240652623,0.004027223290946196,0.09820332,0.09820332,0.11323893942821267,0.0122646018862724,0.0,,,,,,,,,,,,,,,85.0,156.0,-78.0,-149.0
line_order,,,percent,1%,326,0.010012285012285013,15.0,15.0,0.00855188141391106,0.009129640900791236,0.046012269938650305,487.91672862899384,0.00835069423337988,487.9167286289939,0.00879563958662377,0.13899377659509204,0.09820332,0.11860501324826424,0.01356901368126265,0.0,,,,,,,,,,,,,,,139.0,311.0,-124.0,-296.0
line_order,,,fixed,500,500,0.015356265356265357,24.0,24.0,0.013683010262257697,0.014607425441265977,0.048,796.0256844307969,0.013623978647498081,796.0256844307969,0.014349897454064743,0.14893784829999998,0.15912595,0.12228158372332834,0.01356901368126265,0.0,,,,,,,,,,,,,,,203.0,469.0,-179.0,-445.0
line_order,,,percent,2%,651,0.019993857493857493,35.0,35.0,0.019954389965792473,0.02130249543517955,0.053763440860215055,1135.9132942332901,0.01944115468725047,1135.9132942332903,0.0204770268193195,0.14534911686635943,0.15912595,0.12990367983617168,0.0141811901703476,0.0,,,,,,,,,,,,,,,250.0,532.0,-215.0,-497.0
line_order,,,fixed,1000,1000,0.030712530712530713,56.0,56.0,0.03192702394526796,0.03408399269628728,0.056,1820.9871955717622,0.0311661936983566,1820.9871955717622,0.03282680450230051,0.14236329124999997,0.11876483,0.13025062702795026,0.01388474181294435,0.0,,,,,,,,,,,,,,,360.0,661.0,-304.0,-605.0
line_order,,,percent,5%,1628,0.05,95.0,76.0,0.05416191562143672,0.04625684723067559,0.05835380835380835,2985.2472332367124,0.05109250286591155,2461.1493015459296,0.04436696049773942,0.23931425795454547,0.15731275,0.132563259463772,0.0165003146976232,0.0,,,,,,,,,,,,,,,559.0,986.0,-464.0,-891.0
line_order,,,fixed,2000,2000,0.06142506142506143,114.0,91.0,0.06499429874572406,0.05538648813146683,0.057,3632.5233164534484,0.06217063226457123,3027.674266810326,0.054579665082171,0.20996520857499998,0.11876483,0.12880647361012415,0.0159906782209873,4.0,,,,,,,,,,,,,,,634.0,1159.0,-520.0,-1045.0
line_order,,,percent,10%,3256,0.1,184.0,161.0,0.10490307867730901,0.09799147900182593,0.056511056511056514,5912.766641855772,0.10119699408177214,5307.91759221265,0.0956854466289517,0.17358696526136363,0.09872349,0.12643215290961998,0.014261139091104252,37.0,,,,,,,,,,,,,,,922.0,1464.0,-738.0,-1280.0
line_order,,,fixed,5000,5000,0.15356265356265356,281.0,258.0,0.16020524515393386,0.15702982349360925,0.0562,9105.886062534737,0.15584722918988772,8501.037012891615,0.15324757953687454,0.16928944552849998,0.09872349,0.1271975329833883,0.01394091639667745,67.0,,,,,,,,,,,,,,,1185.0,1705.0,-904.0,-1424.0
line_order,,,fixed,10000,10000,0.3071253071253071,554.0,501.0,0.31584948688711517,0.3049300060864273,0.0554,18062.068459450522,0.3091322803197758,16636.128065648954,0.2998982777112952,0.21552230826365004,0.09872349,0.12650388300351878,0.01425854442641135,141.0,,,,,,,,,,,,,,,1531.0,1733.0,-977.0,-1179.0
LODF_yP,,,fixed,100,100,0.003071253071253,10.0,10.0,0.0057012542759407,0.0060864272671941,0.1,333.77905639431845,0.0057126281553966,333.7790563943185,0.0060170109146639,0.26663030000000004,0.2666303,0.1490540949683236,0.0163997909985482,0.0,,,,,,,,,,,,,,,57.0,94.0,-47.0,-84.0
LODF_yP,,,percent,0.5%,163,0.0050061425061425,10.0,10.0,0.0057012542759407,0.0060864272671941,0.0613496932515337,333.77905639431845,0.0057126281553966,333.7790563943185,0.0060170109146639,0.26663030000000004,0.2666303,0.11069367829592801,0.0135268783196806,0.0,,,,,,,,,,,,,,,85.0,156.0,-75.0,-146.0
LODF_yP,,,percent,1%,326,0.010012285012285,20.0,20.0,0.0114025085518814,0.0121728545343883,0.0613496932515337,654.707828408093,0.0112053237088195,654.707828408093,0.0118023706819805,0.5331456151226994,0.2666303,0.10865838596929314,0.012632586527615699,0.0,,,,,,,,,,,,,,,139.0,311.0,-119.0,-291.0
LODF_yP,,,fixed,500,500,0.0153562653562653,33.0,26.0,0.0188141391106043,0.0158247108947048,0.066,1028.0321360993116,0.0175947687933886,805.8211272580052,0.0145264791936201,0.6723709439,0.88282883,0.12190754007754728,0.01603256259113545,0.0,,,,,,,,,,,,,,,203.0,469.0,-170.0,-436.0
LODF_yP,,,percent,2%,651,0.0199938574938574,44.0,35.0,0.0250855188141391,0.0213024954351795,0.0675883256528417,1375.125339030673,0.0235352685510189,1101.079798679264,0.0198490859137137,0.7440068023041475,0.88282883,0.1268007306364433,0.0175962094217538,0.0,,,,,,,,,,,,,,,250.0,532.0,-206.0,-488.0
LODF_yP,,,fixed,1000,1000,0.0307125307125307,58.0,49.0,0.0330672748004561,0.0298234936092513,0.058,1860.291077897772,0.0318388795978778,1586.2455375463624,0.0285951336068189,0.613846257895,0.88282883,0.1231317827944913,0.016349643468856798,5.0,,,,,,,,,,,,,,,360.0,661.0,-302.0,-603.0
LODF_yP,,,percent,5%,1628,0.05,93.0,84.0,0.0530216647662485,0.0511259890444309,0.0571253071253071,2999.937121215491,0.0513439202812932,2725.891580864082,0.0491394504239751,0.5174500110227274,0.44212142,0.12118205789408991,0.014915444422513201,9.0,,,,,,,,,,,,,,,559.0,986.0,-466.0,-893.0
LODF_yP,,,fixed,2000,2000,0.0614250614250614,112.0,103.0,0.0638540478905359,0.0626902008520998,0.056,3638.6604895806913,0.0622756699753849,3364.6149492292816,0.0606536704005696,0.440722783995,0.2666303,0.12288258967736948,0.015243324451148451,18.0,,,,,,,,,,,,,,,634.0,1159.0,-522.0,-1047.0
LODF_yP,,,percent,10%,3256,0.1,186.0,159.0,0.1060433295324971,0.0967741935483871,0.0571253071253071,6021.846905809528,0.1030639026703211,5276.4747242562735,0.0951186283218787,0.28646362442045453,0.043734573,0.1269645677630213,0.01619228348135945,51.0,,,,,,,,,,,,,,,922.0,1464.0,-736.0,-1278.0
LODF_yP,,,fixed,5000,5000,0.1535626535626535,275.0,248.0,0.1567844925883694,0.1509433962264151,0.055,8933.271628610466,0.1528929333574412,8187.899447057211,0.1476026712799855,0.22921723320930001,0.040180307,0.12799717438528244,0.0163721907883882,104.0,,,,,,,,,,,,,,,1185.0,1705.0,-910.0,-1430.0
PFW,,,fixed,100,100,0.003071253071253,6.0,3.0,0.0034207525655644,0.0018259281801582,0.06,238.86504248138132,0.0040881749195405,132.69942758232926,0.0023921629857724,0.09872348999999998,0.09872349,0.17135768748478994,0.05216767266392705,0.0,,,,,,,,,,,,,,,57.0,94.0,-51.0,-88.0
PFW,,,percent,0.5%,163,0.0050061425061425,13.0,5.0,0.0074116305587229,0.003043213633597,0.0797546012269938,389.200625174395,0.0066611682395153,197.88160477348717,0.0035671973807927,0.09872349,0.09872349,0.16212192954390187,0.0351882614195346,0.0,,,,,,,,,,,,,,,85.0,156.0,-72.0,-143.0
PFW,,,percent,1%,326,0.010012285012285,25.0,10.0,0.0142531356898517,0.0060864272671941,0.0766871165644171,771.1290615307863,0.0131978729760119,395.7632095469742,0.0071343947615855,0.1240642435582822,0.09872349,0.16324247212164342,0.03343337774276725,0.0,,,,,,,,,,,,,,,139.0,311.0,-114.0,-286.0
PFW,,,fixed,500,500,0.0153562653562653,36.0,15.0,0.0205245153933865,0.0091296409007912,0.072,1111.4227719954563,0.0190219994281172,539.6043195788827,0.0097274080512417,0.3418044746000001,0.15731275,0.15885290161197874,0.029480440542101798,0.0,,,,,,,,,,,,,,,203.0,469.0,-167.0,-433.0
PFW,,,percent,2%,651,0.0199938574938574,44.0,21.0,0.0250855188141391,0.0127814972611077,0.0675883256528417,1376.2599956463048,0.0235546881976533,771.4109460031826,0.0139061693442771,0.4881145020737327,0.15731275,0.14941795932133972,0.0263907928019762,0.0,,,,,,,,,,,,,,,250.0,532.0,-206.0,-488.0
PFW,,,fixed,1000,1000,0.0307125307125307,66.0,41.0,0.0376282782212086,0.024954351795496,0.066,2063.021205664392,0.0353086054948154,1406.3376245111667,0.0253519466673473,0.59131957125,0.95027333,0.14977091358898473,0.02520035114139315,2.0,,,,,,,,,,,,,,,360.0,661.0,-294.0,-595.0
PFW,,,percent,5%,1628,0.05,98.0,73.0,0.0558722919042189,0.0444309190505173,0.0601965601965601,3089.350159366796,0.0528742243234955,2432.666578213571,0.0438535045037609,0.5747936840909091,0.88282883,0.1363602297658343,0.019186147488653597,12.0,,,,,,,,,,,,,,,559.0,986.0,-461.0,-888.0
PFW,,,fixed,2000,2000,0.0614250614250614,117.0,92.0,0.0667046750285062,0.0559951308581862,0.0585,3731.238171562917,0.0638601368930103,3074.5545904096925,0.0554247732858658,0.48812120860747493,0.2666303,0.1331045944995211,0.0182098094373941,21.0,,,,,,,,,,,,,,,634.0,1159.0,-517.0,-1042.0
PFW,,,percent,10%,3256,0.1,176.0,150.0,0.1003420752565564,0.0912964090079123,0.054054054054054,5775.298173443817,0.0988442214074985,5112.692179144369,0.0921661322239643,0.3569193354528409,0.15731275,0.13157557874598325,0.017382925376296002,39.0,,,,,,,,,,,,,,,922.0,1464.0,-746.0,-1288.0
PFW,,,fixed,5000,5000,0.1535626535626535,265.0,229.0,0.1510832383124287,0.1393791844187462,0.053,8732.720566409687,0.1494605021650857,7772.184400663747,0.1401086061982493,0.25098487876648995,0.05533804,0.12978116803431208,0.016524302773177603,74.0,,,,,,,,,,,,,,,1185.0,1705.0,-920.0,-1440.0
strict_path_prob,1.0,0.0,fixed,100,100,0.003071253071253071,57.0,51.0,0.03249714937286203,0.0310407790626902,0.57,2018.21342097023,0.03454172031277323,1827.4541220491228,0.032943383318296195,0.9119528563999999,0.95027333,0.9122169637680053,0.9496977627277374,0.0,,,,,,,,,,,,,,,57.0,94.0,0.0,-37.0
strict_path_prob,1.0,0.0,percent,0.5%,163,0.005006142506142506,85.0,79.0,0.04846066134549601,0.04808277541083384,0.5214723926380368,3030.497140350286,0.05186695497263901,2839.7378414291784,0.0511917487311661,0.8494930360122699,0.88282883,0.8863586509154618,0.9476514458656312,0.0,,,,,,,,,,,,,,,85.0,156.0,0.0,-71.0
strict_path_prob,1.0,0.0,percent,1%,326,0.010012285012285013,139.0,129.0,0.07924743443557583,0.07851491174680462,0.4263803680981595,4831.639565859364,0.08269350545484505,4473.352380531943,0.08064079990387593,0.7517043351226994,0.6986891,0.8026597954195701,0.8418701589107513,0.0,,,,,,,,,,,,,,,139.0,311.0,0.0,-172.0
strict_path_prob,1.0,0.0,fixed,500,500,0.015356265356265357,203.0,190.0,0.11573546180159636,0.11564211807668898,0.406,7027.016386988351,0.12026737715178747,6592.422808491321,0.11884112928257169,0.67322063544,0.6807031,0.7400187172293663,0.8114143908023834,0.0,,,,,,,,,,,,,,,203.0,469.0,0.0,-266.0
strict_path_prob,1.0,0.0,percent,2%,651,0.019993857493857493,250.0,237.0,0.14253135689851767,0.14424832623250153,0.38402457757296465,8657.416881273051,0.14817167968304096,8222.823302776023,0.14823224110174807,0.6173006379109063,0.59134614,0.714707530542819,0.798006534576416,0.0,,,,,,,,,,,,,,,250.0,532.0,0.0,-282.0
strict_path_prob,1.0,0.0,fixed,1000,1000,0.030712530712530713,360.0,341.0,0.20524515393386544,0.20754716981132076,0.36,12400.524042676152,0.2122349543231275,11766.731146515252,0.2121180115473055,0.51919157873,0.5032925,0.6890684499889612,0.7785576581954956,0.0,,,,,,,,,,,,,,,360.0,661.0,0.0,-301.0
strict_path_prob,1.0,0.0,percent,5%,1628,0.05,559.0,522.0,0.3187001140250855,0.317711503347535,0.34336609336609336,18729.60131236268,0.320557104307813,17691.444689839056,0.3189223941875447,0.4274420937162163,0.2666303,0.6496906464859953,0.7461890876293182,0.0,,,,,,,,,,,,,,,559.0,986.0,0.0,-427.0
strict_path_prob,1.0,0.0,fixed,2000,2000,0.06142506142506143,634.0,593.0,0.3614595210946408,0.36092513694461353,0.317,21342.40583018616,0.36527525053995036,20216.65305029085,0.36444414270818615,0.406830535916,0.248285815,0.613522148532793,0.7077791690826416,13.0,,,,,,,,,,,,,,,634.0,1159.0,0.0,-525.0
strict_path_prob,1.0,0.0,percent,10%,3256,0.1,922.0,859.0,0.5256556442417332,0.5228241022519781,0.2831695331695332,31083.7885346141,0.5319990040041782,29291.497538733653,0.5280357081158472,0.34065389084090913,0.17972817,0.5565787825627019,0.5610985159873962,223.0,,,,,,,,,,,,,,,922.0,1464.0,0.0,-542.0
strict_path_prob,1.0,0.0,fixed,5000,5000,0.15356265356265356,1185.0,1099.0,0.6755986316989738,0.6688983566646378,0.237,39757.715412389065,0.6804532522578214,37334.649045041675,0.6730290187344073,0.2992734515569,0.14211749,0.48401558251027016,0.4599466025829315,399.0,,,,,,,,,,,,,,,1185.0,1705.0,0.0,-520.0
strict_path_prob,1.0,0.0,fixed,10000,10000,0.3071253071253071,1531.0,1434.0,0.8728620296465223,0.8727936701156421,0.1531,51170.796120571315,0.8757881150790285,48574.20187511807,0.8756436248905747,0.23303421597312998,0.101857536,0.33659712475000414,0.15902292728424072,603.0,,,,,,,,,,,,,,,1531.0,1733.0,0.0,-202.0
second_only,0.0,0.0,fixed,100,100,0.003071253071253071,94.0,88.0,0.053591790193842644,0.05356055995130858,0.94,7282.215150898945,0.12463510369426953,6794.059792515154,0.12247602461356581,0.12714072157447,0.040972455,0.9999813556671142,0.9999896883964539,55.0,,,,,,,,,,,,,,,57.0,94.0,37.0,0.0
second_only,0.0,0.0,percent,0.5%,163,0.005006142506142506,156.0,150.0,0.08893956670467502,0.09129640900791236,0.9570552147239264,9175.966812325014,0.15704666113965715,8687.811453941224,0.15661454888035575,0.1128416400961595,0.039674986,0.9999612328465,0.9999544620513916,96.0,,,,,,,,,,,,,,,85.0,156.0,71.0,0.0
second_only,0.0,0.0,percent,1%,326,0.010012285012285013,311.0,304.0,0.17730900798175597,0.18502738892270237,0.9539877300613497,15657.663691752772,0.26798089556454613,15088.149106971683,0.27199297295476266,0.11023019668663804,0.029755248,0.9999218179038697,0.9999213218688965,199.0,,,,,,,,,,,,,,,139.0,311.0,172.0,0.0
second_only,0.0,0.0,fixed,500,500,0.015356265356265357,469.0,461.0,0.26738882554161914,0.28058429701765064,0.938,21876.80834248418,0.37442154890584245,21286.517397806118,0.383730509940899,0.110443470257382,0.03140664,0.9997748879194259,0.9998998045921326,291.0,,,,,,,,,,,,,,,203.0,469.0,266.0,0.0
second_only,0.0,0.0,percent,2%,651,0.019993857493857493,532.0,523.0,0.3033067274800456,0.3183201460742544,0.8172043010752689,23774.125750243453,0.40689413409550534,23148.717672272753,0.41730025963639467,0.10729784555125192,0.03140664,0.9986648172277459,0.9997552037239076,335.0,,,,,,,,,,,,,,,250.0,532.0,282.0,0.0
second_only,0.0,0.0,fixed,1000,1000,0.030712530712530713,661.0,645.0,0.3768529076396807,0.39257455873402314,0.661,27005.27892936892,0.4621953169344467,26159.481493776246,0.4715750813437829,0.11119751883670599,0.029755248,0.9921404576301575,0.9978501796722412,418.0,,,,,,,,,,,,,,,360.0,661.0,301.0,0.0
second_only,0.0,0.0,percent,5%,1628,0.05,986.0,960.0,0.5621436716077537,0.5842970176506391,0.6056511056511057,36167.266790796486,0.6190027283460282,34994.915909109055,0.630850818674797,0.11048521746331327,0.03140664,0.9689235426577069,0.9810527861118317,618.0,,,,,,,,,,,,,,,559.0,986.0,427.0,0.0
second_only,0.0,0.0,fixed,2000,2000,0.06142506142506143,1159.0,1124.0,0.6607753705815279,0.6841144248326233,0.5795,41324.101745659354,0.7072619524990289,39922.61106208227,0.7196820228847723,0.11151976446989749,0.030580944,0.9457761067450047,0.9661130011081696,726.0,,,,,,,,,,,,,,,634.0,1159.0,525.0,0.0
second_only,0.0,0.0,percent,10%,3256,0.1,1464.0,1392.0,0.8346636259977195,0.8472306755934267,0.44963144963144963,49405.40111369564,0.8455733816244514,47262.098871547874,0.8519904389209961,0.11542727517523434,0.03140664,0.8425819471899503,0.8832069933414459,743.0,,,,,,,,,,,,,,,922.0,1464.0,542.0,0.0
second_only,0.0,0.0,fixed,5000,5000,0.15356265356265356,1705.0,1621.0,0.9720638540478905,0.9866098600121729,0.341,57360.971217489525,0.9817329545410771,55011.96671497075,0.9916967461555339,0.11290372723409542,0.029649075,0.6798706529349089,0.7344274520874023,743.0,,,,,,,,,,,,,,,1185.0,1705.0,520.0,0.0
second_only,0.0,0.0,fixed,10000,10000,0.3071253071253071,1733.0,1637.0,0.9880273660205245,0.9963481436396835,0.1733,57918.088257365984,0.9912680120196076,55390.11202680743,0.9985135443490142,0.11245301273794062,0.029649075,0.39848226435519757,0.24626083672046656,743.0,,,,,,,,,,,,,,,1531.0,1733.0,202.0,0.0
alpha_path_prob_a0_eps0,0.0,0.0,fixed,100,100,0.003071253071253071,94.0,88.0,0.053591790193842644,0.05356055995130858,0.94,7282.215150898945,0.12463510369426953,6794.059792515154,0.12247602461356581,0.12714072157447,0.040972455,0.9999813556671142,0.9999896883964539,55.0,,,,,,,,,,,,,,,57.0,94.0,37.0,0.0
alpha_path_prob_a0_eps0,0.0,0.0,percent,0.5%,163,0.005006142506142506,156.0,150.0,0.08893956670467502,0.09129640900791236,0.9570552147239264,9175.966812325014,0.15704666113965715,8687.811453941224,0.15661454888035575,0.1128416400961595,0.039674986,0.9999612328465,0.9999544620513916,96.0,,,,,,,,,,,,,,,85.0,156.0,71.0,0.0
alpha_path_prob_a0_eps0,0.0,0.0,percent,1%,326,0.010012285012285013,311.0,304.0,0.17730900798175597,0.18502738892270237,0.9539877300613497,15657.663691752772,0.26798089556454613,15088.149106971683,0.27199297295476266,0.11023019668663804,0.029755248,0.9999218179038697,0.9999213218688965,199.0,,,,,,,,,,,,,,,139.0,311.0,172.0,0.0
alpha_path_prob_a0_eps0,0.0,0.0,fixed,500,500,0.015356265356265357,469.0,461.0,0.26738882554161914,0.28058429701765064,0.938,21876.80834248418,0.37442154890584245,21286.517397806118,0.383730509940899,0.110443470257382,0.03140664,0.9997748879194259,0.9998998045921326,291.0,,,,,,,,,,,,,,,203.0,469.0,266.0,0.0
alpha_path_prob_a0_eps0,0.0,0.0,percent,2%,651,0.019993857493857493,532.0,523.0,0.3033067274800456,0.3183201460742544,0.8172043010752689,23774.125750243453,0.40689413409550534,23148.717672272753,0.41730025963639467,0.10729784555125192,0.03140664,0.9986648172277459,0.9997552037239076,335.0,,,,,,,,,,,,,,,250.0,532.0,282.0,0.0
alpha_path_prob_a0_eps0,0.0,0.0,fixed,1000,1000,0.030712530712530713,661.0,645.0,0.3768529076396807,0.39257455873402314,0.661,27005.27892936892,0.4621953169344467,26159.481493776246,0.4715750813437829,0.11119751883670599,0.029755248,0.9921404576301575,0.9978501796722412,418.0,,,,,,,,,,,,,,,360.0,661.0,301.0,0.0
alpha_path_prob_a0_eps0,0.0,0.0,percent,5%,1628,0.05,986.0,960.0,0.5621436716077537,0.5842970176506391,0.6056511056511057,36167.266790796486,0.6190027283460282,34994.915909109055,0.630850818674797,0.11048521746331327,0.03140664,0.9689235426577069,0.9810527861118317,618.0,,,,,,,,,,,,,,,559.0,986.0,427.0,0.0
alpha_path_prob_a0_eps0,0.0,0.0,fixed,2000,2000,0.06142506142506143,1159.0,1124.0,0.6607753705815279,0.6841144248326233,0.5795,41324.101745659354,0.7072619524990289,39922.61106208227,0.7196820228847723,0.11151976446989749,0.030580944,0.9457761067450047,0.9661130011081696,726.0,,,,,,,,,,,,,,,634.0,1159.0,525.0,0.0
