scenario_id,seed,first_line,first_step_converged,first_step_critical,first_step_total_load_shed_mw,first_step_island_load_shed_mw,first_step_redispatch_load_shed_mw,first_step_final_outage_labels,first_step_num_relay_trips,first_step_relay_trip_labels,first_step_critical_mechanism,num_skipped_second_lines,skip_reason
1,20260708,L059,True,False,0.0,0.0,0.0,L059,0,,non_critical,0,
1,20260708,L060,True,False,0.0,0.0,0.0,L060,0,,non_critical,0,
1,20260708,L061,True,True,33.88157185629734,33.88157185629734,0.0,"L018,L060,L061,L115,L128,L134,L140,L155,L158,L178,L182",10,"L018,L060,L115,L128,L134,L140,L155,L158,L178,L182",relay_cascade,185,first_step_critical
1,20260708,L062,True,False,0.0,0.0,0.0,L062,0,,non_critical,0,
1,20260708,L063,True,False,0.0,0.0,0.0,L063,0,,non_critical,0,
1,20260708,L064,True,False,0.0,0.0,0.0,L064,0,,non_critical,0,
1,20260708,L065,True,False,0.0,0.0,0.0,L065,0,,non_critical,0,
1,20260708,L066,True,False,0.0,0.0,0.0,L066,0,,non_critical,0,
1,20260708,L067,True,False,0.0,0.0,0.0,L067,0,,non_critical,0,
1,20260708,L068,True,False,0.0,0.0,0.0,L068,0,,non_critical,0,
1,20260708,L069,True,False,0.0,0.0,0.0,L069,0,,non_critical,0,
1,20260708,L070,True,False,0.0,0.0,0.0,L070,0,,non_critical,0,
1,20260708,L071,True,False,0.0,0.0,0.0,L071,0,,non_critical,0,
1,20260708,L072,True,False,0.0,0.0,0.0,L072,0,,non_critical,0,
1,20260708,L073,True,False,0.0,0.0,0.0,L073,0,,non_critical,0,
1,20260708,L074,True,False,0.0,0.0,0.0,L074,0,,non_critical,0,
1,20260708,L075,True,False,0.0,0.0,0.0,L075,0,,non_critical,0,
1,20260708,L076,True,False,0.0,0.0,0.0,L076,0,,non_critical,0,
1,20260708,L077,True,False,0.0,0.0,0.0,L077,0,,non_critical,0,
1,20260708,L078,True,False,0.0,0.0,0.0,L078,0,,non_critical,0,
1,20260708,L079,True,False,0.0,0.0,0.0,L079,0,,non_critical,0,
1,20260708,L080,True,False,0.0,0.0,0.0,L080,0,,non_critical,0,
1,20260708,L081,True,False,0.0,0.0,0.0,L081,0,,non_critical,0,
1,20260708,L082,True,False,0.0,0.0,0.0,L082,0,,non_critical,0,
1,20260708,L083,True,False,0.0,0.0,0.0,L083,0,,non_critical,0,
1,20260708,L084,True,False,0.0,0.0,0.0,L084,0,,non_critical,0,
1,20260708,L085,True,False,0.0,0.0,0.0,L085,0,,non_critical,0,
1,20260708,L086,True,False,0.0,0.0,0.0,L086,0,,non_critical,0,
1,20260708,L087,True,False,0.0,0.0,0.0,L087,0,,non_critical,0,
1,20260708,L088,True,False,0.0,0.0,0.0,L088,0,,non_critical,0,
1,20260708,L089,True,False,0.0,0.0,0.0,L089,0,,non_critical,0,
1,20260708,L090,True,False,0.0,0.0,0.0,L090,0,,non_critical,0,
1,20260708,L091,True,False,0.0,0.0,0.0,L091,0,,non_critical,0,
1,20260708,L092,True,False,0.0,0.0,0.0,L092,0,,non_critical,0,
1,20260708,L093,True,False,0.0,0.0,0.0,L093,0,,non_critical,0,
1,20260708,L094,True,False,0.0,0.0,0.0,L094,0,,non_critical,0,
1,20260708,L095,True,False,0.0,0.0,0.0,L095,0,,non_critical,0,
1,20260708,L096,True,True,36.767162588215044,36.767162588215044,0.0,"L018,L056,L057,L058,L060,L096,L102,L109,L111,L115,L128,L134,L140,L155,L158,L178,L182",16,"L018,L056,L057,L058,L060,L102,L109,L111,L115,L128,L134,L140,L155,L158,L178,L182",relay_cascade,185,first_step_critical
1,20260708,L097,True,False,0.0,0.0,0.0,"L060,L097,L102",2,"L060,L102",non_critical,0,
1,20260708,L098,True,False,0.0,0.0,0.0,"L098,L102",1,L102,non_critical,0,
1,20260708,L099,True,False,0.0,0.0,0.0,"L099,L102",1,L102,non_critical,0,
1,20260708,L100,True,False,0.0,0.0,0.0,L100,0,,non_critical,0,
1,20260708,L101,True,False,0.0,0.0,0.0,L101,0,,non_critical,0,
1,20260708,L102,True,False,0.0,0.0,0.0,L102,0,,non_critical,0,
1,20260708,L103,True,False,0.0,0.0,0.0,L103,0,,non_critical,0,
1,20260708,L104,True,False,0.0,0.0,0.0,L104,0,,non_critical,0,
1,20260708,L105,True,False,0.0,0.0,0.0,L105,0,,non_critical,0,
1,20260708,L106,True,False,0.0,0.0,0.0,L106,0,,non_critical,0,
1,20260708,L107,True,False,0.0,0.0,0.0,"L107,L128",1,L128,non_critical,0,
1,20260708,L108,True,False,0.0,0.0,0.0,"L108,L111,L115",2,"L111,L115",non_critical,0,
1,20260708,L109,True,False,0.0,0.0,0.0,L109,0,,non_critical,0,
1,20260708,L110,True,False,0.0,0.0,0.0,"L046,L060,L102,L110,L111,L115,L128,L134,L140,L155,L158,L178,L179,L182",13,"L046,L060,L102,L111,L115,L128,L134,L140,L155,L158,L178,L179,L182",non_critical,0,
1,20260708,L111,True,False,0.0,0.0,0.0,L111,0,,non_critical,0,
1,20260708,L112,True,False,0.0,0.0,0.0,L112,0,,non_critical,0,
1,20260708,L113,True,False,0.0,0.0,0.0,"L046,L060,L102,L113,L115,L128,L134,L140,L155,L158,L178,L182",11,"L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",non_critical,0,
1,20260708,L114,True,False,0.0,0.0,0.0,"L114,L115",1,L115,non_critical,0,
1,20260708,L115,True,False,0.0,0.0,0.0,L115,0,,non_critical,0,
1,20260708,L116,True,False,0.0,0.0,0.0,"L115,L116,L128",2,"L115,L128",non_critical,0,
1,20260708,L117,True,False,0.0,0.0,0.0,"L115,L117",1,L115,non_critical,0,
1,20260708,L118,True,False,0.0,0.0,0.0,"L018,L060,L102,L115,L118,L128,L134,L140,L155,L158,L178,L182,L186",12,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L186",non_critical,0,
1,20260708,L119,True,False,0.0,0.0,0.0,"L119,L128",1,L128,non_critical,0,
1,20260708,L120,True,False,0.0,0.0,0.0,L120,0,,non_critical,0,
1,20260708,L121,True,False,0.0,0.0,0.0,"L121,L128",1,L128,non_critical,0,
1,20260708,L122,True,False,0.0,0.0,0.0,L122,0,,non_critical,0,
1,20260708,L123,True,False,0.0,0.0,0.0,"L123,L128",1,L128,non_critical,0,
1,20260708,L124,True,False,0.0,0.0,0.0,"L124,L128",1,L128,non_critical,0,
1,20260708,L125,True,False,0.0,0.0,0.0,"L125,L128",1,L128,non_critical,0,
1,20260708,L126,True,False,0.0,0.0,0.0,"L126,L128",1,L128,non_critical,0,
1,20260708,L127,True,False,0.0,0.0,0.0,"L127,L128",1,L128,non_critical,0,
1,20260708,L128,True,False,0.0,0.0,0.0,L128,0,,non_critical,0,
1,20260708,L129,True,False,0.0,0.0,0.0,"L128,L129,L155",2,"L128,L155",non_critical,0,
1,20260708,L130,True,False,0.0,0.0,0.0,L130,0,,non_critical,0,
1,20260708,L131,True,False,0.0,0.0,0.0,"L128,L131",1,L128,non_critical,0,
1,20260708,L132,True,False,0.0,0.0,0.0,L132,0,,non_critical,0,
1,20260708,L133,True,False,0.0,0.0,0.0,"L018,L060,L102,L115,L128,L133,L140,L155,L158,L178,L182",10,"L018,L060,L102,L115,L128,L140,L155,L158,L178,L182",non_critical,0,
1,20260708,L134,True,False,0.0,0.0,0.0,"L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",9,"L060,L102,L115,L128,L140,L155,L158,L178,L182",non_critical,0,
1,20260708,L135,True,False,0.0,0.0,0.0,"L128,L135",1,L128,non_critical,0,
1,20260708,L136,True,False,0.0,0.0,0.0,"L128,L136",1,L128,non_critical,0,
1,20260708,L137,True,False,0.0,0.0,0.0,"L128,L137",1,L128,non_critical,0,
1,20260708,L138,True,False,0.0,0.0,0.0,L138,0,,non_critical,0,
1,20260708,L139,True,False,0.0,0.0,0.0,"L139,L140",1,L140,non_critical,0,
1,20260708,L140,True,False,0.0,0.0,0.0,L140,0,,non_critical,0,
1,20260708,L141,True,False,0.0,0.0,0.0,"L128,L140,L141,L155,L156",4,"L128,L140,L155,L156",non_critical,0,
1,20260708,L142,True,False,0.0,0.0,0.0,L142,0,,non_critical,0,
1,20260708,L143,True,False,0.0,0.0,0.0,L143,0,,non_critical,0,
1,20260708,L144,True,False,0.0,0.0,0.0,"L144,L155",1,L155,non_critical,0,
1,20260708,L145,True,False,0.0,0.0,0.0,"L145,L155",1,L155,non_critical,0,
1,20260708,L146,True,False,0.0,0.0,0.0,"L146,L155",1,L155,non_critical,0,
1,20260708,L147,True,True,43.59265123807146,43.59265123807146,0.0,"L018,L060,L102,L115,L128,L134,L140,L147,L155,L156,L158,L178,L182",12,"L018,L060,L102,L115,L128,L134,L140,L155,L156,L158,L178,L182",relay_cascade,185,first_step_critical
1,20260708,L148,True,False,0.0,0.0,0.0,"L128,L148,L155",2,"L128,L155",non_critical,0,
1,20260708,L149,True,False,0.0,0.0,0.0,"L128,L149",1,L128,non_critical,0,
1,20260708,L150,True,False,0.0,0.0,0.0,L150,0,,non_critical,0,
1,20260708,L151,True,False,0.0,0.0,0.0,"L128,L151,L155",2,"L128,L155",non_critical,0,
1,20260708,L152,True,False,0.0,0.0,0.0,"L128,L152,L155",2,"L128,L155",non_critical,0,
1,20260708,L153,True,False,0.0,0.0,0.0,"L128,L153,L155",2,"L128,L155",non_critical,0,
1,20260708,L154,True,False,0.0,0.0,0.0,"L128,L154,L155",2,"L128,L155",non_critical,0,
1,20260708,L155,True,False,0.0,0.0,0.0,L155,0,,non_critical,0,
1,20260708,L156,True,False,0.0,0.0,0.0,L156,0,,non_critical,0,
1,20260708,L157,True,False,0.0,0.0,0.0,"L128,L157",1,L128,non_critical,0,
1,20260708,L158,True,False,0.0,0.0,0.0,L158,0,,non_critical,0,
1,20260708,L159,True,False,0.0,0.0,0.0,"L128,L155,L159",2,"L128,L155",non_critical,0,
1,20260708,L160,True,False,0.0,0.0,0.0,"L155,L160",1,L155,non_critical,0,
1,20260708,L161,True,False,0.0,0.0,0.0,"L128,L155,L161",2,"L128,L155",non_critical,0,
1,20260708,L162,True,False,0.0,0.0,0.0,"L128,L155,L162",2,"L128,L155",non_critical,0,
1,20260708,L163,True,False,0.0,0.0,0.0,L163,0,,non_critical,0,
1,20260708,L164,True,False,0.0,0.0,0.0,L164,0,,non_critical,0,
1,20260708,L165,True,False,0.0,0.0,0.0,L165,0,,non_critical,0,
1,20260708,L166,True,False,0.0,0.0,0.0,L166,0,,non_critical,0,
1,20260708,L167,True,False,0.0,0.0,0.0,L167,0,,non_critical,0,
1,20260708,L168,True,False,0.0,0.0,0.0,L168,0,,non_critical,0,
1,20260708,L169,True,False,0.0,0.0,0.0,L169,0,,non_critical,0,
1,20260708,L170,True,False,0.0,0.0,0.0,L170,0,,non_critical,0,
1,20260708,L171,True,False,0.0,0.0,0.0,L171,0,,non_critical,0,
1,20260708,L172,True,False,0.0,0.0,0.0,L172,0,,non_critical,0,
1,20260708,L173,True,False,0.0,0.0,0.0,L173,0,,non_critical,0,
1,20260708,L174,True,False,0.0,0.0,0.0,L174,0,,non_critical,0,
1,20260708,L175,True,False,0.0,0.0,0.0,L175,0,,non_critical,0,
1,20260708,L176,True,False,0.0,0.0,0.0,"L046,L060,L115,L128,L134,L140,L155,L176,L178,L179,L182",10,"L046,L060,L115,L128,L134,L140,L155,L178,L179,L182",non_critical,0,
1,20260708,L177,True,False,0.0,0.0,0.0,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L177,L178,L182",11,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",non_critical,0,
1,20260708,L178,True,False,0.0,0.0,0.0,L178,0,,non_critical,0,
1,20260708,L179,True,False,0.0,0.0,0.0,L179,0,,non_critical,0,
1,20260708,L180,True,True,7.272188818003705,7.272188818003705,0.0,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L180,L182",12,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",relay_cascade,185,first_step_critical
1,20260708,L181,True,True,20.772296104867053,20.772296104867053,0.0,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L181,L182",12,"L018,L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",relay_cascade,185,first_step_critical
1,20260708,L182,True,False,0.0,0.0,0.0,L182,0,,non_critical,0,
1,20260708,L183,True,True,81.35922639729833,81.35922639729833,0.0,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L183",11,"L018,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",relay_cascade,185,first_step_critical
1,20260708,L184,True,True,21.648461416338748,21.648461416338748,0.0,"L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182,L184",11,"L046,L060,L102,L115,L128,L134,L140,L155,L158,L178,L182",relay_cascade,185,first_step_critical
1,20260708,L185,True,False,0.0,0.0,0.0,L185,0,,non_critical,0,
1,20260708,L186,True,False,0.0,0.0,0.0,L186,0,,non_critical,0,
