line_label,as_first_critical_count,as_first_total_count,as_first_critical_frequency,as_second_critical_count,as_second_total_count,as_second_critical_frequency,total_critical_count
L149,1,7,0.14285714285714285,2,7,0.2857142857142857,3
L008,0,6,0.0,3,3,1.0,3
L004,2,7,0.2857142857142857,0,6,0.0,2
L018,2,8,0.25,0,7,0.0,2
L038,2,7,0.2857142857142857,0,2,0.0,2
L039,2,6,0.3333333333333333,0,4,0.0,2
L041,2,7,0.2857142857142857,0,8,0.0,2
L044,2,5,0.4,0,6,0.0,2
L045,2,6,0.3333333333333333,0,5,0.0,2
L062,2,5,0.4,0,5,0.0,2
L076,2,6,0.3333333333333333,0,5,0.0,2
L079,2,5,0.4,0,6,0.0,2
L080,2,6,0.3333333333333333,0,3,0.0,2
L083,2,3,0.6666666666666666,0,11,0.0,2
L086,2,5,0.4,0,4,0.0,2
L096,2,7,0.2857142857142857,0,3,0.0,2
L097,2,9,0.2222222222222222,0,7,0.0,2
L118,2,6,0.3333333333333333,0,6,0.0,2
L121,2,9,0.2222222222222222,0,7,0.0,2
L128,2,6,0.3333333333333333,0,2,0.0,2
L130,2,8,0.25,0,6,0.0,2
L134,2,6,0.3333333333333333,0,4,0.0,2
L135,2,7,0.2857142857142857,0,5,0.0,2
L139,2,4,0.5,0,4,0.0,2
L143,2,6,0.3333333333333333,0,6,0.0,2
L150,2,5,0.4,0,1,0.0,2
L155,2,5,0.4,0,3,0.0,2
L158,2,7,0.2857142857142857,0,6,0.0,2
L160,2,6,0.3333333333333333,0,6,0.0,2
L163,2,11,0.18181818181818182,0,3,0.0,2
L170,2,5,0.4,0,5,0.0,2
L179,2,6,0.3333333333333333,0,3,0.0,2
L182,2,5,0.4,0,7,0.0,2
L002,1,6,0.16666666666666666,1,7,0.14285714285714285,2
L009,1,6,0.16666666666666666,1,8,0.125,2
L013,1,7,0.14285714285714285,1,3,0.3333333333333333,2
L015,1,3,0.3333333333333333,1,3,0.3333333333333333,2
L054,1,5,0.2,1,3,0.3333333333333333,2
L081,1,6,0.16666666666666666,1,2,0.5,2
L141,1,7,0.14285714285714285,1,3,0.3333333333333333,2
L178,1,3,0.3333333333333333,1,7,0.14285714285714285,2
L021,0,4,0.0,2,4,0.5,2
L032,0,7,0.0,2,3,0.6666666666666666,2
L051,0,4,0.0,2,2,1.0,2
L001,1,4,0.25,0,8,0.0,1
L006,1,5,0.2,0,5,0.0,1
L010,1,5,0.2,0,5,0.0,1
L014,1,8,0.125,0,6,0.0,1
L027,1,7,0.14285714285714285,0,3,0.0,1
L030,1,5,0.2,0,5,0.0,1
L040,1,4,0.25,0,9,0.0,1
L046,1,5,0.2,0,5,0.0,1
L053,1,4,0.25,0,4,0.0,1
L056,1,6,0.16666666666666666,0,4,0.0,1
L057,1,7,0.14285714285714285,0,3,0.0,1
L058,1,1,1.0,0,6,0.0,1
L063,1,8,0.125,0,3,0.0,1
L066,1,4,0.25,0,3,0.0,1
L067,1,10,0.1,0,2,0.0,1
L069,1,4,0.25,0,4,0.0,1
L074,1,3,0.3333333333333333,0,3,0.0,1
L075,1,7,0.14285714285714285,0,6,0.0,1
L077,1,1,1.0,0,7,0.0,1
L085,1,5,0.2,0,9,0.0,1
L087,1,4,0.25,0,6,0.0,1
L088,1,4,0.25,0,3,0.0,1
L092,1,4,0.25,0,5,0.0,1
L102,1,6,0.16666666666666666,0,5,0.0,1
L103,1,8,0.125,0,7,0.0,1
L105,1,5,0.2,0,7,0.0,1
L108,1,5,0.2,0,4,0.0,1
L109,1,6,0.16666666666666666,0,9,0.0,1
L110,1,12,0.08333333333333333,0,1,0.0,1
L113,1,6,0.16666666666666666,0,3,0.0,1
L115,1,3,0.3333333333333333,0,3,0.0,1
L123,1,5,0.2,0,6,0.0,1
L124,1,1,1.0,0,4,0.0,1
L126,1,4,0.25,0,2,0.0,1
L127,1,3,0.3333333333333333,0,5,0.0,1
L132,1,5,0.2,0,9,0.0,1
L136,1,11,0.09090909090909091,0,5,0.0,1
L137,1,4,0.25,0,3,0.0,1
L142,1,6,0.16666666666666666,0,7,0.0,1
L153,1,6,0.16666666666666666,0,8,0.0,1
L154,1,4,0.25,0,5,0.0,1
L157,1,6,0.16666666666666666,0,11,0.0,1
L159,1,5,0.2,0,7,0.0,1
L162,1,6,0.16666666666666666,0,4,0.0,1
L166,1,3,0.3333333333333333,0,4,0.0,1
L167,1,8,0.125,0,4,0.0,1
L172,1,4,0.25,0,6,0.0,1
L173,1,7,0.14285714285714285,0,6,0.0,1
L177,1,6,0.16666666666666666,0,5,0.0,1
L186,1,9,0.1111111111111111,0,6,0.0,1
L007,0,2,0.0,1,6,0.16666666666666666,1
L094,0,7,0.0,1,5,0.2,1
L161,0,2,0.0,1,3,0.3333333333333333,1
L003,0,3,0.0,0,6,0.0,0
L005,0,1,0.0,0,5,0.0,0
L011,0,5,0.0,0,3,0.0,0
L012,0,2,0.0,0,4,0.0,0
L019,0,2,0.0,0,5,0.0,0
L020,0,9,0.0,0,7,0.0,0
L023,0,4,0.0,0,7,0.0,0
L024,0,4,0.0,0,8,0.0,0
L025,0,5,0.0,0,7,0.0,0
L026,0,6,0.0,0,6,0.0,0
L037,0,10,0.0,0,4,0.0,0
L042,0,3,0.0,0,7,0.0,0
L043,0,6,0.0,0,4,0.0,0
L049,0,2,0.0,0,5,0.0,0
L052,0,9,0.0,0,5,0.0,0
L055,0,4,0.0,0,3,0.0,0
L060,0,4,0.0,0,5,0.0,0
L064,0,6,0.0,0,10,0.0,0
L065,0,3,0.0,0,3,0.0,0
L068,0,2,0.0,0,3,0.0,0
L073,0,4,0.0,0,12,0.0,0
L078,0,4,0.0,0,10,0.0,0
L082,0,6,0.0,0,4,0.0,0
L089,0,6,0.0,0,9,0.0,0
L091,0,4,0.0,0,7,0.0,0
L093,0,5,0.0,0,3,0.0,0
L098,0,4,0.0,0,4,0.0,0
L100,0,6,0.0,0,3,0.0,0
L101,0,4,0.0,0,7,0.0,0
L104,0,5,0.0,0,10,0.0,0
L106,0,3,0.0,0,6,0.0,0
L111,0,3,0.0,0,5,0.0,0
L112,0,2,0.0,0,4,0.0,0
L114,0,3,0.0,0,8,0.0,0
L117,0,5,0.0,0,5,0.0,0
L120,0,4,0.0,0,6,0.0,0
L125,0,7,0.0,0,5,0.0,0
L138,0,4,0.0,0,5,0.0,0
L140,0,6,0.0,0,3,0.0,0
L144,0,2,0.0,0,2,0.0,0
L145,0,7,0.0,0,3,0.0,0
L146,0,3,0.0,0,4,0.0,0
L148,0,6,0.0,0,9,0.0,0
L156,0,6,0.0,0,6,0.0,0
L164,0,7,0.0,0,3,0.0,0
L168,0,2,0.0,0,4,0.0,0
L175,0,2,0.0,0,2,0.0,0
L176,0,8,0.0,0,7,0.0,0
