scenario_id,initial_outages,initial_outage_type,do_nothing_negative_return,best_action,best_negative_return,best_improvement,label_action,label_type,is_improvable
141,"9,11",common_bus_N-2,105.93744625547474,14,100.1,5.837446255474745,14,active_mitigation,True
142,"14,16",common_bus_N-2,109.09904610626639,8,100.1,8.999046106266391,8,active_mitigation,True
143,"2,3",common_bus_N-2,103.92105608476768,6,100.1,3.82105608476769,6,active_mitigation,True
145,"3,5",common_bus_N-2,103.94199478346384,14,100.1,3.8419947834638464,14,active_mitigation,True
148,"3,6",common_bus_N-2,105.83706015508864,3,100.1,5.737060155088642,3,active_mitigation,True
149,3,N-1,107.85719021925307,14,100.1,7.757190219253076,14,active_mitigation,True
150,"2,4",common_bus_N-2,102.95544664514918,6,100.1,2.8554466451491862,6,active_mitigation,True
152,"6,7",common_bus_N-2,106.01486867786568,6,0.1,105.91486867786568,6,active_mitigation,True
153,"0,4",common_bus_N-2,102.95544664514918,2,100.1,2.8554466451491862,2,active_mitigation,True
155,"5,8",common_bus_N-2,107.09176529470291,11,0.1,106.99176529470292,11,active_mitigation,True
156,"15,16",common_bus_N-2,105.083667903437,10,100.1,4.983667903437009,10,active_mitigation,True
157,1,N-1,105.91607270985088,1,100.1,5.816072709850886,1,active_mitigation,True
158,"3,4",common_bus_N-2,103.92105608476768,3,100.1,3.82105608476769,3,active_mitigation,True
159,"11,12",common_bus_N-2,101.12822125828782,14,100.1,1.0282212582878287,14,active_mitigation,True
160,"9,11",common_bus_N-2,107.85052752349858,14,100.1,7.75052752349859,14,active_mitigation,True
161,"1,9",common_bus_N-2,106.79536704415422,1,100.1,6.695367044154224,1,active_mitigation,True
162,"3,6",common_bus_N-2,105.8924120652779,1,100.1,5.792412065277901,1,active_mitigation,True
163,"2,3",common_bus_N-2,103.99088053765425,5,100.1,3.8908805376542546,5,active_mitigation,True
164,"3,8",common_bus_N-2,104.95046327023238,6,0.1,104.85046327023238,6,active_mitigation,True
166,"9,12",common_bus_N-2,102.95544664514918,14,100.1,2.8554466451491862,14,active_mitigation,True
168,"2,3",common_bus_N-2,103.96651675792394,7,100.1,3.8665167579239466,7,active_mitigation,True
169,18,N-1,104.08480180406018,11,0.1,103.98480180406018,11,active_mitigation,True
170,"8,16",common_bus_N-2,110.96386482602769,14,100.1,10.863864826027694,14,active_mitigation,True
171,"9,10",common_bus_N-2,105.09674866961971,14,100.1,4.99674866961972,14,active_mitigation,True
172,"8,14",common_bus_N-2,103.9345695982812,8,100.1,3.834569598281206,8,active_mitigation,True
173,"14,16",common_bus_N-2,103.00051919322001,8,100.1,2.9005191932200205,8,active_mitigation,True
174,"14,16",common_bus_N-2,106.07823487201304,8,100.1,5.978234872013047,8,active_mitigation,True
176,7,N-1,104.95046327023238,7,0.1,104.85046327023238,7,active_mitigation,True
180,"14,16",common_bus_N-2,101.98013266932448,8,100.1,1.8801326693244818,8,active_mitigation,True
184,0,N-1,103.92105608476768,2,100.1,3.82105608476769,2,active_mitigation,True
185,7,N-1,105.9295862233644,4,0.1,105.8295862233644,4,active_mitigation,True
186,"12,18",common_bus_N-2,101.1046691347357,14,100.1,1.0046691347357068,14,active_mitigation,True
191,"0,4",common_bus_N-2,103.95039971411131,2,100.1,3.850399714111319,2,active_mitigation,True
192,9,N-1,105.85829567632416,14,100.1,5.758295676324167,14,active_mitigation,True
193,"3,8",common_bus_N-2,103.92105608476768,14,100.1,3.82105608476769,14,active_mitigation,True
195,"1,4",common_bus_N-2,102.95544664514918,1,100.1,2.8554466451491862,1,active_mitigation,True
197,"1,6",common_bus_N-2,106.90141780435542,1,100.1,6.801417804355424,1,active_mitigation,True
201,"0,2",common_bus_N-2,102.95544664514918,2,100.1,2.8554466451491862,2,active_mitigation,True
204,"10,11",common_bus_N-2,106.21143950521767,5,0.1,106.11143950521767,5,active_mitigation,True
205,9,N-1,107.83701400998507,14,100.1,7.737014009985074,14,active_mitigation,True
206,"14,15",common_bus_N-2,101.98013266932448,8,100.1,1.8801326693244818,8,active_mitigation,True
209,"2,4",common_bus_N-2,101.98013266932448,6,100.1,1.8801326693244818,6,active_mitigation,True
210,"4,6",common_bus_N-2,103.92105608476768,1,100.1,3.82105608476769,1,active_mitigation,True
211,"7,8",common_bus_N-2,102.9689601586627,10,100.1,2.868960158662702,10,active_mitigation,True
213,9,N-1,103.92105608476768,14,100.1,3.82105608476769,14,active_mitigation,True
214,"14,16",common_bus_N-2,107.03423633717395,8,100.1,6.934236337173957,8,active_mitigation,True
216,2,N-1,101.98013266932448,6,100.1,1.8801326693244818,6,active_mitigation,True
217,"10,12",common_bus_N-2,106.06878394767828,14,100.1,5.96878394767829,14,active_mitigation,True
218,"8,16",common_bus_N-2,109.09904610626639,14,100.1,8.999046106266391,14,active_mitigation,True
220,"6,7",common_bus_N-2,104.8770575499286,1,100.1,4.7770575499286,1,active_mitigation,True
221,"3,7",common_bus_N-2,111.96318043122596,14,100.1,11.86318043122597,14,active_mitigation,True
222,1,N-1,101.98013266932448,1,100.1,1.8801326693244818,1,active_mitigation,True
224,"8,15",common_bus_N-2,103.93792382109109,14,100.1,3.8379238210910955,14,active_mitigation,True
226,1,N-1,106.94547989531556,1,100.1,6.845479895315563,1,active_mitigation,True
227,6,N-1,102.95544664514918,1,100.1,2.8554466451491862,1,active_mitigation,True
228,"9,11",common_bus_N-2,105.97219529022377,14,100.1,5.872195290223772,14,active_mitigation,True
229,9,N-1,108.75553012152582,14,100.1,8.655530121525828,14,active_mitigation,True
230,"3,7",common_bus_N-2,108.96159127600288,14,100.1,8.861591276002883,14,active_mitigation,True
232,"14,16",common_bus_N-2,102.95544664514918,8,100.1,2.8554466451491862,8,active_mitigation,True
234,4,N-1,101.98013266932448,14,100.1,1.8801326693244818,14,active_mitigation,True
235,"3,6",common_bus_N-2,107.80348906929744,1,100.1,7.703489069297447,1,active_mitigation,True
236,"11,12",common_bus_N-2,103.08865127835381,14,100.1,2.9886512783538137,14,active_mitigation,True
239,"6,9",common_bus_N-2,106.9189891343534,1,100.1,6.8189891343534015,1,active_mitigation,True
240,"0,3",common_bus_N-2,102.95544664514918,2,100.1,2.8554466451491862,2,active_mitigation,True
241,14,N-1,105.9295862233644,8,100.1,5.829586223364402,8,active_mitigation,True
242,"2,4",common_bus_N-2,105.90133948189455,4,100.1,5.8013394818945585,4,active_mitigation,True
243,"12,18",common_bus_N-2,102.08978517897698,14,100.1,1.9897851789769874,14,active_mitigation,True
245,9,N-1,105.93744625547474,14,100.1,5.837446255474745,14,active_mitigation,True
246,"5,6",common_bus_N-2,101.98013266932448,14,100.1,1.8801326693244818,14,active_mitigation,True
247,"9,11",common_bus_N-2,107.85052752349858,14,100.1,7.75052752349859,14,active_mitigation,True
250,15,N-1,107.9899918380869,20,0.1,107.8899918380869,20,active_mitigation,True
253,14,N-1,102.95991087346601,8,100.1,2.8599108734660206,8,active_mitigation,True
255,8,N-1,106.8855876885253,14,100.1,6.785587688525311,14,active_mitigation,True
256,8,N-1,105.9295862233644,14,100.1,5.829586223364402,14,active_mitigation,True
257,"9,12",common_bus_N-2,104.99095716382821,14,100.1,4.890957163828219,14,active_mitigation,True
259,"10,11",common_bus_N-2,107.16744097037858,14,100.1,7.067440970378584,14,active_mitigation,True
260,"5,7",common_bus_N-2,105.9295862233644,7,0.1,105.8295862233644,7,active_mitigation,True
262,"4,9",common_bus_N-2,104.99095716382821,14,100.1,4.890957163828219,14,active_mitigation,True
263,"9,11",common_bus_N-2,101.98013266932448,14,100.1,1.8801326693244818,14,active_mitigation,True
266,"4,9",common_bus_N-2,103.92105608476768,14,100.1,3.82105608476769,14,active_mitigation,True
267,"3,4",common_bus_N-2,101.98013266932448,14,100.1,1.8801326693244818,14,active_mitigation,True
270,"2,3",common_bus_N-2,104.90640117927222,6,100.1,4.806401179272228,6,active_mitigation,True
271,"3,6",common_bus_N-2,105.83706015508864,3,100.1,5.737060155088642,3,active_mitigation,True
272,"10,12",common_bus_N-2,105.17242434529538,14,100.1,5.0724243452953885,14,active_mitigation,True
274,"6,8",common_bus_N-2,102.95544664514918,14,100.1,2.8554466451491862,14,active_mitigation,True
275,"8,14",common_bus_N-2,105.09674866961971,8,100.1,4.99674866961972,8,active_mitigation,True
277,"6,9",common_bus_N-2,107.02715561909054,1,100.1,6.9271556190905414,1,active_mitigation,True
278,"1,4",common_bus_N-2,103.92105608476768,1,100.1,3.82105608476769,1,active_mitigation,True
280,"4,9",common_bus_N-2,102.95544664514918,14,100.1,2.8554466451491862,14,active_mitigation,True
282,"5,8",common_bus_N-2,108.06938415029812,16,0.1,107.96938415029813,16,active_mitigation,True
283,1,N-1,104.88021881300703,1,100.1,4.780218813007039,1,active_mitigation,True
284,"11,12",common_bus_N-2,101.12822125828782,14,100.1,1.0282212582878287,14,active_mitigation,True
286,9,N-1,106.90926665805382,14,100.1,6.809266658053829,14,active_mitigation,True
288,"1,9",common_bus_N-2,106.8745176233048,1,100.1,6.774517623304803,1,active_mitigation,True
289,2,N-1,104.8770575499286,6,100.1,4.7770575499286,6,active_mitigation,True
291,"15,16",common_bus_N-2,101.98013266932448,10,100.1,1.8801326693244818,10,active_mitigation,True
292,2,N-1,103.92105608476768,6,100.1,3.82105608476769,6,active_mitigation,True
293,"5,8",common_bus_N-2,108.03825438634944,3,100.1,7.938254386349442,3,active_mitigation,True
295,"10,11",common_bus_N-2,108.1139300620251,14,100.1,8.01393006202511,14,active_mitigation,True
296,"2,3",common_bus_N-2,102.95544664514918,6,100.1,2.8554466451491862,6,active_mitigation,True
299,7,N-1,101.98013266932448,14,100.1,1.8801326693244818,14,active_mitigation,True
