step,episode,episode_return,negative_return,initial_outages,initial_outage_type,initial_outage_order,chronic_index,mask_enabled,mean_valid_action_count,sampled_invalid_action_count,policy_loss,value_loss,entropy,approx_kl,clip_fraction,num_generations,num_line_outages,load_shed_MW,num_proactive_actions,num_invalid_actions
55,52,-100.1,100.1,"3,4",common_bus_N-2,2,700,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
56,53,-104.02692565071226,104.02692565071226,"18,19",common_bus_N-2,2,1001,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,1.7349162578582735,1,0
57,54,-100.1,100.1,"10,12",common_bus_N-2,2,616,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
58,55,-100.1,100.1,"16,19",common_bus_N-2,2,1775,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,15.524118745326996,1,0
59,56,-100.1,100.1,"1,6",common_bus_N-2,2,724,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
60,57,-100.1,100.1,"7,14",common_bus_N-2,2,1343,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
61,58,-100.1,100.1,"15,16",common_bus_N-2,2,1741,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
62,59,-107.07596828210781,107.07596828210781,"6,9",common_bus_N-2,2,1790,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,10,60.559657990932465,1,0
63,60,-100.1,100.1,"11,12",common_bus_N-2,2,1305,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
64,61,-100.1,100.1,"7,14",common_bus_N-2,2,530,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
65,62,-100.1,100.1,"8,14",common_bus_N-2,2,98,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
66,63,-100.1,100.1,"1,6",common_bus_N-2,2,870,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
67,64,-105.0867100595811,105.0867100595811,"12,18",common_bus_N-2,2,91,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,34.22568130493164,1,0
68,65,-103.05544664514917,103.05544664514917,8,N-1,1,1139,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
69,66,-101.09501662508319,101.09501662508319,"5,7",common_bus_N-2,2,1151,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
70,67,-100.1,100.1,"8,15",common_bus_N-2,2,1694,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
71,68,-104.1542607179723,104.1542607179723,"11,12",common_bus_N-2,2,1461,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,31.586886048316956,1,0
72,69,-100.1,100.1,"3,8",common_bus_N-2,2,1513,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
73,70,-100.1,100.1,"1,4",common_bus_N-2,2,591,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
74,71,-100.1,100.1,"0,1",common_bus_N-2,2,533,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
75,72,-100.11523416098426,100.11523416098426,"2,3",common_bus_N-2,2,1851,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,4.543465948104867,1,0
76,73,-108.8420166080123,108.8420166080123,"3,6",common_bus_N-2,2,1797,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,12,38.53884518146515,1,0
77,74,-104.02105608476768,104.02105608476768,"8,15",common_bus_N-2,2,47,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0
78,75,-102.1311825804408,102.1311825804408,"12,19",common_bus_N-2,2,398,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,16.494052100181577,1,0
79,76,-100.1,100.1,4,N-1,1,972,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
81,77,-104.15544664514918,104.15544664514918,"14,16",common_bus_N-2,2,1023,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,7,0.0,2,0
83,78,-102.19501662508318,102.19501662508318,"4,6",common_bus_N-2,2,1026,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,5,0.0,2,0
84,79,-100.1,100.1,"0,4",common_bus_N-2,2,846,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
85,80,-100.1,100.1,"7,13",common_bus_N-2,2,1891,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
86,81,-100.1,100.1,"5,6",common_bus_N-2,2,1194,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
87,82,-100.1,100.1,16,N-1,1,1082,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
88,83,-100.1,100.1,"0,2",common_bus_N-2,2,1355,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
89,84,-0.1,0.1,"8,15",common_bus_N-2,2,1737,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
90,85,-105.0452647364375,105.0452647364375,"5,8",common_bus_N-2,2,329,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,19.98410077095032,1,0
91,86,-100.1,100.1,"3,7",common_bus_N-2,2,844,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
92,87,-102.95544664514918,102.95544664514918,"0,3",common_bus_N-2,2,1264,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,0,0
93,88,-104.02105608476768,104.02105608476768,"9,11",common_bus_N-2,2,600,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0
94,89,-100.1,100.1,"1,6",common_bus_N-2,2,1300,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
95,90,-100.1,100.1,"0,2",common_bus_N-2,2,1645,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
96,91,-100.1,100.1,"12,19",common_bus_N-2,2,1340,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
97,92,-104.02105608476768,104.02105608476768,17,N-1,1,326,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
98,93,-102.08013266932447,102.08013266932447,14,N-1,1,1873,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
99,94,-100.1,100.1,"8,15",common_bus_N-2,2,1710,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
100,95,-100.1,100.1,"6,8",common_bus_N-2,2,1622,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
101,96,-100.1,100.1,3,N-1,1,1059,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
102,97,-104.02105608476768,104.02105608476768,5,N-1,1,71,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
104,98,-102.19501662508318,102.19501662508318,"1,4",common_bus_N-2,2,1712,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,5,0.0,2,0
105,99,-100.1,100.1,"10,17",common_bus_N-2,2,279,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,3.104646325111389,1,0
106,100,-100.1,100.1,"1,9",common_bus_N-2,2,419,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
107,101,-100.1,100.1,"9,12",common_bus_N-2,2,212,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
108,102,-100.1,100.1,"0,1",common_bus_N-2,2,96,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
109,103,-103.06453729170123,103.06453729170123,15,N-1,1,1500,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,2.3526372075080957,1,0
110,104,-100.1,100.1,"10,11",common_bus_N-2,2,12,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
111,105,-104.1442221079337,104.1442221079337,"12,18",common_bus_N-2,2,1616,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,30.50814012885094,1,0
112,106,-103.05544664514917,103.05544664514917,5,N-1,1,776,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
113,107,-100.1,100.1,3,N-1,1,1198,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
114,108,-100.1,100.1,"7,13",common_bus_N-2,2,285,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
115,109,-100.1,100.1,"0,3",common_bus_N-2,2,307,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
117,110,-102.19501662508318,102.19501662508318,"5,6",common_bus_N-2,2,1632,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,5,0.0,2,0
118,111,-107.93701400998506,107.93701400998506,9,N-1,1,1505,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,10,40.15998333692551,1,0
119,112,-100.1,100.1,"11,18",common_bus_N-2,2,690,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,7.763063216209411,1,0
120,113,-100.1,100.1,"2,5",common_bus_N-2,2,1046,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
121,114,-100.1,100.1,"13,14",common_bus_N-2,2,136,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
122,115,-103.13112232082484,103.13112232082484,"10,11",common_bus_N-2,2,1851,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,22.56966142654419,1,0
123,116,-104.97705754992859,104.97705754992859,"8,14",common_bus_N-2,2,1672,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,1,0
125,117,-109.01316359201732,109.01316359201732,15,N-1,1,8,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,11,13.71468859910965,2,0
126,118,-105.97180918983766,105.97180918983766,"9,11",common_bus_N-2,2,713,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,9,15.170522034168243,1,0
127,119,-100.1,100.1,3,N-1,1,2013,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
128,120,-105.96640378443226,105.96640378443226,"5,6",common_bus_N-2,2,259,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,9,9.59165466427803,1,0
129,121,-100.1,100.1,"1,9",common_bus_N-2,2,269,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
131,122,-109.0038971827509,109.0038971827509,"18,19",common_bus_N-2,2,840,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,12,10.967926681041718,2,0
132,123,-100.1,100.1,13,N-1,1,984,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
133,124,-104.02105608476768,104.02105608476768,"15,16",common_bus_N-2,2,1322,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0
134,125,-100.1,100.1,5,N-1,1,883,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
135,126,-100.1,100.1,"6,8",common_bus_N-2,2,830,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
136,127,-100.1,100.1,"5,7",common_bus_N-2,2,202,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
137,128,-100.1,100.1,"13,14",common_bus_N-2,2,1086,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
138,129,-100.1,100.1,19,N-1,1,757,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
139,130,-100.1,100.1,"13,14",common_bus_N-2,2,1088,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
140,131,-100.1,100.1,"7,13",common_bus_N-2,2,294,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
141,132,-104.02105608476768,104.02105608476768,"12,19",common_bus_N-2,2,455,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0
142,133,-100.1,100.1,13,N-1,1,1272,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
143,134,-100.12355212355212,100.12355212355212,"9,11",common_bus_N-2,2,950,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,7.282077300548553,1,0
144,135,-103.05544664514917,103.05544664514917,"15,16",common_bus_N-2,2,1388,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
145,136,-103.05544664514917,103.05544664514917,3,N-1,1,797,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
146,137,-100.1,100.1,"1,4",common_bus_N-2,2,127,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
147,138,-110.03314541628954,110.03314541628954,"6,9",common_bus_N-2,2,128,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,13,127.16073703765869,1,0
148,139,-100.1,100.1,6,N-1,1,694,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
150,140,-103.18013266932446,103.18013266932446,"3,7",common_bus_N-2,2,207,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,6,0.0,2,0
151,141,-105.97180918983766,105.97180918983766,"6,8",common_bus_N-2,2,679,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,9,15.780839323997498,1,0
152,142,-108.85553012152582,108.85553012152582,"9,11",common_bus_N-2,2,1249,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,12,44.08611583709717,1,0
153,143,-100.1,100.1,"14,16",common_bus_N-2,2,285,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
154,144,-103.05544664514917,103.05544664514917,"2,3",common_bus_N-2,2,1071,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
155,145,-100.1,100.1,"2,5",common_bus_N-2,2,1431,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
156,146,-100.1,100.1,"3,5",common_bus_N-2,2,1967,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
157,147,-100.1,100.1,"15,17",common_bus_N-2,2,533,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,7.909111797809601,1,0
158,148,-103.05544664514917,103.05544664514917,12,N-1,1,727,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
159,149,-100.1,100.1,"3,6",common_bus_N-2,2,723,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
160,150,-103.05544664514917,103.05544664514917,3,N-1,1,1332,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
161,151,-104.97705754992859,104.97705754992859,"2,4",common_bus_N-2,2,293,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,1,0
162,152,-102.08359045978109,102.08359045978109,"15,16",common_bus_N-2,2,86,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1.0399789810180664,1,0
163,153,-104.02105608476768,104.02105608476768,"6,7",common_bus_N-2,2,1126,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0
164,154,-103.05544664514917,103.05544664514917,"0,4",common_bus_N-2,2,761,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
165,155,-100.1,100.1,"18,19",common_bus_N-2,2,331,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
166,156,-102.08013266932447,102.08013266932447,"5,8",common_bus_N-2,2,1071,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
167,157,-100.1,100.1,"15,16",common_bus_N-2,2,1292,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
168,158,-100.1,100.1,1,N-1,1,36,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
169,159,-103.05544664514917,103.05544664514917,"3,4",common_bus_N-2,2,1658,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
170,160,-100.1,100.1,"11,12",common_bus_N-2,2,821,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
171,161,-106.03744625547473,106.03744625547473,"9,11",common_bus_N-2,2,588,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,9,28.90244498848915,1,0
172,162,-100.1,100.1,"1,9",common_bus_N-2,2,1079,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
173,163,-108.78448765048334,108.78448765048334,"3,6",common_bus_N-2,2,1651,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,12,16.32071671485901,1,0
174,164,-100.15843575886069,100.15843575886069,"2,3",common_bus_N-2,2,460,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,16.306218171119696,1,0
175,165,-100.1,100.1,"3,8",common_bus_N-2,2,1531,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
176,166,-103.05544664514917,103.05544664514917,15,N-1,1,1981,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
177,167,-108.88661445489011,108.88661445489011,"9,12",common_bus_N-2,2,603,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,12,50.64510505199432,1,0
178,168,-0.1,0.1,5,N-1,1,1156,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
179,169,-100.1,100.1,"2,3",common_bus_N-2,2,1537,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
180,170,-104.02105608476768,104.02105608476768,18,N-1,1,1080,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
181,171,-104.02105608476768,104.02105608476768,"8,16",common_bus_N-2,2,941,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0
182,172,-108.00805648102754,108.00805648102754,"9,10",common_bus_N-2,2,1142,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,11,46.500372648239136,1,0
183,173,-105.97180918983766,105.97180918983766,"8,14",common_bus_N-2,2,1871,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,9,13.616593182086945,1,0
184,174,-100.1,100.1,"14,16",common_bus_N-2,2,2000,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
185,175,-107.02278017156733,107.02278017156733,"14,16",common_bus_N-2,2,371,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,10,51.485639333724976,1,0
186,176,-104.02105608476768,104.02105608476768,12,N-1,1,713,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
187,177,-103.0599680468624,103.0599680468624,7,N-1,1,493,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,1.1454123497009334,1,0
188,178,-100.1,100.1,8,N-1,1,1515,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
189,179,-0.1,0.1,"8,16",common_bus_N-2,2,1492,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
190,180,-100.1,100.1,"16,19",common_bus_N-2,2,1520,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,15.50696758031845,1,0
191,181,-106.86061800940517,106.86061800940517,"14,16",common_bus_N-2,2,1514,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,10,0.0,1,0
192,182,-100.1,100.1,"7,13",common_bus_N-2,2,493,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
193,183,-100.1,100.1,"15,17",common_bus_N-2,2,1301,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,9.32270085811615,1,0
194,184,-100.1,100.1,"12,18",common_bus_N-2,2,2002,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
195,185,-100.1,100.1,0,N-1,1,638,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
