scenario_id,seed,path,first_line,second_line,converged,critical,total_load_shed_mw,island_load_shed_mw,redispatch_load_shed_mw,final_max_loading_ratio,final_outage_labels,num_final_outages,error
1,20260708,L001->L051,L001,L051,True,False,0.0,0.0,0.0,0.0371311137212639,"L001,L051",2,
1,20260708,L001->L052,L001,L052,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L052",2,
1,20260708,L001->L053,L001,L053,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L053",2,
1,20260708,L001->L054,L001,L054,True,False,0.0,0.0,0.0,0.03830581156569451,"L001,L054",2,
1,20260708,L001->L055,L001,L055,True,False,0.0,0.0,0.0,0.03758457218300091,"L001,L055",2,
1,20260708,L001->L056,L001,L056,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L056",2,
1,20260708,L001->L057,L001,L057,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L057",2,
1,20260708,L001->L058,L001,L058,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L058",2,
1,20260708,L001->L059,L001,L059,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L059",2,
1,20260708,L001->L060,L001,L060,True,False,0.0,0.0,0.0,0.05555555555555558,"L001,L060",2,
1,20260708,L001->L061,L001,L061,True,False,0.0,0.0,0.0,0.055555555555555546,"L001,L061",2,
1,20260708,L001->L062,L001,L062,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L062",2,
1,20260708,L001->L063,L001,L063,True,False,0.0,0.0,0.0,0.055555555555555546,"L001,L063",2,
1,20260708,L001->L064,L001,L064,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L064",2,
1,20260708,L001->L065,L001,L065,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L065",2,
1,20260708,L001->L066,L001,L066,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L066",2,
1,20260708,L001->L067,L001,L067,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L067",2,
1,20260708,L001->L068,L001,L068,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L068",2,
1,20260708,L001->L069,L001,L069,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L069",2,
1,20260708,L001->L070,L001,L070,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L070",2,
1,20260708,L001->L071,L001,L071,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L071",2,
1,20260708,L001->L072,L001,L072,True,False,0.0,0.0,0.0,0.05555555555555558,"L001,L072",2,
1,20260708,L001->L073,L001,L073,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L073",2,
1,20260708,L001->L074,L001,L074,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L074",2,
1,20260708,L001->L075,L001,L075,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L075",2,
1,20260708,L001->L076,L001,L076,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L076",2,
1,20260708,L001->L077,L001,L077,True,False,0.0,0.0,0.0,0.055555555555555546,"L001,L077",2,
1,20260708,L001->L078,L001,L078,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L078",2,
1,20260708,L001->L079,L001,L079,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L079",2,
1,20260708,L001->L080,L001,L080,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L080",2,
1,20260708,L001->L081,L001,L081,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L081",2,
1,20260708,L001->L082,L001,L082,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L082",2,
1,20260708,L001->L083,L001,L083,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L083",2,
1,20260708,L001->L084,L001,L084,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L084",2,
1,20260708,L001->L085,L001,L085,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L085",2,
1,20260708,L001->L086,L001,L086,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L086",2,
1,20260708,L001->L087,L001,L087,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L087",2,
1,20260708,L001->L088,L001,L088,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L088",2,
1,20260708,L001->L089,L001,L089,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L089",2,
1,20260708,L001->L090,L001,L090,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L090",2,
1,20260708,L001->L091,L001,L091,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L091",2,
1,20260708,L001->L092,L001,L092,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L092",2,
1,20260708,L001->L093,L001,L093,True,False,0.0,0.0,0.0,0.04372510902578937,"L001,L093",2,
1,20260708,L001->L094,L001,L094,True,False,0.0,0.0,0.0,0.03766412647198004,"L001,L094",2,
1,20260708,L001->L095,L001,L095,True,False,0.0,0.0,0.0,0.04001700848048822,"L001,L095",2,
1,20260708,L001->L096,L001,L096,True,False,0.0,0.0,0.0,0.036314049119409074,"L001,L096",2,
1,20260708,L001->L097,L001,L097,True,False,0.0,0.0,0.0,0.055555555555555566,"L001,L097",2,
1,20260708,L001->L098,L001,L098,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L098",2,
1,20260708,L001->L099,L001,L099,True,False,0.0,0.0,0.0,0.05555555555555555,"L001,L099",2,
1,20260708,L001->L100,L001,L100,True,False,0.0,0.0,0.0,0.05555555555555558,"L001,L100",2,
1,20260708,L001->L101,L001,L101,True,False,0.0,0.0,0.0,0.044159029938479775,"L001,L101",2,
