line_label,as_first_critical_count,as_first_total_count,as_first_critical_frequency,as_second_critical_count,as_second_total_count,as_second_critical_frequency,total_critical_count
L035,0,0,0.0,1,3,0.3333333333333333,1
L037,0,0,0.0,1,3,0.3333333333333333,1
L039,0,0,0.0,1,3,0.3333333333333333,1
L040,0,0,0.0,1,3,0.3333333333333333,1
L042,0,0,0.0,1,3,0.3333333333333333,1
L043,0,0,0.0,1,3,0.3333333333333333,1
L044,0,0,0.0,1,3,0.3333333333333333,1
L048,0,0,0.0,1,3,0.3333333333333333,1
L049,0,0,0.0,1,3,0.3333333333333333,1
L050,0,0,0.0,1,3,0.3333333333333333,1
L051,0,0,0.0,1,3,0.3333333333333333,1
L052,0,0,0.0,1,3,0.3333333333333333,1
L053,0,0,0.0,1,3,0.3333333333333333,1
L054,0,0,0.0,1,3,0.3333333333333333,1
L056,0,0,0.0,1,3,0.3333333333333333,1
L057,0,0,0.0,1,3,0.3333333333333333,1
L058,0,0,0.0,1,3,0.3333333333333333,1
L059,0,0,0.0,1,3,0.3333333333333333,1
L061,0,0,0.0,1,3,0.3333333333333333,1
L062,0,0,0.0,1,3,0.3333333333333333,1
L066,0,0,0.0,1,3,0.3333333333333333,1
L067,0,0,0.0,1,3,0.3333333333333333,1
L068,0,0,0.0,1,3,0.3333333333333333,1
L072,0,0,0.0,1,3,0.3333333333333333,1
L073,0,0,0.0,1,3,0.3333333333333333,1
L074,0,0,0.0,1,3,0.3333333333333333,1
L075,0,0,0.0,1,3,0.3333333333333333,1
L076,0,0,0.0,1,3,0.3333333333333333,1
L088,0,0,0.0,1,3,0.3333333333333333,1
L089,0,0,0.0,1,3,0.3333333333333333,1
L096,0,0,0.0,1,3,0.3333333333333333,1
L100,0,0,0.0,1,3,0.3333333333333333,1
L104,0,0,0.0,1,3,0.3333333333333333,1
L105,0,0,0.0,1,3,0.3333333333333333,1
L106,0,0,0.0,1,3,0.3333333333333333,1
L108,0,0,0.0,1,3,0.3333333333333333,1
L113,0,0,0.0,1,3,0.3333333333333333,1
L118,0,0,0.0,1,3,0.3333333333333333,1
L121,0,0,0.0,1,3,0.3333333333333333,1
L122,0,0,0.0,1,3,0.3333333333333333,1
L123,0,0,0.0,1,3,0.3333333333333333,1
L125,0,0,0.0,1,3,0.3333333333333333,1
L126,0,0,0.0,1,3,0.3333333333333333,1
L127,0,0,0.0,1,3,0.3333333333333333,1
L129,0,0,0.0,1,3,0.3333333333333333,1
L130,0,0,0.0,1,3,0.3333333333333333,1
L131,0,0,0.0,1,3,0.3333333333333333,1
L132,0,0,0.0,1,2,0.5,1
L134,0,0,0.0,1,2,0.5,1
L136,0,0,0.0,1,2,0.5,1
L137,0,0,0.0,1,2,0.5,1
L141,0,0,0.0,1,2,0.5,1
L143,0,0,0.0,1,2,0.5,1
L144,0,0,0.0,1,2,0.5,1
L145,0,0,0.0,1,2,0.5,1
L146,0,0,0.0,1,2,0.5,1
L147,0,0,0.0,1,2,0.5,1
L149,0,0,0.0,1,2,0.5,1
L150,0,0,0.0,1,2,0.5,1
L154,0,0,0.0,1,2,0.5,1
L157,0,0,0.0,1,2,0.5,1
L159,0,0,0.0,1,2,0.5,1
L170,0,0,0.0,1,2,0.5,1
L171,0,0,0.0,1,2,0.5,1
L172,0,0,0.0,1,2,0.5,1
L173,0,0,0.0,1,2,0.5,1
L174,0,0,0.0,1,2,0.5,1
L176,0,0,0.0,1,2,0.5,1
L177,0,0,0.0,1,2,0.5,1
L179,0,0,0.0,1,2,0.5,1
L180,0,0,0.0,1,2,0.5,1
L014,0,0,0.0,0,3,0.0,0
L018,0,0,0.0,0,3,0.0,0
L019,0,0,0.0,0,3,0.0,0
L024,0,0,0.0,0,3,0.0,0
L025,0,0,0.0,0,3,0.0,0
L026,0,0,0.0,0,3,0.0,0
L045,0,0,0.0,0,3,0.0,0
L046,0,0,0.0,0,3,0.0,0
L055,0,0,0.0,0,3,0.0,0
L060,0,0,0.0,0,3,0.0,0
L064,0,0,0.0,0,3,0.0,0
L065,0,0,0.0,0,3,0.0,0
L077,0,0,0.0,0,3,0.0,0
L078,0,0,0.0,0,3,0.0,0
L079,0,0,0.0,0,3,0.0,0
L080,0,0,0.0,0,3,0.0,0
L081,0,0,0.0,0,3,0.0,0
L082,0,0,0.0,0,3,0.0,0
L084,0,0,0.0,0,3,0.0,0
L085,0,0,0.0,0,3,0.0,0
L086,0,0,0.0,0,3,0.0,0
L087,0,0,0.0,0,3,0.0,0
L091,0,0,0.0,0,3,0.0,0
L092,0,0,0.0,0,3,0.0,0
L095,0,0,0.0,0,3,0.0,0
L098,0,0,0.0,0,3,0.0,0
L099,0,0,0.0,0,3,0.0,0
L101,0,0,0.0,0,3,0.0,0
L102,0,0,0.0,0,3,0.0,0
L109,0,0,0.0,0,3,0.0,0
L110,0,0,0.0,0,3,0.0,0
L111,0,0,0.0,0,3,0.0,0
L112,0,0,0.0,0,3,0.0,0
L114,0,0,0.0,0,3,0.0,0
L115,0,0,0.0,0,3,0.0,0
L117,0,0,0.0,0,3,0.0,0
L120,0,0,0.0,0,3,0.0,0
L124,0,0,0.0,0,3,0.0,0
L128,0,0,0.0,0,3,0.0,0
L135,0,0,0.0,0,2,0.0,0
L138,0,0,0.0,0,2,0.0,0
L140,0,0,0.0,0,2,0.0,0
L142,0,0,0.0,0,2,0.0,0
L153,0,0,0.0,0,2,0.0,0
L155,0,0,0.0,0,2,0.0,0
L156,0,0,0.0,0,2,0.0,0
L158,0,0,0.0,0,2,0.0,0
L160,0,0,0.0,0,2,0.0,0
L163,0,0,0.0,0,2,0.0,0
L164,0,0,0.0,0,2,0.0,0
L165,0,0,0.0,0,2,0.0,0
L166,0,0,0.0,0,2,0.0,0
L168,0,0,0.0,0,2,0.0,0
L169,0,0,0.0,0,2,0.0,0
L175,0,0,0.0,0,2,0.0,0
L178,0,0,0.0,0,2,0.0,0
L182,0,0,0.0,0,2,0.0,0
L186,0,0,0.0,0,2,0.0,0
