step,episode,episode_return,negative_return,initial_outages,initial_outage_type,initial_outage_order,chronic_index,mask_enabled,mean_valid_action_count,sampled_invalid_action_count,policy_loss,value_loss,entropy,approx_kl,clip_fraction,num_generations,num_line_outages,load_shed_MW,num_proactive_actions,num_invalid_actions
16,14,-100.1,100.1,"16,19",common_bus_N-2,2,1466,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,13.476019018888474,1,0
18,15,-104.2650991548017,104.2650991548017,"8,16",common_bus_N-2,2,1199,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,7,28.966763734817505,2,0
20,16,-103.18013266932446,103.18013266932446,"6,8",common_bus_N-2,2,1555,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,6,0.0,2,0
22,17,-106.16433525811343,106.16433525811343,"4,6",common_bus_N-2,2,1399,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,9,9.175971150398254,2,0
23,18,-107.83701400998507,107.83701400998507,"4,9",common_bus_N-2,2,1222,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,10,40.5890656709671,0,0
25,19,-104.15544664514918,104.15544664514918,"14,16",common_bus_N-2,2,563,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,7,0.0,2,0
26,20,-102.08013266932447,102.08013266932447,18,N-1,1,1538,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
27,21,-101.09501662508319,101.09501662508319,"10,12",common_bus_N-2,2,1402,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
28,22,-100.1,100.1,"7,13",common_bus_N-2,2,1466,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
29,23,-103.05544664514919,103.05544664514919,0,N-1,1,491,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
30,24,-106.12972424775273,106.12972424775273,"1,9",common_bus_N-2,2,1371,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,9,42.58479473590851,1,0
31,25,-100.1,100.1,"11,18",common_bus_N-2,2,1558,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,6.6520310759544365,1,0
32,26,-107.9505275234986,107.9505275234986,"4,9",common_bus_N-2,2,1613,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,11,39.09964656829834,1,0
33,27,-103.05544664514919,103.05544664514919,2,N-1,1,231,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
34,28,-107.99454296751404,107.99454296751404,"9,11",common_bus_N-2,2,343,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,11,62.17995843887329,1,0
35,29,-100.1,100.1,"8,16",common_bus_N-2,2,1001,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
36,30,-105.11026218313323,105.11026218313323,"11,12",common_bus_N-2,2,1059,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,33.105656147003174,1,0
37,31,-101.22822125828782,101.22822125828782,11,N-1,1,1135,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,28.781313568353653,1,0
38,32,-103.05544664514919,103.05544664514919,5,N-1,1,1761,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
39,33,-100.1,100.1,"11,18",common_bus_N-2,2,1595,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,6.153650367259979,1,0
40,34,-102.08013266932447,102.08013266932447,1,N-1,1,1389,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
41,35,-0.1,0.1,"4,6",common_bus_N-2,2,1695,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
42,36,-0.1,0.1,5,N-1,1,1170,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
43,37,-101.13718921493641,101.13718921493641,19,N-1,1,1547,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,11.712428498268125,1,0
45,38,-102.19501662508318,102.19501662508318,"3,5",common_bus_N-2,2,881,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,5,0.0,2,0
46,39,-104.02105608476768,104.02105608476768,"2,3",common_bus_N-2,2,547,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0
47,40,-107.82311439608546,107.82311439608546,"1,9",common_bus_N-2,2,312,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,11,9.336989521980286,1,0
49,41,-104.17514929440766,104.17514929440766,1,N-1,1,1115,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,6,0.0,2,0
50,42,-103.05544664514919,103.05544664514919,0,N-1,1,850,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
51,43,-104.9770575499286,104.9770575499286,8,N-1,1,757,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0
52,44,-103.05544664514919,103.05544664514919,0,N-1,1,620,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
53,45,-100.1,100.1,"7,13",common_bus_N-2,2,1984,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
54,46,-108.02452418966259,108.02452418966259,"3,8",common_bus_N-2,2,652,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,11,74.57456970214844,1,0
55,47,-100.1,100.1,"6,9",common_bus_N-2,2,453,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
56,48,-101.2046691347357,101.2046691347357,16,N-1,1,294,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,27.634494686126708,1,0
57,49,-105.93706015508864,105.93706015508864,"6,7",common_bus_N-2,2,1915,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,9,3.2874002158641815,1,0
58,50,-104.05580511951672,104.05580511951672,"9,11",common_bus_N-2,2,488,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,9.113482117652893,1,0
59,51,-105.0843415476688,105.0843415476688,"1,6",common_bus_N-2,2,663,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,34.156135046482106,1,0
60,52,-103.05544664514919,103.05544664514919,"3,4",common_bus_N-2,2,700,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
61,53,-102.08013266932447,102.08013266932447,"18,19",common_bus_N-2,2,1001,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
62,54,-104.31642288013448,104.31642288013448,"10,12",common_bus_N-2,2,616,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,85.42459934949875,1,0
63,55,-100.1,100.1,"16,19",common_bus_N-2,2,1775,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,15.524118745326996,1,0
64,56,-103.05544664514919,103.05544664514919,"1,6",common_bus_N-2,2,724,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
65,57,-100.1,100.1,"7,14",common_bus_N-2,2,1343,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
66,58,0.0,-0.0,"15,16",common_bus_N-2,2,1741,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0,0
67,59,-108.16163069195412,108.16163069195412,"6,9",common_bus_N-2,2,1790,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,11,104.96769044399261,1,0
68,60,-105.25891083178188,105.25891083178188,"11,12",common_bus_N-2,2,1305,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,76.60874772071838,1,0
69,61,-100.1,100.1,"7,14",common_bus_N-2,2,530,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
70,62,-100.1,100.1,"8,14",common_bus_N-2,2,98,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
71,63,-102.08013266932447,102.08013266932447,"1,6",common_bus_N-2,2,870,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
72,64,-100.1,100.1,"12,18",common_bus_N-2,2,91,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
73,65,-103.05544664514919,103.05544664514919,8,N-1,1,1139,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
75,66,-102.19501662508318,102.19501662508318,"5,7",common_bus_N-2,2,1151,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,5,0.0,2,0
76,67,-0.1,0.1,"8,15",common_bus_N-2,2,1694,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
77,68,-103.18865127835382,103.18865127835382,"11,12",common_bus_N-2,2,1461,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,31.586886048316956,1,0
79,69,-105.24797229808549,105.24797229808549,"3,8",common_bus_N-2,2,1513,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,7,52.81728044748306,1,0
80,70,-103.05544664514919,103.05544664514919,"1,4",common_bus_N-2,2,591,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
81,71,-100.1,100.1,"0,1",common_bus_N-2,2,533,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
82,72,-104.99229171091287,104.99229171091287,"2,3",common_bus_N-2,2,1851,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,4.543465948104867,1,0
83,73,-107.90842811206312,107.90842811206312,"3,6",common_bus_N-2,2,1797,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,11,34.24039024114609,1,0
84,74,-103.05544664514919,103.05544664514919,"8,15",common_bus_N-2,2,47,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
85,75,-100.1,100.1,"12,19",common_bus_N-2,2,398,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
86,76,-103.05544664514919,103.05544664514919,4,N-1,1,972,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
87,77,-102.22878131797313,102.22878131797313,"14,16",common_bus_N-2,2,1023,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,39.89667582511902,1,0
89,78,-108.26938415029812,108.26938415029812,"4,6",common_bus_N-2,2,1026,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,11,68.76884909868241,2,0
90,79,-103.05544664514919,103.05544664514919,"0,4",common_bus_N-2,2,846,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
91,80,-100.1,100.1,"7,13",common_bus_N-2,2,1891,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
93,81,-109.94129704433468,109.94129704433468,"5,6",common_bus_N-2,2,1194,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,12,40.463416343927385,1,0
94,82,-100.1,100.1,16,N-1,1,1082,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
95,83,-103.05544664514919,103.05544664514919,"0,2",common_bus_N-2,2,1355,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
96,84,-0.1,0.1,"8,15",common_bus_N-2,2,1737,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
97,85,-104.08926327127661,104.08926327127661,"5,8",common_bus_N-2,2,329,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,19.98410077095032,1,0
99,86,-112.2391788018524,112.2391788018524,"3,7",common_bus_N-2,2,844,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,15,90.54496459960937,2,0
100,87,-103.05544664514919,103.05544664514919,"0,3",common_bus_N-2,2,1264,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
101,88,-105.09095716382821,105.09095716382821,"9,11",common_bus_N-2,2,600,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,30.82487177848816,1,0
102,89,-105.9641630154237,105.9641630154237,"1,6",common_bus_N-2,2,1300,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,9,10.63778007030487,1,0
103,90,-103.05544664514919,103.05544664514919,"0,2",common_bus_N-2,2,1645,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
104,91,-0.1,0.1,"12,19",common_bus_N-2,2,1340,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
105,92,-102.08013266932447,102.08013266932447,17,N-1,1,326,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
106,93,-102.08013266932447,102.08013266932447,14,N-1,1,1873,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
107,94,-100.14826254826255,100.14826254826255,"8,15",common_bus_N-2,2,1710,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,9.469686448574066,1,0
108,95,-0.1,0.1,"6,8",common_bus_N-2,2,1622,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
109,96,-104.02105608476768,104.02105608476768,3,N-1,1,1059,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
111,97,-107.20862514016012,107.20862514016012,5,N-1,1,71,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,9,41.35015758275986,2,0
113,98,-102.21856874863532,102.21856874863532,"1,4",common_bus_N-2,2,1712,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,5,4.847881770133972,2,0
114,99,-100.1,100.1,"10,17",common_bus_N-2,2,279,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,3.104646325111389,1,0
115,100,-110.04161574215271,110.04161574215271,"1,9",common_bus_N-2,2,419,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,13,140.8055712223053,1,0
116,101,-103.05544664514919,103.05544664514919,"9,12",common_bus_N-2,2,212,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
117,102,-100.1,100.1,"0,1",common_bus_N-2,2,96,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
118,103,-101.09501662508319,101.09501662508319,15,N-1,1,1500,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
119,104,-100.11351351351351,100.11351351351351,"10,11",common_bus_N-2,2,12,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,3.2935195565223694,1,0
120,105,-100.1,100.1,"12,18",common_bus_N-2,2,1616,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
122,106,-106.33576382954199,106.33576382954199,5,N-1,1,776,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,8,54.594258677959445,2,0
124,107,-107.96650121200105,107.96650121200105,3,N-1,1,1198,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,9,12.49062670469283,1,0
125,108,-100.1,100.1,"7,13",common_bus_N-2,2,285,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
126,109,-103.05544664514919,103.05544664514919,"0,3",common_bus_N-2,2,307,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
127,110,-101.09501662508319,101.09501662508319,"5,6",common_bus_N-2,2,1632,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
128,111,-107.90226497523604,107.90226497523604,9,N-1,1,1505,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,10,30.771935284137726,1,0
129,112,-100.1,100.1,"11,18",common_bus_N-2,2,690,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,7.763063216209411,1,0
130,113,-100.1,100.1,"2,5",common_bus_N-2,2,1046,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
131,114,-100.1,100.1,"13,14",common_bus_N-2,2,136,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
132,115,-107.00730254758992,107.00730254758992,"10,11",common_bus_N-2,2,1851,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,10,43.74748337268831,1,0
133,116,-103.0689601586627,103.0689601586627,"8,14",common_bus_N-2,2,1672,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,2.7741397619247437,1,0
134,117,-106.09497521300369,106.09497521300369,15,N-1,1,8,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,40.86793112754822,1,0
135,118,-106.08570880373729,106.08570880373729,"9,11",common_bus_N-2,2,713,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,9,50.9729540348053,1,0
136,119,-105.93706015508864,105.93706015508864,3,N-1,1,2013,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,3.1191411912441254,1,0
137,120,-100.1,100.1,"5,6",common_bus_N-2,2,259,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
138,121,-106.09497521300369,106.09497521300369,"1,9",common_bus_N-2,2,269,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,9,38.53016903400421,1,0
139,122,-0.1,0.1,"18,19",common_bus_N-2,2,840,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
140,123,-100.1,100.1,13,N-1,1,984,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
141,124,-104.02105608476768,104.02105608476768,"15,16",common_bus_N-2,2,1322,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,1,0
142,125,-0.1,0.1,5,N-1,1,883,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
144,126,-108.14172928982434,108.14172928982434,"6,8",common_bus_N-2,2,830,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,11,26.770311409235,2,0
145,127,-103.05544664514919,103.05544664514919,"5,7",common_bus_N-2,2,202,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
146,128,-100.1,100.1,"13,14",common_bus_N-2,2,1086,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
147,129,-0.1,0.1,19,N-1,1,757,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
148,130,-100.1,100.1,"13,14",common_bus_N-2,2,1088,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
149,131,-100.1,100.1,"7,13",common_bus_N-2,2,294,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
150,132,-104.9770575499286,104.9770575499286,"12,19",common_bus_N-2,2,455,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,1,0
151,133,-100.1,100.1,13,N-1,1,1272,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
152,134,-100.12355212355213,100.12355212355213,"9,11",common_bus_N-2,2,950,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,7.282077300548553,1,0
153,135,-103.05544664514919,103.05544664514919,"15,16",common_bus_N-2,2,1388,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
155,136,-107.07207417501179,107.07207417501179,3,N-1,1,797,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,9,0.0,2,0
156,137,-104.02598462268018,104.02598462268018,"1,4",common_bus_N-2,2,127,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,1.5333163619041557,1,0
157,138,-110.03314541628954,110.03314541628954,"6,9",common_bus_N-2,2,128,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,13,127.16073703765869,1,0
158,139,-105.92354664157513,105.92354664157513,6,N-1,1,694,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,1,0
159,140,-105.95829567632416,105.95829567632416,"3,7",common_bus_N-2,2,207,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,9,8.345066785812378,1,0
161,141,-104.17899876870132,104.17899876870132,"6,8",common_bus_N-2,2,679,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,7,7.701049590110778,2,0
162,142,-106.97451762330479,106.97451762330479,"9,11",common_bus_N-2,2,1249,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,10,33.78027057647705,1,0
163,143,-102.18978517897699,102.18978517897699,"14,16",common_bus_N-2,2,285,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,27.1929571390152,1,0
164,144,-103.05544664514919,103.05544664514919,"2,3",common_bus_N-2,2,1071,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
165,145,-100.1,100.1,"2,5",common_bus_N-2,2,1431,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
166,146,0.0,-0.0,"3,5",common_bus_N-2,2,1967,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0,0
167,147,-100.1,100.1,"15,17",common_bus_N-2,2,533,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,7.909111797809601,1,0
168,148,-102.08013266932447,102.08013266932447,12,N-1,1,727,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
169,149,-107.00770501220791,107.00770501220791,"3,6",common_bus_N-2,2,723,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,10,44.36148600578308,1,0
170,150,-100.1,100.1,3,N-1,1,1332,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
171,151,-100.1,100.1,"2,4",common_bus_N-2,2,293,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
172,152,-100.13474903474903,100.13474903474903,"15,16",common_bus_N-2,2,86,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,10.45125961303711,1,0
173,153,-102.08013266932447,102.08013266932447,"6,7",common_bus_N-2,2,1126,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
174,154,-103.05544664514919,103.05544664514919,"0,4",common_bus_N-2,2,761,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
175,155,-101.15932667550952,101.15932667550952,"18,19",common_bus_N-2,2,331,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,4,18.844395065307623,1,0
176,156,-0.1,0.1,"5,8",common_bus_N-2,2,1071,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
177,157,-102.19403228322409,102.19403228322409,"15,16",common_bus_N-2,2,1292,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,31.591608703136444,1,0
178,158,-103.05544664514919,103.05544664514919,1,N-1,1,36,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
180,159,-105.15046327023238,105.15046327023238,"3,4",common_bus_N-2,2,1658,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,8,0.0,2,0
181,160,-104.16777423148582,104.16777423148582,"11,12",common_bus_N-2,2,821,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,32.47886610031128,1,0
182,161,-106.14323776126625,106.14323776126625,"9,11",common_bus_N-2,2,588,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,9,55.74742779135704,1,0
183,162,-107.00926665805382,107.00926665805382,"1,9",common_bus_N-2,2,1079,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,10,33.86100134253502,1,0
184,163,-104.9770575499286,104.9770575499286,"3,6",common_bus_N-2,2,1651,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,1,0
185,164,-105.0354933087893,105.0354933087893,"2,3",common_bus_N-2,2,460,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,16.306218171119696,1,0
186,165,-104.05039971411131,104.05039971411131,"3,8",common_bus_N-2,2,1531,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,8.152103424072266,1,0
187,166,-0.1,0.1,15,N-1,1,1981,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
188,167,-109.99637727880308,109.99637727880308,"9,12",common_bus_N-2,2,603,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,13,107.1098395228386,1,0
190,168,-104.3083539276123,104.3083539276123,5,N-1,1,1156,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,6,29.8936008810997,2,0
191,169,-105.01607192994318,105.01607192994318,"2,3",common_bus_N-2,2,1537,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,10.725026178359983,1,0
192,170,-103.05544664514919,103.05544664514919,18,N-1,1,1080,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
193,171,-106.08570880373729,106.08570880373729,"8,16",common_bus_N-2,2,941,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,9,49.914793968200684,1,0
194,172,-103.27513776484031,103.27513776484031,"9,10",common_bus_N-2,2,1142,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,46.500372648239136,1,0
195,173,-100.1,100.1,"8,14",common_bus_N-2,2,1871,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
196,174,-104.18321824692984,104.18321824692984,"14,16",common_bus_N-2,2,2000,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,36.0730619430542,1,0
197,175,-105.08671005958111,105.08671005958111,"14,16",common_bus_N-2,2,371,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,8,34.81409897804261,1,0
198,176,-100.1,100.1,12,N-1,1,713,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
199,177,-104.02105608476768,104.02105608476768,7,N-1,1,493,True,0.0,0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
201,178,-110.87371276977504,110.87371276977504,8,N-1,1,1515,True,0.0,0,0.0,0.0,0.0,0.0,0.0,2,13,19.29321219921112,2,0
