top_rank,top_bucket,scenario_id,seed,path,first_line,second_line,converged,critical,total_load_shed_mw,island_load_shed_mw,redispatch_load_shed_mw,final_max_loading_ratio,final_outage_labels,num_final_outages,error
17,"top_20,top_50,top_100",1,20260708,L024->L183,L024,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0681455709450045,"L024,L183",2,
18,"top_20,top_50,top_100",1,20260708,L048->L183,L048,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0679832235425503,"L048,L183",2,
19,"top_20,top_50,top_100",1,20260708,L056->L183,L056,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0676419559590604,"L056,L183",2,
20,"top_20,top_50,top_100",1,20260708,L052->L183,L052,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0646498091333846,"L052,L183",2,
21,"top_50,top_100",1,20260708,L114->L183,L114,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0645745231965823,"L114,L183",2,
22,"top_50,top_100",1,20260708,L047->L183,L047,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0641337211055978,"L047,L183",2,
23,"top_50,top_100",1,20260708,L097->L183,L097,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0623812178193016,"L097,L183",2,
24,"top_50,top_100",1,20260708,L133->L183,L133,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0602292582012024,"L133,L183",2,
25,"top_50,top_100",1,20260708,L009->L183,L009,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0585534088542092,"L009,L183",2,
26,"top_50,top_100",1,20260708,L134->L183,L134,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0585534088542092,"L134,L183",2,
27,"top_50,top_100",1,20260708,L007->L183,L007,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.058553408854209,"L007,L183",2,
28,"top_50,top_100",1,20260708,L001->L183,L001,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L001,L183",2,
29,"top_50,top_100",1,20260708,L002->L183,L002,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L002,L183",2,
30,"top_50,top_100",1,20260708,L003->L183,L003,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L003,L183",2,
31,"top_50,top_100",1,20260708,L004->L183,L004,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L004,L183",2,
32,"top_50,top_100",1,20260708,L005->L183,L005,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L005,L183",2,
33,"top_50,top_100",1,20260708,L006->L183,L006,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L006,L183",2,
34,"top_50,top_100",1,20260708,L011->L183,L011,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L011,L183",2,
35,"top_50,top_100",1,20260708,L012->L183,L012,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L012,L183",2,
36,"top_50,top_100",1,20260708,L013->L183,L013,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L013,L183",2,
37,"top_50,top_100",1,20260708,L014->L183,L014,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L014,L183",2,
38,"top_50,top_100",1,20260708,L015->L183,L015,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L015,L183",2,
39,"top_50,top_100",1,20260708,L017->L183,L017,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L017,L183",2,
40,"top_50,top_100",1,20260708,L019->L183,L019,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L019,L183",2,
41,"top_50,top_100",1,20260708,L020->L183,L020,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L020,L183",2,
42,"top_50,top_100",1,20260708,L021->L183,L021,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L021,L183",2,
43,"top_50,top_100",1,20260708,L022->L183,L022,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L022,L183",2,
44,"top_50,top_100",1,20260708,L023->L183,L023,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L023,L183",2,
45,"top_50,top_100",1,20260708,L025->L183,L025,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L025,L183",2,
46,"top_50,top_100",1,20260708,L026->L183,L026,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L026,L183",2,
47,"top_50,top_100",1,20260708,L027->L183,L027,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L027,L183",2,
48,"top_50,top_100",1,20260708,L028->L183,L028,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L028,L183",2,
49,"top_50,top_100",1,20260708,L029->L183,L029,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L029,L183",2,
50,"top_50,top_100",1,20260708,L030->L183,L030,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L030,L183",2,
51,top_100,1,20260708,L031->L183,L031,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L031,L183",2,
52,top_100,1,20260708,L033->L183,L033,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L033,L183",2,
53,top_100,1,20260708,L034->L183,L034,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L034,L183",2,
54,top_100,1,20260708,L035->L183,L035,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L035,L183",2,
55,top_100,1,20260708,L036->L183,L036,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L036,L183",2,
56,top_100,1,20260708,L038->L183,L038,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L038,L183",2,
57,top_100,1,20260708,L039->L183,L039,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L039,L183",2,
58,top_100,1,20260708,L040->L183,L040,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L040,L183",2,
59,top_100,1,20260708,L041->L183,L041,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L041,L183",2,
60,top_100,1,20260708,L042->L183,L042,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L042,L183",2,
61,top_100,1,20260708,L043->L183,L043,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L043,L183",2,
62,top_100,1,20260708,L044->L183,L044,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L044,L183",2,
63,top_100,1,20260708,L045->L183,L045,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L045,L183",2,
64,top_100,1,20260708,L046->L183,L046,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L046,L183",2,
65,top_100,1,20260708,L049->L183,L049,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L049,L183",2,
66,top_100,1,20260708,L050->L183,L050,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L050,L183",2,
67,top_100,1,20260708,L051->L183,L051,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L051,L183",2,
68,top_100,1,20260708,L053->L183,L053,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L053,L183",2,
69,top_100,1,20260708,L054->L183,L054,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L054,L183",2,
70,top_100,1,20260708,L055->L183,L055,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L055,L183",2,
71,top_100,1,20260708,L057->L183,L057,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L057,L183",2,
72,top_100,1,20260708,L059->L183,L059,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L059,L183",2,
73,top_100,1,20260708,L060->L183,L060,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L060,L183",2,
74,top_100,1,20260708,L061->L183,L061,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L061,L183",2,
75,top_100,1,20260708,L062->L183,L062,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L062,L183",2,
76,top_100,1,20260708,L063->L183,L063,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L063,L183",2,
77,top_100,1,20260708,L064->L183,L064,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L064,L183",2,
78,top_100,1,20260708,L065->L183,L065,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L065,L183",2,
79,top_100,1,20260708,L066->L183,L066,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L066,L183",2,
80,top_100,1,20260708,L067->L183,L067,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L067,L183",2,
81,top_100,1,20260708,L068->L183,L068,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L068,L183",2,
82,top_100,1,20260708,L069->L183,L069,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L069,L183",2,
83,top_100,1,20260708,L070->L183,L070,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L070,L183",2,
84,top_100,1,20260708,L071->L183,L071,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L071,L183",2,
85,top_100,1,20260708,L072->L183,L072,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L072,L183",2,
86,top_100,1,20260708,L073->L183,L073,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L073,L183",2,
87,top_100,1,20260708,L074->L183,L074,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L074,L183",2,
88,top_100,1,20260708,L075->L183,L075,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L075,L183",2,
89,top_100,1,20260708,L076->L183,L076,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L076,L183",2,
90,top_100,1,20260708,L077->L183,L077,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L077,L183",2,
91,top_100,1,20260708,L078->L183,L078,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L078,L183",2,
92,top_100,1,20260708,L079->L183,L079,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L079,L183",2,
93,top_100,1,20260708,L080->L183,L080,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L080,L183",2,
94,top_100,1,20260708,L081->L183,L081,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L081,L183",2,
95,top_100,1,20260708,L082->L183,L082,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L082,L183",2,
96,top_100,1,20260708,L083->L183,L083,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L083,L183",2,
97,top_100,1,20260708,L084->L183,L084,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L084,L183",2,
98,top_100,1,20260708,L085->L183,L085,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L085,L183",2,
99,top_100,1,20260708,L086->L183,L086,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L086,L183",2,
100,top_100,1,20260708,L087->L183,L087,L183,True,True,81.35922639729833,81.35922639729833,0.0,0.0555555555555555,"L087,L183",2,
