scenario_id,seed,path,first_line,second_line,converged,critical,total_load_shed_mw,island_load_shed_mw,redispatch_load_shed_mw,final_max_loading_ratio,final_outage_labels,num_final_outages,error
1,20260708,L007->L046,L007,L046,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L047,L007,L047,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L048,L007,L048,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L049,L007,L049,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L050,L007,L050,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L051,L007,L051,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L052,L007,L052,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L053,L007,L053,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L054,L007,L054,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L055,L007,L055,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L056,L007,L056,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L057,L007,L057,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L058,L007,L058,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L059,L007,L059,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L060,L007,L060,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L061,L007,L061,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L062,L007,L062,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L063,L007,L063,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L064,L007,L064,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L065,L007,L065,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L066,L007,L066,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L067,L007,L067,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L068,L007,L068,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L069,L007,L069,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L070,L007,L070,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L071,L007,L071,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L072,L007,L072,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L073,L007,L073,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L074,L007,L074,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L075,L007,L075,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L076,L007,L076,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L077,L007,L077,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L078,L007,L078,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L079,L007,L079,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L080,L007,L080,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L081,L007,L081,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L082,L007,L082,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L083,L007,L083,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L084,L007,L084,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L085,L007,L085,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L086,L007,L086,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L087,L007,L087,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L088,L007,L088,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L089,L007,L089,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L090,L007,L090,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L091,L007,L091,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L092,L007,L092,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L093,L007,L093,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L094,L007,L094,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L095,L007,L095,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L096,L007,L096,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L097,L007,L097,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L098,L007,L098,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L099,L007,L099,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L100,L007,L100,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L101,L007,L101,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L102,L007,L102,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L103,L007,L103,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L104,L007,L104,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L105,L007,L105,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L106,L007,L106,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L107,L007,L107,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L108,L007,L108,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L109,L007,L109,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L110,L007,L110,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L111,L007,L111,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L112,L007,L112,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L113,L007,L113,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L114,L007,L114,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L115,L007,L115,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L116,L007,L116,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L117,L007,L117,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L118,L007,L118,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L119,L007,L119,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L120,L007,L120,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L121,L007,L121,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L122,L007,L122,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L123,L007,L123,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L124,L007,L124,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L125,L007,L125,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L126,L007,L126,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L127,L007,L127,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L128,L007,L128,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L129,L007,L129,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L130,L007,L130,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L131,L007,L131,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L132,L007,L132,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L133,L007,L133,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L134,L007,L134,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L135,L007,L135,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L136,L007,L136,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L137,L007,L137,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L138,L007,L138,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L139,L007,L139,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L140,L007,L140,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L141,L007,L141,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L142,L007,L142,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L143,L007,L143,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L144,L007,L144,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L145,L007,L145,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L146,L007,L146,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L147,L007,L147,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L148,L007,L148,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L149,L007,L149,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L150,L007,L150,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L151,L007,L151,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L152,L007,L152,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L153,L007,L153,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L154,L007,L154,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L155,L007,L155,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L156,L007,L156,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L157,L007,L157,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L158,L007,L158,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L159,L007,L159,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L160,L007,L160,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L161,L007,L161,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L162,L007,L162,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L163,L007,L163,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L164,L007,L164,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L165,L007,L165,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L166,L007,L166,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L167,L007,L167,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L168,L007,L168,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L169,L007,L169,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L170,L007,L170,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L171,L007,L171,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L172,L007,L172,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L173,L007,L173,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L174,L007,L174,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L175,L007,L175,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L176,L007,L176,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L177,L007,L177,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L178,L007,L178,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L179,L007,L179,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L180,L007,L180,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L181,L007,L181,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L182,L007,L182,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L183,L007,L183,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L184,L007,L184,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L185,L007,L185,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L007->L186,L007,L186,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L001,L009,L001,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L002,L009,L002,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L003,L009,L003,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L004,L009,L004,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L005,L009,L005,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L006,L009,L006,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L007,L009,L007,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L008,L009,L008,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L010,L009,L010,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L011,L009,L011,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L012,L009,L012,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L013,L009,L013,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L014,L009,L014,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L015,L009,L015,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L016,L009,L016,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L017,L009,L017,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L018,L009,L018,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L019,L009,L019,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L020,L009,L020,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L021,L009,L021,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L022,L009,L022,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L023,L009,L023,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L024,L009,L024,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L025,L009,L025,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L026,L009,L026,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L027,L009,L027,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L028,L009,L028,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L029,L009,L029,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L030,L009,L030,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L031,L009,L031,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L032,L009,L032,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L033,L009,L033,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L034,L009,L034,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L035,L009,L035,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L036,L009,L036,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L037,L009,L037,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L038,L009,L038,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L039,L009,L039,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L040,L009,L040,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L041,L009,L041,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L042,L009,L042,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L043,L009,L043,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L044,L009,L044,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L045,L009,L045,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L046,L009,L046,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L047,L009,L047,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L048,L009,L048,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L049,L009,L049,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L050,L009,L050,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L051,L009,L051,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L052,L009,L052,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L053,L009,L053,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L054,L009,L054,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L055,L009,L055,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L056,L009,L056,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L057,L009,L057,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L058,L009,L058,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L059,L009,L059,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L060,L009,L060,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L061,L009,L061,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L062,L009,L062,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L063,L009,L063,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L064,L009,L064,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L065,L009,L065,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L066,L009,L066,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L067,L009,L067,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L068,L009,L068,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L069,L009,L069,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L070,L009,L070,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L071,L009,L071,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L072,L009,L072,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L073,L009,L073,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L074,L009,L074,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L075,L009,L075,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L076,L009,L076,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L077,L009,L077,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L078,L009,L078,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L079,L009,L079,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L080,L009,L080,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L081,L009,L081,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L082,L009,L082,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L083,L009,L083,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L084,L009,L084,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L085,L009,L085,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L086,L009,L086,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L087,L009,L087,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L088,L009,L088,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L089,L009,L089,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L090,L009,L090,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L091,L009,L091,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
1,20260708,L009->L092,L009,L092,False,False,,,,,,0,index 13 is out of bounds for axis 1 with size 13
