seed,gate_size,probes_per_second_line,promotion_min_positives,num_first_line_states,num_complete_subset_path_labels,num_source_s1_states,num_system_first_lines,complete_first_line_fraction_of_source_s1,complete_first_line_fraction_of_system,num_probe_paths,num_probe_positives,num_promoted_second_lines,promoted_second_lines,num_high_impact_gate_lines,num_promoted_high_impact_gate_lines,high_impact_line_recall,num_total_critical_paths,num_gate_critical_paths,num_captured_critical_paths,gate_critical_recall,complete_subset_critical_recall,estimated_n2_queries_before_fallback
20261107,26,3,1,81,14985,100,186,0.81,0.43548387096774194,78,20,7,L181;L180;L147;L016;L183;L184;L097,7,7,1.0,674,545,528,0.9688073394495413,0.7833827893175074,624
20261107,26,3,2,81,14985,100,186,0.81,0.43548387096774194,78,20,7,L181;L180;L147;L016;L183;L184;L097,7,7,1.0,674,545,528,0.9688073394495413,0.7833827893175074,624
20261107,26,3,3,81,14985,100,186,0.81,0.43548387096774194,78,20,6,L181;L180;L147;L016;L183;L184,7,6,0.8571428571428571,674,545,488,0.8954128440366973,0.7240356083086054,546
20261107,26,5,1,81,14985,100,186,0.81,0.43548387096774194,130,34,7,L181;L180;L147;L016;L183;L184;L097,7,7,1.0,674,545,528,0.9688073394495413,0.7833827893175074,662
20261107,26,5,2,81,14985,100,186,0.81,0.43548387096774194,130,34,7,L181;L180;L147;L016;L183;L184;L097,7,7,1.0,674,545,528,0.9688073394495413,0.7833827893175074,662
20261107,26,5,3,81,14985,100,186,0.81,0.43548387096774194,130,34,7,L181;L180;L147;L016;L183;L184;L097,7,7,1.0,674,545,528,0.9688073394495413,0.7833827893175074,662
20261107,26,5,4,81,14985,100,186,0.81,0.43548387096774194,130,34,7,L181;L180;L147;L016;L183;L184;L097,7,7,1.0,674,545,528,0.9688073394495413,0.7833827893175074,662
20261107,26,5,5,81,14985,100,186,0.81,0.43548387096774194,130,34,6,L181;L180;L147;L016;L183;L184,7,6,0.8571428571428571,674,545,490,0.8990825688073395,0.7270029673590505,586
20261108,26,1,1,66,12210,100,186,0.66,0.3548387096774194,26,2,2,L016;L047,3,2,0.6666666666666666,565,202,132,0.6534653465346535,0.2336283185840708,156
20261108,26,3,1,66,12210,100,186,0.66,0.3548387096774194,78,8,4,L016;L047;L051;L054,3,3,1.0,565,202,188,0.9306930693069307,0.3327433628318584,330
20261108,26,3,2,66,12210,100,186,0.66,0.3548387096774194,78,8,2,L016;L047,3,2,0.6666666666666666,565,202,134,0.6633663366336634,0.23716814159292035,204
20261108,26,3,3,66,12210,100,186,0.66,0.3548387096774194,78,8,2,L016;L047,3,2,0.6666666666666666,565,202,134,0.6633663366336634,0.23716814159292035,204
20261108,26,5,1,66,12210,100,186,0.66,0.3548387096774194,130,13,4,L016;L047;L051;L054,3,3,1.0,565,202,188,0.9306930693069307,0.3327433628318584,374
20261108,26,5,2,66,12210,100,186,0.66,0.3548387096774194,130,13,3,L016;L047;L051,3,2,0.6666666666666666,565,202,147,0.7277227722772277,0.26017699115044246,313
20261108,26,5,3,66,12210,100,186,0.66,0.3548387096774194,130,13,2,L016;L047,3,2,0.6666666666666666,565,202,135,0.6683168316831684,0.23893805309734514,252
20261108,26,5,4,66,12210,100,186,0.66,0.3548387096774194,130,13,2,L016;L047,3,2,0.6666666666666666,565,202,135,0.6683168316831684,0.23893805309734514,252
20261108,26,5,5,66,12210,100,186,0.66,0.3548387096774194,130,13,2,L016;L047,3,2,0.6666666666666666,565,202,135,0.6683168316831684,0.23893805309734514,252
20261101,76,1,1,74,13690,100,186,0.74,0.3978494623655914,76,9,9,L051;L097;L008;L047;L016;L151;L183;L184;L054,6,6,1.0,579,535,494,0.9233644859813084,0.853195164075993,733
20261101,76,3,1,74,13690,100,186,0.74,0.3978494623655914,228,23,11,L047;L016;L151;L183;L184;L054;L051;L097;L008;L118;L037,6,6,1.0,579,535,517,0.9663551401869159,0.8929188255613126,1009
20261101,76,3,2,74,13690,100,186,0.74,0.3978494623655914,228,23,6,L047;L016;L151;L183;L184;L054,6,6,1.0,579,535,447,0.8355140186915888,0.772020725388601,654
20261101,76,3,3,74,13690,100,186,0.74,0.3978494623655914,228,23,6,L047;L016;L151;L183;L184;L054,6,6,1.0,579,535,447,0.8355140186915888,0.772020725388601,654
20261101,76,5,1,74,13690,100,186,0.74,0.3978494623655914,380,37,11,L047;L016;L151;L183;L184;L054;L051;L008;L097;L118;L037,6,6,1.0,579,535,517,0.9663551401869159,0.8929188255613126,1139
20261101,76,5,2,74,13690,100,186,0.74,0.3978494623655914,380,37,8,L047;L016;L151;L183;L184;L054;L051;L008,6,6,1.0,579,535,494,0.9233644859813084,0.853195164075993,932
20261101,76,5,3,74,13690,100,186,0.74,0.3978494623655914,380,37,6,L047;L016;L151;L183;L184;L054,6,6,1.0,579,535,449,0.8392523364485981,0.7754749568221071,794
20261101,76,5,4,74,13690,100,186,0.74,0.3978494623655914,380,37,6,L047;L016;L151;L183;L184;L054,6,6,1.0,579,535,449,0.8392523364485981,0.7754749568221071,794
20261101,76,5,5,74,13690,100,186,0.74,0.3978494623655914,380,37,6,L047;L016;L151;L183;L184;L054,6,6,1.0,579,535,449,0.8392523364485981,0.7754749568221071,794
20261102,76,1,1,73,13505,100,186,0.73,0.3924731182795699,76,11,11,L016;L147;L047;L181;L183;L184;L185;L061;L017;L028;L027,9,9,1.0,711,671,662,0.9865871833084948,0.9310829817158931,867
20261102,76,3,1,73,13505,100,186,0.73,0.3924731182795699,228,29,11,L016;L147;L047;L181;L183;L184;L185;L061;L017;L028;L027,9,9,1.0,711,671,662,0.9865871833084948,0.9310829817158931,997
20261102,76,3,2,73,13505,100,186,0.73,0.3924731182795699,228,29,9,L016;L147;L047;L181;L183;L184;L185;L061;L017,9,9,1.0,711,671,659,0.9821162444113264,0.9268635724331927,858
20261102,76,3,3,73,13505,100,186,0.73,0.3924731182795699,228,29,9,L016;L147;L047;L181;L183;L184;L185;L061;L017,9,9,1.0,711,671,659,0.9821162444113264,0.9268635724331927,858
20261102,76,5,1,73,13505,100,186,0.73,0.3924731182795699,380,48,12,L016;L147;L047;L181;L183;L184;L185;L061;L017;L137;L028;L027,9,9,1.0,711,671,663,0.9880774962742176,0.9324894514767933,1195
20261102,76,5,2,73,13505,100,186,0.73,0.3924731182795699,380,48,9,L016;L147;L047;L181;L183;L184;L185;L061;L017,9,9,1.0,711,671,660,0.9836065573770492,0.9282700421940928,992
20261102,76,5,3,73,13505,100,186,0.73,0.3924731182795699,380,48,9,L016;L147;L047;L181;L183;L184;L185;L061;L017,9,9,1.0,711,671,660,0.9836065573770492,0.9282700421940928,992
20261102,76,5,4,73,13505,100,186,0.73,0.3924731182795699,380,48,9,L016;L147;L047;L181;L183;L184;L185;L061;L017,9,9,1.0,711,671,660,0.9836065573770492,0.9282700421940928,992
20261102,76,5,5,73,13505,100,186,0.73,0.3924731182795699,380,48,9,L016;L147;L047;L181;L183;L184;L185;L061;L017,9,9,1.0,711,671,660,0.9836065573770492,0.9282700421940928,992
20261103,76,1,1,71,13135,100,186,0.71,0.3817204301075269,76,7,7,L147;L016;L047;L181;L183;L184;L097,6,6,1.0,516,477,428,0.8972746331236897,0.8294573643410853,566
20261103,76,3,1,71,13135,100,186,0.71,0.3817204301075269,228,21,9,L147;L016;L047;L181;L183;L184;L054;L097;L162,6,6,1.0,516,477,461,0.9664570230607966,0.8934108527131783,839
20261103,76,3,2,71,13135,100,186,0.71,0.3817204301075269,228,21,6,L147;L016;L047;L181;L183;L184,6,6,1.0,516,477,429,0.89937106918239,0.8313953488372093,636
20261103,76,3,3,71,13135,100,186,0.71,0.3817204301075269,228,21,6,L147;L016;L047;L181;L183;L184,6,6,1.0,516,477,429,0.89937106918239,0.8313953488372093,636
20261103,76,5,1,71,13135,100,186,0.71,0.3817204301075269,380,34,9,L147;L016;L047;L181;L183;L184;L054;L097;L162,6,6,1.0,516,477,461,0.9664570230607966,0.8934108527131783,973
20261103,76,5,2,71,13135,100,186,0.71,0.3817204301075269,380,34,7,L147;L016;L047;L181;L183;L184;L054,6,6,1.0,516,477,460,0.9643605870020965,0.8914728682170543,842
20261103,76,5,3,71,13135,100,186,0.71,0.3817204301075269,380,34,6,L147;L016;L047;L181;L183;L184,6,6,1.0,516,477,430,0.9014675052410901,0.8333333333333334,776
20261103,76,5,4,71,13135,100,186,0.71,0.3817204301075269,380,34,6,L147;L016;L047;L181;L183;L184,6,6,1.0,516,477,430,0.9014675052410901,0.8333333333333334,776
20261103,76,5,5,71,13135,100,186,0.71,0.3817204301075269,380,34,6,L147;L016;L047;L181;L183;L184,6,6,1.0,516,477,430,0.9014675052410901,0.8333333333333334,776
20261104,76,1,1,61,11285,100,186,0.61,0.3279569892473118,76,7,7,L016;L147;L047;L181;L054;L183;L184,7,7,1.0,546,448,424,0.9464285714285714,0.7765567765567766,496
20261104,76,3,1,61,11285,100,186,0.61,0.3279569892473118,228,21,8,L016;L147;L047;L181;L183;L184;L054;L032,7,7,1.0,546,448,434,0.96875,0.7948717948717948,692
20261104,76,3,2,61,11285,100,186,0.61,0.3279569892473118,228,21,7,L016;L147;L047;L181;L183;L184;L054,7,7,1.0,546,448,425,0.9486607142857143,0.7783882783882784,634
20261104,76,3,3,61,11285,100,186,0.61,0.3279569892473118,228,21,6,L016;L147;L047;L181;L183;L184,7,6,0.8571428571428571,546,448,369,0.8236607142857143,0.6758241758241759,576
20261104,76,5,1,61,11285,100,186,0.61,0.3279569892473118,380,37,9,L016;L147;L047;L181;L183;L184;L054;L032;L139,7,7,1.0,546,448,435,0.9709821428571429,0.7967032967032966,884
20261104,76,5,2,61,11285,100,186,0.61,0.3279569892473118,380,37,8,L016;L147;L047;L181;L183;L184;L054;L032,7,7,1.0,546,448,435,0.9709821428571429,0.7967032967032966,828
20261104,76,5,3,61,11285,100,186,0.61,0.3279569892473118,380,37,7,L016;L147;L047;L181;L183;L184;L054,7,7,1.0,546,448,427,0.953125,0.782051282051282,772
20261104,76,5,4,61,11285,100,186,0.61,0.3279569892473118,380,37,7,L016;L147;L047;L181;L183;L184;L054,7,7,1.0,546,448,427,0.953125,0.782051282051282,772
20261104,76,5,5,61,11285,100,186,0.61,0.3279569892473118,380,37,6,L016;L147;L047;L181;L183;L184,7,6,0.8571428571428571,546,448,373,0.8325892857142857,0.6831501831501832,716
20261105,76,1,1,75,13875,100,186,0.75,0.4032258064516129,76,9,9,L047;L016;L147;L181;L183;L184;L054;L071;L017,9,9,1.0,708,679,653,0.9617083946980854,0.922316384180791,742
20261105,76,3,1,75,13875,100,186,0.75,0.4032258064516129,228,29,11,L047;L016;L147;L181;L183;L184;L054;L071;L017;L051;L028,9,9,1.0,708,679,665,0.979381443298969,0.9392655367231638,1020
20261105,76,3,2,75,13875,100,186,0.75,0.4032258064516129,228,29,9,L047;L016;L147;L181;L183;L184;L054;L071;L017,9,9,1.0,708,679,655,0.9646539027982327,0.9251412429378532,876
20261105,76,3,3,75,13875,100,186,0.75,0.4032258064516129,228,29,9,L047;L016;L147;L181;L183;L184;L054;L071;L017,9,9,1.0,708,679,655,0.9646539027982327,0.9251412429378532,876
20261105,76,5,1,75,13875,100,186,0.75,0.4032258064516129,380,48,12,L047;L016;L147;L181;L183;L184;L054;L071;L017;L051;L028;L136,9,9,1.0,708,679,667,0.9823269513991163,0.942090395480226,1219
20261105,76,5,2,75,13875,100,186,0.75,0.4032258064516129,380,48,9,L047;L016;L147;L181;L183;L184;L054;L071;L017,9,9,1.0,708,679,656,0.9661266568483063,0.9265536723163842,1010
20261105,76,5,3,75,13875,100,186,0.75,0.4032258064516129,380,48,9,L047;L016;L147;L181;L183;L184;L054;L071;L017,9,9,1.0,708,679,656,0.9661266568483063,0.9265536723163842,1010
20261105,76,5,4,75,13875,100,186,0.75,0.4032258064516129,380,48,9,L047;L016;L147;L181;L183;L184;L054;L071;L017,9,9,1.0,708,679,656,0.9661266568483063,0.9265536723163842,1010
20261105,76,5,5,75,13875,100,186,0.75,0.4032258064516129,380,48,9,L047;L016;L147;L181;L183;L184;L054;L071;L017,9,9,1.0,708,679,656,0.9661266568483063,0.9265536723163842,1010
20261106,76,1,1,85,15725,100,186,0.85,0.45698924731182794,76,9,9,L051;L054;L047;L181;L016;L147;L183;L184;L036,7,7,1.0,752,706,635,0.8994334277620396,0.8444148936170213,832
20261106,76,3,1,85,15725,100,186,0.85,0.45698924731182794,228,24,10,L054;L047;L181;L016;L147;L183;L184;L051;L008;L036,7,7,1.0,752,706,669,0.9475920679886686,0.8896276595744681,1048
20261106,76,3,2,85,15725,100,186,0.85,0.45698924731182794,228,24,7,L054;L047;L181;L016;L147;L183;L184,7,7,1.0,752,706,597,0.8456090651558074,0.7938829787234043,802
20261106,76,3,3,85,15725,100,186,0.85,0.45698924731182794,228,24,7,L054;L047;L181;L016;L147;L183;L184,7,7,1.0,752,706,597,0.8456090651558074,0.7938829787234043,802
20261106,76,5,1,85,15725,100,186,0.85,0.45698924731182794,380,42,11,L054;L047;L181;L016;L147;L183;L184;L051;L037;L008;L036,7,7,1.0,752,706,677,0.9589235127478754,0.9002659574468085,1260
20261106,76,5,2,85,15725,100,186,0.85,0.45698924731182794,380,42,9,L054;L047;L181;L016;L147;L183;L184;L051;L037,7,7,1.0,752,706,633,0.896600566572238,0.8417553191489362,1100
20261106,76,5,3,85,15725,100,186,0.85,0.45698924731182794,380,42,8,L054;L047;L181;L016;L147;L183;L184;L051,7,7,1.0,752,706,627,0.8881019830028328,0.8337765957446809,1020
20261106,76,5,4,85,15725,100,186,0.85,0.45698924731182794,380,42,7,L054;L047;L181;L016;L147;L183;L184,7,7,1.0,752,706,601,0.8512747875354107,0.7992021276595744,940
20261106,76,5,5,85,15725,100,186,0.85,0.45698924731182794,380,42,7,L054;L047;L181;L016;L147;L183;L184,7,7,1.0,752,706,601,0.8512747875354107,0.7992021276595744,940
20261107,76,1,1,81,14985,100,186,0.81,0.43548387096774194,76,10,10,L097;L181;L180;L147;L016;L183;L184;L054;L029;L027,8,8,1.0,674,638,609,0.9545454545454546,0.9035608308605341,876
20261107,76,3,1,81,14985,100,186,0.81,0.43548387096774194,228,25,10,L181;L180;L147;L016;L183;L184;L054;L097;L029;L027,8,8,1.0,674,638,609,0.9545454545454546,0.9035608308605341,1008
20261107,76,3,2,81,14985,100,186,0.81,0.43548387096774194,228,25,8,L181;L180;L147;L016;L183;L184;L054;L097,8,8,1.0,674,638,609,0.9545454545454546,0.9035608308605341,852
20261107,76,3,3,81,14985,100,186,0.81,0.43548387096774194,228,25,7,L181;L180;L147;L016;L183;L184;L054,8,7,0.875,674,638,569,0.8918495297805643,0.844213649851632,774
20261107,76,5,1,81,14985,100,186,0.81,0.43548387096774194,380,41,10,L181;L180;L147;L016;L183;L184;L054;L097;L029;L027,8,8,1.0,674,638,609,0.9545454545454546,0.9035608308605341,1140
20261107,76,5,2,81,14985,100,186,0.81,0.43548387096774194,380,41,8,L181;L180;L147;L016;L183;L184;L054;L097,8,8,1.0,674,638,609,0.9545454545454546,0.9035608308605341,988
20261107,76,5,3,81,14985,100,186,0.81,0.43548387096774194,380,41,8,L181;L180;L147;L016;L183;L184;L054;L097,8,8,1.0,674,638,609,0.9545454545454546,0.9035608308605341,988
20261107,76,5,4,81,14985,100,186,0.81,0.43548387096774194,380,41,8,L181;L180;L147;L016;L183;L184;L054;L097,8,8,1.0,674,638,609,0.9545454545454546,0.9035608308605341,988
20261107,76,5,5,81,14985,100,186,0.81,0.43548387096774194,380,41,7,L181;L180;L147;L016;L183;L184;L054,8,7,0.875,674,638,571,0.8949843260188087,0.8471810089020771,912
20261108,76,1,1,66,12210,100,186,0.66,0.3548387096774194,76,9,9,L016;L047;L183;L184;L029;L028;L027;L185;L181,7,6,0.8571428571428571,565,481,399,0.8295218295218295,0.7061946902654868,661
20261108,76,3,1,66,12210,100,186,0.66,0.3548387096774194,228,24,12,L016;L047;L183;L184;L185;L181;L051;L054;L029;L028;L027;L070,7,7,1.0,565,481,457,0.9501039501039501,0.8088495575221238,984
20261108,76,3,2,66,12210,100,186,0.66,0.3548387096774194,228,24,6,L016;L047;L183;L184;L185;L181,7,6,0.8571428571428571,565,481,402,0.8357588357588358,0.7115044247787611,606
20261108,76,3,3,66,12210,100,186,0.66,0.3548387096774194,228,24,6,L016;L047;L183;L184;L185;L181,7,6,0.8571428571428571,565,481,402,0.8357588357588358,0.7115044247787611,606
20261108,76,5,1,66,12210,100,186,0.66,0.3548387096774194,380,37,12,L016;L047;L183;L184;L185;L181;L051;L054;L029;L028;L027;L070,7,7,1.0,565,481,457,0.9501039501039501,0.8088495575221238,1112
20261108,76,5,2,66,12210,100,186,0.66,0.3548387096774194,380,37,7,L016;L047;L183;L184;L185;L181;L051,7,6,0.8571428571428571,565,481,415,0.8627858627858628,0.7345132743362832,807
20261108,76,5,3,66,12210,100,186,0.66,0.3548387096774194,380,37,6,L016;L047;L183;L184;L185;L181,7,6,0.8571428571428571,565,481,403,0.8378378378378378,0.7132743362831858,746
20261108,76,5,4,66,12210,100,186,0.66,0.3548387096774194,380,37,6,L016;L047;L183;L184;L185;L181,7,6,0.8571428571428571,565,481,403,0.8378378378378378,0.7132743362831858,746
