first_line,second_line,num_seeds_seen,critical_count,critical_rate,mean_pio_score
L28,L07,5,2,0.4,0.7006219863891602
L28,L27,5,2,0.4,0.7807840824127197
L01,L12,5,1,0.2,0.482253634929657
L01,L13,5,1,0.2,0.4758646488189697
L04,L01,5,1,0.2,0.5020054578781128
L23,L29,5,1,0.2,0.5502003788948059
L01,L02,5,0,0.0,0.46027061343193054
L01,L03,5,0,0.0,0.3462848007678986
L01,L04,5,0,0.0,0.39467833638191224
L01,L05,5,0,0.0,0.4218761444091797
L01,L06,5,0,0.0,0.3687920391559601
L01,L07,5,0,0.0,0.4627240002155304
L01,L08,5,0,0.0,0.4240474820137024
L01,L09,5,0,0.0,0.48445825576782225
L01,L10,5,0,0.0,0.48972630500793457
L01,L11,5,0,0.0,0.34526081681251525
L01,L14,5,0,0.0,0.4927566111087799
L01,L15,5,0,0.0,0.49733195900917054
L01,L16,5,0,0.0,0.5168338656425476
L01,L17,5,0,0.0,0.5201541423797608
L01,L18,5,0,0.0,0.49478003978729246
L01,L19,5,0,0.0,0.4619249105453491
L01,L20,5,0,0.0,0.48403998613357546
L01,L21,5,0,0.0,0.4902139902114868
L01,L22,5,0,0.0,0.4485020935535431
L01,L23,5,0,0.0,0.5027201235294342
L01,L24,5,0,0.0,0.41459137201309204
L01,L25,5,0,0.0,0.4851929783821106
L01,L26,5,0,0.0,0.4851929783821106
L01,L27,5,0,0.0,0.4902279913425446
L01,L28,5,0,0.0,0.5034037351608276
L01,L29,5,0,0.0,0.3797325909137726
L01,L30,5,0,0.0,0.43712236881256106
L01,L31,5,0,0.0,0.42549991607666016
L01,L32,5,0,0.0,0.3898127615451813
L01,L33,5,0,0.0,0.3898127615451813
L01,L34,5,0,0.0,0.35320147275924685
L01,L35,5,0,0.0,0.35320147275924685
L01,L36,5,0,0.0,0.42990670800209047
L01,L37,5,0,0.0,0.42990670800209047
L01,L38,5,0,0.0,0.4546813011169434
L02,L01,5,0,0.0,0.3193707585334778
L02,L03,5,0,0.0,0.4044901132583618
L02,L04,5,0,0.0,0.325280749797821
L02,L05,5,0,0.0,0.328901606798172
L02,L06,5,0,0.0,0.30449426174163813
L02,L08,5,0,0.0,0.3513262867927551
L02,L09,5,0,0.0,0.3007340550422668
L02,L10,5,0,0.0,0.3973856568336486
L02,L11,5,0,0.0,0.3741393208503723
L02,L12,5,0,0.0,0.3194883406162262
L02,L13,5,0,0.0,0.2946592032909393
L02,L14,5,0,0.0,0.3753446102142334
L02,L15,5,0,0.0,0.3758110046386719
L02,L16,5,0,0.0,0.4156838238239288
L02,L17,5,0,0.0,0.4140950977802277
L02,L18,5,0,0.0,0.36875776052474973
L02,L19,5,0,0.0,0.4015773952007294
L02,L20,5,0,0.0,0.33424960374832147
L02,L21,5,0,0.0,0.3931167960166931
L02,L22,5,0,0.0,0.3775953948497772
L02,L23,5,0,0.0,0.4813132643699646
L02,L24,5,0,0.0,0.418330317735672
L02,L25,5,0,0.0,0.46686562299728396
L02,L26,5,0,0.0,0.46686562299728396
L02,L28,5,0,0.0,0.4891467750072479
L02,L29,5,0,0.0,0.39069938659667963
L02,L30,5,0,0.0,0.42901669144630433
L02,L31,5,0,0.0,0.41425666213035583
L02,L32,5,0,0.0,0.38026992082595823
L02,L33,5,0,0.0,0.3802699148654938
L02,L34,5,0,0.0,0.3053531050682068
L02,L35,5,0,0.0,0.30535309910774233
L02,L36,5,0,0.0,0.3365441203117371
L02,L37,5,0,0.0,0.3365441024303436
L02,L38,5,0,0.0,0.4405142068862915
L03,L01,5,0,0.0,0.49056389927864075
L03,L02,5,0,0.0,0.4663106739521027
L03,L04,5,0,0.0,0.44700281620025634
L03,L05,5,0,0.0,0.476540744304657
L03,L06,5,0,0.0,0.3989681780338287
L03,L07,5,0,0.0,0.4386414587497711
L03,L08,5,0,0.0,0.45117862820625304
L03,L10,5,0,0.0,0.5645701885223389
L03,L11,5,0,0.0,0.5347190856933594
L03,L12,5,0,0.0,0.4742296993732452
L03,L13,5,0,0.0,0.40928969979286195
L03,L14,5,0,0.0,0.5321249485015869
L03,L15,5,0,0.0,0.5657143115997314
L03,L16,5,0,0.0,0.6050034880638122
L03,L17,5,0,0.0,0.6227329850196839
L03,L18,5,0,0.0,0.5918119192123413
L03,L19,5,0,0.0,0.42058347463607787
L03,L20,5,0,0.0,0.5756001472473145
L03,L21,5,0,0.0,0.5856287360191346
L03,L22,5,0,0.0,0.505312728881836
L03,L23,5,0,0.0,0.492084139585495
L03,L24,5,0,0.0,0.3522975087165833
L03,L25,5,0,0.0,0.3917295277118683
L03,L26,5,0,0.0,0.3917295157909393
L03,L27,5,0,0.0,0.3827978909015655
L03,L28,5,0,0.0,0.4358915865421295
L03,L29,5,0,0.0,0.36072561144828796
L03,L30,5,0,0.0,0.3936427593231201
L03,L31,5,0,0.0,0.35962516069412226
L03,L32,5,0,0.0,0.3646118342876434
L03,L33,5,0,0.0,0.3646118342876434
L03,L34,5,0,0.0,0.45395064949989317
L03,L35,5,0,0.0,0.45395064949989317
L03,L36,5,0,0.0,0.5499103307723999
L03,L37,5,0,0.0,0.5499103307723999
L03,L38,5,0,0.0,0.3814375936985016
L04,L02,5,0,0.0,0.4806871771812439
L04,L03,5,0,0.0,0.37798325419425965
L04,L05,5,0,0.0,0.38759151101112366
L04,L06,5,0,0.0,0.42912850975990297
L04,L07,5,0,0.0,0.5185398697853089
L04,L11,5,0,0.0,0.49729660153388977
L04,L12,5,0,0.0,0.46818873286247253
L04,L13,5,0,0.0,0.43785067796707156
L04,L14,5,0,0.0,0.5355351328849792
L04,L15,5,0,0.0,0.5413382530212403
L04,L16,5,0,0.0,0.5678441524505615
L04,L17,5,0,0.0,0.5717034459114074
L04,L18,5,0,0.0,0.5426859140396119
L04,L19,5,0,0.0,0.5015227973461152
L04,L20,5,0,0.0,0.5308593392372132
L04,L21,5,0,0.0,0.5366359114646911
L04,L22,5,0,0.0,0.4893720030784607
L04,L23,5,0,0.0,0.5478013396263123
L04,L24,5,0,0.0,0.44021989703178405
L04,L25,5,0,0.0,0.5308233380317688
L04,L26,5,0,0.0,0.5308233380317688
L04,L27,5,0,0.0,0.5363639712333679
L04,L28,5,0,0.0,0.5483562469482421
L04,L29,5,0,0.0,0.40571955442428587
L04,L30,5,0,0.0,0.474285751581192
L04,L31,5,0,0.0,0.46337281465530394
L04,L32,5,0,0.0,0.42330636382102965
L04,L33,5,0,0.0,0.42330636382102965
L04,L34,5,0,0.0,0.3854768455028533
L04,L35,5,0,0.0,0.3854768455028533
L04,L36,5,0,0.0,0.47173984050750734
L04,L37,5,0,0.0,0.47173985838890076
L04,L38,5,0,0.0,0.49660844802856446
L05,L01,5,0,0.0,0.4822924375534058
L05,L02,5,0,0.0,0.4923418939113617
L05,L03,5,0,0.0,0.3795940101146698
L05,L04,5,0,0.0,0.44279659986495973
L05,L06,5,0,0.0,0.42470099329948424
L05,L07,5,0,0.0,0.5282802820205689
L05,L08,5,0,0.0,0.5362234115600586
L05,L09,5,0,0.0,0.5439900994300843
L05,L11,5,0,0.0,0.5006082832813263
L05,L12,5,0,0.0,0.49108354449272157
L05,L13,5,0,0.0,0.45922589898109434
L05,L14,5,0,0.0,0.5542434692382813
L05,L15,5,0,0.0,0.5590736627578735
L05,L16,5,0,0.0,0.5789961576461792
L05,L17,5,0,0.0,0.5825597882270813
L05,L18,5,0,0.0,0.5560483455657959
L05,L19,5,0,0.0,0.5194640755653381
L05,L20,5,0,0.0,0.5442080020904541
L05,L21,5,0,0.0,0.5503866314888001
L05,L22,5,0,0.0,0.5041449964046478
L05,L23,5,0,0.0,0.5628798365592956
L05,L24,5,0,0.0,0.46372437477111816
L05,L25,5,0,0.0,0.5432342886924744
L05,L26,5,0,0.0,0.5432342886924744
L05,L27,5,0,0.0,0.5498169302940369
L05,L28,5,0,0.0,0.5632160305976868
L05,L29,5,0,0.0,0.4242019891738892
L05,L30,5,0,0.0,0.48879926204681395
L05,L31,5,0,0.0,0.4759168803691864
L05,L32,5,0,0.0,0.43623682856559753
L05,L33,5,0,0.0,0.436236834526062
L05,L34,5,0,0.0,0.3955095946788788
L05,L35,5,0,0.0,0.3955095946788788
L05,L36,5,0,0.0,0.4827946305274963
L05,L37,5,0,0.0,0.4827946305274963
L05,L38,5,0,0.0,0.5088108479976654
L06,L01,5,0,0.0,0.43069909811019896
L06,L02,5,0,0.0,0.3772372484207153
L06,L03,5,0,0.0,0.3450422823429108
L06,L04,5,0,0.0,0.3162501633167267
L06,L05,5,0,0.0,0.3448707818984985
L06,L08,5,0,0.0,0.46621357798576357
L06,L09,5,0,0.0,0.4441165626049042
L06,L10,5,0,0.0,0.49069286584854127
L06,L11,5,0,0.0,0.445093035697937
L06,L12,5,0,0.0,0.38562610745429987
L06,L13,5,0,0.0,0.352961403131485
L06,L14,5,0,0.0,0.46574615240097045
L06,L15,5,0,0.0,0.47499108910560606
L06,L16,5,0,0.0,0.4991342008113861
L06,L17,5,0,0.0,0.5039823472499847
L06,L18,5,0,0.0,0.4671208143234253
L06,L19,5,0,0.0,0.4510897397994995
L06,L20,5,0,0.0,0.4460017442703247
L06,L21,5,0,0.0,0.4787497818470001
L06,L22,5,0,0.0,0.4473654866218567
L06,L23,5,0,0.0,0.5173212647438049
L06,L24,5,0,0.0,0.4349066257476807
L06,L25,5,0,0.0,0.5002755403518677
L06,L26,5,0,0.0,0.5002755403518677
L06,L28,5,0,0.0,0.5210672616958618
L06,L29,5,0,0.0,0.4024436056613922
L06,L30,5,0,0.0,0.45474858283996583
L06,L31,5,0,0.0,0.44107659459114074
L06,L32,5,0,0.0,0.40444419980049134
L06,L33,5,0,0.0,0.4044442057609558
L06,L34,5,0,0.0,0.34100986719131465
L06,L35,5,0,0.0,0.34100986719131465
L06,L36,5,0,0.0,0.4019424140453339
L06,L37,5,0,0.0,0.40194242596626284
L06,L38,5,0,0.0,0.47051274180412295
L07,L01,5,0,0.0,0.5042966723442077
L07,L03,5,0,0.0,0.47245293855667114
L07,L04,5,0,0.0,0.5145077705383301
L07,L05,5,0,0.0,0.47278590202331544
L07,L08,5,0,0.0,0.5771477818489075
L07,L09,5,0,0.0,0.5804221153259277
L07,L10,5,0,0.0,0.6408592462539673
L07,L11,5,0,0.0,0.5905344247817993
L07,L12,5,0,0.0,0.5316224217414856
L07,L13,5,0,0.0,0.5345657229423523
L07,L14,5,0,0.0,0.6655478596687316
L07,L15,5,0,0.0,0.6583749651908875
L07,L16,5,0,0.0,0.66849684715271
L07,L17,5,0,0.0,0.6615843415260315
L07,L18,5,0,0.0,0.6115036010742188
L07,L19,5,0,0.0,0.6678915739059448
L07,L20,5,0,0.0,0.5914388060569763
L07,L21,5,0,0.0,0.656651771068573
L07,L22,5,0,0.0,0.6302656769752503
L07,L25,5,0,0.0,0.6337264657020569
L07,L26,5,0,0.0,0.6337264657020569
L07,L27,5,0,0.0,0.4359146058559418
L07,L30,5,0,0.0,0.6273218750953674
L07,L31,5,0,0.0,0.589146864414215
L07,L32,5,0,0.0,0.5514535427093505
L07,L33,5,0,0.0,0.5514535427093505
L07,L34,5,0,0.0,0.4659949839115143
L07,L35,5,0,0.0,0.4659949719905853
L07,L36,5,0,0.0,0.5192541897296905
L07,L37,5,0,0.0,0.5192541956901551
L07,L38,5,0,0.0,0.6069074034690857
L08,L03,5,0,0.0,0.4890855312347412
L08,L05,5,0,0.0,0.45826558470726014
L08,L06,5,0,0.0,0.5271817743778229
L08,L11,5,0,0.0,0.5504712104797364
L08,L12,5,0,0.0,0.5351780533790589
L08,L13,5,0,0.0,0.523686695098877
L08,L14,5,0,0.0,0.5741710424423218
L08,L15,5,0,0.0,0.582624089717865
L08,L16,5,0,0.0,0.6277827739715576
L08,L17,5,0,0.0,0.6311753392219543
L08,L18,5,0,0.0,0.5901533365249634
L08,L19,5,0,0.0,0.5389816761016846
L08,L20,5,0,0.0,0.5774141550064087
L08,L21,5,0,0.0,0.5817320942878723
L08,L22,5,0,0.0,0.5276849150657654
L08,L23,5,0,0.0,0.588278877735138
L08,L24,5,0,0.0,0.4636004149913788
L08,L25,5,0,0.0,0.5747238278388977
L08,L26,5,0,0.0,0.5747238278388977
L08,L28,5,0,0.0,0.5877842426300048
L08,L29,5,0,0.0,0.42681664824485777
L08,L30,5,0,0.0,0.5071366012096405
L08,L31,5,0,0.0,0.4978726267814636
L08,L32,5,0,0.0,0.45308088064193724
L08,L33,5,0,0.0,0.45308088660240176
L08,L34,5,0,0.0,0.4168164968490601
L08,L35,5,0,0.0,0.4168164968490601
L08,L36,5,0,0.0,0.5123946964740753
L08,L37,5,0,0.0,0.5123946845531464
L08,L38,5,0,0.0,0.5358320474624634
L09,L01,5,0,0.0,0.35200826525688167
L09,L02,5,0,0.0,0.3249268054962158
L09,L04,5,0,0.0,0.36354141235351556
L09,L05,5,0,0.0,0.36550950407981875
L09,L06,5,0,0.0,0.3254573166370392
L09,L07,5,0,0.0,0.4593637704849243
L09,L08,5,0,0.0,0.40513094067573546
L09,L10,5,0,0.0,0.4483962833881378
L09,L11,5,0,0.0,0.42183432579040525
L09,L12,5,0,0.0,0.35697688460350036
L09,L13,5,0,0.0,0.32949620485305786
L09,L14,5,0,0.0,0.42547379732131957
L09,L15,5,0,0.0,0.42609061002731324
L09,L16,5,0,0.0,0.4635735034942627
L09,L17,5,0,0.0,0.46303829550743103
L09,L18,5,0,0.0,0.4138232469558716
L09,L19,5,0,0.0,0.4503182888031006
L09,L20,5,0,0.0,0.37464494109153745
L09,L21,5,0,0.0,0.44288271069526675
L09,L22,5,0,0.0,0.42593458890914915
L09,L23,5,0,0.0,0.5449842095375061
L09,L24,5,0,0.0,0.47233524918556213
L09,L25,5,0,0.0,0.5304300308227539
L09,L26,5,0,0.0,0.5304300308227539
L09,L27,5,0,0.0,0.5165378332138062
L09,L28,5,0,0.0,0.5545983433723449
L09,L29,5,0,0.0,0.4409226179122925
L09,L30,5,0,0.0,0.4862183690071106
L09,L31,5,0,0.0,0.46979795694351195
L09,L32,5,0,0.0,0.43132892847061155
L09,L33,5,0,0.0,0.43132892847061155
L09,L34,5,0,0.0,0.34575424790382386
L09,L35,5,0,0.0,0.34575424790382386
L09,L36,5,0,0.0,0.38089184761047357
L09,L37,5,0,0.0,0.3808918535709381
L09,L38,5,0,0.0,0.5000343203544617
L10,L03,5,0,0.0,0.7189613699913024
L10,L06,5,0,0.0,0.6811689615249634
L10,L11,5,0,0.0,0.6594119429588318
L10,L12,5,0,0.0,0.6642109513282776
L10,L13,5,0,0.0,0.6512113690376282
L10,L14,5,0,0.0,0.7436595797538758
L10,L15,5,0,0.0,0.747990608215332
L10,L16,5,0,0.0,0.7429314255714417
L10,L17,5,0,0.0,0.7473690867424011
L10,L18,5,0,0.0,0.7190954685211182
L10,L19,5,0,0.0,0.66855309009552
L10,L20,5,0,0.0,0.7047982335090637
L10,L21,5,0,0.0,0.7090997695922852
L10,L22,5,0,0.0,0.6451676964759827
L10,L23,5,0,0.0,0.7160795092582702
L10,L24,5,0,0.0,0.5844547510147095
L10,L25,5,0,0.0,0.700842308998108
L10,L26,5,0,0.0,0.700842308998108
L10,L28,5,0,0.0,0.7162364602088929
L10,L29,5,0,0.0,0.5306607484817505
L10,L30,5,0,0.0,0.6195909261703492
L10,L31,5,0,0.0,0.6053842067718506
L10,L32,5,0,0.0,0.5577607035636902
L10,L33,5,0,0.0,0.5577606916427612
L10,L34,5,0,0.0,0.5044499218463898
L10,L35,5,0,0.0,0.5044499099254608
L10,L36,5,0,0.0,0.6197474956512451
L10,L37,5,0,0.0,0.6197474956512451
L10,L38,5,0,0.0,0.6516350865364074
L11,L01,5,0,0.0,0.37753170132637026
L11,L02,5,0,0.0,0.36921856999397273
L11,L03,5,0,0.0,0.518786883354187
L11,L04,5,0,0.0,0.4376196265220642
L11,L05,5,0,0.0,0.4428110718727112
L11,L06,5,0,0.0,0.3973458588123321
L11,L07,5,0,0.0,0.48089399337768557
L11,L08,5,0,0.0,0.4557830929756165
L11,L09,5,0,0.0,0.42461787462234496
L11,L10,5,0,0.0,0.5511487483978271
L11,L14,5,0,0.0,0.5502954363822937
L11,L15,5,0,0.0,0.5616076111793518
L11,L16,5,0,0.0,0.5752617239952087
L11,L17,5,0,0.0,0.5842123389244079
L11,L18,5,0,0.0,0.5595165967941285
L11,L19,5,0,0.0,0.4825190842151642
L11,L20,5,0,0.0,0.5451447129249573
L11,L21,5,0,0.0,0.5528748869895935
L11,L22,5,0,0.0,0.49634974598884585
L11,L23,5,0,0.0,0.5421933710575104
L11,L24,5,0,0.0,0.40192886590957644
L11,L25,5,0,0.0,0.46345011591911317
L11,L26,5,0,0.0,0.46345011591911317
L11,L27,5,0,0.0,0.4776939988136292
L11,L28,5,0,0.0,0.5130539476871491
L11,L29,5,0,0.0,0.377912026643753
L11,L30,5,0,0.0,0.4172100484371185
L11,L31,5,0,0.0,0.40104896426200864
L11,L32,5,0,0.0,0.35736669898033135
L11,L33,5,0,0.0,0.35736668705940244
L11,L34,5,0,0.0,0.3985509574413299
L11,L35,5,0,0.0,0.3985509574413299
L11,L36,5,0,0.0,0.49227099418640136
L11,L37,5,0,0.0,0.49227099418640136
L11,L38,5,0,0.0,0.4179588258266449
L12,L01,5,0,0.0,0.4392493724822998
L12,L02,5,0,0.0,0.42194581031799316
L12,L03,5,0,0.0,0.6285359621047973
L12,L04,5,0,0.0,0.45147271156311036
L12,L05,5,0,0.0,0.5638455986976624
L12,L06,5,0,0.0,0.47724537253379823
L12,L07,5,0,0.0,0.5248904466629029
L12,L08,5,0,0.0,0.5965987801551819
L12,L09,5,0,0.0,0.48371183276176455
L12,L10,5,0,0.0,0.6451519846916198
L12,L14,5,0,0.0,0.602864670753479
L12,L15,5,0,0.0,0.6290533781051636
L12,L16,5,0,0.0,0.6886512994766235
L12,L17,5,0,0.0,0.6969658374786377
L12,L18,5,0,0.0,0.6498774528503418
L12,L19,5,0,0.0,0.5540005445480347
L12,L20,5,0,0.0,0.6320690870285034
L12,L21,5,0,0.0,0.6404747724533081
L12,L22,5,0,0.0,0.5726905465126038
L12,L23,5,0,0.0,0.6170631289482117
L12,L24,5,0,0.0,0.4433633327484131
L12,L25,5,0,0.0,0.5067233204841614
L12,L26,5,0,0.0,0.5067233085632324
L12,L27,5,0,0.0,0.5231878936290741
L12,L28,5,0,0.0,0.5756971120834351
L12,L29,5,0,0.0,0.42302954792976377
L12,L30,5,0,0.0,0.46358811259269717
L12,L31,5,0,0.0,0.4426915407180786
L12,L32,5,0,0.0,0.3966460645198822
L12,L33,5,0,0.0,0.3966460585594177
L12,L34,5,0,0.0,0.46013243198394777
L12,L35,5,0,0.0,0.4601324200630188
L12,L36,5,0,0.0,0.5697133898735046
L12,L37,5,0,0.0,0.5697133898735046
L12,L38,5,0,0.0,0.4570089042186737
L13,L01,5,0,0.0,0.41425780653953553
L13,L02,5,0,0.0,0.38884087204933165
L13,L03,5,0,0.0,0.5324887990951538
L13,L04,5,0,0.0,0.44080637097358705
L13,L05,5,0,0.0,0.43698799014091494
L13,L06,5,0,0.0,0.3951353311538696
L13,L07,5,0,0.0,0.5414389729499817
L13,L08,5,0,0.0,0.4659633219242096
L13,L09,5,0,0.0,0.39842275381088255
L13,L10,5,0,0.0,0.5296099424362183
L13,L14,5,0,0.0,0.5070899188518524
L13,L15,5,0,0.0,0.5077711284160614
L13,L16,5,0,0.0,0.5531038522720337
L13,L17,5,0,0.0,0.5520784854888916
L13,L18,5,0,0.0,0.4943198382854462
L13,L19,5,0,0.0,0.5382589221000671
L13,L20,5,0,0.0,0.4477583408355713
L13,L21,5,0,0.0,0.5278750658035278
L13,L22,5,0,0.0,0.5075379252433777
L13,L23,5,0,0.0,0.6477588176727295
L13,L24,5,0,0.0,0.5628385543823242
L13,L25,5,0,0.0,0.6292505741119385
L13,L26,5,0,0.0,0.6292505741119385
L13,L27,5,0,0.0,0.6112346649169922
L13,L28,5,0,0.0,0.6585794687271118
L13,L29,5,0,0.0,0.5251882553100586
L13,L30,5,0,0.0,0.5774999022483825
L13,L31,5,0,0.0,0.5577600359916687
L13,L32,5,0,0.0,0.5120926976203919
L13,L33,5,0,0.0,0.5120926976203919
L13,L34,5,0,0.0,0.4108810663223267
L13,L35,5,0,0.0,0.4108810663223267
L13,L36,5,0,0.0,0.45284311175346376
L13,L37,5,0,0.0,0.45284311175346376
L13,L38,5,0,0.0,0.5933188676834107
L14,L01,5,0,0.0,0.4520865917205811
L14,L02,5,0,0.0,0.43391937017440796
L14,L03,5,0,0.0,0.5582770109176636
L14,L04,5,0,0.0,0.5257152438163757
L14,L05,5,0,0.0,0.460692697763443
L14,L06,5,0,0.0,0.4786301553249359
L14,L07,5,0,0.0,0.5020279228687287
L14,L08,5,0,0.0,0.5088952302932739
L14,L09,5,0,0.0,0.5197238445281982
L14,L10,5,0,0.0,0.6341792225837708
L14,L11,5,0,0.0,0.5580988764762879
L14,L12,5,0,0.0,0.48459659814834594
L14,L13,5,0,0.0,0.550152587890625
L14,L15,5,0,0.0,0.6410233020782471
L14,L16,5,0,0.0,0.6554371118545532
L14,L17,5,0,0.0,0.6630891799926758
L14,L18,5,0,0.0,0.5987586140632629
L14,L19,5,0,0.0,0.41135838627815247
L14,L20,5,0,0.0,0.6348996877670288
L14,L21,5,0,0.0,0.6350852370262146
L14,L22,5,0,0.0,0.5315375685691833
L14,L23,5,0,0.0,0.5093103051185608
L14,L24,5,0,0.0,0.37246550917625426
L14,L25,5,0,0.0,0.4192262589931488
L14,L26,5,0,0.0,0.4192262589931488
L14,L27,5,0,0.0,0.456374853849411
L14,L28,5,0,0.0,0.44139888882637024
L14,L29,5,0,0.0,0.37924817204475403
L14,L30,5,0,0.0,0.42250766754150393
L14,L31,5,0,0.0,0.38355281949043274
L14,L32,5,0,0.0,0.388804417848587
L14,L33,5,0,0.0,0.388804417848587
L14,L34,5,0,0.0,0.46443408727645874
L14,L35,5,0,0.0,0.46443408727645874
L14,L36,5,0,0.0,0.5768049001693726
L14,L37,5,0,0.0,0.5768049001693726
L14,L38,5,0,0.0,0.4083344042301178
L15,L01,5,0,0.0,0.46276426315307617
L15,L02,5,0,0.0,0.45171462893486025
L15,L03,5,0,0.0,0.554967737197876
L15,L04,5,0,0.0,0.5432120442390442
L15,L05,5,0,0.0,0.4567450940608978
L15,L06,5,0,0.0,0.5086996853351593
L15,L07,5,0,0.0,0.5418891429901123
L15,L08,5,0,0.0,0.5201514184474945
L15,L09,5,0,0.0,0.5456402659416199
L15,L10,5,0,0.0,0.6501702785491943
L15,L11,5,0,0.0,0.5792531490325927
L15,L12,5,0,0.0,0.4547420561313629
L15,L13,5,0,0.0,0.5439247131347656
L15,L14,5,0,0.0,0.638943076133728
L15,L16,5,0,0.0,0.6538241147994995
L15,L17,5,0,0.0,0.6870792031288147
L15,L18,5,0,0.0,0.6658137083053589
L15,L19,5,0,0.0,0.4826951503753662
L15,L20,5,0,0.0,0.5581748604774475
L15,L21,5,0,0.0,0.613765275478363
L15,L22,5,0,0.0,0.5504575610160828
L15,L23,5,0,0.0,0.6284112572669983
L15,L24,5,0,0.0,0.4734523296356201
L15,L25,5,0,0.0,0.5922715544700623
L15,L26,5,0,0.0,0.5922715544700623
L15,L27,5,0,0.0,0.5819100856781005
L15,L28,5,0,0.0,0.6102517127990723
L15,L29,5,0,0.0,0.509866464138031
L15,L30,5,0,0.0,0.4624168038368225
L15,L31,5,0,0.0,0.5358572602272034
L15,L32,5,0,0.0,0.5063181400299073
L15,L33,5,0,0.0,0.5063181400299073
L15,L34,5,0,0.0,0.5630073189735413
L15,L35,5,0,0.0,0.5630073428153992
L15,L36,5,0,0.0,0.6315840244293213
L15,L37,5,0,0.0,0.6315840244293213
L15,L38,5,0,0.0,0.5873584985733032
L16,L01,5,0,0.0,0.4690181612968445
L16,L02,5,0,0.0,0.4409107804298401
L16,L03,5,0,0.0,0.6253801107406616
L16,L04,5,0,0.0,0.45656023621559144
L16,L05,5,0,0.0,0.5538282871246338
L16,L06,5,0,0.0,0.4981547832489014
L16,L07,5,0,0.0,0.5614864826202393
L16,L08,5,0,0.0,0.5866088509559632
L16,L09,5,0,0.0,0.43636355400085447
L16,L10,5,0,0.0,0.6119402527809144
L16,L11,5,0,0.0,0.6049906015396118
L16,L12,5,0,0.0,0.5946395516395568
L16,L13,5,0,0.0,0.49831201434135436
L16,L14,5,0,0.0,0.6375624418258667
L16,L15,5,0,0.0,0.6593749642372131
L16,L18,5,0,0.0,0.6073022723197937
L16,L19,5,0,0.0,0.41358262300491333
L16,L20,5,0,0.0,0.6696351528167724
L16,L21,5,0,0.0,0.6703761696815491
L16,L22,5,0,0.0,0.5535398125648499
L16,L23,5,0,0.0,0.5453368782997131
L16,L24,5,0,0.0,0.3960685610771179
L16,L25,5,0,0.0,0.5129929780960083
