path,num_seeds_seen,num_samples,critical_count,critical_rate,mean_pio_score,mean_lodf_score,mean_max_loading_ratio
L01->L06,5,5,0,0.0,0.3687920391559601,0.46028852161590345,0.6962698384559577
L01->L07,5,5,0,0.0,0.4627240002155304,0.742230559298584,0.6962698384559577
L01->L08,5,5,0,0.0,0.4240474820137024,0.5514974469517759,0.6962698384559577
L01->L09,5,5,0,0.0,0.48445825576782225,0.5401272946370241,0.6962698384559577
L01->L10,5,5,0,0.0,0.48972630500793457,0.568345620609134,0.6962698384559577
L01->L11,5,5,0,0.0,0.34526081681251525,0.8005461431262795,0.6962698384559577
L01->L14,5,5,0,0.0,0.4927566111087799,0.47565635339873535,0.6962698384559577
L01->L15,5,5,0,0.0,0.49733195900917054,0.5280413884014654,0.6962698384559577
L01->L16,5,5,0,0.0,0.5168338656425476,0.6256456699224253,0.6962698384559577
L01->L17,5,5,0,0.0,0.5201541423797608,0.6141420291745092,0.6962698384559577
L01->L18,5,5,0,0.0,0.49478003978729246,0.5830401335443185,0.6962698384559577
L01->L19,5,5,0,0.0,0.4619249105453491,0.49344079192141804,0.6962698384559577
L01->L20,5,5,0,0.0,0.48403998613357546,0.48695756661541517,0.6962698384559577
L01->L21,5,5,0,0.0,0.4902139902114868,0.552223795762765,0.6962698384559577
L01->L22,5,5,0,0.0,0.4485020935535431,0.5327172962415997,0.6962698384559577
L01->L23,5,5,0,0.0,0.5027201235294342,0.5991712703978506,0.6962698384559577
L01->L24,5,5,0,0.0,0.41459137201309204,0.463844497923838,0.6962698384559577
L01->L25,5,5,0,0.0,0.4851929783821106,0.515853199734091,0.6962698384559577
L01->L26,5,5,0,0.0,0.4851929783821106,0.515853199734091,0.6962698384559577
L01->L27,5,5,0,0.0,0.4902279913425446,0.7422305592985848,0.6962698384559577
L01->L28,5,5,0,0.0,0.5034037351608276,0.4845959633304996,0.6962698384559577
L01->L29,5,5,0,0.0,0.3797325909137726,0.5085053451117437,0.6962698384559577
L01->L30,5,5,0,0.0,0.43712236881256106,0.46118604325436224,0.6962698384559577
L01->L31,5,5,0,0.0,0.42549991607666016,0.4633100799039422,0.6962698384559577
L01->L32,5,5,0,0.0,0.3898127615451813,0.464127856072443,0.6962698384559577
L01->L33,5,5,0,0.0,0.3898127615451813,0.464127856072443,0.6962698384559577
L01->L34,5,5,0,0.0,0.35320147275924685,0.4533461823314736,0.6962698384559577
L01->L35,5,5,0,0.0,0.35320147275924685,0.4533461823314736,0.6962698384559577
L01->L36,5,5,0,0.0,0.42990670800209047,0.4520656876468799,0.6962698384559577
L01->L37,5,5,0,0.0,0.42990670800209047,0.4520656876468799,0.6962698384559577
L01->L38,5,5,0,0.0,0.4546813011169434,0.4668525285711631,0.6962698384559577
L02->L01,5,5,0,0.0,0.3193707585334778,0.606256596798621,0.9071058443043964
L02->L03,5,5,0,0.0,0.4044901132583618,0.606256596798621,0.9071058443043964
L02->L04,5,5,0,0.0,0.325280749797821,0.6062565967986211,0.9071058443043964
L02->L05,5,5,0,0.0,0.328901606798172,0.608729989145254,0.9071058443043964
L02->L06,5,5,0,0.0,0.30449426174163813,0.6062565967986211,0.9071058443043964
L02->L08,5,5,0,0.0,0.3513262867927551,0.6062565967986208,0.9071058443043964
L02->L09,5,5,0,0.0,0.3007340550422668,0.6062565967986208,0.9071058443043964
L02->L10,5,5,0,0.0,0.3973856568336486,0.608729989145254,0.9071058443043964
L02->L11,5,5,0,0.0,0.3741393208503723,0.8019941138784242,0.9071058443043964
L02->L12,5,5,0,0.0,0.3194883406162262,0.6062565967986211,0.9071058443043964
L02->L13,5,5,0,0.0,0.2946592032909393,0.6062565967986211,0.9071058443043964
L02->L14,5,5,0,0.0,0.3753446102142334,0.606256596798621,0.9071058443043964
L02->L15,5,5,0,0.0,0.3758110046386719,0.6062565967986214,0.9071058443043964
L02->L16,5,5,0,0.0,0.4156838238239288,0.6062565967986207,0.9071058443043964
L02->L17,5,5,0,0.0,0.4140950977802277,0.6062565967986212,0.9071058443043964
L02->L18,5,5,0,0.0,0.36875776052474973,0.606256596798621,0.9071058443043964
L02->L19,5,5,0,0.0,0.4015773952007294,0.6062565967986215,0.9071058443043964
L02->L20,5,5,0,0.0,0.33424960374832147,0.6062565967986205,0.9071058443043964
L02->L21,5,5,0,0.0,0.3931167960166931,0.606256596798621,0.9071058443043964
L02->L22,5,5,0,0.0,0.3775953948497772,0.6062565967986216,0.9071058443043964
L02->L23,5,5,0,0.0,0.4813132643699646,0.606256596798621,0.9071058443043964
L02->L24,5,5,0,0.0,0.418330317735672,0.606256596798621,0.9071058443043964
L02->L25,5,5,0,0.0,0.46686562299728396,0.6062565967986207,0.9071058443043964
L02->L26,5,5,0,0.0,0.46686562299728396,0.6062565967986207,0.9071058443043964
L02->L28,5,5,0,0.0,0.4891467750072479,0.6062565967986201,0.9071058443043964
L02->L29,5,5,0,0.0,0.39069938659667963,0.6062565967986215,0.9071058443043964
L02->L30,5,5,0,0.0,0.42901669144630433,0.606256596798621,0.9071058443043964
L02->L31,5,5,0,0.0,0.41425666213035583,0.6062565967986211,0.9071058443043964
L02->L32,5,5,0,0.0,0.38026992082595823,0.606256596798621,0.9071058443043964
L02->L33,5,5,0,0.0,0.3802699148654938,0.606256596798621,0.9071058443043964
L02->L34,5,5,0,0.0,0.3053531050682068,0.6062565967986211,0.9071058443043964
L02->L35,5,5,0,0.0,0.30535309910774233,0.6062565967986211,0.9071058443043964
L02->L36,5,5,0,0.0,0.3365441203117371,0.6062565967986211,0.9071058443043964
L02->L37,5,5,0,0.0,0.3365441024303436,0.6062565967986211,0.9071058443043964
L02->L38,5,5,0,0.0,0.4405142068862915,0.6062565967986214,0.9071058443043964
L03->L01,5,5,0,0.0,0.49056389927864075,0.6134952363546802,0.9071058443043964
L03->L02,5,5,0,0.0,0.4663106739521027,0.6134952363546797,0.9071058443043964
L03->L04,5,5,0,0.0,0.44700281620025634,0.61349523635468,0.9071058443043964
L03->L05,5,5,0,0.0,0.476540744304657,0.6159896161617843,0.9071058443043964
L03->L06,5,5,0,0.0,0.3989681780338287,0.6134952363546796,0.9071058443043964
L03->L07,5,5,0,0.0,0.4386414587497711,0.6134952363546813,0.9071058443043964
L03->L08,5,5,0,0.0,0.45117862820625304,0.6134952363546795,0.9071058443043964
L03->L10,5,5,0,0.0,0.5645701885223389,0.6159896161617828,0.9071058443043964
L03->L11,5,5,0,0.0,0.5347190856933594,0.8115147207360988,0.9071058443043964
L03->L12,5,5,0,0.0,0.4742296993732452,0.6134952363546796,0.9071058443043964
L03->L13,5,5,0,0.0,0.40928969979286195,0.6134952363546796,0.9071058443043964
L03->L14,5,5,0,0.0,0.5321249485015869,0.6134952363546795,0.9071058443043964
L03->L15,5,5,0,0.0,0.5657143115997314,0.6134952363546795,0.9071058443043964
L03->L16,5,5,0,0.0,0.6050034880638122,0.6134952363546796,0.9071058443043964
L03->L17,5,5,0,0.0,0.6227329850196839,0.6134952363546796,0.9071058443043964
L03->L18,5,5,0,0.0,0.5918119192123413,0.6134952363546796,0.9071058443043964
L03->L19,5,5,0,0.0,0.42058347463607787,0.6134952363546804,0.9071058443043964
L03->L20,5,5,0,0.0,0.5756001472473145,0.6134952363546796,0.9071058443043964
L03->L21,5,5,0,0.0,0.5856287360191346,0.6134952363546811,0.9071058443043964
L03->L22,5,5,0,0.0,0.505312728881836,0.6134952363546805,0.9071058443043964
L03->L23,5,5,0,0.0,0.492084139585495,0.6134952363546816,0.9071058443043964
L03->L24,5,5,0,0.0,0.3522975087165833,0.6134952363546797,0.9071058443043964
L03->L25,5,5,0,0.0,0.3917295277118683,0.6134952363546792,0.9071058443043964
L03->L26,5,5,0,0.0,0.3917295157909393,0.6134952363546792,0.9071058443043964
L03->L27,5,5,0,0.0,0.3827978909015655,0.6134952363546814,0.9071058443043964
L03->L28,5,5,0,0.0,0.4358915865421295,0.6134952363546802,0.9071058443043964
L03->L29,5,5,0,0.0,0.36072561144828796,0.6134952363546794,0.9071058443043964
L03->L30,5,5,0,0.0,0.3936427593231201,0.6134952363546796,0.9071058443043964
L03->L31,5,5,0,0.0,0.35962516069412226,0.6134952363546796,0.9071058443043964
L03->L32,5,5,0,0.0,0.3646118342876434,0.6134952363546795,0.9071058443043964
L03->L33,5,5,0,0.0,0.3646118342876434,0.6134952363546795,0.9071058443043964
L03->L34,5,5,0,0.0,0.45395064949989317,0.6134952363546796,0.9071058443043964
L03->L35,5,5,0,0.0,0.45395064949989317,0.6134952363546796,0.9071058443043964
L03->L36,5,5,0,0.0,0.5499103307723999,0.6134952363546796,0.9071058443043964
L03->L37,5,5,0,0.0,0.5499103307723999,0.6134952363546796,0.9071058443043964
L03->L38,5,5,0,0.0,0.3814375936985016,0.6134952363546797,0.9071058443043964
L04->L02,5,5,0,0.0,0.4806871771812439,0.692406287237238,0.9331056673583082
L04->L03,5,5,0,0.0,0.37798325419425965,0.6543396417666216,0.9331056673583082
L04->L05,5,5,0,0.0,0.38759151101112366,0.6084409235165903,0.9331056673583082
L04->L06,5,5,0,0.0,0.42912850975990297,0.6300971602709178,0.9331056673583082
L04->L07,5,5,0,0.0,0.5185398697853089,0.746847147920924,0.9331056673583082
L04->L11,5,5,0,0.0,0.49729660153388977,0.8015696117074496,0.9331056673583082
L04->L12,5,5,0,0.0,0.46818873286247253,0.6183391352727996,0.9331056673583082
L04->L13,5,5,0,0.0,0.43785067796707156,0.6230973374202877,0.9331056673583082
L04->L14,5,5,0,0.0,0.5355351328849792,0.6330746275702028,0.9331056673583082
L04->L15,5,5,0,0.0,0.5413382530212403,0.6369139078691453,0.9331056673583082
L04->L16,5,5,0,0.0,0.5678441524505615,0.6533351401344175,0.9331056673583082
L04->L17,5,5,0,0.0,0.5717034459114074,0.6444551249202272,0.9331056673583082
L04->L18,5,5,0,0.0,0.5426859140396119,0.6223001044218064,0.9331056673583082
L04->L19,5,5,0,0.0,0.5015227973461152,0.6144561730071159,0.9331056673583082
L04->L20,5,5,0,0.0,0.5308593392372132,0.619649110217042,0.9331056673583082
L04->L21,5,5,0,0.0,0.5366359114646911,0.6153296612653935,0.9331056673583082
L04->L22,5,5,0,0.0,0.4893720030784607,0.6191628664077922,0.9331056673583082
L04->L23,5,5,0,0.0,0.5478013396263123,0.6114055952812392,0.9331056673583082
L04->L24,5,5,0,0.0,0.44021989703178405,0.6212343073488504,0.9331056673583082
L04->L25,5,5,0,0.0,0.5308233380317688,0.624700743607465,0.9331056673583082
L04->L26,5,5,0,0.0,0.5308233380317688,0.624700743607465,0.9331056673583082
L04->L27,5,5,0,0.0,0.5363639712333679,0.746847147920923,0.9331056673583082
L04->L28,5,5,0,0.0,0.5483562469482421,0.6187562872302623,0.9331056673583082
L04->L29,5,5,0,0.0,0.40571955442428587,0.6200230486812237,0.9331056673583082
L04->L30,5,5,0,0.0,0.474285751581192,0.6215425535014255,0.9331056673583082
L04->L31,5,5,0,0.0,0.46337281465530394,0.6226488403602592,0.9331056673583082
L04->L32,5,5,0,0.0,0.42330636382102965,0.623075052766755,0.9331056673583082
L04->L33,5,5,0,0.0,0.42330636382102965,0.623075052766755,0.9331056673583082
L04->L34,5,5,0,0.0,0.3854768455028533,0.6244191783603601,0.9331056673583082
L04->L35,5,5,0,0.0,0.3854768455028533,0.6244191783603601,0.9331056673583082
L04->L36,5,5,0,0.0,0.47173984050750734,0.624485992642023,0.9331056673583082
L04->L37,5,5,0,0.0,0.47173985838890076,0.624485992642023,0.9331056673583082
L04->L38,5,5,0,0.0,0.49660844802856446,0.6239761073943424,0.9331056673583082
L05->L01,5,5,0,0.0,0.4822924375534058,0.7474647952503456,0.8912282461813591
L05->L02,5,5,0,0.0,0.4923418939113617,0.7474647952503469,0.8912282461813591
L05->L03,5,5,0,0.0,0.3795940101146698,0.747464795250346,0.8912282461813591
L05->L04,5,5,0,0.0,0.44279659986495973,0.7474647952503461,0.8912282461813591
L05->L06,5,5,0,0.0,0.42470099329948424,0.7474647952503459,0.8912282461813591
L05->L07,5,5,0,0.0,0.5282802820205689,0.9011171441844592,0.8912282461813591
L05->L08,5,5,0,0.0,0.5362234115600586,0.7709917966270086,0.8912282461813591
L05->L09,5,5,0,0.0,0.5439900994300843,0.7779612178297468,0.8912282461813591
L05->L11,5,5,0,0.0,0.5006082832813263,1.0069905373336059,0.8912282461813591
L05->L12,5,5,0,0.0,0.49108354449272157,0.7474647952503457,0.8912282461813591
L05->L13,5,5,0,0.0,0.45922589898109434,0.7474647952503458,0.8912282461813591
L05->L14,5,5,0,0.0,0.5542434692382813,0.7474647952503464,0.8912282461813591
L05->L15,5,5,0,0.0,0.5590736627578735,0.7474647952503466,0.8912282461813591
L05->L16,5,5,0,0.0,0.5789961576461792,0.8050877515320106,0.8912282461813591
L05->L17,5,5,0,0.0,0.5825597882270813,0.794562302401356,0.8912282461813591
L05->L18,5,5,0,0.0,0.5560483455657959,0.7574410920077461,0.8912282461813591
L05->L19,5,5,0,0.0,0.5194640755653381,0.7474647952503469,0.8912282461813591
L05->L20,5,5,0,0.0,0.5442080020904541,0.7474647952503464,0.8912282461813591
L05->L21,5,5,0,0.0,0.5503866314888001,0.7474647952503465,0.8912282461813591
L05->L22,5,5,0,0.0,0.5041449964046478,0.747464795250346,0.8912282461813591
L05->L23,5,5,0,0.0,0.5628798365592956,0.770662046571325,0.8912282461813591
L05->L24,5,5,0,0.0,0.46372437477111816,0.7474647952503456,0.8912282461813591
L05->L25,5,5,0,0.0,0.5432342886924744,0.7474647952503457,0.8912282461813591
L05->L26,5,5,0,0.0,0.5432342886924744,0.7474647952503457,0.8912282461813591
L05->L27,5,5,0,0.0,0.5498169302940369,0.9011171441844594,0.8912282461813591
L05->L28,5,5,0,0.0,0.5632160305976868,0.7474647952503448,0.8912282461813591
L05->L29,5,5,0,0.0,0.4242019891738892,0.7474647952503453,0.8912282461813591
L05->L30,5,5,0,0.0,0.48879926204681395,0.7474647952503459,0.8912282461813591
L05->L31,5,5,0,0.0,0.4759168803691864,0.747464795250346,0.8912282461813591
L05->L32,5,5,0,0.0,0.43623682856559753,0.7474647952503458,0.8912282461813591
L05->L33,5,5,0,0.0,0.436236834526062,0.7474647952503458,0.8912282461813591
L05->L34,5,5,0,0.0,0.3955095946788788,0.7474647952503457,0.8912282461813591
L05->L35,5,5,0,0.0,0.3955095946788788,0.7474647952503457,0.8912282461813591
L05->L36,5,5,0,0.0,0.4827946305274963,0.7474647952503456,0.8912282461813591
L05->L37,5,5,0,0.0,0.4827946305274963,0.7474647952503456,0.8912282461813591
L05->L38,5,5,0,0.0,0.5088108479976654,0.7474647952503465,0.8912282461813591
L06->L01,5,5,0,0.0,0.43069909811019896,0.6081297706677998,0.9071058443043964
L06->L02,5,5,0,0.0,0.3772372484207153,0.6081297706677995,0.9071058443043964
L06->L03,5,5,0,0.0,0.3450422823429108,0.608129770667799,0.9071058443043964
L06->L04,5,5,0,0.0,0.3162501633167267,0.6081297706677993,0.9071058443043964
L06->L05,5,5,0,0.0,0.3448707818984985,0.6106083935071935,0.9071058443043964
L06->L08,5,5,0,0.0,0.46621357798576357,0.6105939948355199,0.9071058443043964
L06->L09,5,5,0,0.0,0.4441165626049042,0.61222891246244,0.9071058443043964
L06->L10,5,5,0,0.0,0.49069286584854127,0.6106083935071938,0.9071058443043964
L06->L11,5,5,0,0.0,0.445093035697937,0.8045098802590939,0.9071058443043964
L06->L12,5,5,0,0.0,0.38562610745429987,0.6081297706677992,0.9071058443043964
L06->L13,5,5,0,0.0,0.352961403131485,0.6081297706677993,0.9071058443043964
L06->L14,5,5,0,0.0,0.46574615240097045,0.608129770667799,0.9071058443043964
L06->L15,5,5,0,0.0,0.47499108910560606,0.608129770667799,0.9071058443043964
L06->L16,5,5,0,0.0,0.4991342008113861,0.6081297706677999,0.9071058443043964
L06->L17,5,5,0,0.0,0.5039823472499847,0.6081297706678,0.9071058443043964
L06->L18,5,5,0,0.0,0.4671208143234253,0.6081297706677993,0.9071058443043964
L06->L19,5,5,0,0.0,0.4510897397994995,0.6081297706677993,0.9071058443043964
L06->L20,5,5,0,0.0,0.4460017442703247,0.6081297706677993,0.9071058443043964
L06->L21,5,5,0,0.0,0.4787497818470001,0.608129770667799,0.9071058443043964
L06->L22,5,5,0,0.0,0.4473654866218567,0.608129770667799,0.9071058443043964
L06->L23,5,5,0,0.0,0.5173212647438049,0.6081297706677978,0.9071058443043964
L06->L24,5,5,0,0.0,0.4349066257476807,0.608129770667799,0.9071058443043964
L06->L25,5,5,0,0.0,0.5002755403518677,0.6081297706677993,0.9071058443043964
L06->L26,5,5,0,0.0,0.5002755403518677,0.6081297706677993,0.9071058443043964
L06->L28,5,5,0,0.0,0.5210672616958618,0.6081297706677993,0.9071058443043964
L06->L29,5,5,0,0.0,0.4024436056613922,0.6081297706677993,0.9071058443043964
L06->L30,5,5,0,0.0,0.45474858283996583,0.6081297706677982,0.9071058443043964
L06->L31,5,5,0,0.0,0.44107659459114074,0.6081297706677986,0.9071058443043964
L06->L32,5,5,0,0.0,0.40444419980049134,0.6081297706677993,0.9071058443043964
L06->L33,5,5,0,0.0,0.4044442057609558,0.6081297706677993,0.9071058443043964
L06->L34,5,5,0,0.0,0.34100986719131465,0.6081297706677993,0.9071058443043964
L06->L35,5,5,0,0.0,0.34100986719131465,0.6081297706677993,0.9071058443043964
L06->L36,5,5,0,0.0,0.4019424140453339,0.6081297706677995,0.9071058443043964
L06->L37,5,5,0,0.0,0.40194242596626284,0.6081297706677995,0.9071058443043964
L06->L38,5,5,0,0.0,0.47051274180412295,0.6081297706677983,0.9071058443043964
L07->L01,5,5,0,0.0,0.5042966723442077,0.8446460185397504,0.9362612621225068
L07->L03,5,5,0,0.0,0.47245293855667114,0.84464601853975,0.9362612621225068
L07->L04,5,5,0,0.0,0.5145077705383301,0.84464601853975,0.9362612621225068
L07->L05,5,5,0,0.0,0.47278590202331544,0.84464601853975,0.9362612621225068
L07->L08,5,5,0,0.0,0.5771477818489075,0.8446460185397504,0.9362612621225068
L07->L09,5,5,0,0.0,0.5804221153259277,0.8446460185397505,0.9362612621225068
L07->L10,5,5,0,0.0,0.6408592462539673,0.847597422415493,0.9362612621225068
L07->L11,5,5,0,0.0,0.5905344247817993,1.082412431210564,0.9362612621225068
L07->L12,5,5,0,0.0,0.5316224217414856,0.8446460185397502,0.9362612621225068
L07->L13,5,5,0,0.0,0.5345657229423523,0.8446460185397502,0.9362612621225068
L07->L14,5,5,0,0.0,0.6655478596687316,0.8182935152163161,0.9362612621225068
L07->L15,5,5,0,0.0,0.6583749651908875,0.9008964211208139,0.9362612621225068
L07->L16,5,5,0,0.0,0.66849684715271,0.82317040033289,0.9362612621225068
L07->L17,5,5,0,0.0,0.6615843415260315,0.9018558126041757,0.9362612621225068
L07->L18,5,5,0,0.0,0.6115036010742188,0.9385225431892685,0.9362612621225068
L07->L19,5,5,0,0.0,0.6678915739059448,0.8320625036839188,0.9362612621225068
L07->L20,5,5,0,0.0,0.5914388060569763,0.8371737990743652,0.9362612621225068
L07->L21,5,5,0,0.0,0.656651771068573,1.034325149103844,0.9362612621225068
L07->L22,5,5,0,0.0,0.6302656769752503,1.0238400502781677,0.9362612621225068
L07->L25,5,5,0,0.0,0.6337264657020569,0.8446460185397502,0.9362612621225068
L07->L26,5,5,0,0.0,0.6337264657020569,0.8446460185397502,0.9362612621225068
L07->L27,5,5,0,0.0,0.4359146058559418,1.082412431210564,0.9362612621225068
L07->L30,5,5,0,0.0,0.6273218750953674,0.8446460185397502,0.9362612621225068
L07->L31,5,5,0,0.0,0.589146864414215,0.8446460185397502,0.9362612621225068
L07->L32,5,5,0,0.0,0.5514535427093505,0.84464601853975,0.9362612621225068
L07->L33,5,5,0,0.0,0.5514535427093505,0.84464601853975,0.9362612621225068
L07->L34,5,5,0,0.0,0.4659949839115143,0.84312163918536,0.9362612621225068
L07->L35,5,5,0,0.0,0.4659949719905853,0.84312163918536,0.9362612621225068
L07->L36,5,5,0,0.0,0.5192541897296905,0.8340723960575407,0.9362612621225068
L07->L37,5,5,0,0.0,0.5192541956901551,0.8340723960575407,0.9362612621225068
L07->L38,5,5,0,0.0,0.6069074034690857,0.8446460185397504,0.9362612621225068
L08->L03,5,5,0,0.0,0.4890855312347412,0.7392161347193366,0.9779069571440158
L08->L05,5,5,0,0.0,0.45826558470726014,0.6140930336800677,0.9779069571440158
L08->L06,5,5,0,0.0,0.5271817743778229,0.6831023086061434,0.9779069571440158
L08->L11,5,5,0,0.0,0.5504712104797364,0.8091249351540837,0.9779069571440158
L08->L12,5,5,0,0.0,0.5351780533790589,0.6514416155588687,0.9779069571440158
L08->L13,5,5,0,0.0,0.523686695098877,0.6575998761501601,0.9779069571440158
L08->L14,5,5,0,0.0,0.5741710424423218,0.6731487969332399,0.9779069571440158
L08->L15,5,5,0,0.0,0.582624089717865,0.6794073091842902,0.9779069571440158
L08->L16,5,5,0,0.0,0.6277827739715576,0.6961929162416121,0.9779069571440158
L08->L17,5,5,0,0.0,0.6311753392219543,0.6841311037912989,0.9779069571440158
L08->L18,5,5,0,0.0,0.5901533365249634,0.658255946469236,0.9779069571440158
L08->L19,5,5,0,0.0,0.5389816761016846,0.6469867310857926,0.9779069571440158
L08->L20,5,5,0,0.0,0.5774141550064087,0.654744160345903,0.9779069571440158
L08->L21,5,5,0,0.0,0.5817320942878723,0.6482792232887623,0.9779069571440158
L08->L22,5,5,0,0.0,0.5276849150657654,0.654200747886889,0.9779069571440158
