line_label,as_first_critical_count,as_first_total_count,as_first_critical_frequency,as_second_critical_count,as_second_total_count,as_second_critical_frequency,total_critical_count
L081,0,0,0.0,0,3,0.0,0
L082,0,0,0.0,0,3,0.0,0
L083,0,0,0.0,0,3,0.0,0
L084,0,0,0.0,0,3,0.0,0
L085,0,0,0.0,0,3,0.0,0
L086,0,0,0.0,0,3,0.0,0
L087,0,0,0.0,0,3,0.0,0
L088,0,0,0.0,0,3,0.0,0
L089,0,0,0.0,0,3,0.0,0
L091,0,0,0.0,0,3,0.0,0
L092,0,0,0.0,0,3,0.0,0
L093,0,0,0.0,0,3,0.0,0
L094,0,0,0.0,0,3,0.0,0
L095,0,0,0.0,0,3,0.0,0
L097,0,0,0.0,0,3,0.0,0
L098,0,0,0.0,0,3,0.0,0
L099,0,0,0.0,0,3,0.0,0
L100,0,0,0.0,0,3,0.0,0
L101,0,0,0.0,0,3,0.0,0
L102,0,0,0.0,0,3,0.0,0
L103,0,0,0.0,0,3,0.0,0
L105,0,0,0.0,0,3,0.0,0
L109,0,0,0.0,0,3,0.0,0
L111,0,0,0.0,0,3,0.0,0
L113,0,0,0.0,0,3,0.0,0
L114,0,0,0.0,0,3,0.0,0
L115,0,0,0.0,0,3,0.0,0
L120,0,0,0.0,0,3,0.0,0
L122,0,0,0.0,0,3,0.0,0
L123,0,0,0.0,0,3,0.0,0
L124,0,0,0.0,0,3,0.0,0
L125,0,0,0.0,0,3,0.0,0
L128,0,0,0.0,0,3,0.0,0
L130,0,0,0.0,0,3,0.0,0
L132,0,0,0.0,0,2,0.0,0
L134,0,0,0.0,0,2,0.0,0
L135,0,0,0.0,0,2,0.0,0
L136,0,0,0.0,0,2,0.0,0
L137,0,0,0.0,0,2,0.0,0
L138,0,0,0.0,0,2,0.0,0
L139,0,0,0.0,0,2,0.0,0
L140,0,0,0.0,0,2,0.0,0
L141,0,0,0.0,0,2,0.0,0
L142,0,0,0.0,0,2,0.0,0
L144,0,0,0.0,0,2,0.0,0
L145,0,0,0.0,0,2,0.0,0
L146,0,0,0.0,0,2,0.0,0
L149,0,0,0.0,0,2,0.0,0
L150,0,0,0.0,0,2,0.0,0
L153,0,0,0.0,0,2,0.0,0
L154,0,0,0.0,0,2,0.0,0
L155,0,0,0.0,0,2,0.0,0
L156,0,0,0.0,0,2,0.0,0
L157,0,0,0.0,0,2,0.0,0
L158,0,0,0.0,0,2,0.0,0
L159,0,0,0.0,0,2,0.0,0
L160,0,0,0.0,0,2,0.0,0
L163,0,0,0.0,0,2,0.0,0
L164,0,0,0.0,0,2,0.0,0
L165,0,0,0.0,0,2,0.0,0
L166,0,0,0.0,0,2,0.0,0
L167,0,0,0.0,0,2,0.0,0
L168,0,0,0.0,0,2,0.0,0
L169,0,0,0.0,0,2,0.0,0
L170,0,0,0.0,0,2,0.0,0
L171,0,0,0.0,0,2,0.0,0
L172,0,0,0.0,0,2,0.0,0
L173,0,0,0.0,0,2,0.0,0
L174,0,0,0.0,0,2,0.0,0
L175,0,0,0.0,0,2,0.0,0
L176,0,0,0.0,0,2,0.0,0
L178,0,0,0.0,0,2,0.0,0
L179,0,0,0.0,0,2,0.0,0
L182,0,0,0.0,0,2,0.0,0
L186,0,0,0.0,0,2,0.0,0
