query_rank,path,first_line,second_line,search_stage,converged,critical,total_load_shed_mw,island_load_shed_mw,redispatch_load_shed_mw,final_max_loading_ratio,final_outage_labels,num_final_outages,max_event_loading_ratio,max_pre_redispatch_loading_ratio,num_relay_trips,relay_trip_labels,num_passive_outages,has_overload_cascade,critical_mechanism,relay_cascade,error,resumed
1520,L097->L183,L097,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000095,"L018,L060,L097,L102,L111,L115,L134,L140,L155,L178,L182,L183",12,71.62200488842826,71.62200488842826,8,"L018,L111,L115,L134,L140,L155,L178,L182",10,True,relay_cascade,True,,True
1521,L159->L183,L159,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000009,"L018,L060,L111,L115,L134,L140,L155,L159,L178,L182,L183",11,4.009154670703714,4.009154670703714,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1522,L108->L183,L108,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0,"L018,L060,L108,L111,L115,L134,L140,L155,L178,L182,L183",11,70.8182118692251,70.8182118692251,7,"L018,L060,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1523,L032->L183,L032,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000009,"L018,L032,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.72225746821333,70.72225746821333,7,"L018,L060,L115,L134,L140,L155,L182",9,True,relay_cascade,True,,True
1524,L153->L183,L153,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000004,"L018,L060,L111,L115,L134,L140,L153,L155,L178,L182,L183",11,4.009195567167606,4.009195567167606,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1525,L160->L183,L160,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000001,"L018,L060,L111,L115,L134,L140,L155,L160,L178,L182,L183",11,4.00626818980171,4.00626818980171,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1526,L117->L183,L117,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000002,"L018,L060,L111,L115,L117,L134,L140,L155,L178,L182,L183",11,70.8997086816735,70.8997086816735,7,"L018,L060,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1527,L107->L183,L107,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000095,"L018,L060,L107,L111,L115,L134,L140,L155,L178,L182,L183",11,4.050959517468864,4.050959517468864,7,"L018,L060,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1528,L151->L183,L151,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000001,"L018,L060,L111,L115,L134,L140,L151,L155,L178,L182,L183",11,4.005689748337725,4.005689748337725,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1529,L150->L183,L150,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000002,"L018,L060,L111,L115,L134,L140,L150,L155,L178,L182,L183",11,4.007515004206585,4.007515004206585,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1530,L148->L183,L148,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000095,"L018,L060,L111,L115,L134,L140,L148,L155,L178,L182,L183",11,4.006259370340458,4.006259370340458,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1531,L158->L183,L158,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000001,"L018,L060,L111,L115,L134,L140,L155,L158,L178,L182,L183",11,4.009720913239499,4.009720913239499,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1532,L021->L183,L021,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000002,"L018,L021,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.75661203929435,70.75661203929435,8,"L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1533,L123->L183,L123,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000001,"L018,L060,L111,L115,L123,L134,L140,L155,L178,L182,L183",11,3.9943917581896207,3.9943917581896207,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1534,L129->L183,L129,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000009,"L018,L060,L111,L115,L129,L134,L140,L155,L178,L182,L183",11,4.004543425099198,4.004543425099198,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1535,L149->L183,L149,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000001,"L018,L060,L111,L115,L134,L140,L149,L155,L178,L182,L183",11,4.007363979756179,4.007363979756179,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1536,L068->L183,L068,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000003,"L018,L060,L068,L111,L115,L134,L140,L155,L178,L182,L183",11,70.77518081245739,70.77518081245739,8,"L018,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1537,L157->L183,L157,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000004,"L018,L060,L111,L115,L134,L140,L155,L157,L178,L182,L183",11,4.006858495368573,4.006858495368573,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1538,L139->L183,L139,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000001,"L018,L060,L111,L115,L134,L139,L140,L155,L178,L182,L183",11,70.95901077437743,70.95901077437743,8,"L018,L060,L111,L115,L134,L155,L178,L182",9,True,relay_cascade,True,,True
1539,L137->L183,L137,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000001,"L018,L060,L111,L115,L134,L137,L140,L155,L178,L182,L183",11,4.006252251864608,4.006252251864608,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1540,L054->L183,L054,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000009,"L018,L030,L044,L045,L054,L060,L109,L111,L115,L134,L140,L155,L178,L182,L183",15,70.62998330683126,70.62998330683126,12,"L018,L030,L044,L045,L060,L109,L115,L134,L140,L155,L178,L182",13,True,relay_cascade,True,,True
1541,L003->L183,L003,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000022,"L003,L018,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.7651082387982,70.7651082387982,8,"L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1542,L116->L183,L116,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000009,"L018,L060,L111,L115,L116,L134,L140,L155,L178,L182,L183",11,71.24756991532948,71.24756991532948,8,"L018,L060,L111,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1543,L062->L183,L062,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000002,"L018,L060,L062,L111,L115,L134,L140,L155,L178,L182,L183",11,70.75193537903515,70.75193537903515,8,"L018,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1544,L125->L183,L125,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000095,"L018,L060,L111,L115,L125,L134,L140,L155,L178,L182,L183",11,3.998593603222515,3.998593603222515,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1545,L136->L183,L136,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000004,"L018,L060,L111,L115,L134,L136,L140,L155,L178,L182,L183",11,4.006869028775457,4.006869028775457,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1546,L011->L183,L011,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0,"L011,L018,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.76522302020413,70.76522302020413,8,"L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1547,L012->L183,L012,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000095,"L012,L018,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.76481326385222,70.76481326385222,8,"L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1548,L121->L183,L121,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0,"L018,L060,L111,L115,L121,L134,L140,L155,L178,L182,L183",11,4.021638585851936,4.021638585851936,8,"L018,L060,L111,L115,L134,L140,L178,L182",9,True,relay_cascade,True,,True
1549,L029->L183,L029,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000001,"L018,L029,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.71540591279182,70.71540591279182,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1550,L118->L183,L118,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000095,"L018,L060,L111,L115,L118,L134,L140,L155,L178,L182,L183",11,70.60672704630365,70.60672704630365,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1551,L034->L183,L034,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000049,"L018,L034,L060,L111,L115,L134,L140,L155,L178,L183",10,70.76029314683758,70.76029314683758,8,"L018,L060,L111,L115,L134,L140,L155,L178",8,True,relay_cascade,True,,True
1552,L010->L183,L010,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000004,"L010,L018,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.76539280303078,70.76539280303078,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1553,L135->L183,L135,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0,"L018,L060,L111,L115,L134,L135,L140,L155,L178,L182,L183",11,70.98415816421539,70.98415816421539,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1554,L022->L183,L022,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0,"L018,L022,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.7631058746681,70.7631058746681,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1555,L090->L183,L090,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000001,"L018,L060,L090,L111,L115,L134,L140,L155,L178,L182,L183",11,70.77194890006294,70.77194890006294,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1556,L128->L183,L128,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000001,"L018,L060,L111,L115,L128,L134,L140,L155,L178,L182,L183",11,69.98698982068032,69.98698982068032,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1557,L124->L183,L124,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000095,"L018,L060,L111,L115,L124,L134,L140,L155,L178,L182,L183",11,71.23411300702003,71.23411300702003,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1558,L042->L183,L042,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000095,"L018,L042,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.75810201431155,70.75810201431155,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1559,L017->L183,L017,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000095,"L017,L018,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.76505276290783,70.76505276290783,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1560,L028->L183,L028,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000095,"L018,L028,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.72658750690283,70.72658750690283,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1561,L023->L183,L023,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000009,"L018,L023,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.76367374010566,70.76367374010566,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1562,L131->L183,L131,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000004,"L018,L060,L111,L115,L131,L134,L140,L155,L156,L178,L182,L183",12,71.72503279039297,71.72503279039297,10,"L018,L060,L111,L115,L134,L140,L155,L156,L178,L182",10,True,relay_cascade,True,,True
1563,L066->L183,L066,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000002,"L018,L060,L066,L111,L115,L134,L140,L155,L178,L182,L183",11,70.76755884268384,70.76755884268384,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1564,L067->L183,L067,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000002,"L018,L060,L067,L111,L115,L134,L140,L155,L178,L182,L183",11,70.76755884268384,70.76755884268384,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1565,L127->L183,L127,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000004,"L018,L060,L111,L115,L127,L134,L140,L155,L178,L182,L183",11,70.94227956248646,70.94227956248646,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1566,L126->L183,L126,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000004,"L018,L060,L111,L115,L126,L134,L140,L155,L178,L182,L183",11,70.9422795624866,70.9422795624866,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1567,L109->L183,L109,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000095,"L018,L060,L109,L111,L115,L134,L140,L155,L178,L182,L183",11,70.78734190373038,70.78734190373038,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1568,L030->L183,L030,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000002,"L018,L030,L060,L115,L134,L140,L155,L178,L182,L183",10,70.57966238764628,70.57966238764628,8,"L018,L060,L115,L134,L140,L155,L178,L182",8,True,relay_cascade,True,,True
1569,L119->L183,L119,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000009,"L018,L060,L111,L115,L119,L134,L140,L155,L178,L182,L183",11,71.53678864299107,71.53678864299107,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1570,L098->L183,L098,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000001,"L018,L060,L098,L111,L115,L134,L140,L155,L178,L182,L183",11,70.83212123092713,70.83212123092713,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1571,L099->L183,L099,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000001,"L018,L060,L099,L111,L115,L134,L140,L155,L178,L182,L183",11,70.83212123092713,70.83212123092713,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1572,L138->L183,L138,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000001,"L018,L060,L111,L115,L134,L138,L140,L155,L178,L182,L183",11,70.7026850436955,70.7026850436955,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1573,L043->L183,L043,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0,"L018,L043,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.7649777903947,70.7649777903947,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1574,L105->L183,L105,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000049,"L018,L060,L102,L105,L111,L115,L134,L140,L155,L178,L182,L183",12,70.60101705536313,70.60101705536313,10,"L018,L060,L102,L111,L115,L134,L140,L155,L178,L182",10,True,relay_cascade,True,,True
1575,L132->L183,L132,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000095,"L018,L060,L111,L115,L132,L134,L140,L155,L178,L182,L183",11,71.52718732806579,71.52718732806579,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1576,L063->L183,L063,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000095,"L018,L060,L063,L111,L115,L134,L140,L155,L178,L182,L183",11,70.75934502302165,70.75934502302165,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1577,L039->L183,L039,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0,"L018,L039,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.76166398229037,70.76166398229037,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1578,L167->L183,L167,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000018,"L018,L060,L111,L115,L134,L140,L155,L167,L178,L182,L183",11,70.76485722878152,70.76485722878152,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1579,L004->L183,L004,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0,"L004,L018,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.76538104095462,70.76538104095462,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1580,L174->L183,L174,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000004,"L018,L060,L111,L115,L134,L140,L155,L174,L178,L182,L183",11,70.76485722878152,70.76485722878152,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1581,L052->L183,L052,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.000000000000001,"L018,L052,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.76179479350503,70.76179479350503,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1582,L071->L183,L071,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0000000000000002,"L018,L060,L071,L111,L115,L134,L140,L155,L178,L182,L183",11,70.74410060792373,70.74410060792373,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
1583,L027->L183,L027,L183,promoted_line_expansion,True,True,85.1280760939776,85.1280760939776,0.0,1.0,"L018,L027,L060,L111,L115,L134,L140,L155,L178,L182,L183",11,70.74089648943085,70.74089648943085,9,"L018,L060,L111,L115,L134,L140,L155,L178,L182",9,True,relay_cascade,True,,True
